name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
			GrossPPE,"6,701,948,000","14,069,712,000","6,352,157,000","6,403,661,000","6,431,411,000","13,421,982,000","6,092,025,000","6,139,845,000","6,218,278,000","13,246,680,000","6,192,271,000","6,124,342,000","6,048,740,000","12,427,315,000","6,026,707,000","5,945,317,000","5,840,103,000","11,803,200,000","5,507,972,000","5,367,107,000","5,192,692,000","11,111,866,000","4,963,906,000","4,856,796,000","4,754,390,000","10,390,571,000","4,631,933,000","4,536,995,000","4,490,305,000","9,776,191,000",,,,"9,107,112,000",,,"4,093,104,000","8,702,364,000",,,,"7,887,982,000",,,,"7,397,531,000","3,530,220,000","3,571,327,000","3,424,476,000","7,715,628,000","7,599,847,000","7,541,961,000","3,037,896,000","7,124,341,000","6,499,390,000","6,363,557,000","6,219,731,000","6,174,639,000","6,161,970,000","6,006,564,000","5,913,838,000","5,962,100,000","5,683,420,000","5,476,107,000","5,511,450,000","5,546,817,000","5,335,617,000","5,374,522,000","5,328,505,000"
				LandAndImprovements,,"799,139,000",,,,"732,578,000",,,,"712,061,000",,,,,,,,,,,,,,,,,,,,,,,,"1,311,786,000",,,,"850,865,000",,,,"758,489,000",,,,"689,173,000",,,,"626,132,000",,,,"542,947,000",,,,"408,191,000",,,,"353,416,000",,,,"303,929,000",,,
				BuildingsAndImprovements,,"12,468,813,000",,,,"12,121,569,000",,,,"11,954,585,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,"460,326,000",,,,"440,457,000",,,,"412,955,000",,,,"9,100,662,000",,,,"8,819,415,000",,,,"8,631,531,000",,,,"8,450,481,000",,,,"7,868,303,000",,,,"7,477,029,000",,,,"6,921,374,000",,,,"6,678,474,000",,,,"6,472,501,000",,,,"6,762,477,000",,,,"6,188,551,000",,,,"5,592,733,000",,,,"5,523,742,000",,,,"5,156,695,000",,,
				OtherProperties,"6,701,948,000","233,126,000","6,352,157,000","6,403,661,000","6,431,411,000",,"6,092,025,000","6,139,845,000","6,218,278,000",,"6,192,271,000","6,124,342,000","6,048,740,000","1,836,614,000","6,026,707,000","5,945,317,000","5,840,103,000","1,766,103,000","5,507,972,000","5,367,107,000","5,192,692,000","1,633,797,000","4,963,906,000","4,856,796,000","4,754,390,000","1,498,188,000","4,631,933,000","4,536,995,000","4,490,305,000","1,417,994,000",,,,,,,,,,,,,,,,"235,857,000",,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,"108,308,000",,,,"127,378,000",,,,"167,079,000",,,,"1,490,039,000",,,,"1,217,682,000",,,,"846,538,000",,,,"441,902,000",,,,"489,894,000",,,,"318,297,000",,,,"930,125,000",,,,"451,019,000",,,,,,,,"327,019,000",,,,"392,843,000",,,,"173,715,000",,,,"84,942,000",,,,"86,193,000",,,
			AccumulatedDepreciation,,"-7,746,569,000",,,,"-7,358,074,000",,,,"-7,017,537,000",,,,"-6,425,376,000",,,,"-6,130,942,000",,,,"-5,952,309,000",,,,"-5,716,804,000",,,,"-5,341,221,000",,,,"-5,053,459,000",,,"-76,977,000","-4,921,784,000",,,,"-4,633,395,000",,,,"-4,414,660,000","-222,630,000","-148,255,000","-74,279,000","-4,446,621,000","-4,313,684,000","-4,313,684,000","-59,490,000","-4,185,100,000","-4,095,464,000","-4,044,176,000","-3,944,601,000","-3,944,601,000","-3,939,742,000","-3,797,499,000","-3,797,499,000","-3,797,499,000","-3,586,503,000","-3,586,503,000","-3,586,503,000","-3,586,503,000","-3,392,926,000","-3,392,926,000","-3,392,926,000"
		GoodwillAndOtherIntangibleAssets,"1,470,105,000","1,561,559,000","1,565,891,000","1,575,561,000","1,576,436,000","1,465,965,000","1,590,979,000","1,614,043,000","1,635,785,000","1,660,859,000","1,729,391,000","1,761,686,000","1,804,676,000","1,862,827,000","1,970,995,000","2,032,412,000","2,087,412,000","2,143,452,000","2,219,960,000","2,674,520,000","2,709,467,000","2,757,630,000","2,973,912,000","2,993,696,000","3,027,964,000","3,067,236,000","3,095,411,000","3,131,767,000","3,161,011,000","3,199,916,000","3,242,640,000","3,286,788,000","3,330,778,000","3,375,930,000","3,434,038,000","3,509,504,000","3,548,306,000","3,581,816,000","3,543,508,000","3,576,341,000","3,635,435,000","3,670,920,000","3,707,914,000","3,736,821,000","3,760,964,000","3,826,987,000","4,347,873,000","4,427,486,000","4,469,360,000","4,542,352,000","4,900,650,000","4,925,668,000","2,826,641,000","2,844,498,000","165,673,000","164,993,000","159,747,000","159,099,000","160,036,000","161,607,000","157,733,000","49,211,000","55,421,000","57,619,000","54,317,000","54,037,000","53,817,000","44,785,000","32,939,000"
			Goodwill,,"1,320,245,000",,,,"1,288,344,000",,,,"1,292,481,000",,,,"1,292,665,000",,,,"1,333,770,000",,,,"1,745,379,000",,,,"1,806,754,000",,,,"1,806,945,000",,,,"2,146,243,000",,,,"2,147,066,000",,,,"1,804,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"241,314,000",,,,"177,621,000",,,,"368,378,000",,,,"570,162,000",,,,"809,682,000",,,,"1,012,251,000",,,,"1,260,482,000",,,,"1,392,971,000","3,242,640,000",,"3,330,778,000","1,229,687,000","3,434,038,000","3,509,504,000","3,548,306,000","1,434,750,000","3,543,508,000","3,576,341,000",,"1,866,250,000","3,707,914,000","3,736,821,000","3,760,964,000","3,826,987,000","4,347,873,000","4,427,486,000","4,469,360,000","4,542,352,000","4,900,650,000","4,925,668,000","2,826,641,000","2,844,498,000","165,673,000","164,993,000","159,747,000","159,099,000","160,036,000","161,607,000","157,733,000","49,211,000","55,421,000","57,619,000","54,317,000","54,037,000","53,817,000","44,785,000","32,939,000"
		InvestmentsAndAdvances,"878,443,000","904,899,000","899,129,000","889,846,000","962,561,000","923,723,000","945,940,000","881,991,000","942,495,000","790,201,000","874,604,000","908,022,000","937,784,000","828,322,000","855,962,000","877,053,000","886,402,000","906,963,000","858,079,000","619,694,000","638,156,000","666,741,000","658,162,000","943,314,000","934,638,000","915,256,000","933,489,000","931,803,000","987,762,000","985,664,000","1,107,003,000","1,098,313,000","1,182,559,000","672,791,000","718,196,000","750,380,000","742,807,000","715,447,000","701,002,000","670,153,000","664,709,000","636,739,000","610,593,000","605,116,000","539,472,000","565,362,000",,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"853,205,000","879,965,000","856,524,000","862,905,000","851,442,000","805,568,000","765,320,000","663,261,000","681,323,000","640,294,000","625,105,000","601,712,000","598,546,000","557,031,000","548,882,000","524,625,000","495,319,000","490,645,000","555,190,000","596,561,000","615,025,000","643,630,000","656,631,000","941,501,000","932,822,000","912,758,000","931,012,000","929,251,000","985,230,000","983,061,000","1,104,436,000","1,095,767,000",,"670,248,000",,,,"671,855,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,,,,,,"941,501,000","932,822,000","912,758,000","931,012,000","929,251,000","985,230,000","983,061,000","1,104,436,000","1,095,767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsInOtherVenturesUnderEquityMethod,"853,205,000","879,965,000","856,524,000","862,905,000","851,442,000","805,568,000","765,320,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,"18,012,000","38,678,000","22,800,000",,"113,829,000","176,178,000","214,185,000","256,311,000","145,070,000","21,572,000","300,804,000","337,575,000","269,621,000","305,405,000","350,754,000","389,406,000","414,656,000","301,224,000","21,572,000","21,572,000","21,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,"21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000","21,572,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,,"18,012,000","38,678,000","22,800,000",,"113,829,000","176,178,000","192,613,000","234,739,000","123,498,000",,"279,232,000","316,003,000","248,049,000","283,833,000","329,182,000","367,834,000","393,084,000","279,652,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"25,238,000","6,922,000","3,927,000","4,141,000","111,119,000","4,326,000","4,442,000","4,545,000","4,861,000","4,837,000","227,927,000","5,506,000","1,663,000","1,670,000","1,675,000","1,674,000","1,677,000","1,662,000","1,665,000","1,561,000","1,559,000","1,539,000","1,531,000","1,813,000","1,816,000","2,498,000","2,477,000","2,552,000","2,532,000","2,603,000","2,567,000","2,546,000",,"2,543,000",,,,"43,592,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,"0",,,,"52,000",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"152,647,000","134,945,000","154,718,000","156,173,000","156,954,000","128,075,000","130,049,000","155,734,000","173,446,000","151,427,000","187,571,000","198,233,000","201,989,000","156,405,000","202,368,000","201,547,000","213,890,000","123,851,000","235,455,000","247,522,000","257,814,000","108,679,000","249,099,000","219,824,000","209,129,000","70,664,000","120,639,000","121,765,000","128,921,000","82,413,000","129,903,000","135,614,000","137,042,000","133,280,000","138,509,000","137,980,000",,"120,429,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,559,000",,"121,721,000","109,856,000","102,205,000","101,618,000","81,143,000","84,595,000","57,214,000","82,752,000",,,,,,,,,,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,"108,658,000",,,,"106,787,000",,,,"88,595,000",,,,"91,419,000",,,,"62,675,000",,,,"43,093,000",,,,"20,716,000",,,,"19,349,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"230,412,000","225,680,000","217,608,000","205,806,000","163,231,000","181,606,000","190,224,000","177,266,000","169,926,000","153,532,000","152,059,000","149,849,000","153,277,000","144,613,000","181,467,000","197,906,000","193,752,000","200,706,000","199,900,000","207,360,000","230,338,000","268,252,000","240,457,000","219,560,000","201,401,000","197,159,000","212,787,000","192,433,000","201,599,000","214,199,000","222,758,000","226,741,000","236,263,000","234,760,000","217,219,000","227,591,000","207,783,000","210,523,000","220,528,000","217,197,000","203,426,000","197,603,000","195,778,000","217,686,000","370,633,000","390,323,000","356,333,000","323,094,000","313,149,000","310,590,000","337,807,000","337,460,000","293,353,000","291,641,000","248,032,000","213,715,000","212,087,000","194,874,000","169,560,000","171,900,000","153,946,000","161,173,000","148,046,000","129,788,000","124,561,000","130,812,000","53,374,000","52,236,000","53,140,000"
			NonCurrentDeferredTaxesAssets,"230,412,000","225,680,000","217,608,000","205,806,000","163,231,000","181,606,000","190,224,000","177,266,000","169,926,000","153,532,000","152,059,000","149,849,000","153,277,000","144,613,000","181,467,000","197,906,000","193,752,000","200,706,000","199,900,000","207,360,000","230,338,000","268,252,000","240,457,000","219,560,000","201,401,000","197,159,000","212,787,000","192,433,000","201,599,000","214,199,000","222,758,000","226,741,000","236,263,000","234,760,000","217,219,000","227,591,000","207,783,000","210,523,000","220,528,000","217,197,000","203,426,000","197,603,000","195,778,000","217,686,000","370,633,000","390,323,000","356,333,000","323,094,000","313,149,000","310,590,000","337,807,000","337,460,000","293,353,000","291,641,000","248,032,000","213,715,000","212,087,000","194,874,000","169,560,000","171,900,000","153,946,000","161,173,000","148,046,000","129,788,000","124,561,000","130,812,000","53,374,000","52,236,000","53,140,000"
		NonCurrentPrepaidAssets,,"22,158,000",,,,"23,778,000",,,,"31,902,000",,,,"40,598,000",,,,"96,713,000",,,,"153,497,000",,,,"81,416,000",,,,"59,647,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"719,382,000","716,062,000","1,305,444,000","1,259,755,000","587,641,000","563,371,000","519,620,000","491,030,000","458,794,000","409,069,000","399,301,000","348,733,000","334,194,000","285,227,000","264,381,000","275,211,000","144,450,000","149,868,000","127,976,000","128,490,000","252,124,000","246,094,000","188,797,000"
TotalLiabilitiesNetMinorityInterest,"2,707,771,000","2,656,619,000","2,864,072,000","2,833,251,000","2,667,577,000","2,375,807,000","2,833,627,000","2,963,484,000","2,874,285,000","2,817,248,000","2,767,881,000","2,778,775,000","2,558,703,000","2,590,203,000","2,606,866,000","2,739,193,000","2,912,741,000","3,020,918,000","3,383,250,000","3,669,672,000","3,729,716,000","3,704,364,000","3,954,589,000","3,815,001,000","3,583,839,000","3,461,104,000","3,811,424,000","4,053,779,000","4,218,955,000","4,403,599,000","4,744,890,000","4,651,581,000","4,158,322,000","3,690,692,000","3,952,528,000","3,988,049,000","3,994,714,000","3,813,751,000","3,703,567,000","3,697,801,000","3,695,872,000","3,762,472,000","4,137,414,000","4,597,503,000","5,794,534,000","6,398,825,000","6,742,706,000","7,268,260,000","7,479,094,000","7,714,737,000","8,747,116,000","8,508,524,000","6,720,748,000","6,893,612,000","3,091,316,000","2,974,514,000","3,057,056,000","2,930,155,000","2,941,903,000","3,014,399,000","2,917,465,000","3,001,093,000","2,865,829,000","2,627,094,000","2,406,628,000","2,348,284,000","2,081,028,000","2,161,102,000","2,189,100,000"
	CurrentLiabilities,"1,583,089,000","1,780,457,000","1,953,851,000","1,956,940,000","1,786,097,000","1,718,363,000","2,075,228,000","2,208,128,000","2,167,086,000","2,070,899,000","1,964,905,000","1,947,513,000","1,711,800,000","1,731,130,000","1,652,273,000","1,752,032,000","1,900,276,000","1,754,775,000","2,284,350,000","2,594,635,000","2,633,762,000","2,602,829,000","2,873,490,000","2,574,946,000","2,311,306,000","2,119,729,000","2,394,797,000","2,591,325,000","2,650,866,000","2,829,374,000","3,089,188,000","2,911,307,000","2,628,770,000","2,403,699,000","2,615,816,000","2,589,669,000","2,543,501,000","2,378,546,000","2,160,323,000","2,113,344,000","1,917,491,000","1,970,470,000","2,129,870,000","2,440,999,000","3,283,737,000","3,790,017,000","3,739,535,000","4,219,203,000","2,936,761,000","3,061,024,000","3,321,576,000","2,882,644,000","2,699,119,000","2,765,504,000","1,931,066,000","1,826,008,000","1,855,283,000","1,699,101,000","1,739,625,000","1,759,486,000","1,820,293,000","1,999,846,000","1,733,411,000","1,591,238,000","1,438,477,000","1,328,677,000","1,297,928,000","1,352,013,000","1,302,745,000"
		PayablesAndAccruedExpenses,"648,283,000","836,521,000","682,820,000","757,821,000","835,154,000","1,091,975,000","973,431,000","971,207,000","919,106,000","995,081,000","828,337,000","807,563,000","744,863,000","784,157,000","645,829,000","631,402,000","611,725,000","813,742,000","728,965,000","754,912,000","950,304,000","1,394,019,000","1,236,501,000","1,198,923,000","1,140,625,000","1,308,836,000","1,044,440,000","1,073,860,000","1,059,852,000","1,403,039,000","922,289,000","1,008,893,000","911,488,000","901,735,000","875,145,000","890,067,000","796,497,000","818,226,000","822,862,000","815,435,000","636,269,000","1,014,025,000","499,809,000","531,604,000","641,970,000","896,791,000","1,090,341,000","1,095,215,000","869,846,000","847,842,000","811,098,000","843,105,000","766,885,000","838,259,000","769,459,000","761,330,000","683,317,000","625,324,000","614,653,000","694,611,000","613,892,000","592,092,000","538,731,000","488,189,000","484,822,000","459,795,000","455,696,000","463,453,000","502,238,000"
			Payables,"648,283,000","836,521,000","682,820,000","757,821,000","835,154,000","1,091,975,000","973,431,000","971,207,000","919,106,000","995,081,000","828,337,000","807,563,000","744,863,000","784,157,000","645,829,000","631,402,000","611,725,000","813,742,000","728,965,000","754,912,000","950,304,000","1,394,019,000","1,236,501,000","1,198,923,000","1,140,625,000","1,308,836,000","1,044,440,000","1,073,860,000","1,059,852,000","1,403,039,000","922,289,000","1,008,893,000","911,488,000","901,735,000","875,145,000","890,067,000","796,497,000","818,226,000","822,862,000","815,435,000","636,269,000","1,014,025,000","499,809,000","531,604,000","641,970,000","896,791,000","1,090,341,000","1,095,215,000","869,846,000","847,842,000","811,098,000","843,105,000","766,885,000","838,259,000","769,459,000","761,330,000","683,317,000","625,324,000","614,653,000","694,611,000","613,892,000","592,092,000","538,731,000","488,189,000","484,822,000","459,795,000","455,696,000","463,453,000","502,238,000"
				AccountsPayable,"530,219,000","555,887,000","551,859,000","636,720,000","596,532,000","693,673,000","762,736,000","812,972,000","810,259,000","750,739,000","721,808,000","709,745,000","642,093,000","556,834,000","550,925,000","506,589,000","450,397,000","503,845,000","590,235,000","573,679,000","652,554,000","831,803,000","894,804,000","880,589,000","820,025,000","834,629,000","804,272,000","820,055,000","817,016,000","883,190,000","922,289,000","1,008,893,000","911,488,000","901,735,000","875,145,000","890,067,000","796,497,000","818,226,000","822,862,000","815,435,000",,"556,419,000",,"531,604,000","641,970,000","896,791,000","1,090,341,000","1,095,215,000","869,846,000","847,842,000","811,098,000","843,105,000","766,885,000","838,259,000","769,459,000","761,330,000","683,317,000","625,324,000","614,653,000","694,611,000","613,892,000","592,092,000","538,731,000","488,189,000","484,822,000","459,795,000","455,696,000","463,453,000","502,238,000"
				TotalTaxPayable,"118,064,000","127,625,000","130,961,000","121,101,000","238,622,000","250,233,000","210,695,000","158,235,000","108,847,000","102,405,000","106,529,000","97,818,000","102,770,000","101,197,000","94,904,000","124,813,000","161,328,000","136,018,000","138,730,000","181,233,000","297,750,000","352,353,000","341,697,000","318,334,000","320,600,000","266,760,000","240,168,000","253,805,000","242,836,000","254,603,000",,,,,,,,,,,,"306,539,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"64,994,000",,,,"182,711,000",,,,"35,210,000",,,,"55,841,000",,,,"46,600,000",,,,"239,468,000",,,,"149,154,000",,,,"129,419,000",,,,,,,,,,,,"202,111,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,"51,000",,,,"135,000",,,,"351,000",,,,"5,305,000",,,,"22,000",,,,"4,023,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,"153,009,000",,,,"148,069,000",,,,"141,886,000",,,,"125,991,000",,,,"173,528,000",,,,"204,558,000",,,,"207,425,000",,,,"261,223,000",,,,,,,,,,,,"151,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"14,107,000","17,017,000","27,921,000","32,023,000","29,496,000","24,283,000","20,828,000","27,181,000","31,264,000","32,330,000","25,973,000","23,179,000","25,895,000","22,756,000","20,574,000","14,296,000","13,503,000","8,995,000","7,396,000","16,796,000","18,142,000","20,380,000","28,404,000","28,835,000","26,509,000","25,715,000","19,878,000","20,014,000","24,889,000","26,958,000","20,899,000","22,512,000","24,096,000","33,605,000","40,285,000","37,203,000","38,420,000","25,101,000","26,059,000","27,865,000","30,142,000","28,632,000","35,986,000","51,385,000","33,442,000","28,511,000",,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"567,572,000","819,121,000","911,603,000","879,357,000","658,694,000","509,820,000","702,577,000","808,669,000","970,647,000","931,214,000","796,556,000","820,850,000","676,644,000","808,694,000","713,222,000","787,187,000","965,973,000","748,295,000","974,792,000","1,235,138,000","1,154,642,000","968,407,000","1,105,519,000","913,125,000","736,213,000","684,717,000","937,575,000","1,093,810,000","1,139,799,000","1,211,785,000","1,343,059,000","1,026,468,000","813,255,000","781,101,000","994,331,000","1,069,673,000","1,124,061,000","1,023,926,000","713,703,000","751,186,000","743,256,000","791,583,000","1,594,075,000","1,019,972,000","1,650,483,000","2,864,715,000","1,404,051,000","1,544,755,000","963,773,000","1,150,779,000","1,139,789,000","867,049,000","632,858,000","794,197,000","321,217,000","405,389,000","329,703,000","332,180,000","383,971,000","481,972,000","578,915,000","838,591,000","738,821,000","710,957,000","585,099,000","458,872,000","513,057,000","544,904,000","397,282,000"
			CurrentDebt,"523,203,000","781,272,000","873,822,000","844,926,000","622,735,000","509,776,000","702,577,000","808,669,000","970,647,000","931,076,000","796,556,000","820,850,000","676,644,000","808,564,000","713,222,000","787,187,000","965,973,000","747,924,000","974,792,000","1,235,138,000","1,154,642,000","967,921,000","1,105,519,000","913,125,000","736,213,000","684,142,000","937,575,000","1,093,810,000","1,139,799,000","1,211,155,000","1,343,059,000","1,026,468,000","813,255,000","780,941,000","994,331,000","1,069,673,000","1,124,061,000","1,023,763,000","713,703,000","751,186,000","743,256,000","791,404,000","1,594,075,000","1,019,972,000","1,650,483,000","2,864,715,000","1,404,051,000","1,544,755,000","963,773,000","1,150,779,000","1,139,789,000","867,049,000","632,858,000","794,197,000","321,217,000","405,389,000","329,703,000","332,180,000","383,971,000","481,972,000","578,915,000","838,591,000","738,821,000","710,957,000","585,099,000","458,872,000","513,057,000","544,904,000","397,282,000"
				LineOfCredit,,"24,000",,,,"1,644,000",,,,"131,000",,,,"1,320,000",,,,"349,000",,,,"1,200,000",,,,"16,384,000",,,,"55,802,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"523,203,000","781,248,000","873,822,000","844,926,000","622,735,000","508,132,000","702,577,000","808,669,000",,"930,945,000",,,,"807,244,000",,,,"747,575,000",,,,"966,721,000",,,,"667,758,000",,,,"1,155,353,000",,,,"780,941,000",,,,"1,023,763,000",,,,"791,404,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"44,369,000","37,849,000","37,781,000","34,431,000","35,959,000","44,000",,,,"138,000",,,,"130,000",,,,"371,000",,,,"486,000",,,,"575,000",,,,"630,000",,,,"160,000",,,,"163,000",,,,"179,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"76,833,000","82,729,000","79,581,000","44,075,000","57,234,000","62,683,000","60,577,000","89,566,000","37,424,000","56,707,000","85,818,000","80,334,000","62,265,000","39,668,000","40,904,000","68,939,000","90,495,000","134,780,000","188,162,000","213,670,000","188,704,000","133,609,000","139,711,000","92,041,000","102,592,000","56,911,000","26,837,000","34,342,000","92,409,000","134,010,000","160,188,000","163,883,000","543,149,000","400,496,000","349,096,000","279,367,000","234,872,000","277,703,000","221,095,000","201,201,000","286,498,000",,,"333,638,000","443,604,000",,,,,,,,,,,,"517,216,000",,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256,893,000",,"386,261,000","344,932,000","270,732,000","213,144,000","234,872,000","207,652,000","221,095,000","201,201,000","286,498,000",,,"333,638,000","443,604,000",,,,,,,,,,,,"517,216,000",,,,,,,,,,,,
			CurrentDeferredRevenue,"76,833,000","82,729,000","79,581,000","44,075,000","57,234,000","62,683,000","60,577,000","89,566,000","37,424,000","56,707,000","85,818,000","80,334,000","62,265,000","39,668,000","40,904,000","68,939,000","90,495,000","134,780,000","188,162,000","213,670,000","188,704,000","133,609,000","139,711,000","92,041,000","102,592,000","56,911,000","26,837,000","34,342,000","92,409,000","134,010,000","160,188,000","163,883,000","156,888,000","55,564,000","78,364,000","66,223,000",,"70,051,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"276,294,000","25,069,000","251,926,000","243,664,000","205,519,000","29,602,000","317,815,000","311,505,000","208,645,000","55,567,000","228,221,000","215,587,000","202,133,000","75,855,000","231,744,000","250,208,000","218,580,000","48,963,000","385,035,000","374,119,000","321,970,000","86,414,000","363,355,000","342,022,000","305,367,000","43,550,000","366,067,000","369,299,000","333,917,000","53,582,000","642,753,000","689,551,000","336,782,000","79,391,000","356,959,000","313,359,000","349,651,000","233,590,000","376,604,000","317,657,000","221,326,000","136,230,000",,"504,400,000","514,238,000",,"1,245,143,000","1,579,233,000","1,103,142,000","1,062,403,000","1,370,689,000","1,172,490,000","1,299,376,000","1,133,048,000","840,390,000","659,289,000","325,047,000","741,597,000","741,001,000","582,903,000","627,486,000","569,163,000","455,859,000","392,092,000","368,556,000","410,010,000","329,175,000","343,656,000","403,225,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,124,682,000","876,162,000","910,221,000","876,311,000","881,480,000","657,444,000","758,399,000","755,356,000","707,199,000","746,349,000","802,976,000","831,262,000","846,903,000","859,073,000","954,593,000","987,161,000","1,012,465,000","1,266,143,000","1,098,900,000","1,075,037,000","1,095,954,000","1,101,535,000","1,081,099,000","1,240,055,000","1,272,533,000","1,341,375,000","1,416,627,000","1,462,454,000","1,568,089,000","1,574,225,000","1,655,702,000","1,740,274,000","1,529,552,000","1,286,993,000","1,336,712,000","1,398,380,000","1,451,213,000","1,435,205,000","1,543,244,000","1,584,457,000","1,778,381,000","1,792,002,000","2,007,544,000","2,156,504,000","2,510,797,000","2,608,808,000","3,003,171,000","3,049,057,000","4,542,333,000","4,653,713,000","5,425,540,000","5,625,880,000","4,021,629,000","4,128,108,000","1,160,250,000","1,148,506,000","1,201,773,000","1,231,054,000","1,202,278,000","1,254,913,000","1,097,172,000","1,001,247,000","1,132,418,000","1,035,856,000","968,151,000","1,019,607,000","783,100,000","809,089,000","886,355,000"
		LongTermProvisions,"73,075,000","54,599,000","38,748,000","37,828,000","37,511,000","36,089,000","37,125,000","35,966,000","39,031,000","36,438,000","38,072,000","42,914,000","42,280,000","63,257,000","63,689,000","64,291,000","63,711,000","61,421,000","67,833,000","67,108,000","62,366,000","70,714,000","73,097,000","72,653,000","70,925,000","66,795,000","72,028,000","73,379,000","72,555,000","67,185,000","67,499,000","67,511,000","74,353,000","72,975,000","79,057,000","91,736,000","88,620,000","83,922,000","88,608,000","83,206,000","84,669,000","80,755,000","84,695,000","79,470,000","73,120,000","89,526,000",,,,,,,,,,,,,,,,,,,,,,,
