name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalRevenue,"5,182,666,000","4,762,059,000","4,227,393,000","3,885,290,000","3,550,029,000","2,976,820,000","2,708,432,000","2,323,237,000","1,435,721,000","1,370,187,000","1,297,867,000"
	OperatingRevenue,"5,182,666,000","4,762,059,000","4,227,393,000","3,885,290,000","3,550,029,000","2,976,820,000","2,708,432,000","2,323,237,000","1,435,721,000","1,370,187,000","1,297,867,000"
CostOfRevenue,"4,332,860,000","3,937,969,000","3,489,200,000","3,146,361,000","2,869,750,000","2,408,905,000","2,142,186,000","1,817,948,000","1,124,675,000","1,090,454,000","1,020,500,000"
GrossProfit,"849,806,000","824,090,000","738,193,000","738,929,000","680,279,000","567,915,000","566,246,000","505,289,000","311,046,000","279,733,000","277,367,000"
OperatingExpense,"523,241,000","490,271,000","416,943,000","390,440,000","361,763,000","293,911,000","250,050,000","233,591,000","141,351,000","145,068,000","151,373,000"
	SellingGeneralAndAdministration,"523,241,000","490,271,000","416,943,000","390,440,000","361,763,000","293,911,000","250,050,000","233,591,000","141,351,000","145,068,000","151,373,000"
		GeneralAndAdministrativeExpense,"183,923,000","169,851,000","138,488,000","130,777,000","122,207,000","95,235,000","81,153,000","90,743,000","60,444,000","68,626,000","66,232,000"
			OtherGandA,"183,923,000","169,851,000","138,488,000","130,777,000","122,207,000","95,235,000","81,153,000","90,743,000","60,444,000","68,626,000","66,232,000"
		SellingAndMarketingExpense,"339,318,000","320,420,000","278,455,000","259,663,000","239,556,000","198,676,000","168,897,000","142,848,000","80,907,000","76,442,000","85,141,000"
OperatingIncome,"326,565,000","333,819,000","321,250,000","348,489,000","318,516,000","274,004,000","316,196,000","271,698,000","169,695,000","134,665,000","125,994,000"
NetNonOperatingInterestIncomeExpense,"2,900,000","2,673,000","1,639,000","577,000","184,000","192,000","-1,160,000","476,000","2,446,000","2,926,000","-40,238,000"
	TotalOtherFinanceCost,,"-2,673,000","-1,639,000","-577,000","-184,000","-192,000","1,160,000","-476,000","-2,446,000","-2,926,000","40,238,000"
OtherIncomeExpense,"-104,040,000","-14,220,000","-49,373,000","6,590,000","-4,494,000","-13,209,000","-13,042,000","-174,238,000","-1,590,000","-35,892,000","2,968,000"
	GainOnSaleOfSecurity,,,,,,"29,983,000",,,,,
	EarningsFromEquityInterest,"9,616,000","9,509,000","13,332,000","8,846,000","7,453,000","1,759,000","5,405,000","37,563,000","22,964,000","8,050,000","5,319,000"
	SpecialIncomeCharges,"-98,748,000","-16,503,000","-50,889,000",,"0","-33,317,000","0","-209,260,000","-20,987,000","-52,292,000","0"
		RestructuringAndMergernAcquisition,"92,942,000","10,697,000","50,889,000",,,,"0","199,119,000","20,987,000","52,292,000","0"
		OtherSpecialCharges,,"5,806,000",,,,"33,317,000",,"10,141,000",,,
	OtherNonOperatingIncomeExpenses,"-14,908,000","-7,226,000","-11,816,000","-2,256,000","-11,947,000","-11,634,000","-18,447,000","-2,541,000","-3,567,000","8,350,000","-2,351,000"
PretaxIncome,"225,425,000","322,272,000","273,516,000","355,656,000","314,206,000","260,987,000","301,994,000","97,936,000","170,551,000","101,699,000","88,724,000"
TaxProvision,"51,348,000","67,358,000","63,036,000","179,006,000","107,643,000","90,001,000","76,395,000","3,068,000","-260,297,000","24,912,000","-1,878,000"
NetIncomeCommonStockholders,"172,090,000","254,652,000","206,364,000","91,220,000","52,616,000","61,049,000","71,469,000","45,420,000","430,820,000","71,487,000","87,367,000"
	NetIncome,"172,090,000","254,652,000","206,364,000","91,220,000","52,616,000","61,049,000","71,469,000","45,420,000","430,820,000","71,487,000","87,367,000"
		NetIncomeIncludingNoncontrollingInterests,"174,077,000","254,914,000","210,480,000","176,650,000","206,563,000","229,045,000","267,501,000","94,868,000","430,848,000","76,787,000","90,602,000"
			NetIncomeContinuousOperations,"174,077,000","254,914,000","210,480,000","176,650,000","206,563,000","170,986,000","225,599,000","94,868,000","430,848,000","76,787,000","90,602,000"
			NetIncomeDiscontinuousOperations,,,,,"0","58,059,000","41,902,000",,,,
		MinorityInterests,"-1,987,000","-262,000","-4,116,000","-85,430,000","-153,947,000","-167,996,000","-196,032,000","-49,448,000","-28,000","-5,300,000","-3,235,000"
