name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"31,728,200,000","32,789,200,000","36,534,200,000","29,241,500,000","23,022,300,000","27,027,900,000","47,951,200,000","47,727,000,000","42,583,100,000","44,313,000,000","33,739,300,000","25,510,900,000","21,905,656,000","16,950,125,000","13,990,969,000","12,256,959,000","8,321,202,000","5,346,431,000","3,584,783,000","3,179,727,000","3,049,020,000","1,346,500,000","738,900,000"
	OperatingRevenue,"31,728,200,000","32,789,200,000","36,534,200,000","29,241,500,000","23,022,300,000","27,027,900,000","47,951,200,000","47,727,000,000","42,583,100,000","44,313,000,000","33,739,300,000","25,510,900,000","21,905,656,000","16,950,125,000","13,990,969,000","12,256,959,000","8,321,202,000","5,346,429,000","3,584,783,000","3,154,369,000","3,049,020,000","1,346,500,000","738,900,000"
CostOfRevenue,"26,102,400,000","27,061,800,000","31,397,300,000","25,557,500,000","19,643,500,000","23,668,700,000","44,220,500,000","44,238,700,000","39,367,900,000","41,318,500,000","31,449,300,000","23,565,800,000","20,460,964,000","16,009,051,000","13,089,091,000","11,546,225,000","7,904,336,000","5,046,777,000","3,382,561,000","2,861,743,000","2,760,044,000","1,176,300,000","667,000,000"
GrossProfit,"5,625,800,000","5,727,400,000","5,136,900,000","3,684,000,000","3,378,800,000","3,359,200,000","3,730,700,000","3,488,300,000","3,215,200,000","2,994,500,000","2,290,000,000","1,945,100,000","1,444,692,000","941,074,000","901,878,000","710,734,000","416,866,000","299,654,000","202,222,000","317,984,000","288,976,000","170,200,000","71,900,000"
OperatingExpense,"215,000,000","211,700,000","208,300,000","181,100,000","160,100,000","192,600,000","214,500,000","188,300,000","170,300,000","181,800,000","204,800,000","121,100,000","31,446,000","58,037,000","41,826,000","47,718,000","-6,128,000","51,550,000","7,637,000","30,296,000","69,361,000","37,800,000","37,400,000"
	SellingGeneralAndAdministration,"215,000,000","211,700,000","208,300,000","181,100,000","160,100,000","192,600,000","214,500,000","188,300,000","170,300,000","181,800,000","204,800,000","172,300,000","90,550,000","87,695,000","63,391,000","62,266,000","46,659,000","37,590,000","42,890,000","30,296,000","28,345,000","12,500,000","18,200,000"
		GeneralAndAdministrativeExpense,"215,000,000","211,700,000","208,300,000","181,100,000","160,100,000","192,600,000","214,500,000","188,300,000","170,300,000",,,,,,,,,,,,,,
			OtherGandA,"215,000,000","211,700,000","208,300,000","181,100,000","160,100,000","192,600,000","214,500,000","188,300,000","170,300,000",,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"41,016,000","25,300,000","19,200,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"41,016,000","25,300,000","19,200,000"
	OtherOperatingExpenses,,,,,,,,,,,,"-51,200,000","-59,104,000","-29,658,000","-21,565,000","-14,548,000","-52,787,000","13,960,000","-35,253,000",,,,
OperatingIncome,"5,410,800,000","5,515,700,000","4,928,600,000","3,502,900,000","3,218,700,000","3,166,600,000","3,516,200,000","3,300,000,000","3,044,900,000","2,812,700,000","2,085,200,000","1,824,000,000","1,413,246,000","883,037,000","860,052,000","663,016,000","422,994,000","248,104,000","194,585,000","287,688,000","219,615,000","132,400,000","34,500,000"
NetNonOperatingInterestIncomeExpense,"-1,163,200,000","-1,124,000,000","-1,088,600,000","-946,400,000","-982,600,000","-946,400,000","-919,700,000","-801,600,000","-771,000,000","-743,000,000","-740,100,000","-639,500,000",,,,,,,,,,,
	InterestIncomeNonOperating,,"11,600,000",,,,,"1,300,000","900,000","800,000","1,100,000","1,800,000","2,300,000",,,,,,,,,,,
	InterestExpenseNonOperating,"1,154,000,000","1,107,800,000","1,047,500,000","918,300,000","982,600,000","914,300,000","921,000,000","802,500,000","771,800,000","744,100,000","741,900,000","641,800,000",,,,,,,,,,,
	TotalOtherFinanceCost,,"27,800,000","41,100,000","28,100,000",,"32,100,000",,,,,,,,,,,,,,,,,
OtherIncomeExpense,"388,200,000","341,000,000","458,800,000","324,800,000","340,300,000","335,700,000","260,100,000","166,200,000","136,900,000","45,800,000","64,700,000","-4,100,000","62,819,000","29,358,000","22,032,000","19,919,000","52,819,000","-8,332,000","39,877,000","27,716,000","30,938,000","3,100,000","17,600,000"
	GainOnSaleOfSecurity,,"-227,000,000","-64,200,000","-102,500,000","-24,500,000","-40,800,000",,,"72,900,000","46,400,000","62,000,000",,,,,,,,,,,,
	EarningsFromEquityInterest,"549,200,000","563,000,000","480,000,000","426,000,000","362,000,000","373,600,000","259,500,000","167,300,000","64,300,000",,,,"59,104,000","29,658,000","21,565,000","14,548,000","52,787,000","-13,960,000","35,253,000","25,358,000",,,
	SpecialIncomeCharges,,"0","39,400,000",,,,,,,"-600,000","4,500,000","-4,100,000","3,715,000","-300,000","467,000","5,371,000","32,000","5,628,000","4,624,000","2,358,000","30,938,000","3,100,000","17,600,000"
		RestructuringAndMergernAcquisition,,"0","-39,400,000",,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"9,300,000","5,000,000","3,600,000","1,300,000","2,800,000","2,900,000","600,000","-1,100,000","-300,000",,"2,700,000",,,,,,,,,,,,
PretaxIncome,"4,635,800,000","4,732,700,000","4,298,800,000","2,881,300,000","2,576,400,000","2,555,900,000","2,856,600,000","2,664,600,000","2,410,800,000","2,115,500,000","1,409,800,000","1,180,400,000","1,021,798,000","579,574,000","630,085,000","437,838,000","269,369,000","113,698,000","100,081,000",,,,
TaxProvision,"-145,900,000","45,600,000","60,300,000","25,700,000","23,400,000","-2,500,000","23,100,000","57,500,000","-17,200,000","27,200,000","26,100,000","25,300,000","26,401,000","15,257,000","21,323,000","8,362,000","3,761,000","5,293,000","1,634,000",,,,
NetIncomeCommonStockholders,"4,680,900,000","4,591,300,000","4,172,400,000","2,799,300,000","2,513,100,000","2,521,200,000","2,787,400,000","2,596,900,000","2,419,900,000","2,046,900,000","320,800,000","1,030,900,000","954,021,000","533,674,000","601,155,000","419,508,000","268,261,000","113,096,000","95,500,000","242,178,000","220,506,000","120,300,000","10,200,000"
