name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"2,707,408,000","2,707,408,000","2,677,627,000","2,527,556,000","2,221,849,000","2,250,062,000","2,705,068,000","2,608,332,000","2,249,388,000","1,830,921,000","1,414,806,000","1,253,087,000","1,288,789,000","1,027,264,000","851,160,000","608,574,000","399,837,000","341,789,000","300,637,000","290,372,000"
	OperatingRevenue,"2,675,065,000","2,675,065,000","2,649,872,000","2,517,709,000","2,221,849,000","2,250,062,000","2,705,068,000","2,608,332,000","2,249,388,000","1,830,921,000","1,414,806,000","1,253,087,000","1,288,789,000","1,027,264,000","851,160,000","608,574,000","399,837,000","341,789,000","300,637,000","290,372,000"
CostOfRevenue,"1,658,433,000","1,658,433,000","1,604,602,000","1,383,769,000","1,418,135,000","1,453,363,000","1,658,952,000","1,590,545,000","1,417,921,000","884,868,000","645,447,000","441,778,000","526,874,000","629,941,000","534,861,000","381,075,000","221,923,000",,,
	Fuel,"696,249,000","696,249,000","765,781,000","572,746,000","527,918,000","602,777,000","820,694,000","783,092,000","725,763,000","547,221,000","354,427,000",,,,,,,,,
	MaintenanceAndRepairs,"127,562,000","127,562,000","111,677,000","124,709,000","122,873,000","111,181,000","101,421,000","92,993,000","92,166,000",,,,,,,,,,,
	RentandLandingFeesCostofRevenue,,,,,"55,498,000","56,703,000","53,746,000","50,288,000","46,233,000","93,140,000","86,654,000",,,,,,,,,
	DDACostofRevenue,"282,080,000","282,080,000","169,436,000","164,345,000","159,278,000","134,888,000","115,147,000","137,412,000","89,217,000",,,,,,,,,,,
	OtherCostofRevenue,"552,542,000","552,542,000","557,708,000","521,969,000","552,568,000","547,814,000","567,944,000","526,760,000","464,542,000","244,507,000","204,366,000",,,,,,,,,
GrossProfit,"1,048,975,000","1,048,975,000","1,073,025,000","1,143,787,000","803,714,000","796,699,000","1,046,116,000","1,017,787,000","831,467,000","946,053,000","769,359,000","811,309,000","761,915,000","397,323,000","316,299,000","227,499,000","177,914,000",,,
OperatingExpense,"613,478,000","613,478,000","739,363,000","703,726,000","527,101,000","530,611,000","525,029,000","500,233,000","428,932,000","502,831,000","408,180,000","475,490,000","451,908,000","888,100,000","747,137,000","544,962,000","344,094,000","283,493,000","269,796,000",
