name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalRevenue,"2,293,798,000","2,293,798,000","1,842,912,000","1,450,448,000","1,160,132,000","914,128,000","730,027,000","555,117,000","433,799,000","334,528,000","221,824,000","149,939,000"
	OperatingRevenue,"2,293,798,000","2,293,798,000","1,842,912,000","1,450,448,000","1,160,132,000","914,128,000","730,027,000","555,117,000","433,799,000","334,528,000","221,824,000","149,939,000"
CostOfRevenue,"1,488,198,000","1,488,198,000","1,186,921,000","921,352,000","737,186,000","566,913,000","456,530,000","347,650,000","270,361,000","205,336,000","132,528,000","88,027,000"
GrossProfit,"805,600,000","805,600,000","655,991,000","529,096,000","422,946,000","347,215,000","273,497,000","207,467,000","163,438,000","129,192,000","89,296,000","61,912,000"
OperatingExpense,"502,750,000","502,750,000","410,227,000","356,150,000","289,250,000","241,248,000","185,073,000","130,974,000","97,432,000","72,487,000","56,506,000","45,930,000"
	SellingGeneralAndAdministration,"457,433,000","457,433,000","373,587,000","324,855,000","264,658,000","222,759,000","163,666,000","116,497,000","85,868,000","64,930,000","47,635,000","39,248,000"
		GeneralAndAdministrativeExpense,,,,,"264,658,000","222,759,000","163,666,000",,,,,
			OtherGandA,,,,,"264,658,000","222,759,000","163,666,000",,,,,
	DepreciationAmortizationDepletionIncomeStatement,"45,317,000","45,317,000","36,640,000","28,562,000","23,387,000","17,395,000","17,483,000","15,120,000","10,882,000","7,538,000","6,242,000","5,618,000"
		DepreciationAndAmortizationInIncomeStatement,"45,317,000","45,317,000","36,640,000","28,562,000","23,387,000","17,395,000","17,483,000","15,120,000","10,882,000","7,538,000","6,242,000","5,618,000"
	OtherOperatingExpenses,,,,"2,733,000","1,205,000","1,094,000","3,924,000","-643,000","682,000","19,000","2,629,000","1,064,000"
OperatingIncome,"302,850,000","302,850,000","245,764,000","172,946,000","133,696,000","105,967,000","88,424,000","76,493,000","66,006,000","56,705,000","32,790,000","15,982,000"
NetNonOperatingInterestIncomeExpense,"8,725,000","8,725,000","3,522,000","4,601,000","4,848,000","4,731,000","4,769,000","3,077,000","1,941,000","1,278,000","486,000","42,000"
	InterestIncomeNonOperating,,,,,,,,,,"1,315,000","562,000","227,000"
	InterestExpenseNonOperating,,,,,,,,,,"37,000","76,000","185,000"
	TotalOtherFinanceCost,"-8,725,000","-8,725,000","-3,522,000","-4,601,000","-4,848,000","-4,731,000","-4,769,000","-3,077,000","-1,941,000",,,
OtherIncomeExpense,"-12,049,000","-12,049,000","487,000","-3,242,000","-12,078,000","-4,628,000","-6,240,000","-2,800,000","-2,084,000","-5,191,000","-2,181,000","-1,617,000"
	GainOnSaleOfSecurity,"-12,049,000","-12,049,000","487,000","-3,242,000","-12,078,000","-4,628,000","-2,075,000","-2,800,000","-2,084,000","-3,638,000","-2,181,000","-1,617,000"
	SpecialIncomeCharges,,,,,"0",,"-4,165,000","0","0","-1,553,000",,
		RestructuringAndMergernAcquisition,,,,,"0",,"1,924,000",,,,,
		ImpairmentOfCapitalAssets,,,,,"0",,"2,241,000","0","0","1,697,000",,
		OtherSpecialCharges,,,,,,,,,,"-144,000",,
PretaxIncome,"299,526,000","299,526,000","249,773,000","174,305,000","126,466,000","106,070,000","86,953,000","76,770,000","65,863,000","52,792,000","31,095,000","14,407,000"
