name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalAssets,"9,659,815,000","9,919,031,000","10,492,339,000","10,297,799,000","10,590,474,000","7,963,995,000","5,613,948,000","3,198,094,000","2,047,229,000"
	CurrentAssets,"1,119,207,000","1,127,695,000","1,141,907,000","1,045,854,000","948,291,000","735,335,000","726,868,000","331,223,000","266,699,000"
		CashCashEquivalentsAndShortTermInvestments,"442,444,000","872,376,000","879,525,000","822,849,000","736,070,000","583,571,000","357,664,000","97,499,000","40,171,000"
			CashAndCashEquivalents,"223,867,000","631,542,000","669,387,000","594,811,000","514,712,000","354,154,000","357,664,000","97,499,000","40,171,000"
				CashFinancial,"223,867,000","631,542,000","669,387,000","594,811,000","514,712,000","350,854,000","351,042,000","88,535,000",
				CashEquivalents,,,,,,"3,300,000","6,622,000","8,964,000",
			OtherShortTermInvestments,"218,577,000","240,834,000","210,138,000","228,038,000","221,358,000","229,417,000",,,
		Receivables,"312,417,000","230,874,000","238,074,000","197,360,000","197,308,000","129,696,000","363,960,000","233,724,000","226,528,000"
			AccountsReceivable,"242,008,000","163,856,000","186,728,000","151,199,000","126,844,000","78,521,000","26,649,000","11,194,000","1,215,000"
			TaxesReceivable,"50,901,000","54,959,000","39,607,000","29,705,000","42,322,000","36,080,000","61,888,000","81,595,000",
			OtherReceivables,"19,508,000","12,059,000","11,739,000","16,456,000","28,142,000","15,095,000","275,423,000","140,935,000","225,313,000"
		Inventory,"20,268,000","18,924,000","17,933,000","15,384,000","14,913,000","22,068,000","5,244,000","0","0"
		PrepaidAssets,"5,150,000","5,521,000","6,375,000","10,261,000",,,,,
		RestrictedCash,"338,928,000",,,,,,,,
	TotalNonCurrentAssets,"8,540,607,000","8,791,336,000","9,350,432,000","9,251,945,000","9,642,183,000","7,228,660,000","4,887,080,000","2,866,871,000","1,780,530,000"
		GoodwillAndOtherIntangibleAssets,"8,161,129,000","8,549,181,000","9,084,270,000","8,924,272,000","9,300,897,000","6,725,178,000","4,418,120,000","2,058,941,000","1,546,795,000"
			OtherIntangibleAssets,"8,161,129,000","8,549,181,000","9,084,270,000","8,924,272,000","9,300,897,000","6,725,178,000","4,418,120,000","2,058,941,000","1,546,795,000"
		InvestmentsAndAdvances,"139,925,000","53,419,000","55,784,000","55,009,000","56,181,000","5,711,000","387,324,000","734,083,000","180,210,000"
			LongTermEquityInvestment,"139,925,000","53,419,000","55,784,000","55,009,000","56,181,000","5,711,000","387,324,000","734,083,000","180,210,000"
			InvestmentinFinancialAssets,"91,587,000","52,670,000","45,242,000","69,773,000","93,791,000",,,,
		FinancialAssets,"3,182,000","11,571,000","8,230,000","3,822,000","4,741,000","4,597,000","13,622,000","5,604,000","9,188,000"
		NonCurrentAccountsReceivable,"88,405,000","41,099,000","37,012,000","65,951,000","89,050,000","368,964,000","15,230,000","8,001,000","222,000"
		NonCurrentDeferredAssets,"147,966,000","136,066,000","165,136,000","202,891,000","191,314,000","124,210,000","52,784,000","60,242,000","44,115,000"
			NonCurrentDeferredTaxesAssets,"147,966,000","136,066,000","165,136,000","202,891,000","191,314,000","124,210,000","52,784,000","60,242,000","44,115,000"
TotalLiabilitiesNetMinorityInterest,"7,944,959,000","8,162,919,000","8,596,886,000","8,338,688,000","8,566,973,000","6,124,364,000","4,326,750,000","2,058,285,000","1,463,309,000"
	CurrentLiabilities,"973,358,000","739,139,000","500,388,000","1,175,066,000","2,092,811,000","581,016,000","274,915,000","236,049,000","245,492,000"
		PayablesAndAccruedExpenses,"121,181,000","168,660,000","184,954,000","160,081,000","154,356,000","84,468,000","203,811,000","128,306,000","166,818,000"
			Payables,"121,181,000","168,660,000","184,954,000","160,081,000","154,356,000","84,468,000","203,811,000","128,306,000","166,818,000"
				AccountsPayable,"52,062,000","109,430,000","107,662,000","121,527,000","110,495,000","54,074,000","101,409,000","111,781,000","166,246,000"
				TotalTaxPayable,"34,151,000","13,746,000","30,046,000","21,417,000","15,236,000","16,440,000","18,590,000","1,134,000","572,000"
				DuetoRelatedPartiesCurrent,,,,,"73,813,000",,,,
				OtherPayable,"34,968,000","45,484,000","47,246,000","17,137,000","28,625,000","13,954,000","83,812,000","15,391,000",
		CurrentDebtAndCapitalLeaseObligation,"811,145,000","533,360,000","315,198,000","993,144,000","1,899,358,000","333,444,000","52,312,000","48,867,000","78,674,000"
			CurrentDebt,"811,145,000","533,360,000","315,198,000","993,144,000","1,899,358,000","333,444,000","52,312,000","48,867,000","78,674,000"
				CurrentNotesPayable,"27,917,000",,,,,,,,
				OtherCurrentBorrowings,"783,228,000","533,360,000","315,198,000","993,144,000","1,899,358,000","333,444,000","52,312,000","48,867,000","78,674,000"
		CurrentDeferredLiabilities,,,,,,"18,400,000",,,
			CurrentDeferredRevenue,,,,,,"18,400,000",,,
		OtherCurrentLiabilities,"41,032,000","37,119,000","236,000","21,841,000","39,097,000","144,704,000","18,792,000","58,876,000",
