name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"4,036,827,000","1,101,274,000","1,003,604,000","963,808,000","968,141,000","1,012,103,000","993,184,000","953,071,000","927,859,000","954,809,000","884,627,000","838,883,000","815,644,000","844,554,000","794,954,000","768,982,000","789,353,000","854,427,000","821,199,000","767,694,000","769,049,000","821,814,000","759,742,000","707,564,000","672,510,000","585,423,000","547,968,000","539,458,000","552,064,000","595,141,000","568,463,000","529,510,000","539,515,000","586,876,000","523,489,000","485,195,000","482,700,000","532,665,000","484,429,000","452,150,000","444,999,000","495,269,000","446,268,000","415,259,000","417,310,000","473,950,000","404,894,000","388,019,000","411,191,000","437,331,000","388,611,000","359,381,000","358,985,000","387,934,000","339,869,000","317,709,000","321,727,000","347,287,000","296,152,000","278,667,000","271,338,000","279,348,000","242,053,000","231,648,000","230,286,000","242,493,000","209,390,000","188,406,000","177,741,000","191,260,000","189,317,000","152,797,000","151,162,000","156,663,000","139,985,000","132,516,000","132,763,000","141,417,000","130,788,000","124,850,000","121,910,000","125,372,000","124,276,000","106,457,000","104,931,000","101,695,000","94,518,000","93,613,000","91,677,000","91,025,000","78,673,000","74,633,000","76,070,000","75,054,000","73,645,000","70,000,000","66,600,000","64,700,000","58,500,000","58,500,000","59,200,000","55,900,000","56,700,000","55,200,000","53,200,000","45,500,000","43,000,000","42,300,000","41,600,000","37,500,000","38,300,000","38,500,000","39,400,000","32,700,000","35,900,000","34,800,000","36,800,000","34,300,000","35,100,000","35,300,000","36,500,000","34,100,000","35,700,000","36,200,000","38,400,000","35,800,000","37,500,000","37,500,000","37,200,000","33,800,000","30,800,000","30,500,000","31,500,000","28,800,000","29,100,000","29,300,000","28,700,000","26,700,000","28,000,000"
	OperatingRevenue,"4,035,515,000","1,100,922,000","1,003,302,000","963,489,000","967,802,000","1,011,800,000","992,823,000","952,520,000","927,524,000","954,217,000","883,759,000","838,111,000","815,153,000","844,129,000","793,641,000","767,727,000","787,821,000","852,929,000","819,617,000","766,126,000","767,485,000","820,317,000","758,275,000","706,036,000","671,051,000","584,035,000","552,582,000","535,991,000","549,191,000","591,678,000","553,291,000","529,510,000","539,515,000","586,876,000","523,489,000","485,195,000","482,700,000","532,665,000","484,429,000","452,150,000","444,999,000","495,269,000","446,268,000","415,259,000","417,310,000","473,950,000","404,894,000","388,019,000","411,191,000","433,443,000","375,417,000","359,381,000","358,985,000","387,934,000","335,521,000","315,730,000","321,727,000","347,287,000","296,152,000","278,667,000","271,338,000","279,348,000","242,053,000","231,648,000","230,286,000","235,342,000","209,390,000","188,406,000","177,741,000","191,260,000","189,317,000","152,797,000","151,162,000","156,663,000","139,985,000","132,516,000","132,763,000","141,417,000","130,788,000","124,850,000","121,910,000","125,372,000","124,276,000","106,457,000","104,931,000","101,695,000","94,518,000","93,613,000","91,677,000","91,025,000","78,673,000","74,633,000","76,070,000","75,054,000","73,645,000","70,000,000","66,600,000","64,700,000","58,500,000","58,500,000","59,200,000","55,900,000","56,700,000","55,200,000","53,200,000","45,500,000","43,000,000","42,300,000","41,600,000","37,500,000","38,300,000","38,500,000","39,400,000","32,700,000","35,900,000","34,800,000","36,800,000","34,300,000","35,100,000","35,300,000","36,500,000","34,100,000","35,700,000","36,200,000","38,400,000","35,800,000","37,500,000","37,500,000","37,200,000","33,800,000","30,800,000","30,500,000","31,500,000","28,800,000","29,100,000","29,300,000","28,700,000","26,700,000","28,000,000"
CostOfRevenue,"129,868,000","30,443,000","34,171,000","30,655,000","34,599,000","37,828,000","49,002,000","40,091,000","51,224,000","53,682,000","70,570,000","55,130,000","65,758,000","67,476,000","84,453,000","64,409,000","67,876,000","78,450,000","118,845,000","78,104,000","81,312,000","94,556,000","104,161,000","76,812,000","81,705,000","91,920,000","103,335,000","82,705,000","84,676,000","91,183,000","120,813,000","84,377,000","93,280,000","112,606,000","111,608,000","83,380,000","81,926,000","99,569,000","103,174,000","80,624,000","73,808,000","96,325,000","94,644,000","68,786,000","68,310,000","93,717,000","86,676,000","71,018,000","69,348,000","88,918,000","79,319,000","61,484,000","60,614,000","74,437,000","67,345,000","54,763,000","54,174,000","72,197,000","60,423,000","50,088,000","47,981,000","53,369,000","48,161,000","44,038,000","41,372,000","55,016,000","46,431,000","35,471,000","34,468,000","46,257,000","43,866,000","31,455,000","27,736,000","33,206,000","28,650,000","24,627,000","23,758,000","28,951,000","28,088,000","25,735,000","23,603,000","27,726,000","26,947,000","21,561,000","19,977,000","19,220,000","16,065,000","15,164,000","15,025,000","15,763,000","14,992,000","13,153,000","13,902,000","13,866,000","13,768,000","12,000,000","9,400,000","8,800,000","9,400,000","7,600,000","8,200,000","7,300,000","9,600,000","8,500,000","9,100,000","8,000,000","8,400,000","9,700,000","7,700,000","8,800,000","10,100,000","10,900,000","11,000,000","7,300,000","10,400,000","9,700,000","11,800,000","11,100,000","11,700,000","11,700,000","11,300,000","10,200,000",,,,,,,,,,,,,,,,,
GrossProfit,"3,906,959,000","1,070,831,000","969,433,000","933,153,000","933,542,000","974,275,000","944,182,000","912,980,000","876,635,000","901,127,000","814,057,000","783,753,000","749,886,000","777,078,000","710,501,000","704,573,000","721,477,000","775,977,000","702,354,000","689,590,000","687,737,000","727,258,000","655,581,000","630,752,000","590,805,000","493,503,000","444,633,000","456,753,000","467,388,000","503,958,000","447,650,000","445,133,000","446,235,000","474,270,000","411,881,000","401,815,000","400,774,000","433,096,000","381,255,000","371,526,000","371,191,000","398,944,000","351,624,000","346,473,000","349,000,000","380,233,000","318,218,000","317,001,000","341,843,000","348,413,000","309,292,000","297,897,000","298,371,000","313,497,000","272,524,000","262,946,000","267,553,000","275,090,000","235,729,000","228,579,000","223,357,000","225,979,000","193,892,000","187,610,000","188,914,000","187,477,000","162,959,000","152,935,000","143,273,000","145,003,000","145,451,000","121,342,000","123,426,000","123,457,000","111,335,000","107,889,000","109,005,000","112,466,000","102,700,000","99,115,000","98,307,000","97,646,000","97,329,000","84,896,000","84,954,000","82,475,000","78,453,000","78,449,000","76,652,000","75,262,000","63,681,000","61,480,000","62,168,000","61,188,000","59,877,000","58,000,000","57,200,000","55,900,000","49,100,000","50,900,000","51,000,000","48,600,000","47,100,000","46,700,000","44,100,000","37,500,000","34,600,000","32,600,000","33,900,000","28,700,000","28,200,000","27,600,000","28,400,000","25,400,000","25,500,000","25,100,000","25,000,000","23,200,000","23,400,000","23,600,000","25,200,000","23,900,000",,,,,,,,,,,,,,,,,
OperatingExpense,"3,524,171,000","927,836,000","992,963,000","803,429,000","797,404,000","829,916,000","743,841,000","736,289,000","706,692,000","739,228,000","656,279,000","645,516,000","606,739,000","628,048,000","585,465,000","577,123,000","596,174,000","634,881,000","399,744,000","647,543,000","619,917,000","643,906,000","616,266,000","603,392,000","566,255,000","432,286,000","409,115,000","413,155,000","411,263,000","422,157,000","389,788,000","398,468,000","385,979,000","393,071,000","361,456,000","355,046,000","382,475,000","360,503,000","330,764,000","328,713,000","331,018,000","338,539,000","310,921,000","310,464,000","303,486,000","321,721,000","282,660,000","282,371,000","301,799,000","305,599,000","281,801,000","270,404,000","264,800,000","264,728,000","239,891,000","233,407,000","233,139,000","237,237,000","209,321,000","212,730,000","195,976,000","194,761,000","170,982,000","168,709,000","162,720,000","165,563,000","145,402,000","137,741,000","127,894,000","129,508,000","116,904,000","114,578,000","111,690,000","112,834,000","106,911,000","109,332,000","99,303,000","99,036,000","90,843,000","86,903,000","85,813,000","84,678,000","77,942,000","76,905,000","75,910,000","73,490,000","71,039,000","71,861,000","68,765,000","67,225,000","56,917,000","54,280,000","55,018,000","54,665,000","50,049,000","52,100,000","51,000,000","48,400,000","43,600,000","45,400,000","45,000,000","43,900,000","42,800,000","42,100,000","39,000,000","33,500,000","31,300,000","29,100,000","30,600,000","25,800,000","25,700,000","25,000,000","26,700,000","23,700,000","24,200,000","24,100,000","23,100,000","25,000,000","21,500,000","22,300,000","23,100,000","21,500,000",,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,268,573,000","277,307,000","468,565,000","259,807,000","269,589,000","272,649,000","255,982,000","249,653,000","241,748,000","253,264,000","238,219,000","231,331,000","220,268,000","226,523,000","278,179,000","205,308,000","220,401,000","226,700,000","-131,171,000","345,514,000","325,555,000","327,920,000","345,078,000","342,573,000","333,540,000","264,374,000","258,549,000","258,257,000","256,841,000","253,954,000","242,488,000","247,685,000","237,573,000","234,910,000","226,129,000","218,319,000","247,890,000","216,410,000","206,239,000","206,021,000","206,210,000","206,459,000","196,106,000","193,440,000","185,571,000","196,517,000","176,353,000","175,409,000","190,897,000","192,002,000","179,893,000","169,105,000","163,737,000","161,677,000","149,190,000","143,601,000","142,818,000","143,956,000","129,922,000","136,003,000","121,602,000","119,631,000","106,903,000","104,864,000","100,658,000","102,093,000","92,277,000","88,111,000","81,377,000","83,119,000","75,374,000","73,184,000","71,654,000","73,134,000","69,349,000","75,061,000","65,718,000","66,554,000","59,285,000","56,293,000","55,594,000","56,415,000","51,651,000","51,349,000","50,202,000","48,721,000","47,554,000","48,825,000","47,133,000","46,207,000","38,796,000","36,796,000","37,086,000","37,051,000","33,712,000","35,400,000","33,800,000","32,100,000","29,700,000","30,000,000","29,500,000","28,900,000","28,400,000","28,200,000","26,900,000","22,700,000","21,700,000","20,600,000","20,900,000","19,300,000","19,000,000","18,500,000","20,200,000","17,700,000","18,900,000","18,900,000","18,000,000","19,800,000","17,900,000","18,900,000","18,400,000","18,100,000",,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"1,225,431,000","264,605,000","463,908,000","250,618,000","252,995,000","259,066,000","244,461,000","239,839,000","235,764,000","242,865,000","232,131,000","223,710,000","210,108,000","216,366,000","268,023,000","196,295,000","208,433,000","217,014,000","-170,505,000","345,514,000","325,555,000","327,920,000","345,078,000","342,573,000","333,540,000","264,374,000","258,549,000","258,257,000","256,841,000","253,954,000","242,488,000","247,685,000",,,,"218,319,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"693,483,000","168,390,000","175,118,000","173,762,000","176,213,000","181,750,000","166,211,000","164,587,000","163,402,000","170,213,000","162,770,000","155,717,000","145,917,000","150,974,000","146,666,000","144,490,000","156,428,000","163,530,000","619,557,000","0",,,"0","9,094,000","0",,"0","0","4,917,000",,"0","10,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,"229,609,000","57,493,000","55,411,000","59,264,000","57,441,000","58,128,000","58,524,000","56,860,000","53,703,000","54,217,000","51,173,000","51,590,000","48,507,000","48,368,000","51,418,000","51,805,000","52,005,000","53,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"302,339,000","38,722,000","233,379,000","17,592,000","19,341,000","19,188,000","19,726,000","18,392,000","18,659,000","18,435,000","18,188,000","16,403,000","15,684,000","17,024,000","49,077,000","54,688,000","53,804,000","59,879,000","-768,341,000","345,514,000","325,555,000","327,920,000","345,078,000","333,479,000","333,540,000","264,374,000","258,549,000","258,257,000","251,924,000","253,954,000","242,488,000","237,291,000",,,,"218,319,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
