name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
	EarningsFromEquityInterest,"24,900,000","1,200,000","13,900,000","3,800,000","6,000,000","4,100,000","12,300,000","5,900,000","8,200,000","5,400,000","8,000,000","4,800,000","6,100,000","7,000,000","11,800,000","8,500,000","2,600,000","6,900,000","8,300,000","3,600,000","2,300,000","6,200,000","6,500,000","6,400,000","3,100,000","3,700,000","5,800,000","2,800,000","9,200,000","5,100,000","4,700,000","4,900,000","3,200,000","5,700,000",,"5,500,000","4,200,000","3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-66,000,000","-5,400,000","-43,200,000","-8,500,000","-8,900,000","-49,500,000","-13,700,000","-8,900,000","-29,400,000","-6,500,000","-10,600,000","2,200,000","5,200,000","-2,300,000","-10,000,000","-5,600,000","-11,900,000","-24,700,000","-35,000,000","-19,900,000","-19,400,000","-9,300,000","-5,100,000","-7,500,000","-12,300,000","-15,600,000","-30,000,000","-6,500,000","-7,600,000","-5,600,000","-5,600,000","-3,600,000","16,200,000","-2,700,000","-47,400,000","-100,000","-11,200,000","-200,000","-20,900,000","-5,700,000","-1,200,000","-2,200,000","-6,500,000","-1,900,000","-5,900,000","-19,100,000","75,500,000","-27,400,000","5,800,000","-8,400,000","-31,500,000","-21,700,000","-20,600,000","-14,200,000","48,000,000","-9,300,000","-1,000,000","-10,300,000","-3,000,000","-4,900,000","19,300,000","-17,500,000","-445,500,000","46,200,000","-7,600,000","-1,300,000","-222,600,000","900,000","-4,700,000","-18,200,000","-4,000,000","-1,100,000","-3,700,000","1,900,000","-100,000","500,000","2,000,000","14,100,000","-191,500,000","7,000,000","15,800,000","10,200,000","29,100,000","10,900,000","10,700,000","8,400,000","-341,800,000","10,200,000","13,400,000","7,800,000"
		RestructuringAndMergernAcquisition,"17,400,000","2,700,000","2,500,000","4,800,000","7,400,000","2,600,000","13,700,000","8,900,000","24,600,000","6,500,000","12,200,000","9,700,000","5,400,000","2,300,000","10,000,000","5,600,000","11,900,000","13,600,000","34,200,000","18,800,000","17,800,000","16,400,000","4,600,000","5,400,000","11,700,000","700,000","3,800,000","3,600,000","4,300,000","800,000","500,000","1,100,000","2,300,000","3,000,000","5,900,000","100,000","700,000","200,000","2,100,000","5,700,000","1,200,000",,,"1,900,000","5,900,000","19,100,000",,,,,,,,,,,,,,,,"6,000,000",,,,,"3,100,000","2,200,000","6,800,000","2,700,000","8,700,000","8,600,000","8,400,000","4,400,000",,"4,800,000","4,300,000","2,900,000",,,,,,,,,,,,
		OtherSpecialCharges,"48,600,000","2,700,000","40,700,000","3,700,000","1,500,000","46,900,000","0",,"4,800,000",,"-1,600,000","-11,900,000","-10,600,000",,"0",,,"11,100,000","800,000","1,100,000","1,600,000","-7,100,000","500,000","2,100,000","600,000","14,900,000","26,200,000","2,900,000","3,300,000","4,800,000","5,100,000","2,500,000","-18,500,000","-300,000",,,"10,500,000","3,800,000",,,,,,"-5,100,000","100,000",,,,,,,,,,,,,,,,,"11,500,000",,,,,"219,500,000","-3,100,000","-2,100,000","15,500,000","-4,700,000","-7,500,000","-4,700,000","-6,300,000",,"-5,300,000","-6,300,000","-17,000,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-78,000,000","8,800,000","-91,600,000","3,600,000","1,200,000","2,800,000","18,100,000","2,900,000","3,000,000","3,200,000","-1,400,000","1,200,000","300,000","2,900,000","-2,600,000","-200,000","-1,500,000","1,200,000","900,000","-62,000,000","200,000","600,000","1,700,000","-600,000","1,700,000","1,200,000","4,200,000","1,500,000","1,600,000","1,900,000","-1,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"205,800,000","57,800,000","-28,300,000","81,100,000","95,200,000","35,500,000","96,500,000","16,600,000","63,600,000","68,200,000","28,200,000","58,700,000","63,100,000","60,900,000","14,500,000","60,700,000","59,400,000","31,400,000","62,800,000","54,200,000","111,100,000","81,500,000","5,600,000","119,600,000","129,000,000","80,100,000","47,700,000","109,500,000","122,100,000","81,300,000","-251,200,000","111,400,000","105,500,000","92,100,000","70,300,000","121,600,000","112,100,000","79,500,000","56,400,000","72,000,000","71,300,000","40,200,000","41,000,000","74,400,000","39,500,000","-62,200,000","12,800,000","28,100,000","50,600,000","31,100,000","9,200,000","27,400,000","33,900,000","22,100,000","-16,300,000","35,900,000","21,100,000","20,100,000","8,400,000","46,200,000","64,800,000","21,200,000","-550,300,000","83,600,000","39,900,000","31,700,000","-75,800,000","-9,200,000","16,700,000","3,700,000","-21,200,000","37,700,000","48,700,000","26,900,000","24,100,000","41,000,000","47,500,000","26,800,000","-164,700,000","53,200,000","54,000,000","37,800,000","75,300,000","51,200,000","49,900,000","31,700,000","-319,000,000","43,000,000","41,800,000","19,400,000"
TaxProvision,"61,600,000","15,700,000","-200,000","27,300,000","18,800,000","10,900,000","27,600,000","700,000","25,000,000","24,800,000","151,300,000","11,600,000","19,600,000","18,000,000","-3,100,000","19,400,000","21,500,000","24,400,000","42,300,000","40,100,000","53,600,000","28,700,000","-9,700,000","44,600,000","-7,700,000","29,800,000","-3,800,000","39,800,000","38,800,000","28,100,000","-139,300,000","35,400,000","35,800,000","30,800,000","12,200,000","40,400,000","36,600,000","25,500,000","11,600,000","17,100,000","20,300,000","-16,500,000","-5,500,000","23,600,000","16,800,000","-23,400,000","-34,600,000","-4,200,000","21,500,000","15,600,000","-37,400,000","7,400,000","9,300,000","14,900,000","2,700,000","-2,400,000","3,300,000","4,500,000","-4,700,000","-2,600,000","20,000,000","8,600,000","-53,400,000","28,000,000","13,000,000","10,900,000","-26,300,000","700,000","10,200,000","3,100,000","-6,300,000","15,100,000","19,100,000","10,100,000","16,300,000","16,200,000","19,300,000","11,900,000","17,900,000","19,100,000","19,400,000","13,600,000","27,100,000","18,400,000","18,500,000","11,700,000","-109,700,000","16,700,000","16,300,000","7,600,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"143,600,000","42,000,000","-28,300,000","53,700,000","76,200,000","24,700,000","69,100,000","16,100,000","38,800,000","43,600,000","-123,000,000","47,400,000","43,900,000","42,900,000","15,300,000","39,600,000","38,700,000","-2,700,000","20,300,000","13,800,000","57,400,000","52,700,000","15,500,000","74,500,000","136,200,000","50,100,000","51,000,000","69,400,000","82,800,000","52,900,000","-111,600,000","75,500,000","69,300,000","60,900,000","58,100,000","81,300,000","75,800,000","54,200,000","44,900,000","54,900,000","51,000,000","56,300,000","46,400,000","44,400,000","19,300,000","-38,900,000","43,400,000","28,300,000","25,000,000","13,600,000","38,300,000","16,700,000","20,500,000","4,800,000","5,000,000","18,400,000","-5,200,000","100,000","-600,000","32,100,000","32,700,000","3,100,000","-487,400,000","48,000,000","21,300,000","15,800,000","-49,500,000","-9,900,000","6,500,000","-2,300,000","-25,500,000","14,000,000","21,200,000","12,400,000","21,200,000","19,800,000","23,000,000","14,600,000","-182,600,000","34,100,000","34,600,000","24,200,000","48,200,000","42,000,000","25,700,000","20,000,000","-209,400,000","26,300,000","25,500,000","-26,000,000"
	NetIncome,"143,600,000","42,000,000","-28,300,000","53,700,000","76,200,000","24,700,000","69,100,000","16,100,000","38,800,000","43,600,000","-123,000,000","47,400,000","43,900,000","42,900,000","15,300,000","39,600,000","38,700,000","-2,700,000","20,300,000","13,800,000","57,400,000","52,700,000","15,500,000","74,500,000","136,200,000","50,100,000","51,000,000","69,400,000","82,800,000","52,900,000","-111,600,000","75,500,000","69,300,000","60,900,000","58,100,000","81,300,000","75,800,000","54,200,000","44,900,000","54,900,000","51,000,000","56,300,000","46,400,000","44,400,000","19,300,000","-38,900,000","43,400,000","28,300,000","25,000,000","13,600,000","38,300,000","16,700,000","20,500,000","4,800,000","5,000,000","18,400,000","-5,200,000","100,000","-600,000","32,100,000","32,700,000","3,100,000","-487,400,000","48,000,000","21,300,000","15,800,000","-49,500,000","-9,900,000","6,500,000","-2,300,000","-25,500,000","14,000,000","21,200,000","12,400,000","21,200,000","19,800,000","23,000,000","14,600,000","-182,600,000","34,100,000","34,600,000","24,200,000","48,200,000","42,000,000","25,700,000","20,000,000","-209,400,000","26,300,000","25,500,000","-26,000,000"
		NetIncomeIncludingNoncontrollingInterests,"144,200,000","42,100,000","-28,100,000","53,800,000","76,400,000","24,600,000","68,900,000","15,900,000","38,600,000","43,400,000","-123,100,000","47,100,000","43,500,000","42,900,000","15,600,000","39,700,000","38,500,000","-2,900,000","20,500,000","14,100,000","57,500,000","52,800,000","15,300,000","75,000,000","136,700,000","50,300,000","51,500,000","69,700,000","83,300,000","53,200,000","-111,900,000","76,000,000","69,700,000","61,300,000","58,100,000","81,200,000","75,500,000","54,000,000","44,800,000","54,900,000","51,000,000","56,700,000","46,500,000","50,800,000","22,700,000","-38,800,000","32,000,000","32,300,000","29,100,000","15,500,000","46,600,000","20,000,000","24,600,000","7,200,000","13,200,000","26,300,000","6,300,000","6,900,000","2,100,000","39,500,000","40,200,000","6,600,000","-485,100,000","51,300,000","23,900,000","16,300,000","-50,500,000","-10,600,000","6,800,000","-2,100,000","-23,600,000","14,000,000","21,200,000","12,400,000","19,800,000","20,000,000","23,900,000","14,900,000","-182,600,000","34,100,000","34,600,000","24,200,000","48,200,000","42,000,000","25,700,000","20,000,000","-209,400,000","26,300,000","25,500,000","-26,000,000"
			NetIncomeContinuousOperations,"144,200,000","42,100,000","-28,100,000","53,800,000","76,400,000","24,600,000","68,900,000","15,900,000","38,600,000","43,400,000","-123,100,000","47,100,000","43,500,000","42,900,000","17,600,000","41,300,000","37,900,000","7,000,000","20,500,000","14,100,000","57,500,000","52,800,000","15,300,000","75,000,000","136,700,000","50,300,000","51,500,000","69,700,000","83,300,000","53,200,000","-111,900,000","76,000,000","69,700,000","61,300,000","58,100,000","81,200,000","75,500,000","54,000,000","44,800,000","54,900,000","51,000,000","56,700,000","46,500,000","50,800,000","22,700,000","-38,800,000","43,400,000","28,300,000","25,000,000","13,600,000","38,300,000","16,700,000","20,500,000","4,800,000","5,000,000","18,400,000","-5,200,000","100,000","-600,000","32,100,000","32,700,000","3,100,000","-487,400,000","48,000,000","21,300,000","15,800,000","-49,500,000","-9,900,000","6,500,000","-2,300,000","-25,500,000","14,000,000","21,200,000","12,400,000","21,200,000","19,800,000","23,000,000","14,600,000","-182,600,000","34,100,000","34,600,000","24,200,000","48,200,000","32,800,000","31,400,000","20,000,000","-209,300,000","26,300,000","25,500,000","11,800,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,"0","0","0","0","-2,000,000","-1,600,000","600,000","-9,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","9,200,000","-5,700,000",,"0",,,"-2,600,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,"-35,200,000"
		MinorityInterests,"-200,000","100,000","-200,000","-100,000","200,000","-100,000","200,000","200,000","-200,000","-200,000","100,000","300,000","-400,000","0","300,000","100,000","-200,000","-200,000","-200,000","-300,000","-100,000","100,000","200,000","-500,000","-500,000","-200,000","-500,000","-300,000","-500,000","300,000","300,000","-500,000","-400,000","-400,000","0","100,000","300,000","200,000","100,000","0","0","-400,000","-100,000","-6,400,000","-3,400,000","-100,000",,"-4,000,000","-4,100,000","-1,900,000","-8,300,000","-3,300,000","-4,100,000","-2,400,000","-8,200,000","-7,900,000","-11,500,000","-6,800,000","-2,700,000","-7,400,000","-7,500,000","-3,500,000","-2,300,000","-3,300,000","-2,600,000","-500,000","1,000,000","700,000","-300,000","-200,000",,,,,,"-200,000","-900,000","-300,000",,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"143,600,000","42,000,000","-28,300,000","53,700,000","76,200,000","24,700,000","69,100,000","16,100,000","38,800,000","43,600,000","-123,000,000","47,400,000","43,900,000","42,900,000","15,300,000","39,600,000","38,700,000","-2,700,000","20,300,000","13,800,000","57,400,000","52,700,000","15,500,000","74,500,000","136,200,000","50,100,000","51,000,000","69,400,000","82,800,000","52,900,000","-111,600,000","75,500,000","69,300,000","60,900,000","58,100,000","81,300,000","75,800,000","54,200,000","44,900,000","54,900,000","51,000,000","56,300,000","46,400,000","44,400,000","19,300,000","-38,900,000","43,400,000","28,300,000","25,000,000","13,600,000","38,300,000","16,700,000","20,500,000","4,800,000","5,000,000","18,400,000","-5,200,000","100,000","-600,000","32,100,000","32,700,000","3,100,000","-487,400,000","48,000,000","21,300,000","15,800,000","-49,500,000","-9,900,000","6,500,000","-2,300,000","-25,500,000","14,000,000","21,200,000","12,400,000","21,200,000","19,800,000","23,000,000","14,600,000","-182,600,000","34,100,000","34,600,000","24,200,000","48,200,000","42,000,000","25,700,000","20,000,000","-209,400,000","26,300,000","25,500,000","-26,000,000"
BasicEPS,,"0.63","-0.42","0.81","1.14","0.37","1.03","0.24","0.58","0.64","-1.81","0.7","0.64","0.63","0.16","0.56","0.55","-0.04","0.29","0.19","0.79","0.72","0.21","1","1.79","0.65","0.39","0.9","1.09","0.7","-1.48","1.01","0.93","0.82",,"1.1","1.03","0.74",,"0.75","0.7","0.78",,"0.61","0.27","-0.54",,"0.39","0.35","0.19",,"0.24","0.29","0.07",,"0.27","-0.08","0",,"0.48","0.49","0.05",,"0.73","0.32","0.24",,"-0.15","0.1","-0.04",,"0.21","0.32","0.19",,"0.3","0.35","0.22",,"0.51","0.51","0.35",,"0.59","0.37","0.28",,"0.35","0.34","-0.35"
DilutedEPS,,"0.63","-0.42","0.8","1.14","0.37","1.03","0.24","0.58","0.64","-1.81","0.7","0.64","0.63","0.16","0.56","0.55","-0.04","0.29","0.19","0.78","0.72","0.21","0.99","1.77","0.64","0.38","0.89","1.07","0.69","-1.48","0.99","0.9","0.8",,"1.07","1","0.72",,"0.74","0.69","0.76",,"0.61","0.26","-0.54",,"0.39","0.34","0.19",,"0.23","0.29","0.07",,"0.27","-0.08","0",,"0.48","0.49","0.05",,"0.72","0.32","0.24",,"-0.15","0.1","-0.04",,"0.21","0.32","0.19",,"0.3","0.35","0.22",,"0.51","0.5","0.35",,"0.56","0.35","0.27",,"0.33","0.32","-0.35"
BasicAverageShares,,"66,500,000","66,700,000","66,700,000","66,800,000","66,800,000","66,900,000","67,100,000","67,300,000","67,600,000","67,800,000","67,900,000","68,300,000","68,300,000","69,100,000","70,300,000","70,500,000","70,600,000","70,700,000","72,100,000","72,600,000","72,800,000","73,600,000","74,700,000","75,900,000","77,000,000","77,000,000","76,700,000","76,300,000","75,700,000","75,400,000","75,000,000","74,700,000","74,300,000",,"73,700,000","73,400,000","73,200,000",,"72,800,000","72,700,000","72,400,000",,"72,200,000","72,200,000","72,200,000",,"72,200,000","72,100,000","72,500,000",,"70,200,000","70,100,000","69,400,000",,"68,300,000","67,900,000","67,000,000",,"66,900,000","66,900,000","66,600,000",,"65,800,000","65,600,000","65,600,000",,"65,600,000","65,600,000","65,500,000",,"65,500,000","65,400,000","65,400,000",,"65,300,000","65,300,000","65,300,000",,"66,700,000","67,200,000","68,200,000",,"71,200,000","69,500,000","71,700,000",,"74,600,000","75,700,000","75,100,000"
DilutedAverageShares,,"66,500,000","66,700,000","66,800,000","67,000,000","66,900,000","67,000,000","67,200,000","67,400,000","67,700,000","67,800,000","68,000,000","68,400,000","68,500,000","69,400,000","70,700,000","70,900,000","70,600,000","71,200,000","72,700,000","73,200,000","73,500,000","74,400,000","75,600,000","76,800,000","78,100,000","78,100,000","77,900,000","77,600,000","77,200,000","75,400,000","76,400,000","76,600,000","76,400,000",,"75,700,000","75,600,000","75,100,000",,"74,300,000","74,400,000","74,400,000",,"72,900,000","72,900,000","72,200,000",,"72,800,000","72,900,000","73,200,000",,"71,500,000","71,800,000","70,500,000",,"68,500,000","67,900,000","67,300,000",,"67,200,000","67,200,000","67,300,000",,"66,300,000","65,800,000","65,800,000",,"65,600,000","65,700,000","65,500,000",,"65,500,000","65,600,000","65,400,000",,"65,400,000","65,400,000","65,300,000",,"67,400,000","68,600,000","69,400,000",,"74,600,000","73,000,000","74,700,000",,"78,500,000","80,500,000","81,600,000"
TotalExpenses,"1,506,800,000","350,000,000","391,400,000","368,600,000","396,800,000","371,100,000","420,300,000","456,700,000","385,800,000","346,100,000","406,200,000","356,400,000","356,600,000","324,500,000","408,200,000","327,400,000","301,400,000","292,000,000","658,200,000","631,600,000","626,000,000","614,100,000","780,400,000","677,300,000","676,900,000","633,800,000","566,400,000","646,700,000","673,100,000","611,500,000","1,022,600,000","660,600,000","713,000,000","654,300,000","710,900,000","731,400,000","706,700,000","605,600,000","619,900,000","594,200,000","601,500,000","562,600,000","621,000,000","667,600,000","656,000,000","716,000,000","814,600,000","821,700,000","843,400,000","706,000,000","763,300,000","721,900,000","742,700,000","664,300,000","715,200,000","693,000,000","702,000,000","624,600,000","622,000,000","598,200,000","622,300,000","555,900,000","585,600,000","542,300,000","524,000,000","486,100,000","362,300,000","527,700,000","477,600,000","427,200,000","474,500,000","443,700,000","422,000,000","388,100,000","385,800,000","404,100,000","396,400,000","375,800,000","418,500,000","340,500,000","339,500,000","332,000,000","336,000,000","328,000,000","328,700,000","318,300,000","344,500,000","343,600,000","337,100,000","322,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"143,600,000","42,000,000","-28,300,000","53,700,000","76,200,000","24,700,000","69,100,000","16,100,000","38,800,000","43,600,000","-123,000,000","47,400,000","43,900,000","42,900,000","15,300,000","39,600,000","38,700,000","-2,700,000","20,300,000","13,800,000","57,400,000","52,700,000","15,500,000","74,500,000","136,200,000","50,100,000","51,000,000","69,400,000","82,800,000","52,900,000","-111,600,000","75,500,000","69,300,000","60,900,000","58,100,000","81,300,000","75,800,000","54,200,000","44,900,000","54,900,000","51,000,000","56,300,000","46,400,000","44,400,000","19,300,000","-38,900,000","43,400,000","28,300,000","25,000,000","13,600,000","38,300,000","16,700,000","20,500,000","4,800,000","5,000,000","18,400,000","-5,200,000","100,000","-600,000","32,100,000","32,700,000","3,100,000","-487,400,000","48,000,000","21,300,000","15,800,000","-49,500,000","-9,900,000","6,500,000","-2,300,000","-25,500,000","14,000,000","21,200,000","12,400,000","21,200,000","19,800,000","23,000,000","14,600,000","-182,600,000","34,100,000","34,600,000","24,200,000","48,200,000","42,000,000","25,700,000","20,000,000","-209,300,000","26,300,000","25,500,000","9,200,000"
NormalizedIncome,"189,844,897.959","45,933,217.993","16,580,565.371","60,068,434.032","83,583,193.277","59,211,400","78,381,865.285","25,678,313.253","55,550,943.396","47,736,363.636","-115,860,000","47,640,715.503","41,625,039.62","45,154,187.192","21,740,000","44,806,095.552","45,373,737.374","22,620,000","33,320,000","26,100,000","70,960,000","57,170,184.049","16,605,000","79,015,050.167","144,455,000","60,524,219.725","72,060,000","75,065,114.155","87,984,930.385","61,930,258.303","-109,130,000","74,340,215.44","69,564,265.403","62,563,952.226","97,274,110.953","81,366,776.316","76,540,856.378","54,335,849.057","61,501,418.44","59,246,250","51,858,345.021","57,730,000","50,625,000","45,697,311.828","23,135,000","-26,985,530.547","-5,675,000","46,110,000","21,230,000","19,060,000","58,775,000","32,539,416.058","35,448,672.566","14,030,000","-23,800,000","23,980,000","-4,356,398.104","8,094,029.851","1,200,000","35,040,000","19,356,790.123","13,600,000","-85,130,419.771","17,273,684.211","26,423,809.524","16,652,996.845","95,865,435.356","-10,440,000","9,320,000","8,620,000","-22,688,679.245","14,660,000","23,448,870.637","11,213,382.9","21,260,000","19,497,560.976","21,800,000","6,140,000","-67,700,000","29,613,157.895","24,476,296.296","17,669,841.27","29,572,908.367","25,817,187.5","24,666,933.868","14,700,315.457","14,959,373.041","20,061,395.349","17,325,358.852","7,055,670.103"
InterestIncome,,,,,,,,,,,,,"600,000","200,000","0","400,000","400,000","200,000","200,000","100,000","100,000","100,000","100,000","300,000","500,000","500,000","500,000","200,000","100,000","200,000","300,000","300,000","300,000","100,000",,,"300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"75,000,000","18,300,000","18,500,000","18,600,000","19,600,000","20,000,000","20,600,000","20,400,000","19,900,000","19,300,000","19,800,000","20,100,000","20,100,000","19,500,000","19,900,000","19,800,000","19,800,000","22,000,000","25,400,000","25,500,000","25,000,000","25,000,000","24,700,000","58,400,000","24,700,000","19,400,000","140,700,000","10,700,000","10,900,000","10,500,000","12,400,000","11,500,000","11,300,000","11,300,000","10,800,000","11,100,000","11,000,000","10,400,000","10,200,000","10,200,000","11,000,000","9,900,000","9,800,000","9,700,000","9,600,000","9,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-75,000,000","-18,300,000","-18,500,000","-18,600,000","-19,600,000","-20,000,000","-20,600,000","-20,400,000","-19,900,000","-19,300,000","-19,800,000","-20,100,000","-19,500,000","-19,300,000","-19,900,000","-19,400,000","-19,400,000","-21,800,000","-25,200,000","-25,400,000","-24,900,000","-24,900,000","-24,600,000","-58,100,000","-24,200,000","-18,900,000","-140,200,000","-10,500,000","-10,800,000","-10,300,000","-12,100,000","-11,200,000","-11,000,000","-11,200,000","-9,600,000","-11,100,000","-10,700,000","-10,400,000","-9,200,000","-10,200,000","-11,000,000","-9,900,000","-9,800,000","-9,700,000","-9,600,000","-9,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"280,800,000","76,100,000","-9,800,000","99,700,000","114,800,000","55,500,000","117,100,000","37,000,000","83,500,000","87,500,000","48,000,000","78,800,000","83,200,000","80,400,000","34,400,000","80,500,000","79,200,000","53,400,000","88,200,000","79,700,000","136,100,000","106,500,000","30,300,000","178,000,000","153,700,000","99,500,000","188,400,000","120,200,000","133,000,000","91,800,000","-238,800,000","122,900,000","116,800,000","103,400,000","81,100,000","132,700,000","123,100,000","89,900,000","66,600,000","82,200,000","82,300,000","50,100,000","50,800,000","84,100,000","49,100,000","-53,000,000","-14,200,000","67,700,000","56,600,000","53,200,000","40,400,000","61,200,000","70,100,000","51,300,000","-17,800,000","48,400,000","27,100,000","34,000,000","14,400,000","55,200,000","54,200,000","47,300,000","3,500,000","37,600,000","48,400,000","32,400,000","138,000,000","-3,600,000","27,900,000","23,400,000","-21,100,000","35,000,000","54,300,000","31,700,000","43,300,000","44,000,000","60,200,000","38,700,000","34,700,000","54,200,000","45,100,000","32,900,000","45,200,000","44,200,000","44,300,000","27,100,000","27,900,000","36,700,000","32,800,000","18,400,000"
EBITDA,"381,700,000"
ReconciledCostOfRevenue,"1,145,400,000","261,900,000","299,800,000","279,500,000","304,200,000","280,900,000","323,700,000","292,700,000","287,000,000","262,000,000","292,000,000","256,200,000","260,200,000","244,800,000","279,000,000","236,300,000","217,300,000","210,100,000","472,000,000","478,200,000","471,500,000","462,300,000","529,600,000","528,600,000","517,100,000","475,300,000","486,400,000","486,600,000","499,500,000","446,100,000","497,500,000","491,800,000","522,600,000","477,300,000","538,300,000","548,700,000","522,500,000","443,900,000","451,300,000","436,600,000","440,500,000","401,200,000","430,100,000","491,100,000","470,400,000","513,300,000","561,500,000","633,400,000","635,300,000","527,200,000","616,400,000","518,400,000","533,900,000","478,700,000","453,000,000","483,800,000","470,200,000","438,000,000","431,400,000","426,000,000","439,700,000","392,700,000","380,900,000","361,300,000","357,600,000","331,700,000","326,900,000","336,500,000","329,700,000","296,600,000","289,800,000","300,500,000","297,000,000","261,600,000","271,000,000","283,700,000","285,200,000","253,000,000","307,000,000","233,000,000","221,000,000","212,900,000","220,500,000","214,100,000","214,700,000","208,800,000","222,500,000","228,600,000","224,200,000","209,600,000"
