name,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016
TotalAssets,"118,861,000,000","111,820,000,000","122,281,000,000","118,206,000,000","45,122,000,000"
	CurrentAssets,"36,868,000,000","36,138,000,000","38,957,000,000","30,773,000,000","23,573,000,000"
		CashCashEquivalentsAndShortTermInvestments,"9,302,000,000","9,676,000,000","16,129,000,000","11,449,000,000","6,322,000,000"
			CashAndCashEquivalents,"9,302,000,000","9,676,000,000","13,942,000,000","9,474,000,000","6,322,000,000"
			OtherShortTermInvestments,,"0","2,187,000,000","1,975,000,000","0"
		Receivables,"17,379,000,000","16,769,000,000","15,096,000,000","12,642,000,000","7,802,000,000"
			AccountsReceivable,"12,484,000,000","12,371,000,000","11,177,000,000","9,420,000,000","4,887,000,000"
				GrossAccountsReceivable,"12,578,000,000","12,456,000,000","11,575,000,000","9,759,000,000","5,046,000,000"
				AllowanceForDoubtfulAccountsReceivable,"-94,000,000","-85,000,000","-398,000,000","-339,000,000","-159,000,000"
			OtherReceivables,"4,895,000,000","4,398,000,000","3,919,000,000","3,222,000,000","2,915,000,000"
		Inventory,"3,281,000,000","3,649,000,000","2,678,000,000","2,538,000,000","1,619,000,000"
			RawMaterials,"1,590,000,000","1,794,000,000","967,000,000","925,000,000","657,000,000"
			WorkInProcess,"563,000,000","702,000,000","514,000,000","503,000,000","189,000,000"
			FinishedGoods,"1,128,000,000","1,153,000,000","1,197,000,000","1,110,000,000","773,000,000"
		AssetsHeldForSaleCurrent,,,,"0","4,333,000,000"
		OtherCurrentAssets,"6,906,000,000","6,044,000,000","5,054,000,000","4,144,000,000","3,497,000,000"
	TotalNonCurrentAssets,"81,993,000,000","75,682,000,000","83,324,000,000","87,433,000,000","21,549,000,000"
		NetPPE,"7,835,000,000","5,259,000,000","5,390,000,000","5,653,000,000","1,649,000,000"
			GrossPPE,"16,407,000,000","13,607,000,000","13,273,000,000","13,114,000,000","1,907,000,000"
				Properties,"0","0","0","0","0"
				LandAndImprovements,"4,700,000,000","4,559,000,000","4,343,000,000","4,299,000,000","919,000,000"
				MachineryFurnitureEquipment,"9,927,000,000","9,048,000,000","8,930,000,000","8,815,000,000","988,000,000"
				OtherProperties,"1,780,000,000","5,259,000,000",,,
			AccumulatedDepreciation,"-8,572,000,000","-8,348,000,000","-7,883,000,000","-7,461,000,000","-258,000,000"
		GoodwillAndOtherIntangibleAssets,"59,798,000,000","62,359,000,000","68,185,000,000","73,963,000,000","16,983,000,000"
