name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"29,905,000,000","28,946,000,000","29,981,000,000","29,835,025,510.99","27,728,156,102.157","30,231,475,860.953","28,126,169,311.206","31,084,994,422.347","27,876,789,606.862","29,617,783,633.871","34,297,940,625.836","23,606,763,285.024","28,186,000,000","35,859,000,000","39,401,000,000","38,512,000,000","35,747,000,000","27,492,000,000","24,856,000,000","22,699,000,000","22,474,000,000","18,571,000,000"
	NetInterestIncome,"4,708,000,000","4,501,000,000","6,025,000,000","6,701,639,478.898","6,294,536,817.102","6,810,732,062.644","6,629,046,448.833","6,519,657,002.49","6,565,817,002.771","7,253,291,396.147","6,648,836,587.323","6,228,019,323.671","5,786,000,000","4,709,000,000","5,350,000,000","7,252,000,000","10,393,000,000","9,919,000,000","7,636,000,000","4,853,000,000","5,037,000,000","3,991,000,000"
		InterestIncome,"10,469,000,000","10,685,000,000","17,068,000,000","14,571,548,830.19","13,530,358,650.203","13,331,107,603.901","13,342,030,480.467","14,802,753,895.906","17,491,318,969.011","19,093,816,744.413","20,190,425,247.392","22,668,599,033.816","61,456,000,000","96,270,000,000","71,713,000,000","45,123,000,000","34,525,000,000","32,388,000,000","28,937,000,000","31,549,000,000","32,061,000,000","11,505,000,000"
			InterestIncomeFromLoansAndLease,"7,852,000,000","8,008,000,000","7,801,000,000","8,686,055,703.272","9,393,219,606.996","8,725,871,069.564","8,820,525,267.235","9,787,373,094.302","10,212,397,717.19","10,546,281,439.607","11,343,139,876.972","966,183.575","19,049,000,000","18,760,000,000","12,526,000,000","8,687,000,000","7,905,000,000","8,502,000,000","8,400,000,000",,"12,604,000,000","11,275,000,000"
				InterestIncomeFromLoans,"7,852,000,000","8,008,000,000","7,801,000,000","8,686,055,703.272","9,393,219,606.996","8,725,871,069.564","8,820,525,267.235","9,787,373,094.302","10,212,397,717.19","10,546,281,439.607","11,343,139,876.972",,"19,049,000,000","18,760,000,000","12,526,000,000","8,687,000,000","7,905,000,000","8,502,000,000","8,400,000,000",,"12,582,000,000","11,244,000,000"
				InterestIncomeFromLeases,,,,,,,,,,,,,,,,,,,,,"22,000,000","31,000,000"
			InterestIncomeFromSecurities,"2,617,000,000","2,677,000,000","7,974,000,000","5,885,493,126.918","4,137,139,043.207","4,605,236,534.337","3,761,010,487.141","4,055,348,349.803","5,731,123,549.967","653,497,540.086","7,311,045,734.154",,"21,025,000,000","34,654,000,000","26,534,000,000","36,370,000,000","26,538,000,000","23,826,000,000","20,418,000,000",,"7,462,000,000","99,000,000"
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,"760,494,726.09","960,032,451.801","1,547,797,701.855","1,823,417,526.485","1,536,239,636.266",,"21,005,000,000","42,592,000,000","32,632,000,000",,,,,,"11,827,000,000",
			OtherInterestIncome,,,"1,293,000,000",,,,,,,"6,070,620,238.234",,"22,667,632,850.242","377,000,000","264,000,000","21,000,000","66,000,000","82,000,000","60,000,000","119,000,000",,"168,000,000","131,000,000"
		InterestExpense,"5,761,000,000","6,182,000,000","11,044,000,000","7,870,935,950.477","7,235,821,833.101","6,519,363,846.06","6,715,006,623.99","8,283,096,893.416","10,925,501,966.24","11,840,525,348.266","13,541,588,660.07","16,440,579,710.145","55,670,000,000","91,561,000,000","66,363,000,000","37,871,000,000","24,132,000,000","22,469,000,000","21,301,000,000","26,696,000,000","27,024,000,000","7,514,000,000"
			InterestExpenseForDeposit,,,,"1,411,573,879.21","810,741,838.598","481,566,913.52","715,997,694.245","1,006,231,196.547","1,547,797,701.855","2,167,699,157.36",,,,,,"8,433,000,000","4,845,000,000","4,108,000,000","4,622,000,000",,,
			InterestExpenseForShortTermDebt,,,,,,,,,,,"2,122,492,645.092",,"16,929,000,000","25,867,000,000","16,430,000,000",,,,,,,
