name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014
TotalRevenue,"1,148,052,000","333,515,000","272,810,000","250,349,000","291,378,000","298,013,000","274,992,000","220,002,000","244,753,000","258,937,000","242,183,000","217,491,000","257,100,000","247,680,000","186,537,000","180,774,000","183,596,000","205,523,000","158,380,000","146,266,000","186,468,000","196,608,000","156,294,000","141,502,000"
	OperatingRevenue,"1,148,052,000","333,515,000","272,810,000","250,349,000","291,378,000","298,013,000","274,992,000","220,002,000","244,753,000","258,937,000","242,183,000","217,491,000","257,100,000","247,680,000","186,537,000","180,774,000","183,596,000","205,523,000","158,380,000","146,266,000","186,468,000","196,608,000","156,294,000","141,502,000"
CostOfRevenue,,"213,107,000","174,638,000","163,311,000",,"187,180,000","175,321,000","139,181,000","155,519,000","174,308,000","161,295,000","145,509,000","170,567,000","164,971,000","124,902,000","121,804,000","120,683,000","135,981,000","111,256,000","93,689,000","128,540,000","138,737,000","109,412,000","98,411,000"
GrossProfit,,"120,408,000","98,172,000","87,038,000",,"110,833,000","99,671,000","80,821,000","89,234,000","84,629,000","80,888,000","71,982,000","86,533,000","82,709,000","61,635,000","58,970,000","62,913,000","69,542,000","47,124,000","52,577,000","57,928,000","57,871,000","46,882,000","43,091,000"
OperatingExpense,,"52,392,000","53,019,000","39,096,000",,"48,574,000","43,496,000","40,693,000","29,472,000","30,144,000","27,562,000","25,109,000","29,199,000","25,886,000","26,658,000","26,109,000","23,669,000","25,324,000","30,372,000","26,391,000","18,275,000","20,420,000","18,026,000","18,370,000"
	SellingGeneralAndAdministration,"802,782,000","35,903,000","37,884,000","29,398,000","699,597,000","34,840,000","31,041,000","29,641,000","644,960,000","24,101,000","21,525,000","19,531,000","21,131,000","19,208,000","19,456,000","19,707,000","17,530,000","21,205,000","23,270,000","14,523,000","10,727,000","16,713,000","14,346,000","13,816,000"
		GeneralAndAdministrativeExpense,"802,782,000","35,903,000","37,884,000","29,398,000","699,597,000","34,840,000","31,041,000","29,641,000","644,960,000","24,101,000","21,525,000","19,531,000","21,131,000","19,208,000","19,456,000","19,707,000","17,530,000","21,205,000","23,270,000","14,523,000","10,727,000","16,713,000","14,346,000","13,816,000"
			SalariesAndWages,,,,"163,311,000","190,391,000",,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,"44,514,000","9,531,000","14,922,000","10,001,000","10,060,000","9,987,000","10,437,000","8,188,000","7,252,000","7,159,000","6,959,000","7,190,000","6,346,000","7,012,000","6,702,000","7,034,000","7,086,000","7,021,000","6,197,000","6,155,000","5,748,000","6,110,000","6,133,000","6,262,000"
			OtherGandA,"66,195,000","26,372,000","22,962,000","19,397,000","-2,536,000","24,853,000","20,604,000","21,453,000","1,077,000","16,942,000","14,566,000","12,341,000","14,785,000","12,196,000","12,754,000","12,673,000","10,444,000","14,184,000","17,073,000","8,368,000","4,979,000","10,603,000","8,213,000","7,554,000"
