name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalCapitalization,"2,808,400,000","2,494,700,000","2,531,000,000","2,556,000,000","2,530,300,000","2,268,600,000","2,348,000,000","2,329,900,000","2,398,100,000","2,300,700,000","2,256,300,000","2,147,600,000","2,099,700,000","1,929,300,000","1,929,600,000","1,931,700,000","1,905,100,000","1,756,100,000","1,790,700,000","1,755,000,000","1,645,500,000","1,564,900,000","1,557,200,000","1,551,200,000","1,517,000,000","1,452,400,000","1,381,800,000","1,350,200,000","1,268,900,000","1,234,100,000","1,228,200,000","1,175,200,000","1,159,100,000","1,040,500,000","1,026,200,000","1,018,600,000","985,300,000","964,000,000","954,000,000","937,100,000","932,800,000","934,400,000","973,300,000","957,900,000","917,400,000","901,700,000","903,200,000","895,900,000","839,600,000","743,100,000","707,100,000","752,400,000","752,400,000","711,400,000","723,500,000","697,600,000","683,900,000","625,900,000","414,400,000","403,700,000","418,100,000","406,000,000","370,500,000","375,900,000","375,700,000","387,900,000","389,200,000","426,400,000","420,400,000","-127,400,000","466,300,000","523,400,000","527,300,000","535,900,000","963,000,000","977,700,000","970,400,000","942,800,000","944,600,000","943,700,000","1,008,600,000","982,600,000","1,050,800,000","1,108,900,000","1,114,000,000","1,140,500,000","1,139,100,000","626,300,000","617,000,000","589,400,000","594,600,000","478,900,000","490,600,000","434,200,000","460,800,000","449,000,000","307,500,000","136,700,000","46,700,000","45,800,000","36,900,000","92,200,000","47,000,000","78,400,000","66,500,000","26,000,000","57,000,000","216,000,000","219,200,000","198,500,000","250,800,000","257,500,000","136,100,000","261,800,000","269,400,000","249,600,000","227,000,000","195,500,000","172,600,000","125,000,000"
CommonStockEquity,"1,421,100,000","1,446,100,000","1,417,800,000","1,442,400,000","1,372,400,000","1,322,000,000","1,367,300,000","1,399,800,000","1,562,500,000","1,495,100,000","1,426,700,000","1,330,300,000","1,262,700,000","1,244,900,000","1,259,400,000","1,225,100,000","1,217,500,000","1,179,600,000","1,195,300,000","1,247,000,000","1,165,500,000","1,149,900,000","1,127,200,000","1,156,200,000","1,165,000,000","1,160,400,000","1,119,800,000","1,041,200,000","1,010,400,000","994,100,000","948,900,000","894,500,000","864,300,000","802,200,000","789,300,000","776,500,000","719,000,000","659,400,000","635,200,000","582,600,000","576,900,000","575,600,000","587,500,000","567,100,000","525,400,000","509,200,000","510,100,000","502,100,000","468,500,000","427,600,000","384,300,000","350,500,000","333,000,000","301,600,000","296,700,000","275,100,000","237,600,000","209,100,000","-8,000,000","-44,200,000","-60,300,000","-24,400,000","-83,100,000","-89,200,000","-94,100,000","-93,400,000","-95,400,000","-91,400,000","-102,500,000","-127,400,000","-122,600,000","-118,200,000","-146,800,000","-132,600,000","288,000,000","286,100,000","307,200,000","315,700,000","315,700,000","320,900,000","270,300,000","270,100,000","274,300,000","300,200,000","301,100,000","302,400,000","300,300,000","289,000,000","266,800,000","249,900,000","234,600,000","197,400,000","183,900,000","179,300,000","170,700,000","170,900,000","195,400,000","48,400,000","46,700,000","45,800,000","36,900,000","41,900,000","-2,200,000","13,400,000","17,300,000","20,800,000","48,600,000","103,600,000","107,700,000","102,900,000","146,500,000","142,400,000","136,100,000","140,700,000","139,700,000","132,200,000","126,500,000","114,500,000","92,200,000","71,700,000"
CapitalLeaseObligations,"2,800,000","2,600,000","2,600,000","2,900,000","2,800,000","1,100,000",,,,"0","0","200,000","400,000","500,000","800,000","1,000,000","900,000",,,,,,,,,"0",,,"0","1,800,000",,,,,,,"2,100,000",,"2,300,000","2,300,000","2,700,000",,"3,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,144,500,000","1,165,700,000","1,138,400,000","1,158,800,000","1,086,200,000","1,179,700,000","1,222,700,000","1,254,500,000","1,412,300,000","1,346,400,000","1,352,700,000","1,256,800,000","1,190,100,000","1,172,700,000","1,185,500,000","1,150,300,000","1,141,000,000","1,120,700,000","1,136,100,000","1,187,500,000","1,106,400,000","1,090,100,000","1,066,800,000","1,095,100,000","1,103,900,000","1,099,400,000","1,058,900,000","983,800,000","953,200,000","936,300,000","891,200,000","837,100,000","806,600,000","744,800,000","731,600,000","719,700,000","662,300,000","603,200,000","578,700,000","526,900,000","520,800,000","518,900,000","530,600,000","510,200,000","469,700,000","453,200,000","454,200,000","445,000,000","411,400,000","370,800,000","325,000,000","291,600,000","257,000,000","225,700,000","221,000,000","199,800,000","162,800,000","134,400,000","-83,500,000","-119,900,000","-136,900,000","-102,700,000","-159,800,000","-165,500,000","-170,500,000","-170,300,000","-170,900,000","-166,800,000","-177,600,000","-201,800,000","-196,200,000","-192,000,000","-219,000,000","-205,000,000","-97,000,000","-100,800,000","-80,600,000","-76,000,000","-78,800,000","-77,900,000","-137,300,000","-141,100,000","-140,600,000","-117,600,000","-120,300,000","-123,000,000","-213,000,000","196,400,000","174,300,000","156,800,000","138,300,000","197,400,000","183,900,000","179,300,000","121,700,000","122,000,000","166,200,000","48,400,000","46,700,000","45,800,000","36,900,000","41,900,000","-2,200,000","13,400,000","17,300,000","20,800,000","48,600,000","103,600,000","107,700,000","102,900,000","146,500,000","142,400,000","136,100,000","140,700,000","139,700,000","132,200,000","126,500,000","114,500,000","92,200,000","71,700,000"
WorkingCapital,"730,400,000","382,300,000","424,600,000","438,400,000","432,400,000","349,100,000","428,100,000","414,000,000","445,100,000","394,600,000","449,700,000","377,600,000","412,000,000","335,100,000","364,500,000","413,000,000","427,700,000","341,200,000","450,000,000","471,100,000","431,700,000","371,100,000","408,800,000","426,200,000","437,800,000","387,700,000","409,800,000","412,600,000","351,800,000","340,400,000","354,700,000","350,200,000","364,000,000","276,800,000","309,300,000","295,300,000","295,000,000","291,800,000","302,900,000","294,600,000","272,700,000","259,400,000","289,600,000","282,900,000","267,900,000","256,500,000","295,300,000","287,500,000","253,100,000","190,700,000","203,200,000","220,400,000","243,500,000","206,500,000","211,100,000","205,900,000","212,000,000","174,500,000","151,500,000","174,400,000","175,500,000","157,300,000","160,400,000","161,400,000","143,000,000","140,700,000","132,000,000","135,000,000","120,000,000","-530,800,000","53,300,000","91,200,000","93,300,000","80,500,000","139,000,000","154,300,000","142,000,000","128,100,000","141,000,000","133,300,000","149,800,000","117,300,000","176,100,000","207,800,000","219,600,000","219,600,000","249,700,000","229,600,000","227,600,000","200,700,000","214,300,000","173,100,000","155,200,000","128,100,000","142,200,000","139,400,000","137,600,000","61,600,000","15,900,000","18,100,000","22,600,000","23,200,000","67,000,000","70,400,000","56,700,000","54,600,000","-58,200,000","51,700,000","54,400,000","68,000,000","94,400,000","103,600,000","106,300,000","124,400,000","118,500,000","103,700,000","103,800,000","86,000,000","89,700,000","57,900,000"
InvestedCapital,"2,808,400,000","2,503,600,000","2,539,700,000","2,565,000,000","2,539,300,000","2,277,700,000","2,357,300,000","2,339,200,000","2,402,500,000","2,305,000,000","2,260,500,000","2,151,700,000","2,103,500,000","1,933,100,000","1,933,500,000","1,931,700,000","1,905,100,000","1,756,100,000","1,790,700,000","1,755,000,000","1,645,700,000","1,566,200,000","1,560,000,000","1,554,000,000","1,519,800,000","1,455,400,000","1,386,600,000","1,355,200,000","1,284,300,000","1,248,900,000","1,245,300,000","1,194,400,000","1,173,600,000","1,053,100,000","1,038,100,000","1,027,900,000","996,700,000","991,600,000","964,500,000","944,100,000","937,200,000","967,900,000","976,800,000","971,100,000","924,000,000","903,800,000","905,100,000","897,600,000","840,200,000","743,500,000","708,900,000","754,400,000","754,600,000","713,900,000","728,500,000","702,700,000","690,400,000","628,900,000","418,300,000","409,100,000","422,700,000","407,000,000","374,300,000","376,900,000","376,200,000","390,000,000","391,900,000","435,400,000","429,400,000","494,300,000","529,600,000","539,900,000","544,600,000","553,300,000","982,000,000","996,600,000","987,100,000","964,900,000","971,200,000","973,400,000","1,035,000,000","1,016,900,000","1,086,500,000","1,138,400,000","1,136,400,000","1,167,400,000","1,157,300,000","642,400,000","630,200,000","603,300,000","610,900,000","504,500,000","509,300,000","458,000,000","478,600,000","468,600,000","314,300,000","138,500,000","92,200,000","90,800,000","70,500,000","116,900,000","67,400,000","93,300,000","88,500,000","50,600,000","57,000,000","258,200,000","260,400,000","220,400,000","283,100,000","292,200,000","164,900,000","286,900,000","296,600,000","276,600,000","240,600,000","199,600,000","183,500,000","135,400,000"
TangibleBookValue,"1,144,500,000","1,165,700,000","1,138,400,000","1,158,800,000","1,086,200,000","1,179,700,000","1,222,700,000","1,254,500,000","1,412,300,000","1,346,400,000","1,352,700,000","1,256,800,000","1,190,100,000","1,172,700,000","1,185,500,000","1,150,300,000","1,141,000,000","1,120,700,000","1,136,100,000","1,187,500,000","1,106,400,000","1,090,100,000","1,066,800,000","1,095,100,000","1,103,900,000","1,099,400,000","1,058,900,000","983,800,000","953,200,000","936,300,000","891,200,000","837,100,000","806,600,000","744,800,000","731,600,000","719,700,000","662,300,000","603,200,000","578,700,000","526,900,000","520,800,000","518,900,000","530,600,000","510,200,000","469,700,000","453,200,000","454,200,000","445,000,000","411,400,000","370,800,000","325,000,000","291,600,000","257,000,000","225,700,000","221,000,000","199,800,000","162,800,000","134,400,000","-83,500,000","-119,900,000","-136,900,000","-102,700,000","-159,800,000","-165,500,000","-170,500,000","-170,300,000","-170,900,000","-166,800,000","-177,600,000","-201,800,000","-196,200,000","-192,000,000","-219,000,000","-205,000,000","-97,000,000","-100,800,000","-80,600,000","-76,000,000","-78,800,000","-77,900,000","-137,300,000","-141,100,000","-140,600,000","-117,600,000","-120,300,000","-123,000,000","-213,000,000","196,400,000","174,300,000","156,800,000","138,300,000","197,400,000","183,900,000","179,300,000","121,700,000","122,000,000","166,200,000","48,400,000","46,700,000","45,800,000","36,900,000","41,900,000","-2,200,000","13,400,000","17,300,000","20,800,000","48,600,000","103,600,000","107,700,000","102,900,000","146,500,000","142,400,000","136,100,000","140,700,000","139,700,000","132,200,000","126,500,000","114,500,000","92,200,000","71,700,000"
TotalDebt,"1,390,100,000","1,060,100,000","1,124,500,000","1,125,500,000","1,169,700,000","956,800,000","990,000,000","939,400,000","840,000,000","809,900,000","833,800,000","821,600,000","841,200,000","688,700,000","674,900,000","707,600,000","688,500,000","576,500,000","595,400,000","508,000,000","480,200,000","416,300,000","432,800,000","397,800,000","354,800,000","295,000,000","266,800,000","314,000,000","273,900,000","256,600,000","296,400,000","299,900,000","309,300,000","250,900,000","248,800,000","251,400,000","279,800,000","332,200,000","331,600,000","363,800,000","363,000,000","392,300,000","392,300,000","404,000,000","398,600,000","394,600,000","395,000,000","395,500,000","371,700,000","315,900,000","324,600,000","403,900,000","421,600,000","412,300,000","431,800,000","427,600,000","452,800,000","419,800,000","426,300,000","453,300,000","483,000,000","431,400,000","457,400,000","466,100,000","470,300,000","483,400,000","487,300,000","526,800,000","531,900,000","621,700,000","652,200,000","658,100,000","691,400,000","685,900,000","694,000,000","710,500,000","679,900,000","649,200,000","655,500,000","652,500,000","764,700,000","746,800,000","812,200,000","838,200,000","835,300,000","865,000,000","857,000,000","353,400,000","363,400,000","353,400,000","376,300,000","307,100,000","325,400,000","278,700,000","307,900,000","297,700,000","118,900,000","90,100,000","45,500,000","45,000,000","33,600,000","75,000,000","69,600,000","79,900,000","71,200,000","29,800,000","8,400,000","154,600,000","152,700,000","117,500,000","136,600,000","149,800,000","28,800,000","146,200,000","156,900,000","144,400,000","114,100,000","85,100,000","91,300,000","63,700,000"
NetDebt,"1,058,000,000","993,100,000","1,074,900,000","1,067,200,000","1,123,200,000","923,000,000","942,800,000","900,300,000","790,200,000","749,800,000","714,700,000","775,900,000","758,700,000","653,000,000","628,400,000","667,700,000","663,400,000","524,700,000","552,200,000","472,700,000","457,500,000","345,400,000","395,100,000","354,000,000","304,800,000","229,500,000","207,100,000","257,300,000","255,600,000","222,200,000","253,200,000","267,300,000","260,600,000","201,400,000","200,400,000","195,500,000","227,100,000","215,000,000","250,800,000","277,500,000","294,600,000","282,200,000","294,600,000","331,400,000","371,600,000","343,700,000","346,300,000","376,200,000","345,300,000","287,800,000","293,200,000","367,900,000","388,100,000","386,600,000","418,800,000","418,800,000","428,900,000","398,800,000","414,000,000","434,800,000","456,800,000","374,200,000","405,900,000","421,000,000","446,300,000","441,700,000","458,400,000","496,900,000","518,800,000","613,500,000","636,000,000","654,200,000","687,700,000","674,300,000","677,000,000","704,200,000","672,700,000","644,100,000","641,700,000","645,500,000","759,900,000","746,600,000","804,400,000","832,500,000","832,800,000","857,500,000","853,100,000","346,400,000","360,200,000","344,400,000","373,200,000","303,800,000","325,000,000","270,700,000","303,700,000","289,300,000","114,200,000","86,300,000","45,500,000","45,000,000","33,600,000","74,100,000","68,500,000","79,000,000","66,700,000","16,900,000",,"145,900,000","143,500,000","115,100,000","134,400,000","144,400,000","19,000,000","144,300,000","152,200,000","134,400,000","103,000,000","69,900,000","55,500,000","50,900,000"
ShareIssued,"109,500,000","109,300,000","109,300,000","109,000,000","108,800,000","108,500,000","108,500,000","108,400,000","108,300,000","107,800,000","107,500,000","107,500,000","107,300,000","106,700,000","106,600,000","106,500,000","106,400,000","106,000,000","106,000,000","105,900,000","105,800,000","104,800,000","104,700,000","104,700,000","104,500,000","104,000,000","103,900,000","103,500,000","103,500,000","102,400,000","102,200,000","102,200,000","102,000,000","101,000,000","100,400,000","100,300,000","100,000,000","101,700,000","99,400,000","99,400,000","101,400,000","100,600,000","98,600,000","100,600,000","96,490,000","96,300,000","98,200,000","96,100,000","96,000,000","95,814,889","95,589,883","94,646,623","94,313,651","93,800,000","93,694,926","93,600,000","93,200,000","92,600,000","68,500,000","54,800,000","54,300,000","53,600,000","39,600,000","38,600,000","38,600,000","38,700,000","38,600,000","38,600,000","38,600,000","39,800,000","38,394,000","38,400,000","38,400,000","38,200,000","39,200,000","37,600,000","37,100,000","37,100,000","36,900,000","36,700,000","36,700,000","36,700,000","36,498,000","36,474,000","36,417,000","36,329,000","37,135,000","36,913,000","36,856,000","36,856,000","36,828,000","36,782,000","36,616,000","36,561,000","36,371,000","36,288,000","36,119,000","18,091,000","18,094,000","18,101,000","16,403,000","7,301,000","7,310,000","7,310,000","7,310,000","7,309,000","7,358,000","7,348,000","7,333,000","7,296,000","7,281,000","7,273,000","7,246,000","7,158,000","7,057,000","6,975,000","6,890,000","6,794,000","6,495,000","5,956,000"
OrdinarySharesNumber,"83,400,000","83,600,000","84,600,000","85,000,000","84,800,000","84,800,000","86,100,000","87,500,000","89,600,000","89,600,000","89,800,000","89,800,000","90,700,000","91,400,000","91,900,000","92,500,000","92,900,000","93,500,000","94,500,000","96,400,000","96,300,000","95,500,000","95,400,000","96,500,000","97,900,000","98,900,000","99,600,000","99,500,000","100,200,000","99,900,000","99,700,000","99,700,000","99,500,000","98,800,000","98,400,000","98,300,000","97,900,000","99,500,000","97,200,000","97,200,000","99,200,000","98,600,000","96,600,000","98,600,000","96,300,000","96,300,000","96,300,000","96,100,000","96,000,000","95,814,889","95,589,883","94,646,623","94,313,651","93,800,000","93,694,926","93,600,000","93,200,000","92,600,000","68,500,000","54,800,000","54,300,000","53,600,000","39,600,000","38,600,000","38,600,000","38,700,000","38,600,000","38,600,000","38,600,000","39,800,000","38,394,000","38,400,000","38,400,000","38,200,000","39,200,000","37,600,000","37,100,000","37,100,000","36,900,000","36,700,000","36,700,000","36,700,000","36,498,000","36,474,000","36,417,000","36,329,000","37,135,000","36,913,000","36,856,000","36,856,000","36,828,000","36,782,000","36,616,000","36,561,000","36,371,000","36,288,000","36,119,000","18,091,000","18,094,000","18,101,000","16,403,000","7,301,000","7,310,000","7,310,000","7,310,000","7,309,000","7,358,000","7,348,000","7,333,000","7,296,000","7,281,000","7,273,000","7,246,000","7,158,000","7,057,000","6,975,000","6,890,000","6,794,000","6,495,000","5,956,000"
TreasurySharesNumber,"26,100,000","25,700,000","24,700,000","24,000,000","24,000,000","23,700,000","22,400,000","20,900,000","18,700,000","18,200,000","17,700,000","17,700,000","16,600,000","15,300,000","14,700,000","14,000,000","13,500,000","12,500,000","11,500,000","9,500,000","9,500,000","9,300,000","9,300,000","8,200,000","6,600,000","5,100,000","4,300,000","4,000,000","3,300,000","2,500,000","2,500,000","2,500,000","2,500,000","2,200,000","2,000,000","2,000,000","2,100,000","2,200,000","2,200,000","2,200,000","2,200,000","2,000,000","2,000,000","2,000,000","190,000",,"1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
