name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"28,597,566,000","28,518,519,000","28,386,180,000","27,964,424,000","26,912,353,000","27,303,915,000","26,830,838,000","26,463,877,000","26,386,764,000","25,931,820,000","25,448,322,000","24,850,563,000","24,533,222,000","24,596,787,000","24,287,248,000","23,967,886,000","23,746,962,000","23,432,020,000","23,319,156,000","23,536,799,000","23,552,036,000","23,460,700,000","23,458,054,000","23,393,267,000","23,324,883,000","23,103,132,000","22,964,564,000","23,200,577,000","23,107,074,000","23,049,817,000","22,780,956,000","22,729,240,000","22,524,256,000","22,288,918,000","22,446,948,000","22,180,020,000","21,413,039,000","21,296,142,000","20,694,162,000","20,553,283,000","20,149,507,000","19,771,437,000","19,253,363,000","18,821,229,000","18,379,439,000","18,846,236,000","18,907,805,000","18,839,449,000","18,464,869,000","18,469,225,000","18,329,084,000","18,136,273,000","17,932,171,000","17,714,418,000","17,486,218,000","17,561,221,000","17,516,881,000","17,613,178,000","17,260,222,000","16,835,500,000","16,570,827,000","16,429,358,000","15,950,278,000","15,686,716,000","15,140,234,000","14,306,595,000","13,778,932,000","12,637,868,000","12,139,172,000","12,060,814,000","11,836,038,000","11,626,303,000","11,258,137,000","11,030,791,000","10,752,631,000","9,282,581,000","9,270,387,000","9,196,819,000","9,056,668,000","9,104,965,000","9,090,526,000","8,931,035,000","8,985,132,000","8,897,600,000","8,815,700,000","8,588,800,000","8,620,300,000","8,621,700,000","8,483,000,000","8,422,200,000","8,288,300,000","8,080,800,000","7,988,500,000","7,785,500,000","7,591,000,000","7,366,900,000","7,140,000,000","6,845,200,000","6,571,900,000","6,314,100,000","5,961,200,000","5,635,300,000","5,524,300,000","5,450,900,000","5,312,500,000","5,241,600,000","5,207,200,000","5,164,500,000","5,099,300,000","5,241,600,000","5,083,700,000","5,076,700,000","4,964,100,000","4,873,800,000","4,881,400,000","4,754,200,000","4,658,200,000","4,545,600,000","4,500,000,000","4,516,100,000","4,491,100,000","4,415,000,000","4,372,100,000","4,303,300,000","4,144,600,000","3,875,100,000","3,738,200,000"
TotalLiabilitiesNetMinorityInterest,"22,601,803,000","22,686,811,000","22,618,598,000","22,371,505,000","21,640,838,000","21,922,245,000","21,588,771,000","21,242,367,000","21,130,993,000","21,048,274,000","20,648,977,000","20,112,653,000","19,871,727,000","19,915,388,000","19,669,853,000","19,442,278,000","19,284,491,000","18,986,986,000","18,823,930,000","19,005,245,000","19,107,522,000","19,051,599,000","19,079,816,000","19,123,077,000","19,121,552,000","19,078,080,000","19,031,714,000","19,253,305,000","19,267,747,000","19,211,620,000","19,033,244,000","18,974,144,000","18,854,273,000","18,650,256,000","18,742,964,000","18,490,665,000","17,777,161,000","17,677,943,000","17,208,518,000","17,012,828,000","16,677,098,000","16,324,655,000","15,996,013,000","15,761,715,000","15,237,206,000","15,463,541,000","15,324,463,000","15,144,673,000","14,723,546,000","14,731,444,000","14,666,702,000","14,517,074,000","14,350,536,000","14,223,002,000","14,117,918,000","14,167,521,000","14,136,602,000","14,232,092,000","13,874,765,000","13,529,682,000","13,278,999,000","13,235,577,000","12,777,563,000","12,506,757,000","12,020,664,000","11,282,547,000","10,790,006,000","9,729,060,000","9,256,461,000","9,172,354,000","8,898,000,000","8,654,029,000","8,319,546,000","8,100,121,000","7,745,958,000","6,284,028,000","6,246,730,000","6,110,502,000","5,994,224,000","6,047,366,000","6,027,380,000","5,952,932,000","5,988,759,000","5,950,500,000","5,901,100,000","5,775,300,000","5,781,900,000","5,817,600,000","5,777,600,000","5,751,800,000","5,674,300,000","5,589,400,000","5,514,600,000","5,374,100,000","5,215,400,000","5,021,300,000","4,818,900,000","4,600,400,000","4,376,500,000","4,182,800,000","3,888,900,000","3,648,700,000","3,559,200,000","3,489,200,000","3,399,500,000","3,342,700,000","3,342,800,000","3,307,800,000","3,289,200,000","3,342,700,000","3,309,600,000","3,299,200,000","3,245,300,000","3,200,800,000","3,203,200,000","3,147,200,000","3,093,900,000","2,911,100,000","2,901,400,000","2,899,100,000","2,871,200,000","2,833,200,000","2,819,300,000","2,780,500,000","2,663,300,000","2,471,800,000","2,408,800,000"
TotalEquityGrossMinorityInterest,"5,995,763,000","5,831,708,000","5,767,582,000","5,592,919,000","5,271,515,000","5,381,670,000","5,242,067,000","5,221,510,000","5,255,771,000","4,883,546,000","4,799,345,000","4,737,910,000","4,661,495,000","4,681,399,000","4,617,395,000","4,525,608,000","4,462,471,000","4,445,034,000","4,495,226,000","4,531,554,000","4,444,514,000","4,409,101,000","4,378,238,000","4,270,190,000","4,203,331,000","4,025,052,000","3,932,850,000","3,947,272,000","3,839,327,000","3,838,197,000","3,747,712,000","3,755,096,000","3,669,983,000","3,638,662,000","3,703,984,000","3,689,355,000","3,635,878,000","3,618,199,000","3,485,644,000","3,540,455,000","3,472,409,000","3,446,782,000","3,257,350,000","3,059,514,000","3,142,233,000","3,382,695,000","3,583,342,000","3,694,776,000","3,741,323,000","3,737,781,000","3,662,382,000","3,619,199,000","3,581,635,000","3,491,416,000","3,368,300,000","3,393,700,000","3,380,279,000","3,381,086,000","3,385,457,000","3,305,818,000","3,291,828,000","3,193,781,000","3,172,715,000","3,179,959,000","3,119,570,000","3,024,048,000","2,988,926,000","2,908,808,000","2,882,711,000","2,888,460,000","2,938,038,000","2,972,274,000","2,938,591,000","2,930,670,000","3,006,673,000","2,998,553,000","3,023,657,000","3,086,317,000","3,062,444,000","3,057,599,000","3,063,146,000","2,978,103,000","2,996,373,000","2,947,100,000","2,914,600,000","2,813,500,000","2,838,400,000","2,804,100,000","2,705,400,000","2,670,400,000","2,614,000,000","2,491,400,000","2,473,900,000","2,411,400,000","2,375,600,000","2,345,600,000","2,321,100,000","2,244,800,000","2,195,400,000","2,131,300,000","2,072,300,000","1,986,600,000","1,965,100,000","1,961,700,000","1,913,000,000","1,898,900,000","1,864,400,000","1,856,700,000","1,810,100,000","1,898,900,000","1,774,100,000","1,777,500,000","1,718,800,000","1,673,000,000","1,678,200,000","1,607,000,000","1,564,300,000","1,634,500,000","1,598,600,000","1,617,000,000","1,619,900,000","1,581,800,000","1,552,800,000","1,522,800,000","1,481,300,000","1,403,300,000","1,329,400,000"
	StockholdersEquity,"5,989,749,000","5,826,581,000","5,757,835,000","5,580,418,000","5,257,248,000","5,372,687,000","5,234,221,000","5,213,414,000","5,246,759,000","4,874,072,000","4,790,958,000","4,729,264,000","4,652,178,000","4,672,397,000","4,608,607,000","4,516,220,000","4,452,282,000","4,433,763,000","4,484,092,000","4,519,875,000","4,432,130,000","4,396,822,000","4,366,732,000","4,258,654,000","4,190,574,000","4,011,416,000","3,919,628,000","3,936,364,000","3,827,836,000","3,825,769,000","3,734,659,000","3,742,820,000","3,657,036,000","3,647,963,000","3,711,573,000","3,687,323,000","3,632,651,000","3,609,129,000","3,478,102,000","3,532,709,000","3,460,454,000","3,436,631,000","3,249,407,000","3,052,160,000","3,133,856,000","3,374,337,000","3,578,149,000","3,690,668,000","3,736,784,000","3,731,685,000","3,652,832,000","3,613,639,000","3,575,623,000","3,485,083,000","3,365,697,000","3,391,557,000","3,378,047,000","3,379,013,000","3,381,815,000","3,308,565,000","3,295,758,000","3,196,625,000","3,165,421,000","3,172,230,000","3,112,022,000","3,014,607,000","2,979,636,000","2,899,964,000","2,873,729,000","2,879,453,000","2,929,080,000","2,962,918,000","2,936,339,000","2,930,670,000","3,006,673,000","2,998,553,000","3,023,657,000","3,086,317,000","3,062,444,000","3,057,599,000","3,063,146,000","2,978,103,000","2,996,373,000","2,947,100,000","2,914,600,000","2,813,500,000","2,838,400,000","2,804,100,000","2,705,400,000","2,670,400,000","2,614,000,000","2,491,400,000","2,473,900,000","2,411,400,000","2,375,600,000","2,345,600,000","2,321,100,000","2,244,800,000","2,195,400,000","2,131,300,000","2,072,300,000","1,986,600,000","1,965,100,000","1,961,700,000","1,913,000,000","1,898,900,000","1,864,400,000","1,856,700,000","1,810,100,000","1,898,900,000","1,774,100,000","1,777,500,000","1,718,800,000","1,673,000,000","1,678,200,000","1,607,000,000","1,564,300,000","1,634,500,000","1,598,600,000","1,617,000,000","1,619,900,000","1,581,800,000","1,552,800,000","1,522,800,000","1,481,300,000","1,403,300,000","1,329,400,000"
		CapitalStock,"30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000","30,832,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"21,011,000","20,991,000","20,971,000","20,951,000","20,694,000","20,673,000","20,650,000","20,069,000","19,193,000","18,988,000","18,782,000","17,992,000","16,406,000","16,194,000","15,950,000","15,740,000","13,689,000","13,215,000","12,898,000","11,603,000","9,248,000","8,862,000","8,352,000","6,776,000","4,650,000","4,120,000","3,260,000","2,702,000",,"5,004,000","7,914,000","1,426,000",,"18,526,000","17,318,000","16,143,000","15,190,000","14,346,000","13,539,000","12,682,000","11,986,000","11,306,000","9,891,000","9,150,000","7,552,000","6,795,000","6,038,000","6,587,000","6,080,000","5,574,000","5,147,000","4,647,000","4,160,000","17,658,000","17,658,000","17,658,000","17,658,000","17,658,000","17,658,000","9,974,000","9,974,000","9,973,000","7,841,000","7,841,000","7,841,000","7,841,000","7,841,000","7,841,000","7,841,000","7,842,000","2,947,000","2,947,000","2,947,000","2,947,000","2,947,000","2,850,000","2,850,000","2,850,000","2,850,000","2,850,000","211,000","211,000","211,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"5,946,857,000","5,797,783,000","5,727,649,000","5,650,853,000","5,413,952,000","5,553,383,000","5,401,965,000","5,350,129,000","4,656,134,000","4,333,637,000","4,282,449,000","4,268,578,000","4,250,818,000","4,212,749,000","4,175,524,000","4,164,969,000","4,157,184,000","4,115,757,000","4,095,306,000","4,080,915,000","4,003,209,000","3,954,731,000","3,907,539,000","3,870,968,000","3,838,821,000","3,791,911,000","3,730,002,000","3,692,541,000","3,653,280,000","3,608,459,000","3,569,937,000","3,570,095,000","3,566,224,000","3,534,063,000","3,497,147,000","3,487,741,000","3,459,911,000","3,444,993,000","3,418,589,000","3,412,619,000","3,398,492,000","3,384,168,000","3,371,598,000","3,346,715,000","3,414,946,000","3,502,460,000","3,648,182,000","3,671,805,000","3,653,365,000","3,620,617,000","3,561,689,000","3,523,012,000","3,498,306,000","3,407,755,000","3,372,998,000","3,341,680,000","3,305,523,000","3,290,078,000","3,255,830,000","3,220,281,000","3,149,156,000","3,089,141,000","3,061,893,000","3,017,470,000","2,972,498,000","2,919,925,000","2,895,698,000","2,889,649,000","2,869,259,000","2,952,022,000","2,940,203,000","2,953,711,000","2,931,218,000","2,960,050,000","2,983,916,000","2,961,912,000","2,944,453,000","2,965,780,000","2,946,151,000","2,923,706,000","2,880,010,000","2,830,138,000","2,802,780,000","2,780,000,000","2,687,100,000","2,662,300,000","2,639,200,000","2,609,700,000","2,561,200,000","2,506,400,000","2,468,000,000","2,427,800,000","2,382,200,000","2,326,700,000","2,289,500,000","2,260,000,000","2,233,900,000","2,172,600,000","2,144,200,000","2,120,900,000","2,091,100,000","1,996,000,000","1,957,000,000","1,935,300,000","1,902,300,000","1,884,000,000","1,843,000,000","1,804,900,000","1,765,600,000","1,884,000,000","1,714,700,000","1,687,200,000","1,671,900,000","1,640,700,000","1,631,100,000","1,607,800,000","1,606,900,000","155,000,000","158,100,000","1,567,300,000","1,558,800,000","1,540,100,000","1,524,300,000","1,508,600,000","1,475,500,000","1,422,100,000","1,209,300,000"
		TreasuryStock,"108,469,000","108,469,000","108,469,000","108,469,000","108,492,000","108,492,000","108,492,000","101,546,000","101,616,000","101,616,000","101,616,000","101,595,000","101,777,000","101,777,000","101,781,000","101,781,000","102,043,000","102,082,000","101,805,000","101,698,000","101,941,000","101,941,000","101,795,000","97,219,000","97,441,000","97,442,000","97,463,000","97,465,000","98,286,000","98,286,000","98,287,000","98,287,000","98,490,000","98,490,000","98,490,000","98,494,000","98,494,000","98,505,000","98,505,000","98,505,000","98,505,000","98,505,000","98,308,000","98,326,000","98,326,000","98,326,000","98,326,000","99,465,000","99,465,000","99,465,000","99,544,000","99,544,000","99,544,000","99,544,000","99,544,000","99,544,000","99,544,000","99,544,000","99,544,000","100,683,000","100,683,000","100,683,000","99,097,000","99,097,000","99,097,000","99,097,000","99,097,000","99,097,000","99,097,000","99,097,000","100,891,000","100,891,000","100,891,000","100,891,000","104,769,000","100,862,000","100,862,000","100,862,000","100,862,000","100,862,000","102,727,000","102,727,000","102,727,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"99,518,000","85,444,000","86,852,000","-13,749,000","-99,738,000","-123,709,000","-110,734,000","-86,070,000","642,216,000","592,231,000","560,511,000","513,457,000","455,899,000","514,399,000","488,082,000","406,460,000","352,620,000","376,041,000","446,861,000","498,223,000","490,782,000","504,338,000","521,804,000","447,297,000","413,712,000","281,995,000","252,997,000","307,754,000","242,010,000","279,760,000","224,263,000","238,754,000","158,470,000","163,032,000","264,766,000","251,101,000","225,212,000","217,463,000","113,647,000","175,081,000","117,649,000","108,830,000","-64,606,000","-236,211,000","-221,148,000","-67,424,000","-8,577,000","80,909,000","145,972,000",,,,"141,869,000",,,,"139,024,000",,,,"214,755,000",,,,"208,712,000",,,,"74,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
