name,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2009,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998,01/31/1997,01/31/1996,01/31/1995,01/31/1994,01/31/1993,08/31/1992,08/31/1991
TotalAssets,"14,555,000,000","12,469,000,000","13,340,000,000","13,574,000,000","13,606,000,000","14,431,000,000","14,378,000,000","13,905,000,000","14,094,000,000","13,564,000,000","13,160,000,000","11,334,000,000","10,560,082,000","9,041,177,000","9,153,038,000","7,979,299,000","6,698,450,000","6,315,503,000","4,929,586,000","3,855,154,000","2,914,662,000","1,936,100,000","1,619,700,000","1,122,400,000","804,900,000","658,700,000","469,300,000","444,800,000","397,800,000","362,500,000"
	CurrentAssets,"4,649,000,000","4,835,000,000","5,331,000,000","5,247,000,000","5,076,000,000","5,698,000,000","5,292,000,000","4,719,000,000","4,775,000,000","5,645,000,000","5,485,000,000","3,700,000,000","3,723,889,000","3,401,040,000","4,266,052,000","3,643,437,000","3,024,839,000","3,284,094,000","2,464,044,000","1,921,897,000","1,366,523,000","939,400,000","811,400,000","465,200,000","330,200,000","286,200,000","202,200,000","211,100,000","179,400,000","151,600,000"
		CashCashEquivalentsAndShortTermInvestments,"723,000,000","934,000,000","1,308,000,000","1,074,000,000","707,000,000","1,407,000,000","971,000,000","537,000,000","1,205,000,000","2,277,000,000","2,267,000,000","676,000,000","663,671,000","620,400,000","286,916,000","205,484,000","147,033,000","566,076,000","336,099,000","172,221,000","40,108,000","2,900,000","44,200,000","8,900,000","2,800,000","30,400,000","1,000,000","900,000","900,000","800,000"
			CashAndCashEquivalents,"723,000,000","934,000,000","1,308,000,000","1,074,000,000","707,000,000","1,407,000,000","971,000,000","537,000,000","1,205,000,000","2,277,000,000","2,267,000,000","167,000,000","180,543,000","189,170,000","126,839,000","116,717,000","112,748,000","90,085,000","106,722,000","123,621,000","12,608,000","2,900,000","44,200,000","8,900,000","2,800,000","30,400,000","1,000,000","900,000","900,000","800,000"
			OtherShortTermInvestments,,,,,,,,,,,,"509,000,000","483,128,000","431,230,000","160,077,000","88,767,000","34,285,000","475,991,000","229,377,000","48,600,000","27,500,000",,,,,,,,,
		Receivables,,,,,,,,,,,,,,,"1,652,065,000","1,389,632,000","1,150,157,000","990,810,000","835,946,000","681,256,000","501,162,000","270,700,000","239,600,000",,,,,,"3,300,000","700,000"
			AccountsReceivable,,,,,,,,,,,,,,,"1,652,065,000","1,389,632,000","1,150,157,000","990,810,000","835,946,000",,,,,,,,,,,
		Inventory,"3,537,000,000","3,475,000,000","3,542,000,000","3,795,000,000","4,038,000,000","3,814,000,000","3,874,000,000","3,748,000,000","3,199,000,000","3,036,000,000","2,923,000,000","2,799,000,000","2,855,733,000","2,588,099,000","2,237,568,000","1,946,977,000","1,606,990,000","1,626,996,000","1,198,307,000","1,003,290,000","794,439,000","617,400,000","515,800,000","423,200,000","320,300,000","248,000,000","190,500,000","159,400,000","173,500,000","145,400,000"
			FinishedGoods,"3,537,000,000","3,475,000,000","3,542,000,000","3,795,000,000","4,038,000,000","3,814,000,000","3,874,000,000","3,748,000,000",,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,"116,000,000","142,000,000","122,000,000","72,000,000","77,000,000","73,000,000","74,000,000","71,069,000","40,190,000","23,677,000","54,050,000","49,822,000","56,693,000","52,292,000",,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,"116,000,000","142,000,000","122,000,000","72,000,000","77,000,000","73,000,000","74,000,000","71,069,000","40,190,000","23,677,000","54,050,000","49,822,000","56,693,000","52,292,000",,,,,,,,,,,
		OtherCurrentAssets,"389,000,000","426,000,000","481,000,000","378,000,000","331,000,000","361,000,000","305,000,000","312,000,000","299,000,000","255,000,000","222,000,000","151,000,000","133,416,000","152,351,000","65,826,000","47,294,000","70,837,000","43,519,000","41,400,000","65,130,000","30,814,000","48,400,000","11,800,000","33,100,000","7,100,000","7,800,000","10,700,000","50,800,000","1,700,000","4,700,000"
	TotalNonCurrentAssets,"9,906,000,000","7,634,000,000","8,009,000,000","8,327,000,000","8,530,000,000","8,733,000,000","9,086,000,000","9,186,000,000","9,319,000,000","7,919,000,000","7,675,000,000","7,634,000,000","6,836,193,000","5,640,137,000","4,886,986,000","4,335,862,000","3,673,611,000","3,031,409,000","2,465,542,000","1,933,257,000","1,548,139,000","996,700,000","808,300,000","657,200,000","474,700,000","372,500,000","267,100,000","233,700,000","218,400,000","210,900,000"
		NetPPE,"9,743,000,000","7,428,000,000","7,773,000,000","8,103,000,000","8,308,000,000","8,515,000,000","8,745,000,000","8,872,000,000","8,905,000,000","7,256,000,000","7,018,000,000","6,984,000,000","6,509,819,000","5,352,974,000","4,543,832,000","3,987,945,000","3,324,243,000","2,739,290,000","2,199,494,000","1,726,450,000","1,352,956,000","933,000,000","749,600,000","596,200,000","409,200,000","298,700,000","186,600,000","141,200,000","121,400,000","102,200,000"
