name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalRevenue,"5,867,487,000","5,634,835,000","5,207,336,000","4,664,612,000","4,046,385,000","3,593,031,000","2,967,424,000","2,437,911,000","1,794,823,000","1,105,879,000","516,816,000"
	OperatingRevenue,"5,867,487,000","5,634,835,000","5,207,336,000","4,664,612,000","4,046,385,000","3,593,031,000","2,967,424,000","2,437,911,000","1,794,823,000","1,105,879,000","516,816,000"
CostOfRevenue,"3,863,186,000","3,740,017,000","3,459,861,000","3,314,487,000","2,864,379,000","2,541,403,000","2,082,221,000","1,712,644,000","1,264,514,000","794,905,000","366,947,000"
GrossProfit,"2,004,301,000","1,894,818,000","1,747,475,000","1,350,125,000","1,182,006,000","1,051,628,000","885,203,000","725,267,000","530,309,000","310,974,000","149,869,000"
OperatingExpense,"1,733,238,000","1,670,198,000","1,512,488,000","1,122,929,000","968,846,000","821,072,000","684,767,000","583,712,000","457,469,000","330,313,000","140,948,000"
	SellingGeneralAndAdministration,"1,611,185,000","1,549,707,000","1,404,443,000","148,408,000","126,929,000","106,412,000","95,397,000","81,795,000","86,364,000","58,528,000","23,277,000"
	DepreciationAmortizationDepletionIncomeStatement,"122,053,000","120,491,000","108,045,000",,,,,"0","0","32,202,000","867,000"
		DepreciationAndAmortizationInIncomeStatement,"122,053,000","120,491,000","108,045,000",,,,,"0","0","32,202,000","867,000"
			Amortization,,,,,,,,"0","0","32,202,000","867,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,"0","0","32,202,000","867,000"
	OtherOperatingExpenses,,,,"974,521,000","841,917,000","714,660,000","589,370,000","501,917,000","371,105,000","239,583,000","116,804,000"
OperatingIncome,"271,063,000","224,620,000","234,987,000","227,196,000","213,160,000","230,556,000","200,436,000","141,555,000","72,840,000","-19,339,000","8,921,000"
NetNonOperatingInterestIncomeExpense,"-20,314,000","-20,994,000","-27,435,000","-21,177,000","-14,794,000","-17,723,000","-25,063,000","-37,203,000","-35,488,000","-19,813,000","-681,000"
	InterestExpenseNonOperating,"19,750,000","20,430,000","26,636,000","20,107,000","13,891,000","17,723,000","25,063,000","37,203,000","35,488,000","19,813,000","681,000"
	TotalOtherFinanceCost,"564,000","564,000","799,000","1,070,000","903,000",,,,,,
OtherIncomeExpense,"-6,373,000","-7,458,000","-11,756,000","-501,000","226,000","-6,840,000","-1,267,000","-20,285,000","-2,585,000","-6,024,000","-59,000"
	GainOnSaleOfSecurity,"-703,000","-198,000",,,,,,,,,
	SpecialIncomeCharges,"-5,670,000","-7,260,000","-12,076,000","-1,126,000","-228,000","-7,283,000","-1,863,000","-20,772,000","-3,147,000","-6,382,000","-354,000"
		RestructuringAndMergernAcquisition,"5,670,000","7,260,000","12,076,000","1,126,000","228,000","1,802,000","725,000","2,051,000","2,155,000","6,382,000","354,000"
		OtherSpecialCharges,,,,,,"5,481,000","1,138,000","18,721,000","992,000",,
	OtherNonOperatingIncomeExpenses,,,"320,000","625,000","454,000","443,000","596,000","487,000","562,000","358,000","295,000"
PretaxIncome,"244,376,000","196,168,000","195,796,000","205,518,000","198,592,000","205,993,000","174,106,000","84,067,000","34,767,000","-45,176,000","8,181,000"
TaxProvision,"59,329,000","46,539,000","37,260,000","47,078,000","74,286,000","77,002,000","66,414,000","32,741,000","15,267,000","-17,731,000","3,320,000"
NetIncomeCommonStockholders,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
	NetIncome,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
		NetIncomeIncludingNoncontrollingInterests,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
			NetIncomeContinuousOperations,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
DilutedNIAvailtoComStockholders,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
BasicEPS,,"1.25","1.23","1.17","0.84","0.84","0.72","0.38","0.14","-0.195","0.036"
DilutedEPS,,"1.25","1.22","1.15","0.83","0.83","0.7","0.37","0.14","-0.195","0.036"
BasicAverageShares,,"119,368,000","128,827,000","135,169,000","147,311,000","153,099,000","149,751,000","134,622,000","134,749,000","140,815,000","134,749,000"
DilutedAverageShares,,"119,742,000","129,776,000","137,884,000","149,653,000","155,877,000","154,328,000","139,765,000","136,597,000","143,851,000","136,597,000"
TotalOperatingIncomeAsReported,"265,393,000","217,360,000","222,911,000","226,070,000","212,932,000","228,754,000","199,711,000","139,504,000","70,685,000","-25,721,000","8,567,000"
TotalExpenses,"5,596,424,000","5,410,215,000","4,972,349,000","4,437,416,000","3,833,225,000","3,362,475,000","2,766,988,000","2,296,356,000","1,721,983,000","1,125,218,000","507,895,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"185,047,000","149,629,000","158,536,000","158,440,000","124,306,000","128,991,000","107,692,000","51,326,000","19,500,000","-27,445,000","4,861,000"
NormalizedIncome,"189,872,778.845","155,319,454","168,317,560","159,308,033.4","124,448,705.2","133,551,614.6","108,844,265.5","64,007,306","21,545,550","-23,567,935","5,091,100"
InterestExpense,"19,750,000","20,430,000","26,636,000","20,107,000","13,891,000","17,723,000","25,063,000","37,203,000","35,488,000","19,813,000","681,000"
NetInterestIncome,"-20,314,000","-20,994,000","-27,435,000","-21,177,000","-14,794,000","-17,723,000","-25,063,000","-37,203,000","-35,488,000","-19,813,000","-681,000"
