name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"1,848,102,000,000","1,637,481,000,000","1,613,947,000,000","1,566,311,000,000","1,545,971,000,000","1,552,797,000,000","1,524,489,000,000","1,469,095,000,000","1,441,407,000,000","1,434,969,000,000","1,373,518,000,000","1,361,222,000,000","1,323,995,000,000","1,353,241,000,000","1,324,122,000,000","1,316,342,000,000","1,203,294,000,000","1,276,415,000,000","1,241,933,000,000","1,133,898,000,000","1,169,439,000,000","1,127,203,000,000","1,077,711,000,000","1,039,731,000,000","1,025,285,000,000","1,027,297,000,000","990,206,000,000","969,069,000,000","947,655,000,000","957,154,000,000","878,838,000,000","833,083,000,000","827,623,000,000","818,136,000,000","836,994,304,000","792,500,390,000","778,472,489,000","746,580,000,000","686,248,444,000","646,951,000,000","634,663,189,000","599,088,000,000","612,398,934,000","596,387,066,000","618,943,348,000","401,375,000,000","401,749,452,988","343,609,867,253.98","327,046,399,513","269,507,696,640","297,536,692,992","255,412,366,688","257,414,247,834.3","192,274,730,000","208,316,528,579.5","173,409,768,420.42","164,557,987,739.28","139,345,198,230","145,047,008,205","143,466,996,393","146,539,558,107.74","115,643,981,600","138,757,241,015.66","122,248,232,372.16","126,629,904,402.85","103,776,679,730","118,018,190,978.8","105,147,627,727.68","113,877,578,385.42","84,162,760,320","93,810,425,577.7","83,999,987,040.8","76,644,696,420.8","72,235,141,500","79,479,858,849.5","71,973,341,259.9","74,660,055,615.24"
TotalLiabilitiesNetMinorityInterest,"1,704,585,000,000","1,488,016,000,000","1,470,085,000,000","1,422,498,000,000","1,407,312,000,000","1,402,331,000,000","1,379,582,000,000","1,328,320,000,000","1,305,018,000,000","1,286,963,000,000","1,229,827,000,000","1,222,730,000,000","1,189,836,000,000","1,218,427,000,000","1,188,557,000,000","1,185,222,000,000","1,088,434,000,000","1,162,356,000,000","1,130,320,000,000","1,028,163,000,000","1,067,379,000,000","1,026,586,000,000","982,906,000,000","950,400,000,000","939,798,000,000","943,105,000,000","908,906,000,000","890,400,000,000","870,478,000,000","881,156,000,000","803,904,000,000","754,189,000,000","751,469,000,000","742,800,000,000","766,784,399,000","723,108,287,000","711,316,665,000","656,879,000,000","625,365,200,000","559,715,000,000","578,019,179,000","517,054,000,000","560,094,478,000","549,117,569,000","570,894,200,000","365,743,000,000","367,346,028,036","311,178,214,626.76","295,617,142,761","232,804,881,920","267,647,152,474.8","226,833,864,666.2","231,181,830,925.8","163,496,642,500","185,205,521,811","154,620,218,097.87","146,449,011,224.22","119,623,872,690","128,730,653,122.5","127,451,366,721","130,691,247,165.92","97,891,010,240","124,157,364,065.1","108,344,929,009.74","113,090,139,180.42","89,385,451,770","105,671,532,710.24","93,609,249,802.56","102,787,413,679.41","72,736,221,360","84,750,604,678.9","75,277,903,488.6","68,549,046,040","63,461,492,100","71,305,326,668","64,390,425,328.5","67,262,719,005.17"
TotalEquityGrossMinorityInterest,"143,517,000,000","149,465,000,000","143,862,000,000","143,813,000,000","138,659,000,000","150,466,000,000","144,907,000,000","140,775,000,000","136,389,000,000","148,006,000,000","143,691,000,000","138,492,000,000","134,159,000,000","134,814,000,000","135,565,000,000","131,120,000,000","114,860,000,000","114,059,000,000","111,613,000,000","105,735,000,000","102,060,000,000","100,617,000,000","94,805,000,000","89,331,000,000","85,487,000,000","84,192,000,000","81,300,000,000","78,669,000,000","77,177,000,000","75,998,000,000","74,934,000,000","78,894,000,000","76,154,000,000","75,336,000,000","70,209,905,000","69,392,103,000","67,155,824,000","89,701,000,000","60,883,244,000","87,236,000,000","56,644,010,000","82,034,000,000","52,304,456,000","47,269,497,000","48,049,148,000","35,632,000,000","34,403,424,952","32,431,652,627.22","31,429,256,752","36,702,814,720","29,889,540,517.2","28,578,502,021.8","26,232,416,908.5","28,778,087,500","23,111,006,768.5","18,789,550,322.55","18,108,976,515.06","19,721,325,540","16,316,355,082.5","16,015,629,672","15,848,310,941.82","17,752,971,360","14,599,876,950.56","13,903,303,362.42","13,539,765,222.43","14,391,227,960","12,346,658,268.56","11,538,377,925.12","11,090,164,706.01","11,426,538,960","9,059,820,898.8","8,722,083,552.2","8,095,650,380.8","8,773,649,400","8,174,532,181.5","7,582,915,931.4","7,397,336,610.07"
	StockholdersEquity,"129,808,000,000","136,925,000,000","129,380,000,000","129,914,000,000","124,754,000,000","136,782,000,000","129,879,000,000","126,336,000,000","123,031,000,000","134,840,000,000","131,410,000,000","125,944,000,000","122,163,000,000","122,582,000,000","121,942,000,000","117,583,000,000","113,087,000,000","112,252,000,000","109,743,000,000","103,959,000,000","100,365,000,000","99,260,000,000","93,457,000,000","88,250,000,000","84,481,000,000","83,223,000,000","80,340,000,000","77,736,000,000","76,255,000,000","75,902,000,000","74,610,000,000","77,875,000,000","74,966,000,000","73,941,000,000","68,205,713,000","66,082,796,000","63,730,536,000","76,625,000,000","57,225,072,000","74,125,000,000","52,974,532,000","69,277,000,000","48,861,594,000","47,269,497,000","44,998,846,000","34,387,000,000","32,001,203,208","30,318,289,426.8","29,214,911,541","35,349,649,920","27,913,937,550.1","26,545,395,045","24,928,519,959.3","27,351,445,000","21,837,940,627","17,656,536,950.85","16,756,535,473.26","18,308,656,590","15,268,781,880","14,914,588,815","14,642,389,399.96","16,714,459,720","13,493,939,096.83","12,734,076,727.47","12,444,034,546.72","13,892,093,550","11,370,948,626.52","10,605,233,417.76","10,052,237,520.93","11,051,318,040","8,110,315,281.8","8,000,509,000","7,536,417,950.4","8,357,957,700","7,532,195,906.5","7,033,249,472.4","6,824,476,888.19"
		CapitalStock,"99,015,000,000","99,323,000,000","99,193,000,000","99,058,000,000","98,903,000,000","99,268,000,000","99,076,000,000","98,930,000,000","98,804,000,000","99,078,000,000","98,859,000,000","98,698,000,000","98,609,000,000","98,933,000,000","98,800,000,000","86,673,000,000","86,553,000,000","86,881,000,000","86,757,000,000","86,675,000,000","76,412,000,000","76,508,000,000","76,097,000,000","76,013,000,000","60,960,000,000","60,984,000,000","60,933,000,000","60,976,000,000","45,924,000,000","45,888,000,000","45,000,000,000","45,000,000,000","45,000,000,000",,"45,000,000,000","45,000,000,000","45,000,000,000","24,208,000,000","45,000,000,000","45,254,000,000","45,000,000,000","24,208,000,000","45,000,000,000","45,000,000,000","29,000,000,000","9,882,000,000",,,,,,,,,,,"8,368,869,905.7","3,976,487,970","8,321,561,325","8,238,080,340","8,108,568,731.55","8,355,901,840","8,114,887,310.2","8,067,258,104.97","4,766,845,841.52","5,014,425,460","4,741,281,866.16","4,706,082,844.8","4,812,963,267.18","4,513,270,500","4,036,605,157.7","4,112,558,042.8","3,562,510,184.8","3,903,786,300","3,548,794,672.5","3,511,495,583.1","3,003,895,875"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,208,000,000",,"24,208,000,000",,"24,208,000,000",,,,"9,882,000,000",,,,,,,,,,,,"3,976,487,970",,,,,,,,,,,,,,,,,,,
			CommonStock,"99,015,000,000","99,323,000,000","99,193,000,000","99,058,000,000","98,903,000,000","99,268,000,000","99,076,000,000","98,930,000,000","98,804,000,000","99,078,000,000","98,859,000,000","98,698,000,000","98,609,000,000","98,933,000,000","98,800,000,000","86,673,000,000","86,553,000,000","86,881,000,000","86,757,000,000","86,675,000,000","76,412,000,000","76,508,000,000","76,097,000,000","76,013,000,000","60,960,000,000","60,984,000,000","60,933,000,000","60,976,000,000","45,924,000,000","45,888,000,000","45,000,000,000","45,000,000,000","45,000,000,000",,"45,000,000,000","45,000,000,000","45,000,000,000",,"45,000,000,000","21,046,000,000","45,000,000,000",,"45,000,000,000","45,000,000,000","29,000,000,000",,,,,,,,,,,,"8,368,869,905.7",,"8,321,561,325","8,238,080,340","8,108,568,731.55","8,355,901,840","8,114,887,310.2","8,067,258,104.97","4,766,845,841.52","5,014,425,460","4,741,281,866.16","4,706,082,844.8","4,812,963,267.18","4,513,270,500","4,036,605,157.7","4,112,558,042.8","3,562,510,184.8","3,903,786,300","3,548,794,672.5","3,511,495,583.1","3,003,895,875"
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"853,000,000","814,000,000","760,000,000","45,738,000,000","640,515,000","619,298,000","595,610,000","34,264,000,000","578,390,000","13,084,000,000","637,845,000","33,978,000,000","631,512,000",,"697,952,000","7,434,000,000","17,220,762,000","16,987,132,326","15,516,936,109","15,027,251,200","15,494,959,134.2","15,543,947,063","15,518,011,558.5","13,699,180,000","12,967,121,147.5","8,347,995,837.3","1,300,708,240.89","5,108,958,120",,,,"501,991,560",,,,"343,335,230",,,,"162,831,720",,,,"157,916,400",,,
		RetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","19,066,000,000","0","16,319,000,000","8,103,585,000","11,185,000,000",,"2,702,127,000",,"16,014,000,000","15,840,476,704","14,418,989,836.64","15,778,753,758","18,625,601,280","13,492,589,500.6","11,827,039,212.8","10,232,885,553.3","13,343,052,500",,,"7,887,018,872.01","9,687,873,510","6,113,937,307.5","5,337,062,262","6,585,722,941.21","6,661,348,320","3,178,625,877.53","2,596,367,688.87","4,753,106,172.07","7,163,877,110","1,718,902,773","5,810,777,812.8","5,450,015,955.06","5,136,278,820","4,465,006,681.56","4,011,446,978.8","4,171,259,636.8","3,868,951,800","4,108,997,842.5","3,625,866,581.7","3,797,379,029.7"
		TreasuryStock,"912,000,000","1,274,000,000","1,307,000,000","1,325,000,000","1,334,000,000","1,820,000,000","1,963,000,000","1,978,000,000","1,496,000,000","2,743,000,000","2,409,000,000","2,571,000,000","1,617,000,000","1,882,000,000","1,250,000,000","1,447,000,000","4,144,000,000","4,353,000,000","3,549,000,000","2,342,000,000","1,667,000,000","1,328,000,000","1,345,000,000","1,545,000,000","1,568,000,000","1,854,000,000","1,917,000,000","1,616,000,000","1,386,000,000","1,523,000,000","1,527,000,000","1,545,000,000","1,475,000,000","1,663,000,000","1,704,137,000","1,048,000,000","507,824,000","674,000,000","720,980,000","914,000,000","939,091,000","1,031,000,000","1,113,512,000","1,241,245,000","1,473,440,000","1,526,000,000","1,528,804,628","1,520,429,498.76","2,069,283,066","1,173,336,320","1,199,221,594.9","968,984,569.4","1,010,552,432.1","1,119,562,500","1,126,768,108","1,129,871,253.63","1,141,769,907.3","1,295,919,450","755,394,255","914,686,731","397,735,873.64","475,431,160","471,686,510.91","481,536,089.1","386,697,133.06","389,497,950","247,720,437.16","244,230,225.12","382,105,792.77","261,946,680","249,343,878.04","241,856,896.6","372,561,313.6","243,841,500","301,992,529.5","278,639,519.1","179,281,165.7"
