name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
TotalRevenue,"26,247,000,000","25,939,000,000","24,175,000,000","24,147,161,000","22,918,808,000","23,127,532,000","23,019,801,000","22,297,178,000","21,664,921,000"
	OperatingRevenue,"26,247,000,000","25,939,000,000","24,175,000,000","24,147,161,000","22,918,808,000","23,127,532,000","23,019,801,000","22,297,178,000","21,664,921,000"
CostOfRevenue,"21,646,000,000","21,352,000,000","19,869,000,000","19,929,618,000","18,865,536,000","19,114,293,000","19,222,092,000","18,474,039,000","17,971,949,000"
GrossProfit,"4,601,000,000","4,587,000,000","4,306,000,000","4,217,543,000","4,053,272,000","4,013,239,000","3,797,709,000","3,823,139,000","3,692,972,000"
OperatingExpense,"4,159,000,000","3,888,000,000","3,647,000,000","3,644,290,000","3,585,986,000","3,650,704,000","3,545,453,000","3,494,254,000","3,349,539,000"
	SellingGeneralAndAdministration,"4,159,000,000","3,888,000,000","3,647,000,000","3,644,290,000","3,585,986,000","3,650,704,000","3,545,453,000","3,494,254,000","3,349,539,000"
OperatingIncome,"442,000,000","699,000,000","659,000,000","573,253,000","467,286,000","362,535,000","252,256,000","328,885,000","343,433,000"
NetNonOperatingInterestIncomeExpense,"-194,000,000","-184,000,000","-175,000,000","-169,582,000","-229,080,000","-285,175,000","-289,202,000","-306,087,000","-311,812,000"
	InterestExpenseNonOperating,"194,000,000","184,000,000","175,000,000","169,582,000","229,080,000","285,175,000","289,202,000","306,087,000","311,812,000"
	TotalOtherFinanceCost,,"184,000,000","175,000,000","169,582,000","229,080,000","285,175,000","289,202,000","306,087,000","311,812,000"
OtherIncomeExpense,"0","-4,000,000","12,000,000","571,000","-107,097,000","114,793,000",,"-50,182,000","-40,346,000"
	SpecialIncomeCharges,,"0","-1,000,000","571,000","-107,097,000","114,793,000","0","-50,182,000","-40,346,000"
		RestructuringAndMergernAcquisition,,"0","1,000,000","-571,000","53,465,000","-114,793,000","0","8,386,000","8,923,000"
		OtherSpecialCharges,,,,,"53,632,000",,,"41,796,000","31,423,000"
	OtherNonOperatingIncomeExpenses,"0","-4,000,000","13,000,000",,,,,,
PretaxIncome,"248,000,000","511,000,000","496,000,000","404,242,000","131,109,000","192,153,000","-36,946,000","-27,384,000","-8,725,000"
TaxProvision,"66,000,000","126,000,000","89,000,000","-40,052,000","-78,685,000","24,635,000","35,968,000","29,822,000","42,448,000"
NetIncomeCommonStockholders,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
	NetIncome,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
		NetIncomeIncludingNoncontrollingInterests,"182,000,000","385,000,000","407,000,000","444,294,000","209,794,000","167,518,000","-72,914,000","-57,206,000","-51,173,000"
