name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalAssets,"2,941,400,000","2,687,851,000","1,810,129,000","1,752,667,000","1,767,307,000","1,274,174,000","1,261,194,000","1,098,021,000","410,665,000","341,116,000","343,462,000","401,850,000","384,680,000","186,995,000","93,705,000","92,382,000","131,981,000","218,147,000","125,251,000","105,556,000","71,740,000","62,000,000","44,900,000","31,900,000","21,700,000","16,100,000","11,000,000","7,900,000","5,200,000"
	CurrentAssets,"791,500,000","686,372,000","499,523,000","437,524,000","414,208,000","385,904,000","349,874,000","293,757,000","131,114,000","95,646,000","94,192,000","144,723,000","129,852,000","155,925,000","64,627,000","58,646,000","67,904,000","71,524,000","116,323,000","94,982,000","63,062,000","51,800,000","41,000,000","28,100,000","16,500,000","12,600,000","9,600,000","7,000,000","4,500,000"
		CashCashEquivalentsAndShortTermInvestments,"95,200,000","41,826,000","36,667,000","27,044,000","23,869,000","31,714,000","37,350,000","27,479,000","17,739,000","18,409,000","25,974,000","46,271,000","37,764,000","105,483,000","20,487,000","22,787,000","35,134,000","33,990,000","88,580,000","63,122,000","35,271,000","27,700,000","18,300,000","11,100,000","3,400,000","1,500,000","2,000,000","2,700,000","1,100,000"
			CashAndCashEquivalents,"95,200,000","41,826,000","36,667,000","27,044,000","23,869,000","31,714,000","37,350,000","27,479,000","17,739,000","18,409,000","25,974,000","46,271,000","37,764,000","105,483,000","20,487,000","20,787,000","35,134,000","31,990,000","65,694,000","51,202,000","24,120,000","27,700,000","18,300,000","11,100,000","3,400,000","1,500,000","2,000,000","2,700,000","1,100,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,"2,000,000",,"2,000,000","22,886,000","11,920,000","11,151,000",,,,,,,,
		Receivables,"662,500,000","628,836,000","441,238,000","400,859,000","368,046,000","317,489,000","283,424,000","243,003,000","93,925,000","62,518,000","50,173,000","78,370,000","78,840,000","39,126,000","35,892,000","32,753,000","26,456,000","30,296,000","22,905,000","27,679,000","23,861,000","18,600,000","15,300,000","12,300,000","8,300,000","10,100,000","7,200,000","3,800,000","3,100,000"
			AccountsReceivable,"648,700,000","613,825,000","428,536,000","386,858,000","354,808,000","298,761,000","262,224,000","243,003,000","93,925,000","62,518,000","50,173,000","78,370,000","78,840,000","39,107,000","35,325,000","27,051,000","25,416,000","30,296,000","22,782,000","27,679,000",,,,,,,,,
				GrossAccountsReceivable,,"618,625,000","438,445,000","394,951,000","361,490,000","281,550,000","265,291,000","246,973,000","96,702,000",,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-4,800,000","-9,909,000","-8,093,000","-6,682,000","-4,404,000","-3,067,000","-3,970,000","-2,777,000",,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"13,800,000","15,011,000","12,702,000","14,001,000","13,238,000","18,728,000","21,200,000",,,,,,,"19,000","567,000","5,702,000","1,040,000",,"123,000",,,,,,,,,,
		PrepaidAssets,"29,400,000","11,446,000","18,592,000","6,331,000","12,686,000","14,513,000","8,686,000","8,839,000","6,863,000","4,529,000","8,325,000","8,262,000","4,156,000","2,630,000","3,017,000","2,720,000","2,862,000","1,653,000","2,030,000",,,,,,,,,,
		RestrictedCash,,,,,,,,,,,,,,"4,678,000","4,878,000",,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,"19,067,000","17,214,000","10,147,000","9,271,000","8,784,000","7,507,000","9,347,000","8,018,000","3,624,000",,,"3,306,000","2,732,000","2,659,000",,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,"19,067,000","17,214,000","10,147,000","9,271,000","8,784,000","7,507,000","9,347,000","8,018,000","3,624,000",,,"3,306,000","2,732,000","2,659,000",,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,"0","34,353,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"4,400,000","4,264,000","3,026,000","3,290,000","9,607,000","3,121,000","3,200,000","4,289,000","3,316,000","1,406,000","2,213,000","2,473,000","1,074,000","384,000","353,000","386,000","146,000","2,853,000","149,000","4,181,000","3,930,000","5,500,000","7,400,000","4,700,000","4,800,000","1,000,000","400,000","500,000","300,000"
