name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998
		AdditionalPaidInCapital,"9,783,875,000",,"6,763,296,000","6,763,204,000","6,763,204,000",,,,"6,763,204,000",,,,"6,912,667,135.996",,"5,398,761,869.468",,"8,184,271,638.981",,,,"0",,,,"301,643,330.898",,"306,406,797.058","336,534,174.106","323,869,680.884","6,286,651,917.404","5,758,430,934.719","5,997,122,403.613","5,745,600,286.806","5,698,758,123.731","6,176,140,977.266",,"331,807,663.988","6,142,975,087.503","5,674,051,042.142","5,723,576,128.451","5,880,759,354.164","5,430,228,434.57","5,226,033,555.226","4,844,674,336.764","4,739,024,381.994","5,415,438,458.391","521,014,752.665","6,421,503,580.931","371,201,699.844","5,316,569,138.233","5,005,799,569.303","328,670,540.519","323,249,275.806","2,606,427,397.112","4,695,968,099.787","305,426,975.456","327,390,032.017","417,710,290.094","318,300,797.846","274,337,005.512","4,403,033,865.776","259,665,999.164","251,382,546.973","264,920,367.306","4,014,992,375.83","246,334,088.804","234,434,593.231","43,730,411.402","1,088,994,609.147","43,972,859.75","46,915,311.281","49,011,291.739","1,152,492,140.23","46,139,722.353","50,836,669.197","53,014,301.551","54,907,231.757","45,133,731.088",,,"45,662,258.225",,,,"48,619,050.014"
		RetainedEarnings,"5,474,411,000",,"5,265,956,000","5,046,040,000","4,841,687,000",,,,"3,583,831,000",,,,"3,205,290,442.795",,"3,243,770,997.871",,"4,766,732,735.036",,,,"5,035,361,801.52",,,,"5,345,905,158.954",,"5,149,782,280.562","5,257,549,438.102","4,939,408,819.834","4,937,414,664.981","4,384,085,667.913","4,630,173,669.627","4,300,028,140.254","4,222,929,775.355","4,411,869,636.617","4,371,544,077.268","4,396,711,069.413","4,165,818,406.424","3,658,734,596.075","3,610,844,251.76","3,974,062,034.111","-1,328,599.999","759,659,950.76","2,589,588,255.598","767,830,736.07","1,495,733,222.908","1,180,971,339.907","1,453,552,493.203","781,076,925.335","976,937,177.737","815,142,049.284","1,067,763,187.028","1,046,496,979.725","273,200,931.73","492,220,642.305","770,394,881.196","579,508,639.434","499,870,728.627","390,153,638.378","415,236,179.268","208,974,348.128","309,890,578.132","299,989,609.816","314,527,484.782","273,851,305.01","280,439,173.12","304,452,051.204","196,628,024.147","306,750,829.434","553,261,700.035","598,395,292.292","614,488,646.393","529,775,655.536","562,777,201.252","570,683,417.544","609,226,768.188","619,437,650.578","557,589,636.145","531,551,770.142","488,590,414.652","476,839,635.648","678,948,945.894","738,581,231.691","769,089,051.951","720,889,689.371"
		TreasuryStock,,,,,"0",,,,"0",,,,"140,662,151.371",,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-5,291,999,000",,"-4,764,441,000","-4,891,306,000","-4,880,883,000",,,,"-3,866,564,000",,,,"-3,769,594,332.48",,"-2,985,104,149.078",,"-4,454,133,904.259",,,,"-4,379,440,505.134",,,,"-4,698,928,787.601",,"-4,706,001,944.822","-5,071,851,508.811","-3,082,690,406.255",,"-2,782,596,773.287","-2,747,269,997.912","-2,543,623,906.248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,119.767",,"-3,225,476,190.476",,,,"-2,478,805,637.273","-2,546,768,596.502","-2,221,359,968.449","-2,825,235,571.215","-2,692,991,558.575","-2,284,426,821.847","-2,394,296,840.53","-2,919,898,161.583","973,294,139.027",,"2,154,285,241.338","282,980,182.583","-803,226,564.173","-827,730,774.524","-1,252,867,618.309","-531,416,728.13","-758,986,570.518","-512,346,765.416","-423,384,487.555","-516,012,151.111","9,531,478.497","7,908,854.446","-394,639,956.377","-459,724,516.425","-359,367,813.493","-164,098,773.498","-148,201,191.757","-4,100,390,028.659","78,092,046.474","92,614,201.706","-4,336,720.248","-3,893,594,005.433","83,251,837.402","61,812,836.224","70,537,383.485","-1,005,155,326.683","94,325,009.421","60,889,178.723","36,258,612.804","-1,001,985,893.006","80,580,756.447","54,652,326.745","27,917,516.304","12,697,654.428","70,903,571.076","818,231,376.51","919,223,166.762","43,982,924.746","725,281,813.668","753,613,458.91","898,762,110.358","46,666,477.725"
	MinorityInterest,"2,279,899,000","2,133,000,000","2,211,888,000","2,020,235,000","2,107,892,000",,"1,743,000,000","1,773,000,000","1,798,036,000","1,747,000,000",,,"1,682,290,906.107","2,417,799,904.043","2,356,136,325.88","2,165,387,198.701","3,050,759,316.018","2,973,210,208.92","3,262,165,925.219","3,202,853,057.829","3,427,450,431.072","3,709,196,951.098","4,134,021,883.877","3,960,867,816.039","4,443,930,150.756","4,426,028,596.625","4,188,065,219.795","4,434,280,775.108","6,262,738,794.239","6,136,729,877.792","5,629,008,995.962","5,880,990,634.124","5,777,918,862.903","5,756,734,263.668","5,979,958,798.306","5,855,155,359.553","5,807,030,132.993","6,036,845,789.582","5,547,702,723.262","5,577,624,738.629","5,634,150,998.744","5,758,780,294.241","5,165,161,155.165",,"5,758,410,345.56",,"5,401,389,509.69","5,562,169,814.751","5,505,468,209.675","5,498,470,004.777","5,224,262,708.023","5,295,512,704.561","5,389,790,448.252","2,998,068,914.947","5,595,823,498.928","5,418,908,910.747","5,437,678,771.295","5,174,148,003.981","5,246,810,002.398","5,336,130,138.779","5,625,010,758.6","5,382,566,212.464","5,525,120,423.41","5,694,625,407.953","5,633,492,036.201","5,867,331,822.837","5,447,250,128.824","5,256,050,514.126","5,622,236,538.517","5,905,759,815.607","5,950,390,484.331","6,002,138,349.575","5,983,799,166.618","5,996,486,388.301","6,081,809,249.061","6,122,866,547.218","6,138,549,125.085","6,983,277,530.667","6,553,814,334.48","6,825,793,161.092","6,801,616,840.052","6,982,489,397.722","6,990,237,543.407","913,973,811.599","5,450,312,660.961"
TotalCapitalization,"9,966,287,000","9,719,000,000","12,571,705,000","12,009,470,000","11,259,557,000","6,655,000,000","6,106,000,000","6,758,000,000","10,735,668,000","6,599,000,000","6,200,709,093.893","6,386,709,093.893","9,693,558,122.847","5,732,553,392.165","8,524,533,297.508","5,337,399,026.798","11,018,409,870.812","8,552,414,365.657","9,607,152,375.371","9,640,809,143.365","15,322,335,214.955","10,427,625,294.974","11,603,500,894.746","11,553,410,948.447","16,662,634,501.237","12,198,637,320.453","11,691,899,357.758","12,539,783,517.97","13,330,005,633.664","14,023,935,946.06","7,359,919,829.345","14,022,141,838.303","13,801,653,361.717","13,772,553,494.85","8,041,242,017.381","7,884,696,569","14,188,638,143.461","7,615,801,935.351","13,890,466,681.88","13,925,515,547.968","13,315,109,829.935","13,257,003,746.743","12,160,159,162.16","15,595,546,268.488","11,811,808,336.946","6,107,945,117.126","5,810,665,812.499","13,312,064,256.576","12,445,232,141.566","11,846,599,653.828","11,957,319,290.114","11,556,231,048.856","11,425,252,080.185","5,192,226,503.357","9,314,739,096.362","10,484,322,216.261","10,210,054,557.383","10,363,686,490.342","10,107,353,390.457","10,290,777,883.125","10,489,460,260.284","9,774,764,675.836","9,647,223,051.54","10,185,094,018.55","9,800,887,668.774","10,106,649,637.486","9,666,662,971.879","6,288,031,178.973","6,961,723,848.796","7,205,898,025.497","7,994,094,101.121","8,383,699,397.24","8,364,560,581.753","8,504,975,321.717","8,611,624,289.9","8,669,145,386.008","7,971,729,381.277","9,197,911,291.278","11,115,802,653.879","8,220,589,973.972","9,258,842,005.547","1,404,230,759.561","1,492,194,690.6","1,667,851,162.309","8,265,336,131.077"
CommonStockEquity,"9,966,287,000","9,719,000,000","7,264,811,000","6,917,938,000","6,724,008,000","6,655,000,000","6,106,000,000","6,758,000,000","6,480,471,000","6,599,000,000","6,200,709,093.893","6,386,709,093.893","6,207,701,094.94","5,732,553,392.165","5,657,428,718.261","5,337,399,026.798","8,496,870,469.758","8,552,414,365.657","9,607,152,375.371","9,640,809,143.365","10,233,260,411.034","10,427,625,294.974","11,603,500,894.746","11,553,410,948.447","11,720,253,068.98","12,198,637,320.453","11,691,899,357.758","12,539,783,517.97","7,943,349,059.421","7,998,590,391.909","7,359,919,829.345","7,880,026,075.328","7,502,004,520.812","7,442,882,261.813","8,041,242,017.381","7,884,696,569","7,807,288,281.433","7,615,801,935.351","7,048,358,816.37","6,940,123,539.68","6,934,923,226.692","6,402,193,973.598","5,985,693,505.986","9,588,547,833.699","5,789,835,300.647","6,107,945,117.126","5,810,665,812.499","6,622,188,455.825","5,829,644,917.129","5,534,519,745.451","5,308,594,853.171","5,450,410,565.386","5,389,638,257.009","2,889,159,807.34","5,196,097,596.539","5,169,397,282.201","5,041,182,300.472","4,865,614,603.393","4,427,149,068.628","4,421,966,875.436","4,607,195,618.742","4,223,401,538.799","4,143,445,995.522","4,311,212,682.702","4,286,395,166.524","3,928,861,423.518","3,556,268,944.527","1,290,432,995.723","1,395,745,438.581","1,668,754,628.521","1,756,040,428.099","1,807,512,171.29","1,784,109,013.89","1,705,804,746.966","1,803,667,137.83","1,882,392,259.039","1,923,083,217.875","1,404,389,258.982","1,349,783,146.652","1,407,813,581.413","1,319,104,438.021","1,404,230,759.561","1,492,194,690.6","1,667,851,162.309","1,617,999,027.892"
CapitalLeaseObligations,,,"184,536,000","189,326,000","121,973,000",,,,"104,492,000",,,,"125,352,818.207",,"121,955,070.675",,"110,457,053.473",,,,"167,944,585.608",,,,"192,530,060.707",,,,"117,158,717.385",,,,,,,,,,,,"193,609,022.623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"3,265,365,000","9,719,000,000","171,640,000","-111,486,000","-308,851,000","6,655,000,000","6,106,000,000","6,758,000,000","2,084,817,000","6,599,000,000","6,200,709,093.893","6,386,709,093.893","3,679,499,043.965","5,732,553,392.165","3,191,692,599.155","5,337,399,026.798","6,486,776,845.194","8,552,414,365.657","9,607,152,375.371","9,640,809,143.365","5,977,802,061.744","10,427,625,294.974","11,603,500,894.746","11,553,410,948.447","6,883,079,764.717","12,198,637,320.453","6,676,109,255.909","7,005,712,623.09","2,633,204,263.894","2,646,066,160.978","2,335,743,877.577","2,108,270,900.724","1,833,124,396.811","1,746,725,558.079","1,637,034,651.324","1,699,842,821.161","1,684,406,879.946","4,643,123,327.157","4,174,524,570.211","4,143,559,247.252","1,125,451,601.927","3,683,041,176.317","3,320,034,053.32","7,179,554,222.795","4,652,618,890.721","4,810,937,125.003","4,482,754,329.097","4,977,626,299.051","4,350,743,199.953","4,096,548,083.372","4,029,455,454.72","4,169,567,735.937","3,988,985,633.225","1,633,684,778.222","3,955,154,928.667","3,782,449,097.914","3,520,172,746.337","3,457,825,207.927","3,151,727,674.315","3,153,837,467.959","3,141,556,587.068","2,997,970,875.435","2,925,842,519.747","3,036,206,592.031","2,843,965,453.267","2,639,766,690.713","2,452,782,957.14","302,838,083.172","107,085,451.248","101,302,201.025","97,613,045.113","79,915,194.031","-253,502,946.787","23,970,528.368","-122,786,777.166","-7,515,598.746","-28,311,118.512","-587,229,653.562","-442,959,808.451","-512,660,422.25","-654,458,674.469","1,404,230,759.561","1,492,194,690.6","1,667,851,162.309","1,120,874,122.924"
WorkingCapital,"-154,678,000","306,000,000","-2,635,763,000","-2,695,069,000","-3,266,770,000","-1,065,000,000","-1,410,000,000","-568,000,000","-388,914,000","-210,000,000","-190,000,000","-70,000,000","954,921,502.467","717,985,365.261","573,063,317.048","499,833,909.7","4,805,535,070.606","785,948,702.358","976,873,561.563","1,289,386,645.1","1,215,516,883.699","1,241,618,577.02","1,792,893,683.008","1,205,507,938.794","1,738,415,604.062","1,749,563,622.854","1,095,927,329.479","1,174,039,190.799","-54,251,355.906","-255,579,435.314","125,693,178.793","-150,983,159.336","126,001,194.05","37,625,089.959","-335,397,958.222","308,957,878.393","-144,229,875.756","553,747,169.034","463,633,424.616","589,082,852.155","741,230,265.091","1,570,097,618.43","774,226,850.774","578,358,024.017","737,220,957.59","707,373,223.794","844,066,126.357","1,069,015,523.953","1,045,020,018.455","743,289,521.132","796,549,505.582","682,532,162.175","454,252,710.367","1,723,674,417.772","286,724,894.038","171,602,512.526","-340,911,964.363","220,768,618.273","572,197,900.015","754,006,797.056","900,486,489.596","711,696,006.124","485,366,946.014","514,750,602.204","31,709,928.604","102,809,575.161","449,485,173.617","-1,339,889,770.139","-1,287,245,258.627","-1,258,014,230.676","-890,215,283.141","-709,377,105.355","-700,469,921.159","-405,291,249.256","-523,561,149.613","-473,766,498.801","-994,632,891.167","-393,101,593.756","-154,289,371.483","-429,553,361.612","-459,846,141.924","-393,057,228.297","-899,343,799.999","-173,403,565.264","-79,860,206.65"
InvestedCapital,"9,966,287,000","9,719,000,000","14,043,389,000","13,470,233,000","12,866,394,000",,"6,106,000,000","6,758,000,000","11,379,937,000","6,599,000,000",,,"10,395,722,792.338","5,732,553,392.165","9,570,830,125.213","5,337,399,026.798","11,861,037,172.591","8,552,414,365.657","9,607,152,375.371","9,640,809,143.365","15,982,571,089.713","10,427,625,294.974","11,603,500,894.746","11,553,410,948.447","18,127,884,614.672","12,198,637,320.453","11,691,899,357.758","12,539,783,517.97","14,661,440,572.923","14,023,935,946.06","7,359,919,829.345","15,457,494,891.987","15,095,882,310.383","13,772,553,494.85","8,041,242,017.381","7,884,696,569","14,188,638,143.461","7,615,801,935.351","15,098,206,678.838","15,065,656,352.51","14,714,832,157.425","14,653,442,425.347","13,714,854,763.715","15,726,611,713.265","12,771,696,485.395","7,056,869,487.875","6,445,934,780.994","14,718,959,593.496","13,126,247,658.245","13,059,915,105.102","12,665,894,564.595","12,518,777,841.046","12,261,778,381.313","5,807,547,207.655","10,680,184,673.294","11,872,903,635.82","11,740,465,935.514","11,344,766,101.736","10,826,272,664.198","10,887,127,609.118","11,366,577,971.067","10,518,149,627.315","10,426,024,565.767","11,030,857,845.175","10,905,392,056.371","11,019,103,377.145","10,980,552,761.842","8,762,395,212.831","9,249,156,183.45","9,465,460,773.916","9,540,997,958.576","9,548,988,012.244","9,711,551,335.946","9,458,888,718.899","9,691,897,495.105","9,597,674,297.227","9,316,925,987.938","10,498,532,980.932","12,479,521,614.729","9,527,273,276.777","10,430,599,442.33","1,404,230,759.561","1,492,194,690.6","1,667,851,162.309","9,023,031,808.11"
TangibleBookValue,"3,265,365,000","9,719,000,000","171,640,000","-111,486,000","-308,851,000","6,655,000,000","6,106,000,000","6,758,000,000","2,084,817,000","6,599,000,000","6,200,709,093.893","6,386,709,093.893","3,679,499,043.965","5,732,553,392.165","3,191,692,599.155","5,337,399,026.798","6,486,776,845.194","8,552,414,365.657","9,607,152,375.371","9,640,809,143.365","5,977,802,061.744","10,427,625,294.974","11,603,500,894.746","11,553,410,948.447","6,883,079,764.717","12,198,637,320.453","6,676,109,255.909","7,005,712,623.09","2,633,204,263.894","2,646,066,160.978","2,335,743,877.577","2,108,270,900.724","1,833,124,396.811","1,746,725,558.079","1,637,034,651.324","1,699,842,821.161","1,684,406,879.946","4,643,123,327.157","4,174,524,570.211","4,143,559,247.252","1,125,451,601.927","3,683,041,176.317","3,320,034,053.32","7,179,554,222.795","4,652,618,890.721","4,810,937,125.003","4,482,754,329.097","4,977,626,299.051","4,350,743,199.953","4,096,548,083.372","4,029,455,454.72","4,169,567,735.937","3,988,985,633.225","1,633,684,778.222","3,955,154,928.667","3,782,449,097.914","3,520,172,746.337","3,457,825,207.927","3,151,727,674.315","3,153,837,467.959","3,141,556,587.068","2,997,970,875.435","2,925,842,519.747","3,036,206,592.031","2,843,965,453.267","2,639,766,690.713","2,452,782,957.14","302,838,083.172","107,085,451.248","101,302,201.025","97,613,045.113","79,915,194.031","-253,502,946.787","23,970,528.368","-122,786,777.166","-7,515,598.746","-28,311,118.512","-587,229,653.562","-442,959,808.451","-512,660,422.25","-654,458,674.469","1,404,230,759.561","1,492,194,690.6","1,667,851,162.309","1,120,874,122.924"
TotalDebt,,,"6,963,114,000","6,741,621,000","6,264,359,000",,,,"5,003,958,000",,,,"4,313,374,515.605",,"4,035,356,477.627",,"3,474,623,756.306",,,,"5,917,255,264.288",,,,"6,600,161,606.4",,,,"6,835,250,230.887","6,025,345,554.151",,"7,577,468,816.659","7,593,877,789.571","6,329,671,233.037",,,"6,381,349,862.029",,"8,049,847,862.468","8,125,532,812.83","7,973,517,953.356","8,251,248,451.749","7,729,161,257.729","6,138,063,879.565","6,981,861,184.748","948,924,370.748","635,268,968.495","8,096,771,137.671","7,296,602,741.117","7,525,395,359.651","7,357,299,711.424","7,068,367,275.659","6,872,140,124.304","2,918,387,400.315","5,484,087,076.755","6,703,506,353.619","6,699,283,635.042","6,479,151,498.343","6,399,123,595.57","6,465,160,733.682","6,759,382,352.325","6,294,748,088.516","6,282,578,570.246","6,719,645,162.473","6,618,996,889.847","7,090,241,953.627","7,424,283,817.315","7,471,962,217.108","7,853,410,744.869","7,796,706,145.395","7,784,957,530.477","7,741,475,840.954","7,927,442,322.057","7,753,083,971.933","7,888,230,357.275","7,715,282,038.188","7,393,842,770.062","9,094,143,721.95","11,129,738,468.077","8,119,459,695.364","9,111,495,004.309",,,,"7,405,032,780.218"
NetDebt,,,"5,369,128,000","4,626,762,000","4,238,101,000",,,,"3,426,703,000",,,,"1,495,065,783.653",,"2,231,911,293.359",,"1,693,086,392.138",,,,"2,936,480,636.813",,,,"3,355,495,167.645",,,,"4,969,036,282.379","4,376,245,259.166",,"5,336,744,946.518","5,244,675,421.245","4,539,134,095.007",,,"4,372,117,836.708",,"6,762,849,916.324","6,164,699,111.819","5,543,019,404.87","5,831,263,614.169","5,977,059,555.977","3,942,232,763.298","5,794,363,854.778",,"438,885,079.506","8,004,310,756.327","7,131,987,682.848","7,347,368,530.893","7,266,846,741.242","6,974,569,931.329","6,154,895,515.028","2,819,283,704.634","5,388,369,075.745","6,596,645,247.316","6,055,958,753.163","6,374,398,985.687","6,326,267,493.261","6,375,038,118.215","5,846,353,468.229","6,201,537,259.212","6,196,082,607.279","6,651,724,576.777","6,143,621,911.495","6,533,084,142.958","6,909,914,024.018","7,419,319,360.322","7,584,400,007.162","7,735,625,873.939","7,740,326,132.89","7,674,814,427.14","7,610,502,562.167","7,709,239,852.542","7,851,640,747.831","7,653,849,664.392","7,347,650,892.366","8,510,207,070.221","10,928,664,577.5","7,779,021,133.713","8,758,167,443.718",,,,"7,389,509,830.515"
ShareIssued,"76,086,311,036","75,310,096,331","58,358,733,178","59,257,344,862","59,257,344,862","58,371,066,065",,"59,257,344,862","59,257,344,862","59,257,344,862",,"58,371,066,065","59,257,344,862","58,371,066,065","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396",,"49,877,558,396","49,877,558,396","49,877,558,396","34,093,011,038","33,173,120,409","34,093,011,038","34,093,011,038","34,093,011,038","34,093,011,038","34,093,011,038","36,630,794,331","36,630,794,331","34,093,011,038","34,093,011,038","36,630,794,331","36,630,794,331","36,630,794,331","36,630,794,331","34,093,010,552","34,093,010,552","34,093,010,552","34,093,011,038","34,093,010,552","34,093,010,552","34,093,010,552",,"34,093,010,552",,"34,093,011,038","34,093,011,038","34,093,011,038",,"34,093,011,038","34,093,011,038","34,093,011,038",,"34,093,011,038","34,093,011,038","34,093,011,038",,"34,093,011,038","34,093,011,038","34,093,011,038",,"8,657,143,691","8,657,143,691","8,657,143,691",,"8,657,143,587","8,657,143,587","8,657,122,704","8,657,122,704","8,657,122,704","8,629,922,360","7,642,617,768","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556"
OrdinarySharesNumber,"76,086,311,036","75,310,096,331","57,485,902,950","58,371,066,065","58,371,066,065","58,371,066,065",,"59,257,344,862","59,257,344,862","59,257,344,862",,"58,371,066,065","58,371,066,065","58,371,066,065","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396","49,877,558,396",,"49,877,558,396","49,877,558,396","49,877,558,396","34,093,011,038","33,173,120,409","34,093,011,038","34,093,011,038","34,093,011,038","34,093,011,038","34,093,011,038","36,630,794,331","36,630,794,331","34,093,011,038","34,093,011,038","36,630,794,331","36,630,794,331","36,630,794,331","36,630,794,331","34,093,010,552","34,093,010,552","34,093,010,552","34,093,011,038","34,093,010,552","34,093,010,552","34,093,010,552",,"34,093,010,552",,"34,093,011,038","34,093,011,038","34,093,011,038",,"34,093,011,038","34,093,011,038","34,093,011,038",,"34,093,011,038","34,093,011,038","34,093,011,038",,"34,093,011,038","34,093,011,038","34,093,011,038",,"8,657,143,691","8,657,143,691","8,657,143,691",,"8,657,143,587","8,657,143,587","8,657,122,704","8,657,122,704","8,657,122,704","8,629,922,360","7,642,617,768","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556","7,100,281,556"
TreasurySharesNumber,,,"872,830,228","886,278,797","886,278,797",,,,,,,,"886,278,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
