name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
TotalRevenue,"2,451,900,000","2,451,900,000","2,689,800,000","2,375,400,000","1,939,436,000","2,126,900,000","2,570,005,000"
	OperatingRevenue,"2,451,900,000","2,451,900,000","2,689,800,000","2,375,400,000","1,939,436,000","2,126,900,000","2,570,005,000"
CostOfRevenue,"1,540,200,000","1,540,200,000","1,677,300,000","1,477,500,000","1,222,705,000","1,347,800,000","1,633,224,000"
GrossProfit,"911,700,000","911,700,000","1,012,500,000","897,900,000","716,731,000","779,100,000","936,781,000"
OperatingExpense,"562,600,000","562,600,000","559,500,000","773,000,000","560,104,000","557,300,000","605,640,000"
	SellingGeneralAndAdministration,"436,400,000","436,400,000","432,300,000","640,800,000","414,339,000","427,000,000","476,000,000"
		GeneralAndAdministrativeExpense,,,"2,300,000","194,200,000",,,
			SalariesAndWages,,,"2,300,000","194,200,000",,"0",
			OtherGandA,,,"434,600,000",,,,
		SellingAndMarketingExpense,"436,400,000","436,400,000","434,600,000","446,600,000","414,339,000","427,000,000","476,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"124,300,000","124,300,000","125,800,000","118,900,000","124,178,000","115,400,000","113,265,000"
		DepreciationAndAmortizationInIncomeStatement,"124,300,000","124,300,000","125,800,000","118,900,000","124,178,000","115,400,000","113,265,000"
			Amortization,"124,300,000","124,300,000","125,800,000","118,900,000","124,178,000","115,400,000","113,265,000"
				AmortizationOfIntangiblesIncomeStatement,"124,300,000","124,300,000","125,800,000","118,900,000","124,178,000","115,400,000","113,265,000"
	OtherOperatingExpenses,"1,900,000","1,900,000","1,400,000","13,300,000","21,587,000","14,900,000","16,375,000"
OperatingIncome,"349,100,000","349,100,000","453,000,000","124,900,000","156,627,000","221,800,000","331,141,000"
NetNonOperatingInterestIncomeExpense,"-88,900,000","-88,900,000","-99,600,000","-140,700,000","-170,338,000","-162,900,000","-164,376,000"
	InterestExpenseNonOperating,"88,900,000","88,900,000","99,600,000","140,700,000","170,338,000","162,900,000","164,376,000"
OtherIncomeExpense,"-69,300,000","-69,300,000","-3,900,000","-96,900,000","-49,439,000","-425,600,000","-279,694,000"
	GainOnSaleOfSecurity,"-8,100,000","-8,100,000","1,900,000","-9,300,000","5,867,000","-1,100,000","-1,884,000"
	SpecialIncomeCharges,"-65,900,000","-65,900,000","-13,000,000","-91,400,000","-58,150,000","-426,100,000","-281,024,000"
		RestructuringAndMergernAcquisition,"70,900,000","70,900,000","22,500,000","5,300,000","32,898,000","4,700,000","5,878,000"
		ImpairmentOfCapitalAssets,"0","0","0","1,600,000","25,252,000","421,400,000","235,023,000"
		OtherSpecialCharges,"-5,800,000","-5,800,000","-8,400,000","84,500,000",,,"40,123,000"
		GainOnSaleOfPPE,"-800,000","-800,000","1,100,000",,,,
	OtherNonOperatingIncomeExpenses,"4,700,000","4,700,000","7,200,000","3,800,000","2,844,000","1,600,000","3,214,000"
PretaxIncome,"190,900,000","190,900,000","349,500,000","-112,700,000","-63,150,000","-366,700,000","-112,929,000"
TaxProvision,"31,800,000","31,800,000","80,100,000","-131,200,000","-31,860,000","-14,700,000","22,996,000"
NetIncomeCommonStockholders,"159,100,000","159,100,000","269,400,000","18,400,000","-36,620,000","-351,200,000","-135,023,000"
