name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalRevenue,"867,567,000","867,567,000","719,353,000","576,511,000","458,258,000","353,290,000","239,467,000","131,403,000","48,716,000","14,388,000","6,300,000"
	TotalPremiumsEarned,"777,425,000","777,425,000","649,492,000","530,130,000","422,707,000","326,471,000","223,229,000","123,371,000","41,793,000","8,179,000","210,000"
		NetPremiumsWritten,"760,845,000","760,845,000","685,287,000","570,186,000","441,278,000","370,568,000","276,778,000","186,200,000","72,668,000","17,865,000","219,000"
			GrossPremiumsWritten,"796,344,000","796,344,000","696,055,000",,,,,,,,
			CededPremiums,"-35,499,000","-35,499,000","-10,768,000",,,,,,,,
		IncreaseDecreaseInNetUnearnedPremiumReserves,"16,580,000","16,580,000","-35,795,000","-40,056,000","-18,571,000","-44,097,000","-53,549,000","-62,829,000","-30,875,000","-9,686,000","-9,000"
	NetInvestmentIncome,"83,542,000","83,542,000","64,091,000","40,226,000","27,890,000","19,885,000","12,285,000","4,110,000","2,269,000","1,169,000","214,000"
	NetRealizedGainLossOnInvestments,"3,229,000","3,229,000","1,318,000","2,015,000","1,934,000","2,554,000","925,000","116,000","143,000","364,000","13,000"
	FeeRevenueAndOtherIncome,"3,371,000","3,371,000","4,452,000","4,140,000","5,727,000","4,380,000","3,028,000","3,806,000","4,511,000","4,676,000","5,863,000"
		OtherIncomeExpense,"3,371,000","3,371,000","4,452,000","4,140,000","5,727,000","4,380,000","3,028,000","3,806,000","4,511,000","4,676,000","5,863,000"
TotalExpenses,"208,506,000","208,506,000","172,654,000","177,943,000","146,376,000","124,892,000","103,540,000","73,376,000","62,592,000","48,838,000","33,928,000"
	LossAdjustmentExpense,"32,986,000","32,986,000","11,575,000","27,232,000","15,525,000","11,905,000","6,308,000","2,321,000","1,466,000","57,000",
		NetPolicyholderBenefitsAndClaims,"32,986,000","32,986,000","11,575,000","27,232,000","15,525,000","11,905,000","6,308,000","2,321,000","1,466,000","57,000",
	UnderwritingExpenses,"54,137,000","54,137,000","60,816,000","54,569,000","46,807,000","40,758,000","32,946,000","21,832,000","14,346,000","11,179,000","9,955,000"
	SellingGeneralAndAdministration,"93,660,000","93,660,000","90,084,000","90,964,000","84,044,000","72,229,000","64,286,000","46,971,000","31,624,000","24,011,000","17,337,000"
		GeneralAndAdministrativeExpense,"93,660,000","93,660,000","90,084,000","90,964,000","84,044,000","72,229,000","64,286,000","46,971,000","31,624,000","24,011,000","17,337,000"
			SalariesAndWages,"93,660,000","93,660,000","90,084,000","90,964,000","84,044,000","72,229,000","64,286,000","46,971,000","31,624,000","24,011,000","17,337,000"
	DepreciationAndAmortizationInIncomeStatement,,,,,,,,"2,252,000","15,156,000","13,591,000","6,636,000"
	NetNonOperatingInterestIncomeExpense,"-10,151,000","-10,151,000","-10,179,000","-5,178,000",,,,,,,
		InterestExpenseNonOperating,"10,151,000","10,151,000","10,179,000","5,178,000",,,,,,,
	OtherOperatingExpenses,"17,572,000","17,572,000",,,,,,,,,
PretaxIncome,"659,061,000","659,061,000","546,699,000","398,568,000","311,882,000","228,398,000","135,927,000","58,027,000","-13,876,000","-34,450,000","-27,628,000"
TaxProvision,"103,348,000","103,348,000","79,336,000","18,821,000","89,276,000","71,067,000","47,430,000","-7,386,000","-333,000","-895,000","-54,000"
NetIncomeCommonStockholders,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","12,706,000","-13,543,000","-33,555,000","-27,574,000"
	NetIncome,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","65,413,000","-13,543,000","-33,555,000","-27,574,000"
		NetIncomeIncludingNoncontrollingInterests,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","65,413,000","-13,543,000","-33,555,000","-27,574,000"
			NetIncomeContinuousOperations,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","65,413,000","-13,543,000","-33,555,000","-27,574,000"
	OtherunderPreferredStockDividend,,,,,,,,"52,707,000",,,
DilutedNIAvailtoComStockholders,"555,713,000","555,713,000","467,363,000","379,747,000","222,606,000","157,331,000","88,497,000","12,706,000","-13,543,000","-33,555,000","-27,574,000"
BasicEPS,,,"4.8","4.07","2.45","1.74","1.05","0.9","-0.35","-0.873","-0.717"
