name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
TotalRevenue,"503,000,000","503,000,000","524,700,000","470,100,000","291,300,000","326,500,000","182,400,000","91,600,000","114,800,000"
	OperatingRevenue,"503,000,000","503,000,000","524,700,000","470,100,000","291,300,000","326,500,000","182,400,000","91,600,000","114,800,000"
CostOfRevenue,"209,000,000","209,000,000","240,500,000","194,700,000","91,300,000","86,400,000","58,600,000","59,100,000","51,800,000"
GrossProfit,"294,000,000","294,000,000","284,200,000","275,400,000","200,000,000","240,100,000","123,800,000","32,500,000","63,000,000"
OperatingExpense,"79,000,000","79,000,000","72,000,000","75,200,000","39,400,000","42,300,000","22,300,000","16,800,000","14,700,000"
	SellingGeneralAndAdministration,"60,000,000","60,000,000","59,500,000","57,800,000","31,200,000","34,800,000","16,800,000","12,200,000","10,400,000"
		GeneralAndAdministrativeExpense,"60,000,000","60,000,000","59,500,000","57,800,000","31,200,000","34,800,000","16,800,000","12,200,000","10,400,000"
			OtherGandA,"60,000,000","60,000,000","59,500,000","57,800,000","31,200,000","34,800,000","16,800,000","12,200,000","10,400,000"
	OtherTaxes,"17,000,000","17,000,000","15,900,000","17,400,000","8,200,000","7,500,000","5,500,000","4,600,000","4,300,000"
	OtherOperatingExpenses,"2,000,000","2,000,000","-3,400,000",,,,,,
OperatingIncome,"215,000,000","215,000,000","212,200,000","200,200,000","160,600,000","197,800,000","101,500,000","15,700,000","48,300,000"
NetNonOperatingInterestIncomeExpense,"-92,000,000","-92,000,000","-62,500,000","-32,200,000","-12,300,000","-4,300,000","-200,000",,"0"
	TotalOtherFinanceCost,"92,000,000","92,000,000","62,500,000","32,200,000","12,300,000","4,300,000","200,000",,
OtherIncomeExpense,"423,000,000","423,000,000","333,100,000","223,900,000","117,100,000","79,300,000","7,300,000","20,800,000","-1,200,000"
	GainOnSaleOfSecurity,"14,000,000","14,000,000","66,800,000","37,400,000","16,100,000","9,200,000","800,000",,
	EarningsFromEquityInterest,"373,000,000","373,000,000","234,900,000","186,600,000","101,100,000","70,100,000","6,700,000",,"0"
	SpecialIncomeCharges,,,,"-100,000","-100,000",,"-200,000","20,800,000","-1,200,000"
		GainOnSaleOfPPE,,,,"-100,000","-100,000",,"-200,000","20,800,000","-1,200,000"
	OtherNonOperatingIncomeExpenses,"36,000,000","36,000,000","31,400,000",,,,,,
PretaxIncome,"546,000,000","546,000,000","482,800,000","391,900,000","265,400,000","272,800,000","108,600,000","36,500,000","47,100,000"
TaxProvision,"0","0","400,000","100,000","0","-100,000","200,000",,"100,000"
NetIncomeCommonStockholders,"381,000,000","381,000,000","329,700,000","230,700,000","219,900,000","162,100,000","13,400,000","36,500,000","47,000,000"
	NetIncome,"528,000,000","528,000,000","464,100,000","295,300,000","244,900,000","167,100,000","13,400,000","36,500,000","47,000,000"
		NetIncomeIncludingNoncontrollingInterests,"546,000,000","546,000,000","482,400,000","391,800,000","265,400,000","272,900,000","108,400,000","36,500,000","47,000,000"
			NetIncomeContinuousOperations,"546,000,000","546,000,000","482,400,000","391,800,000","265,400,000","272,900,000","108,400,000","36,500,000","47,000,000"
		MinorityInterests,"-18,000,000","-18,000,000","-18,300,000","-19,200,000","-20,500,000","-66,500,000","-11,400,000",,
	PreferredStockDividends,"147,000,000","147,000,000","134,400,000","64,600,000","25,000,000","5,000,000",,,
DilutedNIAvailtoComStockholders,"381,000,000","381,000,000","329,700,000","230,700,000","219,900,000","162,100,000","13,400,000","36,500,000","47,000,000"
