name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"146,875,000,000","144,202,000,000","138,980,000,000","132,857,000,000","125,505,000,000","118,204,000,000","114,755,000,000","93,557,000,000","99,747,000,000","96,061,000,000","93,594,000,000","89,220,000,000","86,720,000,000","87,000,000,000","84,301,000,000","79,252,000,000","80,854,000,000"
TotalLiabilitiesNetMinorityInterest,"132,734,000,000","130,657,000,000","126,615,000,000","122,740,000,000","117,229,000,000","109,135,000,000","106,250,000,000","84,862,000,000","90,539,000,000","87,392,000,000","85,310,000,000","81,623,000,000","79,814,000,000","79,926,000,000","77,863,000,000","73,603,000,000","75,491,000,000"
TotalEquityGrossMinorityInterest,"14,141,000,000","13,545,000,000","12,365,000,000","10,117,000,000","8,276,000,000","9,069,000,000","8,505,000,000","8,695,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,906,000,000","7,074,000,000","6,438,000,000","5,649,000,000","5,363,000,000"
	StockholdersEquity,"13,391,000,000","13,545,000,000","12,365,000,000","10,117,000,000","8,276,000,000","9,069,000,000","8,505,000,000","8,695,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,905,000,000","7,073,000,000","6,437,000,000","5,648,000,000","5,362,000,000"
		CapitalStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
			PreferredStock,"0","0","0",,,,,,,,,,,,,,
			CommonStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"4,171,000,000","4,435,000,000","4,144,000,000","3,448,000,000","3,462,000,000","3,499,000,000","3,492,000,000","3,485,000,000","3,472,000,000","3,461,000,000","3,452,000,000","3,436,000,000","3,421,000,000","3,403,000,000","3,276,000,000","3,285,000,000","3,281,000,000"
		RetainedEarnings,"6,939,000,000","6,668,000,000","6,461,000,000","5,963,000,000","5,286,000,000","5,527,000,000","4,887,000,000","4,625,000,000","4,321,000,000","4,046,000,000","3,772,000,000","3,488,000,000","3,117,000,000","2,750,000,000","2,592,000,000","2,412,000,000","2,318,000,000"
		GainsLossesNotAffectingRetainedEarnings,"2,281,000,000","2,442,000,000","1,760,000,000","706,000,000","-472,000,000","43,000,000","126,000,000","585,000,000","1,415,000,000","1,162,000,000","1,060,000,000","673,000,000","367,000,000","920,000,000","569,000,000","-49,000,000","-237,000,000"
	MinorityInterest,"750,000,000",,,,,,,,"0","0","0","0","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000"
TotalCapitalization,"14,383,000,000","14,537,000,000","13,356,000,000","11,108,000,000","9,267,000,000","10,060,000,000","9,496,000,000","9,687,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,905,000,000","7,073,000,000","6,437,000,000","5,648,000,000","5,862,000,000"
CommonStockEquity,"13,391,000,000","13,545,000,000","12,365,000,000","10,117,000,000","8,276,000,000","9,069,000,000","8,505,000,000","8,695,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,905,000,000","7,073,000,000","6,437,000,000","5,648,000,000","5,362,000,000"
NetTangibleAssets,"13,391,000,000","13,545,000,000","12,365,000,000","10,117,000,000","8,276,000,000","9,069,000,000","8,505,000,000","8,695,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,905,000,000","7,073,000,000","6,437,000,000","5,648,000,000","5,362,000,000"
InvestedCapital,"14,858,000,000","14,537,000,000","13,356,000,000","11,108,000,000","9,267,000,000","10,060,000,000","9,679,000,000","9,687,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,905,000,000","7,073,000,000","6,437,000,000","5,648,000,000","5,862,000,000"
TangibleBookValue,"13,391,000,000","13,545,000,000","12,365,000,000","10,117,000,000","8,276,000,000","9,069,000,000","8,505,000,000","8,695,000,000","9,208,000,000","8,669,000,000","8,284,000,000","7,597,000,000","6,905,000,000","7,073,000,000","6,437,000,000","5,648,000,000","5,362,000,000"
TotalDebt,"1,467,000,000","992,000,000","991,000,000","991,000,000","991,000,000","991,000,000","1,174,000,000","992,000,000",,,,,,,,,"500,000,000"
ShareIssued,"177,700,000","184,706,932","187,594,117","196,200,000","197,100,000","199,757,844","199,812,917","199,850,130","199,852,839","199,956,402","200,068,260","200,437,420","200,411,264","200,411,264","200,411,264","200,411,264","200,411,264"
OrdinarySharesNumber,"177,700,000","184,706,932","187,594,117","196,200,000","197,100,000","199,757,844","199,812,917","199,850,130","199,852,839","199,956,402","200,068,260","200,437,420","200,411,264","200,411,264","200,411,264","200,411,264","200,411,264"
