name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"711,200,000","175,300,000","155,500,000","129,000,000","251,400,000","6,000,000","198,700,000","122,300,000","42,100,000","114,000,000","87,500,000","85,400,000","385,900,000","268,200,000","365,000,000","358,200,000","427,100,000","678,500,000","334,700,000","587,500,000","656,800,000","689,700,000","589,400,000","652,800,000","578,300,000","626,600,000","574,100,000","489,300,000","627,400,000","566,400,000","697,400,000","544,000,000","630,600,000","593,600,000","501,300,000","571,100,000","782,400,000","777,100,000","821,500,000","928,400,000","1,044,100,000","1,060,000,000","1,202,700,000","1,218,900,000","966,500,000","360,600,000","618,000,000","1,039,200,000","937,900,000","1,201,700,000","1,155,400,000","1,210,600,000","1,166,100,000","1,349,300,000","1,186,200,000","1,200,900,000","1,057,800,000","1,058,100,000","1,177,600,000","1,170,900,000","1,225,300,000","1,248,100,000","1,163,600,000","1,120,200,000","1,023,100,000","1,008,500,000","892,700,000","941,100,000","964,300,000","988,700,000","1,083,700,000","1,006,900,000","1,085,600,000","1,187,400,000","1,339,400,000","552,500,000","154,300,000","55,100,000","546,100,000","163,900,000","83,100,000","132,300,000","106,500,000","199,500,000","126,900,000","131,400,000","215,200,000","119,300,000","112,200,000","35,200,000","101,200,000","86,500,000","91,300,000","43,900,000","88,400,000","84,100,000","116,100,000","21,800,000","53,000,000","61,200,000","89,400,000","-1,100,000","69,100,000","90,100,000","70,400,000","-33,800,000","146,900,000","117,600,000","147,600,000","9,700,000","105,300,000","77,300,000","87,100,000","31,000,000","115,000,000","31,000,000","167,000,000","171,000,000","60,000,000","99,000,000","905,000,000","874,000,000","904,000,000","880,700,000","830,700,000","1,001,100,000","840,200,000","906,100,000","956,600,000","901,400,000","997,800,000","1,020,000,000","1,008,500,000","1,021,700,000","938,000,000","892,100,000","847,700,000","821,000,000","853,000,000"
	OperatingRevenue,"711,200,000","175,300,000","155,500,000","129,000,000","251,400,000","6,000,000","198,700,000","122,300,000","42,100,000","114,000,000","87,500,000","85,400,000","385,900,000","268,200,000","365,000,000","358,200,000","427,100,000","678,500,000","334,700,000","587,500,000","656,800,000","689,700,000","589,400,000","652,800,000","578,300,000","626,600,000","574,100,000","489,300,000","627,400,000","566,400,000","697,400,000","544,000,000","630,600,000","593,600,000","501,300,000","571,100,000","782,400,000","777,100,000","821,500,000","928,400,000","1,044,100,000","1,060,000,000","1,202,700,000","1,218,900,000","966,500,000","360,600,000","618,000,000","1,039,200,000","937,900,000","1,201,700,000","1,155,400,000","1,210,600,000","1,166,100,000","1,349,300,000","1,186,200,000","1,200,900,000","1,057,800,000","1,058,100,000","1,177,600,000","1,170,900,000","1,225,300,000","1,248,100,000","1,163,600,000","1,120,200,000","1,023,100,000","1,008,500,000","892,700,000","941,100,000","964,300,000","988,700,000","1,083,700,000","1,006,900,000","1,085,600,000","1,187,400,000","1,339,400,000","552,500,000","154,300,000","55,100,000","546,100,000","163,900,000","83,100,000","132,300,000","106,500,000","199,500,000","126,900,000","131,400,000","215,200,000","119,300,000","112,200,000","35,200,000","101,200,000","86,500,000","91,300,000","43,900,000","88,400,000","84,100,000","116,100,000","21,800,000","53,000,000","61,200,000","89,400,000","-1,100,000","69,100,000","90,100,000","70,400,000","-33,800,000","146,900,000","117,600,000","147,600,000","9,700,000","105,300,000","77,300,000","87,100,000","31,000,000","115,000,000","31,000,000","167,000,000","171,000,000","60,000,000","99,000,000","905,000,000","874,000,000","904,000,000","880,700,000","830,700,000","1,001,100,000","840,200,000","906,100,000","956,600,000","901,400,000","997,800,000","1,020,000,000","1,008,500,000","1,021,700,000","938,000,000","892,100,000","847,700,000","821,000,000","853,000,000"
NetNonOperatingInterestIncomeExpense,"-17,600,000","-4,900,000","-4,700,000","-4,100,000","-3,900,000","-3,500,000","-3,400,000","-2,000,000","-600,000","-500,000","-900,000","-500,000","-3,700,000","-3,700,000","-3,800,000","-4,100,000","-5,900,000","-5,100,000","-4,900,000","-10,900,000","-11,100,000","-11,500,000","-10,300,000","-10,000,000","-10,100,000","-10,100,000","-11,900,000","-10,300,000","-10,200,000","-11,700,000","-11,300,000","-10,900,000","-10,900,000","-16,400,000","-12,800,000","-12,900,000","-13,100,000","-13,100,000","-13,200,000","-14,700,000","-16,300,000","-16,500,000","-17,100,000","-18,300,000","-18,900,000","-20,600,000","-20,400,000","-37,500,000","-19,400,000","30,300,000","-36,100,000","-34,600,000","-32,600,000","-28,900,000","-27,800,000","-26,300,000","-11,700,000","29,100,000","-24,800,000","-24,600,000","-24,200,000","-25,800,000","-24,200,000","-23,900,000","-22,800,000","-2,300,000","-20,200,000","-12,500,000","-13,600,000","-18,800,000","-17,300,000","-17,500,000","-18,200,000","-17,800,000","-19,500,000","-6,500,000","-1,900,000","-3,900,000","-4,000,000","-4,100,000","-4,100,000","-3,700,000","-2,800,000","-4,000,000","-4,200,000","-23,200,000","-21,400,000","-22,400,000","-18,800,000","-14,000,000","-12,300,000","-11,800,000","-11,600,000","-11,500,000","-11,500,000","-12,900,000","-14,100,000","-11,500,000","-12,200,000","-10,100,000","-12,000,000","-14,500,000","-17,100,000","-21,700,000","-25,500,000","-32,200,000","-25,000,000","-25,500,000","-20,400,000","-23,200,000","-19,000,000","-18,600,000","-16,700,000","-15,000,000","-12,000,000","-13,000,000","-17,000,000","-35,000,000","-31,000,000","-34,000,000","-33,000,000","-34,000,000","-34,000,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"17,600,000","4,900,000","4,700,000","4,100,000","3,900,000","3,500,000","3,400,000","2,000,000","600,000","500,000","900,000","500,000","3,700,000","3,700,000","3,800,000","4,100,000","5,900,000","5,100,000","4,900,000","10,900,000","11,100,000","11,500,000","10,300,000","10,000,000","10,100,000","10,100,000","11,900,000","10,300,000","10,200,000","11,700,000","11,300,000","10,900,000","10,900,000","16,400,000","12,800,000","12,900,000","13,100,000","13,100,000","13,200,000","14,700,000","16,300,000","16,500,000","17,100,000","18,300,000","18,900,000","20,600,000","20,400,000","37,500,000","19,400,000","-30,300,000","36,100,000","34,600,000","32,600,000","28,900,000","27,800,000","26,300,000","11,700,000","-29,100,000","24,800,000","24,600,000","24,200,000","25,800,000","24,200,000","23,900,000","22,800,000","2,300,000","20,200,000","12,500,000","13,600,000","18,800,000","17,300,000","17,500,000","18,200,000","17,800,000","19,500,000","6,500,000","1,900,000","3,900,000","4,000,000","4,100,000","4,100,000","3,700,000","2,800,000","4,000,000","4,200,000","23,200,000","21,400,000","22,400,000","18,800,000","14,000,000","12,300,000","11,800,000","11,600,000","11,500,000","11,500,000","12,900,000","14,100,000","11,500,000","12,200,000","10,100,000","12,000,000","14,500,000","17,100,000","21,700,000","25,500,000","32,200,000","25,000,000","25,500,000","20,400,000","23,200,000","19,000,000","18,600,000","16,700,000","15,000,000","12,000,000","13,000,000","17,000,000","35,000,000","31,000,000","34,000,000","33,000,000","34,000,000","34,000,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"47,600,000","14,800,000","13,600,000","12,300,000","6,900,000","3,200,000","3,700,000","1,200,000","2,100,000","1,000,000","1,600,000","1,600,000","43,700,000","38,800,000","34,800,000","36,200,000","97,600,000","108,800,000","76,900,000","87,500,000","35,800,000","54,100,000","5,300,000","6,400,000","-3,400,000","10,600,000","18,200,000","400,000","28,300,000","19,300,000","50,300,000","-500,000","31,200,000","11,600,000","-33,800,000","-27,800,000","10,700,000","5,900,000","36,600,000","10,000,000","31,800,000","69,900,000","63,800,000","28,500,000","17,300,000","-108,900,000","6,300,000","64,900,000","-95,000,000","23,300,000","60,300,000","34,100,000","36,200,000","216,200,000","90,800,000","36,500,000","29,800,000","44,800,000","65,500,000","59,600,000","59,300,000","64,400,000","34,300,000","35,400,000","58,400,000","96,800,000","71,200,000","22,900,000","24,500,000","21,300,000","14,900,000","23,200,000","46,500,000","31,900,000","34,000,000","22,600,000","11,200,000","6,000,000","407,300,000","18,800,000","4,200,000","-71,300,000","45,900,000","126,900,000","33,200,000","-155,900,000","145,800,000","78,100,000","74,700,000","-163,900,000","64,500,000","50,700,000","55,800,000","-85,900,000","58,000,000","58,300,000","96,600,000",,,,,,,,,,,,,,,,,,,,,,,,"218,000,000","200,000,000","236,000,000",,,,,,,,,,,,,,,,
	SecuritiesAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,"0","19,300,000","78,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"180,100,000","3,500,000","2,000,000","-6,300,000","180,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,900,000",,,,"-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RestructuringAndMergernAcquisition,"2,100,000","-3,500,000","-2,000,000","6,300,000","1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"-182,200,000","0",,,"-182,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"405,100,000","56,500,000","51,100,000","15,800,000","281,700,000","-144,100,000","44,300,000","-12,400,000","-66,000,000","5,200,000","8,400,000","-400,000","37,900,000","-66,800,000","20,000,000","-2,100,000","11,500,000","258,100,000","-94,600,000","-5,800,000","86,800,000","46,200,000","34,400,000","109,000,000","112,100,000","134,200,000","55,300,000","3,600,000","151,800,000","-50,800,000","135,100,000","38,300,000","128,300,000","58,000,000","1,200,000","34,400,000","-32,500,000","85,900,000","84,300,000","7,100,000","-26,800,000","153,500,000","258,300,000","303,800,000","48,400,000","-556,800,000","-480,500,000","900,000","-103,700,000","181,900,000","191,500,000","176,200,000","131,900,000","318,400,000","225,800,000","71,700,000","113,900,000","7,800,000","-130,800,000","193,100,000","222,900,000","115,700,000","-78,100,000","96,600,000","113,600,000","64,000,000","38,200,000","124,100,000","146,000,000","47,600,000","86,900,000","-7,500,000","-7,600,000","-235,800,000","-77,400,000","-125,000,000","16,000,000","-24,200,000","384,200,000","2,900,000","-7,500,000","161,500,000","0","0","0","130,000,000","0","0","0","74,700,000","0","0","0","23,800,000","0","0","0","35,200,000","0","0","0","41,600,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,
