name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,06/30/2005
		CurrentDeferredLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,869,000","29,902,000",,"28,765,000",,,,,,,,,,,,,,,,,,,,"143,002,000",,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143,002,000",,,
		OtherCurrentLiabilities,"229,254,000","30,488,000","301,041,000","325,375,000","388,477,000","61,676,000","377,413,000","396,800,000","407,238,000","67,082,000","371,696,000","271,786,000","270,626,000","16,597,000","210,558,000","207,976,000","243,750,000","28,544,000","222,548,000","230,979,000","255,406,000","13,341,000","250,186,000","227,483,000","208,688,000","14,331,000","128,200,000","135,300,000","120,529,000","18,470,000","124,799,000","132,829,000","134,258,000","114,776,000","171,100,000","134,327,000","178,856,000","159,565,000","168,664,000","154,715,000","120,060,000","103,104,000","62,604,000","155,700,000","164,074,000","160,573,000","414,519,000","352,326,000","489,529,000","380,298,000","475,837,000","313,184,000","382,568,000","277,056,000","406,243,000","189,861,000","290,040,000","321,704,000","227,639,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,360,712,000","3,452,535,000","3,495,673,000","3,670,467,000","3,297,381,000","3,236,756,000","3,298,976,000","3,056,576,000","3,352,154,000","3,442,521,000","2,865,016,000","1,205,543,000","1,288,127,000","1,324,785,000","1,404,577,000","1,444,474,000","1,504,094,000","1,558,979,000","1,689,903,000","1,790,654,000","1,856,785,000","1,880,070,000","2,003,997,000","1,986,371,000","2,137,884,000","2,185,421,000","1,647,100,000","2,006,700,000","2,019,055,000","2,245,907,000","2,193,162,000","2,459,773,000","2,495,111,000","1,934,775,000","1,976,100,000","2,342,539,000","2,315,934,000","2,540,594,000","2,511,748,000","2,635,205,000","2,671,833,000","2,872,667,000","2,844,138,000","4,002,800,000","2,993,399,000","3,374,964,000","3,587,533,000","4,008,283,000","5,767,931,000","5,628,834,000","5,687,591,000","1,532,529,000","1,725,538,000","1,875,894,000","2,029,157,000","2,344,468,000","2,541,058,000","3,690,629,000","980,931,000"
		LongTermProvisions,"475,389,000","639,908,000","593,918,000","646,132,000","635,106,000","668,504,000","632,366,000","657,068,000","763,670,000","796,346,000","121,827,000","7,312,000","7,574,000","25,251,000","6,598,000","7,596,000","6,875,000","26,415,000","10,243,000","10,107,000","9,360,000","30,811,000","11,096,000","11,323,000","11,882,000","33,837,000","14,800,000","18,800,000","19,416,000","17,499,000","17,259,000","17,584,000","15,912,000","15,340,000","17,100,000","18,238,000","20,055,000","16,144,000","15,790,000","16,324,000","19,057,000","18,913,000","20,743,000","24,700,000","21,339,000","24,400,000",,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"1,887,605,000","1,927,111,000","2,030,568,000","2,119,136,000","1,759,065,000","1,702,899,000","1,756,254,000","1,579,602,000","1,769,998,000","1,785,342,000","1,861,191,000","357,915,000","426,718,000","396,742,000","484,684,000","511,433,000","595,190,000","607,237,000","709,342,000","757,667,000","853,876,000","900,611,000","1,034,364,000","1,047,786,000","1,165,314,000","1,204,880,000","653,100,000","1,023,900,000","1,017,721,000","1,302,753,000","1,229,049,000","1,473,998,000","1,539,488,000","948,495,000","941,600,000","1,192,164,000","1,184,595,000","1,426,574,000","1,420,618,000","1,536,073,000","1,534,850,000","1,787,204,000","1,806,519,000","2,054,600,000","2,074,092,000","2,325,867,000","2,322,814,000","2,569,090,000","2,631,752,000","3,677,497,000","3,763,569,000","199,523,000","399,722,000","548,401,000","799,412,000","1,087,998,000","1,209,366,000","2,399,878,000","239,123,000"
			LongTermDebt,"1,614,419,000","1,628,892,000","1,751,299,000","1,829,147,000","1,435,554,000","1,637,101,000","1,689,633,000","1,512,172,000","1,701,773,000","1,716,337,000","1,795,421,000","291,405,000","359,482,000","396,742,000","484,684,000","511,433,000","595,190,000","607,237,000","709,342,000","757,667,000","853,876,000","900,611,000","1,034,364,000","1,047,786,000","1,165,314,000","1,204,880,000","653,100,000","1,023,900,000","1,017,721,000","1,302,753,000","1,229,049,000","1,473,998,000","1,539,488,000","948,495,000","941,600,000","1,192,164,000","1,184,595,000","1,426,574,000","1,420,618,000","1,536,073,000","1,534,850,000","1,787,204,000","1,806,519,000","2,054,600,000","2,074,092,000","2,325,867,000","2,322,814,000","2,569,090,000","2,631,752,000","3,677,497,000","3,763,569,000","199,523,000","399,722,000","548,401,000","799,412,000","1,087,998,000","1,209,366,000","2,399,878,000","239,123,000"
			LongTermCapitalLeaseObligation,"273,186,000","298,219,000","279,269,000","289,989,000","323,511,000","65,798,000","66,621,000","67,430,000","68,225,000","69,005,000","65,770,000","66,510,000","67,236,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"571,129,000","403,278,000","445,462,000","470,241,000","478,844,000","474,431,000","530,905,000","453,073,000","422,895,000","513,357,000","484,402,000","481,519,000","515,284,000","609,004,000","603,931,000","608,698,000","568,790,000","609,514,000","633,550,000","661,289,000","617,754,000","586,523,000","581,518,000","555,065,000","595,338,000","605,883,000","629,200,000","621,200,000","621,294,000","682,091,000","691,062,000","731,445,000","698,857,000","748,999,000","775,500,000","871,610,000","885,541,000","877,742,000","844,244,000","853,914,000","900,170,000","857,297,000","826,799,000","816,800,000","701,802,000","810,160,000","1,059,187,000","1,233,381,000","1,157,862,000","1,337,039,000","1,508,543,000","952,245,000","962,727,000","985,155,000","952,694,000","991,206,000","1,040,943,000","1,048,188,000","603,972,000"
			NonCurrentDeferredTaxesLiabilities,"571,129,000","403,278,000","445,462,000","470,241,000","478,844,000","474,431,000","530,905,000","453,073,000","422,895,000","513,357,000","484,402,000","481,519,000","515,284,000","609,004,000","603,931,000","608,698,000","568,790,000","609,514,000","633,550,000","661,289,000","617,754,000","586,523,000","581,518,000","555,065,000","595,338,000","605,883,000","629,200,000","621,200,000","621,294,000","682,091,000","691,062,000","731,445,000","698,857,000","748,999,000","775,500,000","871,610,000","885,541,000","877,742,000","844,244,000","853,914,000","900,170,000","857,297,000","826,799,000","816,800,000","701,802,000","810,160,000","1,059,187,000","1,233,381,000","1,157,862,000","1,337,039,000","1,508,543,000","952,245,000","962,727,000","985,155,000","952,694,000","991,206,000","1,040,943,000","1,048,188,000","603,972,000"
		TradeandOtherPayablesNonCurrent,"939,000","1,174,000","947,000","953,000","936,000","935,000","1,116,000","1,054,000","1,122,000","2,259,000","3,249,000","5,477,000","7,338,000","9,305,000","13,393,000","13,396,000","13,413,000","13,413,000","10,837,000","11,115,000","11,140,000","11,969,000","12,844,000","13,596,000","14,468,000","15,243,000","16,000,000","16,700,000","17,632,000","18,337,000","19,108,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,"450,431,000",,,,"351,184,000",,,,"307,262,000",,,,"284,348,000",,,,"298,688,000",,,,"348,700,000",,,,"322,407,000",,,,"179,125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"405,935,000",,,,"312,293,000",,,,"275,950,000",,,,"252,624,000",,,,"273,792,000",,,,"313,146,000",,,,"291,822,000",,,,"175,802,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"482,000","17,000","86,000",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","145,000","271,000",,,,"0","0","9,270,000","8,971,000","18,822,000","21,533,000","30,239,000","26,219,000","32,627,000","35,196,000","43,100,000","51,309,000","65,847,000",,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"425,168,000","30,616,000","424,692,000","434,005,000","423,430,000","38,803,000","378,335,000","365,779,000","394,469,000","37,955,000","394,347,000","353,320,000","331,213,000","135,000","295,971,000","303,351,000","319,826,000","3,712,000","325,931,000","350,476,000","364,655,000","1,456,000","364,175,000","358,601,000","350,882,000","3,171,000","334,000,000","326,100,000","342,847,000","45,831,000","236,684,000","236,746,000","240,854,000","221,941,000","241,900,000","251,257,000","216,772,000","201,312,000","209,563,000","198,655,000","191,537,000","176,626,000","154,881,000","1,063,600,000","144,857,000","148,690,000","205,532,000","205,812,000","1,978,317,000","614,298,000","415,479,000","380,761,000","363,089,000","342,338,000","277,051,000","265,264,000","290,749,000","242,563,000","137,836,000"
TotalEquityGrossMinorityInterest,"7,577,450,000","7,714,873,000","7,594,797,000","7,767,861,000","7,669,673,000","7,484,576,000","6,878,720,000","6,029,749,000","6,215,489,000","5,852,771,000","5,734,354,000","5,545,351,000","5,517,584,000","5,166,593,000","5,072,706,000","4,825,608,000","4,784,844,000","4,802,997,000","5,229,622,000","5,361,724,000","5,958,439,000","5,634,703,000","6,367,548,000","6,387,692,000","6,361,681,000","6,338,044,000","6,391,500,000","6,347,700,000","6,571,690,000","6,495,646,000","6,828,380,000","6,714,405,000","7,003,316,000","6,841,199,000","6,839,200,000","7,301,961,000","7,178,126,000","7,016,101,000","6,892,330,000","6,607,507,000","6,564,720,000","6,261,239,000","5,990,432,000","5,025,800,000","5,251,862,000","5,561,464,000","6,732,019,000","6,548,825,000","5,334,704,000","6,366,890,000","6,139,208,000","5,938,869,000","5,686,380,000","5,487,141,000","5,392,657,000","4,970,226,000","4,847,333,000","3,575,919,000","3,558,356,000"
	StockholdersEquity,"6,499,830,000","6,611,665,000","6,536,301,000","6,630,291,000","6,586,087,000","6,393,255,000","5,939,621,000","5,257,588,000","5,339,680,000","5,010,424,000","4,888,002,000","4,728,758,000","4,683,040,000","4,391,298,000","4,310,550,000","4,094,015,000","4,071,477,000","4,033,148,000","4,341,312,000","4,464,121,000","4,997,093,000","4,697,201,000","5,373,127,000","5,413,627,000","5,404,259,000","5,340,035,000","5,346,800,000","5,306,500,000","5,497,955,000","5,420,883,000","5,712,166,000","5,617,970,000","5,881,970,000","5,756,372,000","5,761,000,000","6,054,246,000","5,987,102,000","5,880,740,000","5,784,299,000","5,611,199,000","5,562,214,000","5,296,342,000","5,073,634,000","5,025,800,000","4,364,747,000","4,597,370,000","5,516,893,000","5,353,230,000","4,902,663,000","4,452,680,000","4,281,862,000","4,123,557,000","3,938,739,000","3,757,558,000","3,592,640,000","3,276,902,000","3,146,384,000","1,842,454,000","1,443,473,000"
		CapitalStock,,"2,004,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,004,743,000","2,004,743,000",,"2,004,743,000",,"2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000",,,"4,364,747,000","2,004,743,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000",,"2,004,744,000","2,004,744,000",,
			CommonStock,,"2,004,743,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,004,743,000","2,004,743,000",,"2,004,743,000",,"2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000","2,004,743,000",,,"4,364,747,000","2,004,743,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000","2,004,744,000",,"2,004,744,000","2,004,744,000",,
		AdditionalPaidInCapital,,"-2,324,866,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-150,000,000",,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,,"8,532,149,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,817,887,000","5,695,248,000",,"5,572,103,000",,"5,460,968,000","5,311,154,000","5,106,464,000","5,028,957,000","4,877,273,000","4,689,626,000","4,484,388,000",,,,"3,766,988,000","4,100,981,000","3,797,633,000","3,381,999,000","2,959,874,000","2,794,262,000","2,634,443,000","2,397,517,000","2,175,384,000",,"1,777,604,000","3,624,631,000","704,406,000","802,513,000"
		TreasuryStock,,"150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,000,000","150,000,000",,"150,000,000",,,"150,000,000",,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,"-1,427,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,550,486,000","-1,134,806,000",,,,"-456,217,000",,"-1,230,467,000","-531,700,000","-550,648,000","-510,701,000","-570,844,000",,,,"-528,485,000","-588,832,000","-449,147,000","-484,080,000","-511,938,000","-517,144,000","-515,630,000","-463,522,000","-422,570,000","3,592,640,000","-505,446,000","-2,482,991,000","1,138,048,000","640,960,000"
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,134,806,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,"-2,760,046,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-517,432,000","-531,700,000","-550,648,000","-510,701,000","-570,844,000",,,,"-528,485,000","16,238,000","54,871,000","-82,881,000","-110,739,000","-115,945,000","-114,431,000","-162,560,000","-121,608,000",,"-211,837,000","-134,830,000",,
			OtherEquityAdjustments,,"1,332,980,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-713,035,000",,,,,,,,,"-605,070,000","-504,018,000","-401,199,000","-401,199,000","-401,199,000","-401,199,000","-300,962,000","-300,962,000",,"-293,609,000","-2,348,161,000",,
		OtherEquityInterest,,"-23,295,000","6,536,301,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,510,950,000","-797,215,000",,"-1,670,474,000",,"-805,248,000","-1,178,795,000",,"-717,701,000","-720,169,000","-621,454,000","-621,945,000",,,,"-645,876,000",,,,,,,,,,,,,
	MinorityInterest,"1,077,620,000","1,103,208,000","1,058,496,000","1,137,570,000","1,083,586,000","1,091,321,000","939,099,000","772,161,000","875,809,000","842,347,000","846,352,000","816,593,000","834,544,000","775,295,000","762,156,000","731,593,000","713,367,000","769,849,000","888,310,000","897,603,000","961,346,000","937,502,000","994,421,000","974,065,000","957,422,000","998,009,000","1,044,700,000","1,041,100,000","1,073,735,000","1,074,763,000","1,116,214,000","1,096,435,000","1,121,346,000","1,084,827,000","1,078,200,000","1,247,715,000","1,191,024,000","1,135,361,000","1,108,031,000","996,308,000","1,002,506,000","964,897,000","916,798,000",,"887,115,000","964,094,000","1,215,126,000","1,195,595,000","432,041,000","1,914,210,000","1,857,346,000","1,815,312,000","1,747,641,000","1,729,583,000","1,800,017,000","1,693,324,000","1,700,949,000","1,733,465,000","2,114,883,000"
TotalCapitalization,"8,114,249,000","8,240,557,000","8,287,600,000","8,459,438,000","8,021,641,000","8,030,356,000","7,629,254,000","6,769,760,000","7,041,453,000","6,726,761,000","6,683,423,000","5,020,163,000","5,042,522,000","4,788,040,000","4,795,234,000","4,605,448,000","4,666,667,000","4,640,385,000","5,050,654,000","5,221,788,000","5,850,969,000","5,597,812,000","6,407,491,000","6,461,413,000","6,569,573,000","6,544,915,000","5,999,900,000","6,330,400,000","6,515,676,000","6,723,636,000","6,941,215,000","7,091,968,000","7,421,458,000","6,704,867,000","6,702,600,000","7,246,410,000","7,171,697,000","7,307,314,000","7,204,917,000","7,147,272,000","7,097,064,000","7,083,546,000","6,880,153,000","7,080,400,000","6,438,839,000","6,923,237,000","7,839,707,000","7,922,320,000","7,534,415,000","8,130,177,000","8,045,431,000","4,323,080,000","4,338,461,000","4,305,959,000","4,392,052,000","4,364,900,000","4,355,750,000","4,242,332,000","1,682,596,000"
CommonStockEquity,"6,499,830,000","6,611,665,000","6,536,301,000","6,630,291,000","6,586,087,000","6,393,255,000","5,939,621,000","5,257,588,000","5,339,680,000","5,010,424,000","4,888,002,000","4,728,758,000","4,683,040,000","4,391,298,000","4,310,550,000","4,094,015,000","4,071,477,000","4,033,148,000","4,341,312,000","4,464,121,000","4,997,093,000","4,697,201,000","5,373,127,000","5,413,627,000","5,404,259,000","5,340,035,000","5,346,800,000","5,306,500,000","5,497,955,000","5,420,883,000","5,712,166,000","5,617,970,000","5,881,970,000","5,756,372,000","5,761,000,000","6,054,246,000","5,987,102,000","5,880,740,000","5,784,299,000","5,611,199,000","5,562,214,000","5,296,342,000","5,073,634,000","5,025,800,000","4,364,747,000","4,597,370,000","5,516,893,000","5,353,230,000","4,902,663,000","4,452,680,000","4,281,862,000","4,123,557,000","3,938,739,000","3,757,558,000","3,592,640,000","3,276,902,000","3,146,384,000","1,842,454,000","1,443,473,000"
CapitalLeaseObligations,"313,571,000","338,765,000","325,595,000","342,252,000","373,719,000","73,828,000","75,345,000","75,460,000","76,949,000","77,035,000","77,436,000","76,185,000","74,919,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"5,572,052,000","5,791,866,000","5,591,305,000","5,661,701,000","5,595,237,000","5,480,228,000","4,933,508,000","4,230,163,000","4,281,475,000","4,022,515,000","3,755,539,000","3,896,866,000","3,848,446,000","3,650,937,000","3,463,160,000","3,232,273,000","3,197,527,000","3,246,492,000","3,438,142,000","3,542,695,000","4,060,857,000","3,638,229,000","4,409,545,000","4,450,436,000","4,446,170,000","4,467,227,000","4,382,000,000","4,335,600,000","4,527,172,000","4,533,924,000","4,741,491,000","4,644,065,000","4,907,526,000","4,770,300,000","4,732,300,000","4,887,341,000","4,829,238,000","4,751,392,000","4,657,338,000","4,516,389,000","4,440,510,000","4,210,930,000","4,010,030,000","3,920,800,000","3,328,679,000","3,461,003,000","4,094,927,000","3,852,257,000","3,438,895,000","3,000,450,000","2,710,583,000","3,563,596,000","3,390,925,000","3,205,971,000","3,050,890,000","2,752,270,000","2,598,566,000","1,289,572,000","1,427,866,000"
WorkingCapital,"2,334,935,000","2,410,088,000","2,650,934,000","2,791,414,000","2,522,546,000","2,599,508,000","2,341,252,000","1,680,020,000","1,842,075,000","1,568,009,000","1,471,708,000","1,043,879,000","1,035,806,000","868,822,000","850,883,000","652,232,000","875,146,000","881,587,000","988,589,000","996,688,000","1,335,647,000","1,257,483,000","1,520,034,000","1,260,436,000","1,470,388,000","1,370,303,000","816,300,000","1,106,900,000","1,306,722,000","1,530,182,000","1,569,250,000","1,866,666,000","2,031,082,000","3,583,628,000","3,496,400,000","3,891,979,000","3,839,214,000","3,967,296,000","3,942,793,000","3,972,640,000","3,867,193,000","3,874,525,000","3,353,767,000","3,199,700,000","3,118,151,000","3,445,020,000","3,777,631,000","3,781,022,000","2,564,293,000","2,607,285,000","2,604,189,000","1,377,973,000","1,349,918,000","1,238,709,000","1,370,443,000","1,332,543,000","1,297,845,000","1,150,125,000","943,613,000"
InvestedCapital,"8,114,249,000","8,240,557,000","8,287,600,000","8,459,438,000","8,021,641,000","8,030,356,000","7,629,254,000","6,769,760,000","7,041,453,000","6,726,761,000","6,683,423,000","5,020,163,000","5,042,522,000","4,788,040,000","4,795,234,000","4,605,448,000","4,666,667,000","4,640,385,000","5,050,654,000","5,221,788,000","5,850,969,000","5,597,812,000","6,407,491,000","6,461,413,000","6,569,573,000","6,544,915,000","5,999,900,000","6,330,400,000","6,515,676,000","6,723,636,000","8,011,159,000","8,162,918,000","8,424,349,000","7,746,417,000","7,749,800,000","8,055,843,000","7,760,334,000","7,820,397,000","7,714,591,000","7,655,943,000","7,602,881,000","7,623,071,000","6,880,153,000","7,848,300,000","7,302,364,000","7,864,697,000","8,724,056,000","8,519,046,000","8,078,266,000","8,537,581,000","8,415,642,000","4,690,911,000","4,898,253,000","4,814,653,000","4,891,252,000","4,862,664,000","4,898,146,000","4,758,731,000","1,886,812,000"
TangibleBookValue,"5,572,052,000","5,791,866,000","5,591,305,000","5,661,701,000","5,595,237,000","5,480,228,000","4,933,508,000","4,230,163,000","4,281,475,000","4,022,515,000","3,755,539,000","3,896,866,000","3,848,446,000","3,650,937,000","3,463,160,000","3,232,273,000","3,197,527,000","3,246,492,000","3,438,142,000","3,542,695,000","4,060,857,000","3,638,229,000","4,409,545,000","4,450,436,000","4,446,170,000","4,467,227,000","4,382,000,000","4,335,600,000","4,527,172,000","4,533,924,000","4,741,491,000","4,644,065,000","4,907,526,000","4,770,300,000","4,732,300,000","4,887,341,000","4,829,238,000","4,751,392,000","4,657,338,000","4,516,389,000","4,440,510,000","4,210,930,000","4,010,030,000","3,920,800,000","3,328,679,000","3,461,003,000","4,094,927,000","3,852,257,000","3,438,895,000","3,000,450,000","2,710,583,000","3,563,596,000","3,390,925,000","3,205,971,000","3,050,890,000","2,752,270,000","2,598,566,000","1,289,572,000","1,427,866,000"
TotalDebt,"2,622,821,000","2,527,439,000","2,692,385,000","2,897,606,000","2,366,234,000","2,110,785,000","2,622,613,000","2,860,776,000","3,087,166,000","3,298,942,000","3,287,745,000","1,614,230,000","1,432,687,000","1,218,635,000","1,399,217,000","1,527,302,000","1,429,036,000","1,521,023,000","1,691,674,000","1,933,399,000","1,957,210,000","2,164,819,000","2,121,861,000","2,288,874,000","1,999,010,000","2,002,824,000","2,095,800,000","2,231,600,000","2,140,332,000","2,424,363,000","2,298,993,000","2,544,948,000","2,542,379,000","1,990,045,000","1,988,800,000","2,001,597,000","1,773,232,000","1,939,657,000","1,930,292,000","2,044,744,000","2,040,667,000","2,326,729,000","1,806,519,000","2,822,500,000","2,937,617,000","3,267,327,000","3,207,163,000","3,165,816,000","3,175,603,000","4,084,901,000","4,133,780,000","567,354,000","959,514,000","1,057,095,000","1,298,612,000","1,585,762,000","1,751,762,000","2,916,277,000","443,339,000"
NetDebt,"708,028,000","1,108,996,000","1,113,630,000","1,051,619,000","971,217,000","1,388,776,000","1,290,573,000","1,282,359,000","1,469,131,000","1,378,608,000","1,411,607,000","113,067,000","73,515,000","213,362,000","335,247,000","332,503,000","411,572,000","455,834,000","508,914,000","493,745,000","588,353,000","687,401,000","690,839,000","818,048,000","950,013,000","898,531,000","329,700,000","638,200,000","562,699,000","743,387,000","1,971,406,000","2,057,866,000","1,895,906,000",,"503,300,000","556,943,000","59,179,000","160,241,000",,,,"230,931,000",,"1,006,500,000","1,857,200,000","2,201,775,000","2,594,691,000","2,477,053,000","2,178,970,000","2,958,860,000","3,055,030,000",,,"413,743,000","472,934,000","670,155,000","848,878,000","2,150,647,000",
ShareIssued,"2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","1,963,076,776","2,004,743,442","2,046,410,108","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,154,743,000","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442"
OrdinarySharesNumber,"1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","1,963,076,776","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","1,963,076,776","2,004,743,442","2,004,743,442","2,004,743,442","1,963,076,776","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,000","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442","2,004,743,442"
TreasurySharesNumber,"41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666","41,666,666",,"41,666,666","41,666,666",,,,,"41,666,666",,,,"41,666,666",,,,,,"150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
