name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalRevenue,"2,516,605,000","2,516,605,000","2,408,830,000","1,717,534,000","1,617,434,000","1,522,233,000","6,011,000,000","6,110,000,000","5,381,000,000","4,824,000,000","4,890,000,000","1,120,220,000","1,074,103,000","1,239,622,000","1,233,003,000","1,124,950,000","1,123,144,000","1,048,788,000","963,387,000","818,632,000","773,610,000","711,083,000","668,053,034","626,296,575","586,900,273","549,100,000","504,100,000","463,400,000"
	TotalPremiumsEarned,,,,,,,"5,344,000,000","4,898,000,000","4,493,000,000","4,214,000,000","3,987,000,000","209,457,000","207,407,000","207,562,000","213,665,000","215,824,000","208,202,000","191,592,000","163,958,000","137,648,000","123,708,000","117,224,000","112,939,446","107,349,668","101,509,759","92,900,000",,
		NetPremiumsWritten,,,,,,,"5,344,000,000","4,898,000,000","4,493,000,000",,,,,,,,,,,,,,,,,,,
			GrossPremiumsWritten,,,,,,,"5,441,000,000","4,993,000,000","4,583,000,000",,,,,,,,,,,,,,,,,,,
			CededPremiums,,,,,,,"-97,000,000","-95,000,000","-90,000,000",,,,,,,,,,,,,,,,,,,
	NetInvestmentIncome,"33,204,000","33,204,000","28,628,000","24,426,000","20,131,000","16,233,000","442,000,000","409,000,000","438,000,000","433,000,000","561,000,000","41,728,000","49,891,000","107,331,000","99,021,000","61,555,000","60,988,000","58,298,000","55,440,000","49,884,000","48,401,000","43,985,000","77,206,178","32,900,000","25,800,000","20,800,000","13,300,000","12,200,000"
	NetRealizedGainLossOnInvestments,"6,103,000","6,103,000","-2,010,000","1,334,000","672,000","492,000","193,000,000","771,000,000","418,000,000","-6,000,000","307,000,000","-77,771,000","-113,019,000",,,"15,620,000","18,476,000","10,445,000","-11,237,000","-31,879,000","16,968,000","14,746,000","7,163,706","5,815,186","6,583,208",,,
	FeeRevenueAndOtherIncome,"2,477,298,000","2,477,298,000","2,382,212,000","1,691,774,000","1,596,631,000","1,505,508,000","32,000,000","32,000,000","32,000,000","183,000,000","35,000,000","946,806,000","929,824,000","924,729,000","920,317,000","831,951,000","835,478,000","788,453,000","755,226,000","662,979,000","584,533,000","535,128,000","470,743,704","480,231,721","453,007,306","435,400,000","490,800,000","451,200,000"
		FeesAndCommissions,"1,867,661,000","1,867,661,000","1,773,199,000","1,662,625,000","1,567,431,000","1,475,511,000",,,,,,"912,023,000","897,526,000","894,981,000","891,071,000",,,,,,,,,,,,,
		OtherIncomeExpense,"609,637,000","609,637,000","609,013,000","29,149,000","29,200,000","29,997,000","32,000,000","32,000,000","32,000,000","183,000,000","35,000,000","34,783,000","32,298,000","29,748,000","29,246,000","831,951,000","835,478,000","788,453,000","755,226,000","662,979,000","584,533,000","535,128,000","470,743,704","480,231,721","453,007,306","435,400,000","490,800,000","451,200,000"
TotalExpenses,"2,119,900,000","2,119,900,000","2,037,510,000","1,401,839,000","1,297,343,000","1,255,984,000","5,181,000,000","4,543,000,000","4,482,000,000","4,466,000,000","3,891,000,000","968,145,000","951,397,000","930,454,000","934,204,000","785,494,000","796,797,000","753,735,000","707,986,000","635,756,000","549,672,000","502,328,000","471,695,577","451,376,951","434,852,482","25,700,000",,
	LossAdjustmentExpense,,,,,,,"3,958,000,000","3,467,000,000","3,480,000,000","3,444,000,000","2,900,000,000","145,452,000","137,167,000","125,903,000","139,630,000","140,385,000","153,220,000","152,984,000","139,225,000","117,201,000","99,564,000","87,719,000","79,880,665","79,970,102","85,070,861",,,
		NetPolicyholderBenefitsAndClaims,,,,,,,"3,958,000,000","3,467,000,000","3,480,000,000","3,444,000,000","2,900,000,000","145,452,000","137,167,000","125,903,000","139,630,000","140,385,000","153,220,000","152,984,000","139,225,000","117,201,000","99,564,000","87,719,000","79,880,665","79,970,102","85,070,861",,,
			PolicyholderBenefitsGross,,,,,,,"3,979,000,000","3,497,000,000","3,512,000,000",,,,,,,,,,,,,,,,,,,
			PolicyholderBenefitsCeded,,,,,,,"21,000,000","30,000,000","32,000,000",,,,,,,,,,,,,,,,,,,
	PolicyAcquisitionExpense,,,,,,,"1,336,000,000","1,237,000,000","1,133,000,000","1,022,000,000","969,000,000","54,025,000","49,218,000","48,909,000","52,048,000","50,109,000","47,205,000","51,112,000","51,865,000","40,910,000","34,546,000","33,044,000","32,491,506","29,638,991","28,018,109","25,700,000",,
	FeesandCommissionExpense,"2,119,959,000","2,119,959,000","2,037,869,000","947,481,000","893,800,000","847,880,000",,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,,,,"240,181,000","213,356,000","226,713,000",,,,,,"768,668,000","765,012,000","755,642,000","742,526,000",,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,"240,181,000","213,356,000","226,713,000",,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,"240,181,000","213,356,000","226,713,000",,,,,,,,,,,,,,,,,,,,,,
	NetNonOperatingInterestIncomeExpense,"-856,000","-856,000","-2,460,000","-1,238,000","-101,000",,,,,,,,,,,,,,,,,,,,,,,
	IncomefromAssociatesandOtherParticipatingInterests,"660,000","660,000","-822,000","2,801,000","7,025,000","16,983,000","113,000,000","161,000,000","131,000,000",,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,"0","0","-22,000,000",,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,"0","0","22,000,000",,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-255,000","-255,000","-3,641,000","215,740,000","197,111,000","198,374,000",,,,,,,"112,346,000",,,"595,000,000","596,372,000","549,639,000","516,896,000","477,645,000","415,562,000","381,565,000","359,323,406","341,767,858","321,763,512",,,
PretaxIncome,"396,705,000","396,705,000","371,320,000","315,695,000","320,091,000","266,249,000","830,000,000","1,567,000,000","899,000,000","358,000,000","999,000,000","152,075,000","122,706,000","309,168,000","298,799,000","339,456,000","326,347,000","295,053,000","255,401,000","182,876,000","223,938,000","208,755,000","196,357,457","174,919,624","152,047,791","0","0","0"
TaxProvision,"79,884,000","79,884,000","83,096,000","118,696,000","109,725,000","91,571,000","257,000,000","519,000,000","280,000,000","90,000,000","339,000,000","48,787,000","39,865,000","99,137,000","99,055,000","111,733,000","105,140,000","102,237,000","84,886,000","60,615,000","71,545,000","65,649,000","61,805,963","56,338,434","46,915,432","44,500,000","33,300,000","28,500,000"
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,"5,202,000","-13,603,000","2,914,000","4,281,000","3,381,000","5,206,000","6,909,000","1,611,000",,,,,,,"138,100,000","105,000,000","90,900,000"
NetIncomeCommonStockholders,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","168,000,000","163,000,000","160,000,000","169,000,000","162,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","60,400,000"
	NetIncome,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","168,000,000","163,000,000","160,000,000","169,000,000","162,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","60,400,000"
		NetIncomeIncludingNoncontrollingInterests,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","573,000,000","1,048,000,000","619,000,000","268,000,000","660,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","60,400,000"
			NetIncomeContinuousOperations,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","573,000,000","1,048,000,000","619,000,000","268,000,000","660,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","62,400,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,000,000"
		MinorityInterests,,,,,,,"-405,000,000","-885,000,000","-459,000,000","-99,000,000","-498,000,000",,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","168,000,000","163,000,000","160,000,000","169,000,000","162,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","60,400,000"
BasicEPS,,,"6.19","4.23","4.52","3.75","3.59","3.46","3.38","3.45","3.18","2.1","1.34","3.8","3.45","3.69","3.54","2.81","2.42","1.71","2.12","1.95","1.81","1.59","1.41","1.26","0.96","0.81"
DilutedEPS,,,"5.51","3.76","4.01","3.33","3.18","3.08","2.99","3.08","2.85","1.89","1.19","3.43","3.13","3.34","3.21","2.81","2.42","1.71","2.12","1.95","1.81","1.59","1.41","1.26","0.96","0.81"
BasicAverageShares,,,"52,289,437","52,287,631","52,289,752","52,287,471","52,348,676","52,761,451","53,463,436","48,877,862","50,708,153","51,253,155","51,824,649","55,930,740","58,827,990","62,392,860","63,508,873","70,997,000","71,081,000","71,342,000","71,954,000","73,387,692","74,337,842","74,579,365","74,561,957","74,285,714","74,687,500","74,567,901"
DilutedAverageShares,,,"58,416,013","58,438,263","58,536,103","58,599,611","58,717,034","58,956,557","59,653,433","55,057,437","56,884,894","57,385,228","57,967,144","62,096,816","65,256,608","69,293,649","70,492,292","70,997,000","71,081,000","71,342,000","71,954,000","73,576,159","74,565,217","74,579,365","74,561,957","74,285,714","74,687,500","74,567,901"
NetIncomeFromContinuingAndDiscontinuedOperation,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","168,000,000","163,000,000","160,000,000","169,000,000","162,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","62,400,000"
NormalizedIncome,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","168,000,000","163,000,000","160,000,000","169,000,000","176,534,534.535","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","62,400,000"
ReconciledDepreciation,,,,,,,,,,"4,000,000","12,000,000","37,989,000","36,933,000","31,363,000","36,051,000","36,855,000","38,981,000","4,293,000","3,783,000","2,151,000","2,745,000","1,800,000","1,900,000","1,700,000","1,400,000","800,000","700,000","900,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"316,821,000","316,821,000","288,224,000","196,999,000","210,366,000","174,678,000","168,000,000","163,000,000","160,000,000","169,000,000","162,000,000","108,490,000","69,238,000","212,945,000","204,025,000","231,104,000","226,413,000","199,725,000","172,126,000","122,261,000","152,393,000","143,106,000","134,551,494","118,581,190","105,132,359","93,600,000","71,700,000","62,400,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,"0","0","-22,000,000",,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,,,,,,"0","0","-22,000,000",,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.201","0.201","0.224","0.376","0.343","0.344","0.31","0.331","0.311","0.251","0.339","0.321","0.325","0.321","0.332","0.329","0.322","0.347","0.332","0.331","0.319","0.314","0.315","0.322","0.309","0","0","0"
