name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,03/31/2011
TotalAssets,"8,325,000,000","8,393,000,000","8,308,000,000","6,650,000,000","6,028,400,000","4,107,300,000","3,960,800,000","4,059,000,000","4,216,800,000","2,531,700,000","2,413,000,000","2,409,600,000","2,771,000,000","2,755,300,000","2,690,700,000","2,566,800,000","2,534,217,000","2,419,960,000","2,556,668,000","2,691,893,000","2,630,588,000","2,689,430,000","2,462,359,000","2,216,973,000","2,006,963,000","1,707,774,000","1,496,845,000","1,289,565,000","1,187,655,000","1,119,484,000","787,920,000","674,425,000","479,216,000","399,495,000"
	CurrentAssets,"1,781,000,000","1,895,000,000","1,710,000,000","1,729,000,000","3,439,500,000","1,474,100,000","1,294,200,000","1,262,100,000","1,444,600,000","1,330,700,000","1,185,000,000","1,164,700,000","1,367,700,000","1,316,100,000","1,256,100,000","1,669,800,000","1,661,671,000","1,624,235,000","1,813,851,000","2,017,431,000","1,983,319,000","2,133,373,000","1,964,742,000","1,777,169,000","1,600,229,000","1,345,941,000","1,174,212,000","989,189,000","926,461,000","887,308,000","569,192,000","464,063,000","305,392,000","245,398,000"
		CashCashEquivalentsAndShortTermInvestments,"237,000,000","179,000,000","160,000,000","172,000,000","264,500,000","155,200,000","169,900,000","163,100,000","317,100,000","178,200,000","273,700,000","227,700,000","368,800,000","186,400,000","337,100,000","702,000,000","696,823,000","431,541,000","808,540,000","978,922,000","949,846,000","1,012,393,000","1,125,037,000","955,145,000","828,341,000","618,841,000","639,156,000","472,511,000","405,776,000","312,244,000","162,075,000","106,354,000","19,300,000","21,065,000"
			CashAndCashEquivalents,"237,000,000","179,000,000","160,000,000","172,000,000","264,500,000","155,200,000","169,900,000","163,100,000","317,100,000","178,200,000","273,700,000","227,700,000","368,800,000","186,400,000","337,100,000","702,000,000","696,823,000","431,541,000","808,540,000","978,922,000","949,846,000","1,012,393,000","1,125,037,000","955,145,000","828,341,000","618,841,000","639,156,000","472,511,000","405,776,000","312,244,000","162,075,000","106,354,000","19,300,000","21,065,000"
		Receivables,"333,000,000","393,000,000","317,000,000","403,000,000","302,100,000","352,100,000","273,600,000","299,900,000","297,500,000","283,600,000","182,300,000","277,800,000","264,600,000","288,000,000","202,800,000","316,800,000","309,801,000","353,636,000","261,075,000","375,708,000","364,070,000","346,822,000","229,106,000","314,055,000","292,812,000","228,850,000","170,391,000","206,454,000","172,658,000","185,700,000","104,700,000","127,226,000","104,104,000","80,081,000"
			AccountsReceivable,"321,000,000","368,000,000","310,000,000","383,000,000","291,200,000","339,900,000","262,500,000","290,500,000","288,000,000","274,500,000","171,300,000","265,800,000","252,400,000","288,000,000","202,800,000","307,900,000","301,632,000","344,135,000","252,502,000","363,419,000","364,070,000","346,822,000","229,106,000","314,055,000","292,812,000","228,850,000","170,391,000","206,454,000","172,658,000","209,137,000",,"127,226,000",,"102,654,000"
				GrossAccountsReceivable,"435,000,000","454,000,000","403,000,000","482,000,000","399,200,000","427,800,000","345,500,000","399,100,000","404,700,000","374,500,000","265,200,000","369,700,000","369,200,000","400,500,000","299,100,000","425,000,000","441,656,000","450,923,000","337,666,000","453,443,000","471,265,000","421,743,000","296,758,000","382,296,000","372,368,000","278,197,000","214,413,000","252,609,000","223,921,000",,,"159,266,000",,
				AllowanceForDoubtfulAccountsReceivable,"-114,000,000","-86,000,000","-93,000,000","-99,000,000","-108,000,000","-87,900,000","-83,000,000","-108,600,000","-116,700,000","-100,000,000","-93,900,000","-103,900,000","-116,800,000","-112,500,000","-96,300,000","-117,100,000","-140,024,000","-106,788,000","-85,164,000","-90,024,000","-107,195,000","-74,921,000","-67,652,000","-68,241,000","-79,556,000","-49,347,000","-44,022,000","-46,155,000","-51,263,000",,,"-32,040,000",,
			AccruedInterestReceivable,"12,000,000","25,000,000","7,000,000","11,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,670,000",,,,
