name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
TotalAssets,"2,678,600,000","2,789,800,000","2,895,100,000","2,565,400,000","2,477,900,000","2,374,900,000","2,473,701,000","1,703,944,000","1,446,209,000","1,232,220,000","1,146,050,000","1,121,318,000","1,067,243,000","1,016,933,000","837,801,000","948,701,000","903,964,000"
	CurrentAssets,"1,488,200,000","1,805,000,000","1,860,300,000","1,462,500,000","1,566,300,000","1,393,400,000","1,643,120,000","963,848,000","768,819,000","595,586,000","513,502,000","484,768,000","487,096,000","455,707,000","299,551,000","369,913,000","277,743,000"
		CashCashEquivalentsAndShortTermInvestments,"839,400,000","1,198,900,000","1,278,800,000","844,000,000","889,800,000","645,400,000","972,974,000","333,534,000","258,775,000","190,550,000","150,801,000","150,847,000","187,407,000","154,323,000","88,248,000","201,577,000","150,679,000"
			CashAndCashEquivalents,"839,400,000","1,198,900,000","1,278,800,000","844,000,000","889,800,000","645,400,000","972,974,000","333,534,000","258,775,000","190,550,000","150,801,000","150,847,000","187,407,000","154,323,000","88,248,000","201,577,000","150,679,000"
		Receivables,"79,700,000","70,500,000","93,300,000","70,300,000","69,900,000","83,600,000","100,326,000","116,139,000","89,660,000","85,612,000","76,958,000","70,002,000","58,729,000","51,758,000","37,266,000","29,546,000","31,977,000"
			AccountsReceivable,"79,700,000","70,500,000","93,300,000","70,300,000","69,900,000","83,600,000","100,326,000","116,139,000","91,910,000","88,814,000","76,958,000","70,002,000","58,729,000","51,758,000","37,266,000","29,546,000","31,977,000"
			ReceivablesAdjustmentsAllowances,,,,,,,,,"-2,250,000","-3,202,000",,,,,,,
		Inventory,"436,200,000","381,800,000","341,200,000","371,300,000","332,000,000","377,700,000","351,201,000","339,411,000","247,696,000","182,467,000","145,962,000","134,492,000","128,648,000","146,036,000","109,785,000","71,092,000","59,397,000"
			RawMaterials,"48,700,000","51,900,000","44,200,000","49,300,000","41,500,000","39,500,000","23,100,000","19,600,000","21,700,000","13,700,000","123,600,000","102,500,000",,,,,
			WorkInProcess,"6,600,000","7,100,000","4,800,000","3,900,000","3,800,000","4,300,000","2,800,000","1,900,000","2,500,000","600,000",,,,,,,
			FinishedGoods,"380,900,000","322,800,000","292,200,000","318,100,000","286,700,000","333,900,000","325,300,000","317,900,000","223,496,000","168,167,000","22,400,000","31,992,000",,,,,
			OtherInventories,,,,,,,"1,000","11,000",,,"-38,000",,,,,,
		PrepaidAssets,"132,900,000","153,800,000","147,000,000","176,900,000","161,100,000","186,100,000","148,774,000","125,425,000","117,073,000","93,963,000","101,181,000","89,114,000","72,193,000","41,320,000","40,667,000","45,914,000","20,825,000"
		RestrictedCash,,,,,,,,,,,,,,,,,"5,701,000"
		CurrentDeferredAssets,,,,"0","113,500,000","100,600,000","69,845,000","49,339,000","55,615,000","42,994,000","38,600,000","40,313,000","40,119,000","60,190,000","23,585,000","21,784,000","9,164,000"
			CurrentDeferredTaxesAssets,,,,"0","113,500,000","100,600,000","69,845,000","49,339,000","55,615,000","42,994,000","38,600,000","40,313,000","40,119,000","60,190,000","23,585,000","21,784,000","9,164,000"
		OtherCurrentAssets,,,,,,,,,,,,,,"2,080,000",,,
	TotalNonCurrentAssets,"1,190,400,000","984,800,000","1,034,800,000","1,102,900,000","911,600,000","981,500,000","830,581,000","740,096,000","677,390,000","636,634,000","632,548,000","636,550,000","580,147,000","561,226,000","538,250,000","578,788,000","626,221,000"
		NetPPE,"561,000,000","360,000,000","377,500,000","378,000,000","339,200,000","366,700,000","318,860,000","242,886,000","193,703,000","177,427,000","178,009,000","175,492,000","121,027,000","105,266,000","64,946,000","55,390,000","45,411,000"
			GrossPPE,"1,406,300,000","1,125,100,000","1,080,200,000","982,400,000","876,600,000","759,900,000","646,724,000","498,748,000","387,438,000","344,339,000","325,401,000","264,903,000","187,027,000","137,937,000","95,765,000","75,853,000","63,018,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"51,100,000","51,100,000","51,000,000","51,000,000","22,200,000","22,200,000","22,215,000","22,193,000",,,,,,,,,
				BuildingsAndImprovements,"208,200,000","198,500,000","199,000,000","185,700,000","177,000,000","147,800,000","130,244,000","94,902,000",,,,,"35,267,000","21,281,000","11,546,000","10,384,000","8,733,000"
				MachineryFurnitureEquipment,"957,500,000","875,500,000","830,200,000","745,700,000","677,400,000","589,900,000","494,265,000","381,653,000","307,709,000","278,290,000","271,809,000","219,107,000","151,760,000","116,656,000","84,219,000","65,469,000","54,285,000"
				OtherProperties,"189,500,000",,,,,,,,,,,,,,,,
				Leases,,,,,,,,,"79,729,000","66,049,000","53,592,000","45,796,000",,,,,
			AccumulatedDepreciation,"-845,300,000","-765,100,000","-702,700,000","-604,400,000","-537,400,000","-393,200,000","-327,864,000","-255,862,000","-193,735,000","-166,912,000","-147,392,000","-89,411,000","-66,000,000","-32,671,000","-30,819,000","-20,463,000","-17,607,000"
		GoodwillAndOtherIntangibleAssets,"401,600,000","403,000,000","407,000,000","400,000,000","402,000,000","412,600,000","416,291,000","416,676,000","417,254,000","413,793,000","414,325,000","420,737,000","421,537,000","425,029,000","449,114,000","496,529,000","490,736,000"
			Goodwill,"91,500,000","92,900,000","96,900,000","89,900,000","91,800,000","102,200,000","105,490,000","105,490,000","105,490,000","102,899,000","102,543,000","110,677,000","111,477,000","113,221,000",,,
			OtherIntangibleAssets,"310,100,000","310,100,000","310,100,000","310,100,000","310,200,000","310,400,000","310,801,000","311,186,000","311,764,000","310,894,000","311,782,000","310,060,000","310,060,000","311,808,000","449,114,000","496,529,000","490,736,000"
		NonCurrentDeferredAssets,,,,"30,600,000","29,300,000","49,400,000","31,717,000","31,729,000","25,308,000","19,534,000","18,908,000","17,743,000",,,,,
		OtherNonCurrentAssets,"227,800,000","221,800,000","250,300,000","294,300,000","141,100,000","152,800,000","63,713,000","48,805,000","41,125,000","25,880,000","21,306,000","22,578,000","37,583,000","30,931,000","24,190,000","26,869,000","90,074,000"
TotalLiabilitiesNetMinorityInterest,"3,068,600,000","3,513,200,000","3,229,800,000","2,369,100,000","2,531,400,000","2,709,300,000","1,922,255,000","1,283,189,000","886,021,000","745,008,000","786,739,000","879,587,000","884,999,000","663,043,000","668,913,000","884,359,000","666,176,000"
	CurrentLiabilities,"964,400,000","1,588,800,000","906,800,000","791,500,000","1,024,400,000","874,800,000","922,178,000","716,891,000","548,689,000","470,816,000","429,966,000","401,899,000","375,618,000","323,492,000","285,457,000","371,469,000","276,222,000"
		PayablesAndAccruedExpenses,"422,900,000","425,000,000","344,200,000","344,900,000","352,400,000","384,200,000","393,992,000","272,586,000","241,254,000","201,034,000","250,614,000","243,810,000","203,527,000","189,565,000","165,323,000","138,700,000","101,322,000"
			Payables,"98,600,000","121,100,000","93,500,000","108,000,000","123,700,000","132,100,000","126,491,000","91,063,000","88,510,000","59,167,000","77,628,000","78,386,000","35,377,000","39,990,000","39,156,000","24,457,000","22,526,000"
				AccountsPayable,"81,600,000","81,100,000","67,800,000","66,000,000","71,100,000","72,400,000","82,665,000","75,209,000","57,095,000","43,784,000","37,330,000","41,084,000","35,377,000","39,990,000","39,156,000","24,457,000","22,526,000"
