name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"3,733,600,000","923,400,000","896,200,000","914,000,000","1,000,000,000","979,700,000","910,100,000","881,300,000","906,300,000","883,100,000","778,000,000","771,400,000","750,600,000","703,800,000","654,800,000","657,400,000","673,600,000","684,000,000","714,400,000","707,400,000","728,000,000","722,500,000","762,200,000","788,000,000","789,200,000","1,104,500,000","1,063,300,000","1,061,500,000","1,126,500,000","1,089,900,000","1,080,300,000","1,142,500,000","1,343,200,000","1,421,000,000","1,264,700,000","1,321,800,000","1,329,600,000","1,254,100,000","1,070,700,000","1,059,700,000","1,011,400,000","913,690,000","774,606,000","763,644,000","828,927,000","960,378,000","1,210,757,000","1,482,684,000","1,535,549,000","1,434,670,000","1,341,037,000","1,261,239,000","1,349,231,000","1,284,513,000","965,338,000","1,272,922,000","1,388,025,000","1,347,080,000","1,281,083,000","1,258,133,000","1,324,678,000","1,304,540,000","1,187,875,000","1,096,724,000","1,130,287,000","1,098,785,000","1,021,825,000","938,012,000","990,253,000","838,007,000","644,898,000","628,591,000","660,829,000","615,757,000","573,575,000","577,698,000","634,389,000","661,516,000","631,711,000","632,243,000","693,263,000","685,791,000","631,800,000","601,700,000","636,100,000","625,400,000","653,800,000","616,800,000","701,700,000","707,400,000","671,100,000","629,900,000","676,000,000","640,600,000","615,900,000","581,400,000","601,600,000","596,000,000","556,300,000","519,500,000","585,800,000","568,900,000","503,500,000","466,300,000","494,000,000","466,500,000","439,500,000","405,500,000","441,200,000","422,500,000","398,200,000","404,000,000","419,200,000","420,900,000","388,100,000","386,700,000","436,500,000","436,200,000","435,100,000","421,500,000","435,900,000","408,500,000","326,000,000","358,300,000","413,900,000","434,700,000","409,100,000","373,500,000","390,500,000","381,000,000","334,200,000","305,000,000","302,700,000","288,500,000","237,200,000","245,500,000","287,700,000","287,700,000","253,300,000","256,100,000"
	OperatingRevenue,"3,733,600,000","923,400,000","896,200,000","914,000,000","1,000,000,000","979,700,000","910,100,000","881,300,000","906,300,000","883,100,000","778,000,000","771,400,000","750,600,000","703,800,000","654,800,000","657,400,000","673,600,000","684,000,000","714,400,000","707,400,000","728,000,000","722,500,000","762,200,000","788,000,000","789,200,000","1,104,500,000","1,063,300,000","1,061,500,000","1,126,500,000","1,089,900,000","1,080,300,000","1,142,500,000","1,343,200,000","1,421,000,000","1,264,700,000","1,321,800,000","1,329,600,000","1,254,100,000","1,070,700,000","1,059,700,000","1,011,400,000","913,690,000","774,606,000","763,644,000","828,927,000","960,378,000","1,210,757,000","1,482,684,000","1,535,549,000","1,434,670,000","1,341,037,000","1,261,239,000","1,349,231,000","1,284,513,000","965,338,000","1,272,922,000","1,388,025,000","1,347,080,000","1,281,083,000","1,258,133,000","1,324,678,000","1,304,540,000","1,187,875,000","1,096,724,000","1,130,287,000","1,098,785,000","1,021,825,000","938,012,000","990,253,000","838,007,000","644,898,000","628,591,000","660,829,000","615,757,000","573,575,000","577,698,000","634,389,000","661,516,000","631,711,000","632,243,000","693,263,000","685,791,000","631,800,000","601,700,000","636,100,000","625,400,000","653,800,000","616,800,000","701,700,000","707,400,000","671,100,000","629,900,000","676,000,000","640,600,000","615,900,000","581,400,000","601,600,000","596,000,000","556,300,000","519,500,000","585,800,000","568,900,000","503,500,000","466,300,000","494,000,000","466,500,000","439,500,000","405,500,000","441,200,000","422,500,000","398,200,000","404,000,000","419,200,000","420,900,000","388,100,000","386,700,000","436,500,000","436,200,000","435,100,000","421,500,000","435,900,000","408,500,000","326,000,000","358,300,000","413,900,000","434,700,000","409,100,000","373,500,000","390,500,000","381,000,000","334,200,000","305,000,000","302,700,000","288,500,000","237,200,000","245,500,000","287,700,000","287,700,000","253,300,000","256,100,000"
CostOfRevenue,"2,615,500,000","644,500,000","640,200,000","636,500,000","694,300,000","677,100,000","655,600,000","628,000,000","638,900,000","618,200,000","566,900,000","554,400,000","548,800,000","523,300,000","490,700,000","489,900,000","491,300,000","503,100,000","523,500,000","512,000,000","522,900,000","520,000,000","541,400,000","562,500,000","555,600,000","813,500,000","799,600,000","809,800,000","824,400,000","815,400,000","801,800,000","843,600,000","965,900,000","1,009,400,000","922,100,000","978,500,000","979,100,000","920,800,000","805,100,000","794,600,000","743,100,000","690,999,000","601,407,000","634,082,000","710,092,000","808,252,000","1,031,325,000","1,075,928,000","1,191,805,000","1,123,133,000","1,085,041,000","1,009,929,000","1,060,196,000","1,027,020,000","808,389,000","1,024,438,000","1,075,000,000","1,059,694,000","1,023,435,000","1,005,722,000","1,047,866,000","1,032,690,000","941,445,000","912,679,000","924,700,000","896,262,000","826,148,000","790,402,000","832,184,000","707,741,000","529,526,000","517,329,000","536,528,000","497,115,000","492,903,000","486,747,000","523,306,000","543,502,000","641,390,000","485,026,000","513,114,000","502,605,000","463,100,000","447,800,000","479,400,000","462,200,000","495,600,000","461,800,000","501,800,000","499,200,000","480,200,000","453,900,000","474,900,000","454,200,000","428,700,000","412,200,000","427,800,000","425,800,000","400,500,000","373,100,000","421,500,000","399,300,000","357,200,000","336,000,000","351,400,000","345,600,000","330,300,000","300,700,000","311,900,000","305,100,000","286,400,000","292,600,000","300,600,000","302,500,000","279,000,000","282,200,000","325,900,000","313,500,000","319,400,000","294,800,000","293,600,000","275,200,000","238,200,000","255,000,000","272,500,000",,,,,,,,,,,,,,,
GrossProfit,"1,118,100,000","278,900,000","256,000,000","277,500,000","305,700,000","302,600,000","254,500,000","253,300,000","267,400,000","264,900,000","211,100,000","217,000,000","201,800,000","180,500,000","164,100,000","167,500,000","182,300,000","180,900,000","190,900,000","195,400,000","205,100,000","202,500,000","220,800,000","225,500,000","233,600,000","291,000,000","263,700,000","251,700,000","302,100,000","274,500,000","278,500,000","298,900,000","377,300,000","411,600,000","342,600,000","343,300,000","350,500,000","333,300,000","265,600,000","265,100,000","268,300,000","222,691,000","173,199,000","129,562,000","118,835,000","152,126,000","179,432,000","406,756,000","343,744,000","311,537,000","255,996,000","251,310,000","289,035,000","257,493,000","156,949,000","248,484,000","313,025,000","287,386,000","257,648,000","252,411,000","276,812,000","271,850,000","246,430,000","184,045,000","205,587,000","202,523,000","195,677,000","147,610,000","158,069,000","130,266,000","115,372,000","111,262,000","124,301,000","118,642,000","80,672,000","90,951,000","111,083,000","118,014,000","-9,679,000","147,217,000","180,149,000","183,186,000","168,700,000","153,900,000","156,700,000","163,200,000","158,200,000","155,000,000","199,900,000","208,200,000","190,900,000","176,000,000","201,100,000","186,400,000","187,200,000","169,200,000","173,800,000","170,200,000","155,800,000","146,400,000","164,300,000","169,600,000","146,300,000","130,300,000","142,600,000","120,900,000","109,200,000","104,800,000","129,300,000","117,400,000","111,800,000","111,400,000","118,600,000","118,400,000","109,100,000","104,500,000","110,600,000","122,700,000","115,700,000","126,700,000","142,300,000","133,300,000","87,800,000","103,300,000","141,400,000",,,,,,,,,,,,,,,
OperatingExpense,"619,500,000","153,600,000","159,200,000","148,000,000","158,700,000","152,700,000","148,300,000","142,000,000","141,800,000","148,600,000","144,000,000","134,000,000","123,800,000","119,600,000","128,200,000","119,800,000","110,600,000","119,500,000","360,800,000","124,300,000","130,500,000","343,700,000","165,400,000","132,200,000","136,800,000","162,000,000","154,400,000","159,000,000","159,600,000","153,600,000","163,500,000","152,700,000","163,000,000","164,700,000","167,100,000","155,100,000","153,700,000","150,300,000","149,800,000","140,300,000","140,700,000","133,057,000","114,033,000","107,244,000","142,315,000","138,996,000","156,772,000","193,658,000","196,603,000","177,946,000","180,510,000","170,841,000","179,629,000","164,303,000","162,827,000","163,999,000","176,264,000","174,252,000","172,790,000","163,021,000","161,742,000","164,039,000","162,823,000","135,006,000","147,391,000","144,079,000","145,299,000","128,454,000","135,197,000","105,271,000","92,487,000","87,382,000","93,005,000","85,992,000","87,028,000","86,828,000","93,289,000","96,538,000","-20,247,000","126,592,000","128,788,000","132,366,000","132,200,000","126,800,000","124,900,000","125,900,000","129,100,000","120,400,000","125,100,000","121,900,000","121,800,000","114,500,000","117,800,000","111,000,000","114,600,000","108,900,000","109,600,000","109,800,000","107,200,000","108,400,000","106,000,000","104,400,000","100,800,000","100,500,000","100,600,000","99,700,000","95,000,000","96,900,000","100,800,000","99,800,000","99,600,000","105,400,000","105,300,000","101,000,000","98,800,000","103,200,000","101,300,000","103,700,000","104,000,000","100,200,000","94,100,000","89,400,000","88,300,000","85,500,000","84,300,000",,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"619,500,000","153,600,000","159,200,000","148,000,000","158,700,000","152,700,000","148,300,000","142,000,000","141,800,000","148,600,000","144,000,000","134,000,000","123,800,000","119,600,000","128,200,000","119,800,000","110,600,000","119,500,000","360,800,000","124,300,000","130,500,000","343,700,000","165,400,000","132,200,000","136,800,000","162,000,000","154,400,000","159,000,000","159,600,000","153,600,000","163,500,000","152,700,000","163,000,000","164,700,000","167,100,000","155,100,000","153,700,000","150,300,000","149,800,000","140,300,000","140,700,000","133,057,000","114,033,000","107,244,000","142,315,000","138,996,000","156,780,000","193,658,000","196,603,000","177,946,000","180,510,000","170,841,000","179,629,000","164,303,000","162,827,000","163,999,000","176,264,000","174,252,000","172,790,000","163,021,000","161,742,000","164,039,000","162,823,000","135,006,000","147,391,000","142,703,000","145,299,000","128,454,000","135,197,000","105,271,000","92,487,000","87,382,000","93,005,000","85,992,000","87,028,000","86,828,000","93,289,000","96,538,000","93,319,000","88,920,000","91,115,000","94,145,000","93,600,000","89,200,000","87,800,000","89,300,000","93,400,000","85,300,000","89,900,000","88,100,000","87,600,000","81,200,000","84,200,000","77,800,000","82,000,000","77,300,000","78,200,000","78,900,000","76,600,000","77,600,000","74,800,000","73,600,000","70,500,000","70,700,000","70,800,000","70,300,000","66,100,000","67,600,000","70,700,000","69,700,000","69,700,000","76,600,000","77,200,000","73,300,000","72,300,000","75,400,000","74,000,000","76,000,000","77,700,000","73,600,000","69,100,000","66,100,000","65,100,000","62,800,000","61,700,000",,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,"144,000,000","134,000,000","123,800,000","119,600,000","128,200,000","119,800,000","110,600,000","119,500,000","360,800,000","124,300,000","130,500,000","343,700,000","164,700,000",,,"162,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,"0","0","0","0","16,200,000","10,300,000","400,000","1,200,000","241,800,000","3,600,000","4,400,000","215,200,000","33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,"144,000,000","134,000,000","123,800,000","119,600,000","112,000,000","109,500,000","110,200,000","118,300,000","119,000,000","120,700,000","126,100,000","128,500,000","131,700,000",,,"162,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,672,000","37,673,000","38,221,000","38,600,000","37,600,000","37,100,000","36,600,000","35,700,000","35,100,000","35,200,000","33,800,000","34,200,000","33,300,000","33,600,000","33,200,000","32,600,000","31,600,000","31,400,000","30,900,000","30,600,000","30,800,000","31,200,000","30,800,000","30,300,000","29,800,000","29,800,000","29,400,000","28,900,000","29,300,000","30,100,000","30,100,000","29,900,000","28,800,000","28,100,000","27,700,000","26,500,000","27,800,000","27,300,000","27,700,000","26,300,000","26,600,000","25,000,000","23,300,000","23,200,000","22,700,000","22,600,000",,,,,,,,,,,,,,,
