name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalAssets,"9,756,534,000","9,439,280,000","8,439,743,000","7,244,981,000","5,563,392,000","4,439,987,000","2,837,515,000","2,718,647,000","2,524,891,000"
	TotalInvestments,"4,854,998,000","4,226,806,000","3,649,788,000","3,548,449,000","2,667,710,000","1,866,105,000","1,042,884,000","951,928,000","949,733,000"
		EquityInvestments,"4,476,358,000","3,571,981,000","3,168,917,000","3,091,377,000","2,360,810,000","1,645,445,000","772,876,000","803,184,000","786,243,000"
		TradingAssets,"5,257,000",,"21,322,000","68,810,000",,,,,
		SecurityAgreeToBeResell,,,,"0","55,394,000","49,456,000","133,922,000",,
		LongTermEquityInvestment,,,,"265,688,000","234,948,000","155,900,000","133,193,000","73,616,000","63,151,000"
			InvestmentsInOtherVenturesUnderEquityMethod,,,,"265,688,000","234,948,000","155,900,000","133,193,000","73,616,000","63,151,000"
		OtherShortTermInvestments,"67,353,000","348,549,000","22,279,000","15,674,000","3,527,000","10,540,000","0","74,129,000","99,732,000"
		OtherInvestedAssets,"306,030,000","306,276,000","437,270,000","106,900,000","13,031,000","4,764,000","2,893,000","999,000","607,000"
	CashAndCashEquivalents,"135,942,000","193,858,000","292,282,000","220,299,000","282,277,000","132,615,000","73,823,000","34,198,000","11,695,000"
	RestrictedCashAndCashEquivalents,"28,521,000","39,725,000","65,202,000","65,601,000",,,,,
	ReinsuranceRecoverable,"1,970,055,000","2,277,412,000",,,,,,,
	Receivables,"2,823,256,000","3,011,550,000","2,618,486,000","2,167,205,000","1,758,702,000","1,799,718,000","1,414,128,000","1,464,284,000","1,321,279,000"
		AccountsReceivable,"2,823,256,000","2,962,357,000","2,588,083,000","1,991,931,000","1,569,969,000","1,658,344,000","1,400,840,000","1,440,543,000","1,300,751,000"
		NotesReceivable,,,,"126,298,000","125,057,000","125,000,000",,,
		AccruedInterestReceivable,,,,,,,"9,263,000","9,018,000","8,339,000"
		TaxesReceivable,,,,,"300,000",,,"0","4,663,000"
		DueFromRelatedParties,,,,"2,002,000","41,562,000","5,129,000","4,785,000","7,550,000","0"
		OtherReceivables,,"69,401,000","48,949,000","63,193,000","35,247,000","20,973,000","5,304,000","13,243,000","11,690,000"
		ReceivablesAdjustmentsAllowances,,"-20,208,000","-18,546,000","-16,219,000","-13,433,000","-9,728,000","-6,064,000","-6,070,000","-4,164,000"
	AccruedInvestmentIncome,"30,927,000","27,177,000","22,372,000","27,471,000","20,402,000","14,451,000",,,
	PrepaidAssets,"670,389,000","820,632,000","672,952,000","211,313,000","169,527,000","150,915,000","60,118,000","64,250,000","84,940,000"
	DeferredPolicyAcquisitionCosts,"263,523,000","251,408,000","216,389,000","220,922,000","160,531,000","125,999,000","60,112,000","60,234,000","57,719,000"
	DeferredTaxAssets,,,,"46,207,000",,,,,
	NetPPE,"403,827,000","308,004,000","324,049,000","114,504,000","42,931,000","30,583,000","29,535,000","28,156,000","21,371,000"
	GoodwillAndOtherIntangibleAssets,"545,151,000","560,120,000","578,223,000","623,010,000","461,312,000","319,601,000","156,915,000","115,491,000","77,433,000"
		Goodwill,"179,328,000","180,183,000","174,153,000","155,290,000","112,414,000","70,764,000","70,351,000","40,199,000","4,727,000"
		OtherIntangibleAssets,"365,823,000","379,937,000","404,070,000","467,720,000","348,898,000","248,837,000","86,564,000","75,292,000","72,706,000"
	OtherAssets,"792,919,000","741,547,000","1,300,964,000","814,318,000","560,284,000",,"1,720,807,000","106,000","721,000"
TotalLiabilitiesNetMinorityInterest,"7,139,040,000","7,238,409,000","6,486,318,000","5,319,477,000","4,026,752,000","3,366,537,000","2,194,648,000","2,305,605,000","2,163,295,000"
