name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
TotalAssets,"43,749,244,000","43,208,915,000","42,040,144,000","41,620,453,000","43,914,479,000","43,867,380,000","9,451,141,000","8,581,418,000","9,107,632,000","9,600,607,000","6,769,501,000","5,410,826,000","4,394,227,000","3,922,992,000","3,061,233,000","3,614,950,000","3,477,428,000","4,502,077,000"
	CurrentAssets,"5,085,756,000","4,974,317,000","6,072,488,000","6,067,712,000","6,852,127,000","6,395,270,000","906,387,000","960,654,000","678,422,000","797,054,000","481,503,000","453,488,000","895,784,000","685,428,000","660,136,000","653,864,000",,
		CashCashEquivalentsAndShortTermInvestments,"1,121,396,000","1,204,018,000","1,659,669,000","2,035,447,000","2,403,098,000","1,490,369,000","295,514,000","520,401,000","411,081,000","404,450,000","182,617,000","193,563,000","241,736,000","131,201,000","183,554,000","143,640,000","131,268,000","86,121,000"
			CashAndCashEquivalents,"1,121,396,000","1,204,018,000","1,659,669,000","2,035,447,000","2,403,098,000","1,490,369,000","295,514,000","520,401,000","411,081,000","404,450,000","182,617,000","193,563,000","241,736,000","131,201,000","183,554,000","143,640,000","131,268,000","86,121,000"
			OtherShortTermInvestments,,,,,,,,,,"0",,,,,,,,
		Receivables,"491,182,000","319,662,000","448,299,000","277,041,000","397,832,000","371,385,000","108,214,000","102,126,000","16,063,000","49,055,000","48,070,000","43,649,000","220,411,000","192,509,000","203,195,000","256,600,000",,
			AccountsReceivable,"47,935,000","40,379,000","73,877,000","64,923,000","106,794,000","160,412,000","5,203,000","6,636,000","16,063,000","49,055,000","48,070,000","43,649,000","35,591,000","25,058,000","6,575,000","5,826,000",,
				GrossAccountsReceivable,,,,,,,,"6,636,000","19,593,000","52,447,000","60,053,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,"0","-3,530,000","-3,392,000","-11,983,000",,,,,,,
			LoansReceivable,,,,,,,,,,,,,"184,820,000","167,451,000",,,,
			NotesReceivable,"87,745,000","58,994,000","22,497,000","23,359,000","116,197,000","135,154,000","75,788,000","78,163,000",,,,,,,,,,
			OtherReceivables,"355,502,000","220,289,000","351,925,000","188,759,000","174,841,000","75,819,000","27,223,000","17,327,000",,,,,,,"196,620,000","250,774,000",,
		Inventory,"3,157,000","30,971,000","38,972,000","52,673,000","260,269,000","315,532,000",,"0","13,953,000","121,085,000","102,538,000","102,879,000","90,726,000","82,811,000",,,,
			RawMaterials,,,,,,,,,"13,953,000","119,440,000","98,060,000",,,,,,,
			WorkInProcess,,,,,,,,,"0","1,645,000","2,323,000","13,218,000","6,718,000","3,971,000",,,,
			FinishedGoods,,,,,,,,,,,"2,155,000",,,,,,,
			OtherInventories,,,,,,,,,,,,"89,661,000","84,008,000","78,840,000",,,,
		PrepaidAssets,"2,954,478,000","3,024,520,000","2,930,303,000","3,265,979,000","3,300,426,000","3,486,514,000","229,872,000","58,284,000",,,"7,532,000",,"247,839,000","166,630,000","115,657,000","135,202,000","160,624,000","157,198,000"
		RestrictedCash,"178,951,000","211,017,000","364,456,000","329,180,000","419,447,000","717,388,000","272,787,000","279,843,000","237,325,000","222,464,000","140,746,000","113,397,000","95,072,000","112,277,000","157,730,000","118,422,000",,
		CurrentDeferredAssets,,,,,,,,,,"94,560,000",,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,"94,560,000",,,,,,,,
		AssetsHeldForSaleCurrent,"336,592,000","184,129,000","630,789,000","107,392,000","71,055,000","14,082,000",,,,,,,,,,,,
