name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000
TotalAssets,"8,885,000,000","9,410,000,000","9,268,000,000","8,252,000,000","9,845,000,000","9,492,000,000","9,243,000,000","10,106,000,000","9,225,000,000","8,247,000,000","7,087,000,000","10,120,000,000","9,472,000,000","9,544,000,000","5,244,000,000","3,942,000,000","3,517,000,000","3,095,000,000","2,966,000,000","5,818,000,000"
	CurrentAssets,"4,363,000,000","4,310,000,000","5,041,000,000","3,533,000,000","5,568,000,000","5,777,000,000","5,412,000,000","6,310,000,000","6,425,000,000","5,418,000,000","4,291,000,000","4,272,000,000","3,801,000,000","4,333,000,000","3,502,000,000","2,461,000,000","2,282,000,000","1,962,000,000",,
		CashCashEquivalentsAndShortTermInvestments,"2,222,000,000","1,853,000,000","2,539,000,000","1,131,000,000","2,485,000,000","2,654,000,000","2,188,000,000","2,118,000,000","3,151,000,000","2,515,000,000","1,541,000,000","1,141,000,000","1,144,000,000","1,733,000,000","1,836,000,000","1,183,000,000","1,194,000,000","843,000,000",,
			CashAndCashEquivalents,"2,220,000,000","1,853,000,000","2,539,000,000","1,125,000,000","2,479,000,000","2,634,000,000","1,708,000,000","1,707,000,000","2,677,000,000","2,263,000,000","1,427,000,000","990,000,000","988,000,000","910,000,000","746,000,000","422,000,000","749,000,000","612,000,000",,
			OtherShortTermInvestments,"2,000,000",,"0","6,000,000","6,000,000","20,000,000","480,000,000","411,000,000","474,000,000","252,000,000","114,000,000","151,000,000","156,000,000","823,000,000","1,090,000,000","761,000,000","445,000,000","231,000,000",,
		Receivables,"989,000,000","1,184,000,000","1,199,000,000","1,384,000,000","1,801,000,000","1,841,000,000","1,999,000,000","2,920,000,000","1,495,000,000","1,400,000,000","1,033,000,000","1,410,000,000","1,383,000,000","1,445,000,000","1,094,000,000","691,000,000","611,000,000","614,000,000",,
			AccountsReceivable,"989,000,000","1,184,000,000","1,199,000,000","1,318,000,000","1,735,000,000","1,729,000,000","1,670,000,000","2,319,000,000","1,495,000,000","1,400,000,000","1,033,000,000","1,410,000,000","1,383,000,000","1,445,000,000","1,094,000,000","691,000,000","611,000,000","614,000,000",,
				GrossAccountsReceivable,"993,000,000","1,188,000,000","1,204,000,000","1,327,000,000","1,744,000,000","1,741,000,000","1,678,000,000","2,329,000,000","1,505,000,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,000,000","-4,000,000","-5,000,000","-9,000,000","-9,000,000","-12,000,000","-8,000,000","-10,000,000","-10,000,000",,,,,,,,,,,
			OtherReceivables,,,,"66,000,000","66,000,000","112,000,000","329,000,000","601,000,000",,,,,,,,,,,,
		Inventory,"970,000,000","1,053,000,000","982,000,000","868,000,000","993,000,000","985,000,000","854,000,000","909,000,000","872,000,000","757,000,000","587,000,000","945,000,000","794,000,000","891,000,000","431,000,000","449,000,000","319,000,000","347,000,000",,
			RawMaterials,"336,000,000","329,000,000","350,000,000","307,000,000","352,000,000","324,000,000","213,000,000","265,000,000","286,000,000","263,000,000","201,000,000","352,000,000","277,000,000","209,000,000","118,000,000","91,000,000","71,000,000","54,000,000",,
			WorkInProcess,"217,000,000","347,000,000","257,000,000","297,000,000","239,000,000","267,000,000","231,000,000","245,000,000","201,000,000","145,000,000","120,000,000","111,000,000","85,000,000","126,000,000","70,000,000","39,000,000","38,000,000","34,000,000",,
			FinishedGoods,"417,000,000","377,000,000","375,000,000","264,000,000","402,000,000","394,000,000","410,000,000","399,000,000","385,000,000","349,000,000","266,000,000","482,000,000","432,000,000","556,000,000","243,000,000","319,000,000","210,000,000","259,000,000",,
		RestrictedCash,"31,000,000",,,,"7,000,000","4,000,000","101,000,000","93,000,000","102,000,000","114,000,000","508,000,000",,,,,,,,,
		CurrentDeferredAssets,,,,"0","122,000,000","126,000,000","115,000,000","104,000,000","99,000,000","118,000,000","94,000,000","274,000,000","196,000,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,"0","122,000,000","126,000,000","115,000,000","104,000,000","99,000,000","118,000,000","94,000,000","274,000,000","196,000,000",,,,,,,
		OtherCurrentAssets,"151,000,000","220,000,000","321,000,000","150,000,000","160,000,000","167,000,000","155,000,000","166,000,000","706,000,000","514,000,000","528,000,000","502,000,000","284,000,000","264,000,000","141,000,000","138,000,000","158,000,000","158,000,000",,
	TotalNonCurrentAssets,"4,522,000,000","5,100,000,000","4,227,000,000","4,719,000,000","4,277,000,000","3,715,000,000","3,831,000,000","3,796,000,000","2,800,000,000","2,829,000,000","2,796,000,000","5,848,000,000","5,671,000,000","5,211,000,000","1,742,000,000","1,481,000,000","1,235,000,000","1,133,000,000",,
		NetPPE,"1,869,000,000","1,792,000,000","1,875,000,000","2,160,000,000","2,278,000,000","2,136,000,000","2,269,000,000","2,284,000,000","2,245,000,000","2,263,000,000","2,229,000,000","2,464,000,000","2,278,000,000","2,106,000,000","1,529,000,000","1,301,000,000","1,111,000,000","1,022,000,000",,
			GrossPPE,"9,835,000,000","9,525,000,000","9,633,000,000","9,884,000,000","9,630,000,000","8,979,000,000","8,544,000,000","8,020,000,000","7,383,000,000","6,842,000,000","6,267,000,000","5,845,000,000","5,104,000,000","4,286,000,000","3,183,000,000","2,540,000,000","1,966,000,000","1,500,000,000",,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
				LandAndImprovements,"48,000,000","55,000,000","54,000,000","69,000,000","48,000,000","45,000,000","44,000,000","29,000,000","29,000,000","22,000,000","21,000,000","21,000,000","21,000,000","30,000,000","22,000,000","23,000,000","20,000,000","22,000,000",,
				BuildingsAndImprovements,"1,795,000,000","1,805,000,000","1,899,000,000","1,900,000,000","1,595,000,000","1,452,000,000","1,401,000,000","1,233,000,000","1,203,000,000","1,164,000,000","1,083,000,000","992,000,000","731,000,000","646,000,000","476,000,000","360,000,000","330,000,000","309,000,000",,
				MachineryFurnitureEquipment,"7,726,000,000","7,472,000,000","7,536,000,000","7,681,000,000","7,440,000,000","7,159,000,000","6,838,000,000","6,495,000,000","5,988,000,000","5,309,000,000","5,034,000,000","4,404,000,000","4,004,000,000","3,218,000,000","2,419,000,000","1,874,000,000","1,480,000,000","1,025,000,000",,
				OtherProperties,,,,,,,,,,,"1,000,000",,,,,,,,,
				ConstructionInProgress,"266,000,000","193,000,000","144,000,000","234,000,000","547,000,000","323,000,000","261,000,000","263,000,000","163,000,000","347,000,000","128,000,000","428,000,000","348,000,000","392,000,000","266,000,000","283,000,000","136,000,000","144,000,000",,
			AccumulatedDepreciation,"-7,966,000,000","-7,733,000,000","-7,758,000,000","-7,724,000,000","-7,352,000,000","-6,843,000,000","-6,275,000,000","-5,736,000,000","-5,138,000,000","-4,579,000,000","-4,038,000,000","-3,381,000,000","-2,826,000,000","-2,180,000,000","-1,654,000,000","-1,239,000,000","-855,000,000","-478,000,000",,
		GoodwillAndOtherIntangibleAssets,"1,348,000,000","1,425,000,000","1,519,000,000","1,685,000,000","1,244,000,000","896,000,000","881,000,000","969,000,000",,"38,000,000","73,000,000","2,463,000,000","2,488,000,000","2,782,000,000",,,,"6,000,000",,
			Goodwill,"1,237,000,000","1,237,000,000","1,238,000,000","1,237,000,000","874,000,000","537,000,000","476,000,000","463,000,000",,,"31,000,000","2,352,000,000","2,300,000,000","2,475,000,000",,,,,,
			OtherIntangibleAssets,"111,000,000","188,000,000","281,000,000","448,000,000","370,000,000","359,000,000","405,000,000","506,000,000",,,"42,000,000","111,000,000","188,000,000","307,000,000",,,,"6,000,000",,
		InvestmentsAndAdvances,"7,000,000","1,275,000,000",,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"7,000,000","1,275,000,000",,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"7,000,000",,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,"0","1,275,000,000",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,114,000,000","417,000,000","609,000,000","616,000,000","496,000,000","499,000,000","456,000,000","396,000,000","374,000,000","395,000,000","375,000,000","616,000,000","574,000,000",,,,,,,
			NonCurrentDeferredTaxesAssets,"1,114,000,000","417,000,000","609,000,000","616,000,000","496,000,000","499,000,000","456,000,000","396,000,000","374,000,000","395,000,000","375,000,000","616,000,000","574,000,000",,,,,,,
		OtherNonCurrentAssets,"184,000,000","191,000,000","224,000,000","258,000,000","259,000,000","184,000,000","225,000,000","147,000,000","181,000,000","133,000,000","119,000,000","305,000,000","331,000,000","323,000,000","213,000,000","180,000,000","124,000,000","105,000,000",,
TotalLiabilitiesNetMinorityInterest,"6,723,000,000","7,745,000,000","7,904,000,000","6,659,000,000","6,827,000,000","6,660,000,000","5,737,000,000","6,609,000,000","6,762,000,000","5,523,000,000","5,563,000,000","5,534,000,000","4,735,000,000","4,332,000,000","2,703,000,000","2,087,000,000","2,201,000,000","2,454,000,000","2,313,000,000","2,876,000,000"
	CurrentLiabilities,"2,232,000,000","3,190,000,000","2,626,000,000","2,249,000,000","2,343,000,000","2,398,000,000","2,611,000,000","3,396,000,000","3,463,000,000","2,997,000,000","3,194,000,000","3,287,000,000","2,649,000,000","3,337,000,000","1,780,000,000","1,248,000,000","1,363,000,000","1,603,000,000",,
		PayablesAndAccruedExpenses,"2,063,000,000","2,438,000,000","2,389,000,000","2,065,000,000","2,087,000,000","2,102,000,000","2,273,000,000","3,052,000,000","2,704,000,000","2,668,000,000","2,423,000,000","2,927,000,000","2,319,000,000","3,007,000,000","1,776,000,000","1,244,000,000","1,348,000,000","1,589,000,000",,
			Payables,"1,590,000,000","1,909,000,000","1,626,000,000","1,517,000,000","1,540,000,000","1,549,000,000","1,690,000,000","2,286,000,000","2,077,000,000","1,780,000,000","1,573,000,000","1,652,000,000","1,301,000,000","1,692,000,000","1,108,000,000","740,000,000","640,000,000","743,000,000",,
				AccountsPayable,"1,420,000,000","1,728,000,000","1,626,000,000","1,517,000,000","1,540,000,000","1,549,000,000","1,690,000,000","2,286,000,000","2,063,000,000","1,780,000,000","1,573,000,000","1,652,000,000","1,301,000,000","1,692,000,000","1,108,000,000","740,000,000","640,000,000","743,000,000",,
				TotalTaxPayable,,,,,,,,,"14,000,000",,,,,,,,,,,
					IncomeTaxPayable,,,,,,,,,"14,000,000",,,,,,,,,,,
				DividendsPayable,"170,000,000","181,000,000",,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"473,000,000","529,000,000","763,000,000","548,000,000","547,000,000","553,000,000","583,000,000","766,000,000","627,000,000","888,000,000","850,000,000","1,275,000,000","1,018,000,000","1,315,000,000","668,000,000","504,000,000","708,000,000","846,000,000",,
		PensionandOtherPostRetirementBenefitPlansCurrent,"169,000,000","253,000,000","237,000,000","184,000,000","256,000,000","296,000,000","335,000,000","344,000,000","199,000,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,"499,000,000",,,,,"3,000,000",,"560,000,000","329,000,000","771,000,000","360,000,000","330,000,000","330,000,000","4,000,000","4,000,000","4,000,000","2,000,000",,
			CurrentDebt,,"499,000,000",,,,,"3,000,000",,"560,000,000","329,000,000","771,000,000","360,000,000","330,000,000","330,000,000","4,000,000","4,000,000","4,000,000","2,000,000",,
		OtherCurrentLiabilities,,,,,,,,,,,,,,,,,"11,000,000","12,000,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,491,000,000","4,555,000,000","5,278,000,000","4,410,000,000","4,484,000,000","4,262,000,000","3,126,000,000","3,213,000,000","3,299,000,000","2,526,000,000","2,369,000,000","2,247,000,000","2,086,000,000","995,000,000","923,000,000","839,000,000","838,000,000","851,000,000",,
		LongTermDebtAndCapitalLeaseObligation,"4,253,000,000","4,320,000,000","5,021,000,000","4,130,000,000","4,155,000,000","3,920,000,000","2,774,000,000","2,863,000,000","2,952,000,000","2,173,000,000","1,956,000,000","1,670,000,000","1,733,000,000","640,000,000","736,000,000","739,000,000","745,000,000","749,000,000",,
			LongTermDebt,"4,253,000,000","4,320,000,000","5,021,000,000","4,130,000,000","4,155,000,000","3,920,000,000","2,774,000,000","2,863,000,000","2,952,000,000","2,173,000,000","1,956,000,000","1,670,000,000","1,733,000,000","640,000,000","736,000,000","739,000,000","745,000,000","749,000,000",,
		TradeandOtherPayablesNonCurrent,"4,000,000","10,000,000","15,000,000","14,000,000","33,000,000","90,000,000","87,000,000","84,000,000","67,000,000",,,,,,,,,,,
		NonCurrentAccruedExpenses,"104,000,000","125,000,000","120,000,000","102,000,000","113,000,000","125,000,000","144,000,000","128,000,000","226,000,000","242,000,000","293,000,000",,,,,,,,,
		OtherNonCurrentLiabilities,"130,000,000","100,000,000","122,000,000","164,000,000","183,000,000","127,000,000","121,000,000","138,000,000","121,000,000","111,000,000","120,000,000","577,000,000","353,000,000","355,000,000","187,000,000","100,000,000","93,000,000","102,000,000",,
TotalEquityGrossMinorityInterest,"2,162,000,000","1,665,000,000","1,364,000,000","1,593,000,000","3,018,000,000","2,832,000,000","3,506,000,000","3,497,000,000","2,463,000,000","2,724,000,000","1,524,000,000","4,586,000,000","4,737,000,000","5,212,000,000","2,541,000,000","1,855,000,000","1,316,000,000","641,000,000","653,000,000","2,942,000,000"
	StockholdersEquity,"2,162,000,000","1,665,000,000","1,364,000,000","1,593,000,000","3,018,000,000","2,832,000,000","3,495,000,000","3,497,000,000","2,463,000,000","2,724,000,000","1,524,000,000","4,586,000,000","4,737,000,000","5,212,000,000","2,541,000,000","1,855,000,000","1,316,000,000","641,000,000","653,000,000","2,942,000,000"
