name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,02/28/1987,11/30/1986,08/31/1986,05/31/1986,02/28/1986,11/30/1985,08/31/1985
TotalRevenue,"15,522,066,000,000","3,747,593,000,000","3,729,103,000,000","3,996,253,000,000","4,049,117,000,000","3,973,655,000,000","3,841,712,000,000","4,024,133,000,000","3,914,728,000,000","3,957,123,000,000","3,776,199,000,000","3,713,096,000,000","3,763,434,000,000","3,501,068,000,000","3,262,968,000,000","3,471,730,000,000","3,657,889,000,000","3,617,223,000,000","3,621,277,000,000","3,704,762,000,000","4,035,080,000,000","3,289,964,000,000","3,014,776,000,000","2,988,279,000,000","3,097,246,000,000","3,020,889,000,000","2,890,221,000,000","2,834,095,000,000","2,744,960,000,000","2,425,792,000,000","2,271,286,000,000","2,435,909,000,000","2,405,062,000,000","1,942,545,000,000","1,885,892,000,000","1,714,596,000,000","2,213,079,000,000","2,110,414,000,000","2,251,911,000,000","2,361,463,000,000","2,279,567,000,000","2,240,740,000,000","2,056,655,000,000","2,002,212,000,000","1,783,898,000,000","2,533,257,000,000","2,816,361,158,640","2,870,539,534,090","2,990,781,724,320","3,054,990,550,230","2,973,258,462,050","2,931,707,543,160","3,089,025,301,740","2,768,525,606,210","2,629,243,185,560","2,602,954,627,700","2,821,374,709,300","2,475,935,108,510","2,335,073,200,460","2,263,989,752,880","2,364,673,118,700","2,130,104,712,000","2,095,851,209,400","2,071,778,178,000","2,144,304,336,210","1,989,919,647,160","2,018,733,228,320","2,005,868,279,520","2,115,840,340,780","1,989,903,749,350","1,915,429,575,510","1,934,550,881,860","2,080,894,584,630","1,756,845,762,800","1,749,758,059,380","1,759,930,015,179.49","1,950,107,651,751.18","1,576,468,115,250","1,504,092,751,200","1,547,938,744,030","1,423,242,984,928.6","1,447,857,728,070","1,516,490,432,473","1,519,973,328,859","1,512,562,342,876","1,499,548,239,440","1,539,075,172,934","1,592,737,262,574","1,682,709,893,787","1,559,296,955,608","1,375,954,263,496","1,419,405,181,768","1,463,471,549,090","1,335,238,733,737","1,247,858,352,016","1,231,649,681,720","1,275,696,317,794","1,030,430,904,723","999,832,277,146","946,199,000,877","1,064,894,127,051","904,052,894,304","1,011,361,245,258","972,289,213,210","1,042,595,373,288","947,936,415,705","955,469,521,536","916,198,056,389","1,013,960,696,668","975,589,061,504","1,030,226,697,824","1,112,226,584,892","1,118,710,672,341","1,046,348,380,652","1,077,976,928,496","1,151,344,756,416","1,159,527,378,060","1,016,595,885,960","1,017,150,601,600","1,123,738,629,165","1,077,801,089,300","942,540,962,572","893,244,378,829","921,360,609,460","983,947,694,398","839,890,169,112","812,367,821,588","865,017,461,675","420,344,069,681","386,830,831,076","465,461,837,822","468,383,849,725","648,552,216,424","693,707,448,780","752,895,713,424","796,412,796,597","1,010,400,631,253","657,135,354,915","770,083,620,542"
	OperatingRevenue,"15,522,066,000,000","3,747,593,000,000","3,729,103,000,000","3,996,253,000,000","4,049,117,000,000","3,973,655,000,000","3,841,712,000,000","4,024,133,000,000","3,914,728,000,000","3,957,123,000,000","3,776,199,000,000","3,713,096,000,000","3,763,434,000,000","3,501,068,000,000","3,262,968,000,000","3,471,730,000,000","3,657,889,000,000","3,617,223,000,000","3,621,277,000,000","3,704,762,000,000","4,035,080,000,000","3,289,964,000,000","3,014,776,000,000","2,988,279,000,000","3,097,246,000,000","3,020,889,000,000","2,890,221,000,000","2,834,095,000,000","2,744,960,000,000","2,425,792,000,000","2,271,286,000,000","2,435,909,000,000","2,405,062,000,000","1,942,545,000,000","1,885,892,000,000","1,714,596,000,000","2,213,079,000,000","2,110,414,000,000","2,251,911,000,000","2,361,463,000,000","2,279,567,000,000","2,240,740,000,000","2,056,655,000,000","2,002,212,000,000","1,783,898,000,000","2,533,257,000,000","2,816,361,158,640","2,870,539,534,090","2,990,781,724,320","3,054,990,550,230","2,973,258,462,050","2,931,707,543,160","3,089,025,301,740","2,768,525,606,210","2,629,243,185,560","2,602,954,627,700","2,821,374,709,300","2,475,935,108,510","2,335,073,200,460","2,263,989,752,880","2,364,673,118,700","2,130,104,712,000","2,095,851,209,400","2,071,778,178,000","2,144,304,336,210","1,989,919,647,160","2,018,733,228,320","2,005,868,279,520","2,115,840,340,780","1,989,903,749,350","1,915,429,575,510","1,934,550,881,860","2,080,894,584,630","1,756,845,762,800","1,749,758,059,380","1,759,930,015,179.49","1,950,107,651,751.18","1,576,468,115,250","1,504,092,751,200","1,547,938,744,030","1,423,242,984,928.6","1,447,857,728,070","1,516,490,432,473","1,519,973,328,859","1,512,562,342,876","1,499,548,239,440","1,539,075,172,934","1,592,737,262,574","1,682,709,893,787","1,559,296,955,608","1,375,954,263,496","1,419,405,181,768","1,463,471,549,090","1,335,238,733,737","1,247,858,352,016","1,231,649,681,720","1,275,696,317,794","1,030,430,904,723","999,832,277,146","946,199,000,877","1,064,894,127,051","904,052,894,304","1,011,361,245,258","972,289,213,210","1,042,595,373,288","947,936,415,705","955,469,521,536","916,198,056,389","1,013,960,696,668","975,589,061,504","1,030,226,697,824","1,112,226,584,892","1,118,710,672,341","1,046,348,380,652","1,077,976,928,496","1,151,344,756,416","1,159,527,378,060","1,016,595,885,960","1,017,150,601,600","1,123,738,629,165","1,077,801,089,300","942,540,962,572","893,244,378,829","921,360,609,460","983,947,694,398","839,890,169,112","812,367,821,588","865,017,461,675","420,344,069,681","386,830,831,076","465,461,837,822","468,383,849,725","648,552,216,424","693,707,448,780","752,895,713,424","796,412,796,597","1,010,400,631,253","657,135,354,915","770,083,620,542"
CostOfRevenue,"12,345,567,000,000","2,966,552,000,000","2,957,091,000,000","3,166,483,000,000","3,255,441,000,000","3,158,104,000,000","3,004,708,000,000","3,162,696,000,000","3,073,933,000,000","3,063,005,000,000","2,988,854,000,000","2,874,789,000,000","2,928,589,000,000","2,736,728,000,000","2,522,871,000,000","2,677,660,000,000","2,828,442,000,000","2,789,606,000,000","2,828,705,000,000","2,885,646,000,000","3,376,123,000,000","2,445,502,000,000","2,270,897,000,000","2,238,262,000,000","2,277,016,000,000","2,208,846,000,000","2,150,812,000,000","2,124,409,000,000","2,050,556,000,000","1,800,557,000,000","1,702,835,000,000","1,791,214,000,000","1,777,708,000,000","1,446,474,000,000","1,405,811,000,000","1,289,640,000,000","1,647,432,000,000","1,517,648,000,000","1,647,625,000,000","1,684,136,000,000","1,694,201,000,000","1,610,147,000,000","1,556,549,000,000","1,553,824,000,000","1,486,945,000,000","1,833,960,000,000","2,050,545,743,880","2,042,799,509,350","2,156,140,280,440","2,147,535,522,340","2,090,294,276,950","2,112,322,133,790","2,174,358,044,110","1,945,598,422,320","1,883,291,626,360","1,863,605,114,900","2,034,396,163,140","1,734,205,752,910","1,642,800,417,720","1,590,704,867,280","1,679,280,838,960","1,480,607,466,000","1,445,911,737,480","1,441,000,570,000","1,451,107,990,540","1,371,903,537,730","1,397,524,500,140","1,386,826,358,400","1,411,609,278,440","1,375,460,241,000","1,295,083,982,730","1,317,349,550,220","1,437,885,696,650","1,179,173,285,680","1,188,846,268,530","1,219,894,969,391.28","1,383,379,934,158.88","1,109,544,734,550","1,022,696,566,560","1,083,461,614,900","826,392,767,312.6","997,392,422,325","1,043,003,683,997","1,040,540,535,265","857,951,262,322","1,006,264,998,876","1,021,731,162,062","1,099,187,798,124","1,011,610,646,118","1,080,642,070,842","931,296,918,288","990,949,197,280","834,720,610,615","939,298,274,406","879,491,938,949",,,,"723,403,823,180","695,625,937,755","642,419,731,674","645,752,067,360",,"717,074,369,212","610,362,498,966","703,299,022,905",,"665,379,142,120","547,954,325,100","714,045,030,880","740,752,707,256","810,771,062,409","617,294,874,130","771,144,114,959","772,653,676,496","849,330,768,864","662,449,599,000","743,978,403,060",,"829,764,232,590",,,,,,,,,,,,,,,,,,,
GrossProfit,"3,176,499,000,000","781,041,000,000","772,012,000,000","829,770,000,000","793,676,000,000","815,551,000,000","837,004,000,000","861,437,000,000","840,795,000,000","894,118,000,000","787,345,000,000","838,307,000,000","834,845,000,000","764,340,000,000","740,097,000,000","794,070,000,000","829,447,000,000","827,617,000,000","792,572,000,000","819,116,000,000","658,957,000,000","844,462,000,000","743,879,000,000","750,017,000,000","820,230,000,000","812,043,000,000","739,409,000,000","709,686,000,000","694,404,000,000","625,235,000,000","568,451,000,000","644,695,000,000","627,354,000,000","496,071,000,000","480,081,000,000","424,956,000,000","565,647,000,000","592,766,000,000","604,286,000,000","677,327,000,000","585,366,000,000","630,593,000,000","500,106,000,000","448,388,000,000","296,953,000,000","699,297,000,000","765,815,414,760","827,740,024,740","834,641,443,880","907,455,027,890","882,964,185,100","819,385,409,370","914,667,257,630","822,927,183,890","745,951,559,200","739,349,512,800","786,978,546,160","741,729,355,600","692,272,782,740","673,284,885,600","685,392,279,740","649,497,246,000","649,939,471,920","630,777,608,000","693,196,345,670","618,016,109,430","621,208,728,180","619,041,921,120","704,231,062,340","614,443,508,350","620,345,592,780","617,201,331,640","643,008,887,980","577,672,477,120","560,911,790,850","540,035,045,788.21","566,727,717,592.3","466,923,380,700","481,396,184,640","464,477,129,130","596,850,217,616","450,465,305,745","473,486,748,476","479,432,793,594","654,611,080,554","493,283,240,564","517,344,010,872","493,549,464,450","671,099,247,669","478,654,884,766","444,657,345,208","428,455,984,488","628,750,938,475","395,940,459,331","368,366,413,067",,,,"276,428,453,966","250,573,063,122","422,474,395,377","258,300,826,944",,"255,214,843,998","432,232,874,322","244,637,392,800",,"250,818,914,269","466,006,371,568","261,544,030,624","289,473,990,568","301,455,522,483","501,415,798,211","275,204,265,693","305,323,252,000","302,013,987,552","497,077,779,060","272,617,482,900",,"293,974,396,575",,,,,,,,,,,,,,,,,,,
OperatingExpense,"2,494,880,000,000","614,392,000,000","551,876,000,000","577,301,000,000","751,311,000,000","645,404,000,000","622,529,000,000","562,054,000,000","713,969,000,000","609,542,000,000","634,400,000,000","569,096,000,000","696,743,000,000","556,655,000,000","512,016,000,000","527,227,000,000","893,278,000,000","664,538,000,000","627,730,000,000","579,830,000,000","528,092,000,000","667,209,000,000","579,437,000,000","551,974,000,000","654,937,000,000","583,469,000,000","567,958,000,000","524,723,000,000","558,415,000,000","493,294,000,000","467,584,000,000","468,682,000,000","515,378,000,000","451,773,000,000","427,570,000,000","402,377,000,000","519,441,000,000","467,113,000,000","440,813,000,000","442,884,000,000","489,269,000,000","453,622,000,000","434,563,000,000","423,224,000,000","579,960,000,000","596,845,000,000","617,569,148,640","606,096,012,470","671,153,370,240","630,267,139,090","596,488,809,050","597,696,887,370","664,339,362,330","617,820,350,700","553,090,032,660","535,616,120,100","447,112,312,770","546,493,905,790","529,785,547,060","502,911,642,720","543,959,058,380","492,099,335,200","476,835,037,560","470,908,110,800","556,047,065,940","457,050,955,820","469,446,911,800","468,982,039,680","498,813,340,070","455,398,494,300","467,388,666,510","446,526,757,360","475,423,580,600","422,854,146,880","396,640,499,600","388,633,452,693.57","365,544,074,245.44","370,535,908,150","384,078,896,640","360,163,439,860","519,557,280,318.2","344,697,839,460","368,921,725,770","354,163,129,946","548,434,206,910","355,724,013,676","363,530,899,420","350,145,732,654","562,883,043,747","351,215,866,318","325,314,065,976","318,286,829,168","489,794,907,868","295,264,059,895","276,405,704,812",,,,"250,690,548,952","224,322,066,606","399,410,204,360","229,566,452,430",,"229,413,790,765","410,261,816,100","226,099,860,435",,"228,614,712,942","445,875,500,172","238,530,851,616","264,930,509,696","260,406,848,700","471,290,650,475","253,179,429,322","254,559,942,624","251,533,581,216","470,431,083,375","245,057,198,790",,"248,009,981,475",,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"1,683,483,000,000","379,648,000,000","376,494,000,000","407,449,000,000","519,892,000,000","444,556,000,000","438,289,000,000","371,656,000,000","494,956,000,000","422,923,000,000","462,449,000,000","394,823,000,000","474,572,000,000","380,356,000,000","384,621,000,000","361,663,000,000","698,152,000,000","497,167,000,000","479,067,000,000","434,488,000,000","395,134,000,000","499,430,000,000","417,146,000,000","408,840,000,000","471,084,000,000","425,949,000,000","416,863,000,000","383,061,000,000","402,783,000,000","354,767,000,000","327,472,000,000","342,683,000,000","367,862,000,000","317,354,000,000","299,897,000,000","292,167,000,000","395,615,000,000","343,003,000,000","319,433,000,000","324,609,000,000","351,275,000,000","341,355,000,000","323,062,000,000","321,632,000,000","439,884,000,000","447,497,000,000","481,402,992,840","468,776,554,940","515,041,646,760","482,619,880,580","456,638,304,830","456,062,553,870","500,304,250,400","474,733,633,640","424,436,994,760","419,147,958,000","447,337,678,000","421,415,659,360","405,310,339,280","380,344,954,320","415,518,773,140","376,359,541,600","360,735,114,960","362,805,879,360","438,272,167,080","345,093,846,980","353,256,013,440","366,467,068,800","381,945,774,790","348,972,555,100","362,496,963,690","338,719,708,340","368,732,899,620","318,062,147,840","307,754,797,280","294,535,440,242.33","344,779,031,596.01","283,546,500,700","258,431,464,800","280,150,701,600","273,968,175,322.6","261,304,850,235","285,220,815,645","276,669,493,204","287,154,573,003","277,670,488,464","292,179,238,130","277,985,397,162","334,196,111,023","276,575,628,399","258,448,571,584","246,350,153,868","98,325,876,292","295,264,059,895","276,405,704,812",,,,"250,690,548,952","224,322,066,606","274,519,279,005","229,566,452,430",,"229,413,790,765","266,940,043,728","226,099,860,435",,"228,614,712,942","272,141,723,648","238,530,851,616","264,930,509,696","260,406,848,700","280,448,119,353","253,179,429,322","254,559,942,624","251,533,581,216","278,535,831,375","245,057,198,790",,"248,009,981,475",,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"327,472,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"811,397,000,000","234,744,000,000","175,382,000,000","169,852,000,000","231,419,000,000","200,848,000,000","184,240,000,000","190,398,000,000","219,013,000,000","186,619,000,000","171,951,000,000","174,273,000,000","222,171,000,000","176,299,000,000","127,395,000,000","165,564,000,000","195,126,000,000","167,371,000,000","148,663,000,000","145,342,000,000","132,958,000,000","167,779,000,000","162,291,000,000","143,134,000,000","183,853,000,000","157,520,000,000","151,095,000,000","141,662,000,000","155,632,000,000","138,527,000,000","140,112,000,000","125,999,000,000","147,516,000,000","134,419,000,000","127,673,000,000","110,210,000,000","123,826,000,000","124,110,000,000","121,380,000,000","118,275,000,000","137,994,000,000","112,267,000,000","111,501,000,000","101,592,000,000","140,076,000,000","149,348,000,000","136,166,155,800","137,319,457,530","156,323,203,630","147,647,258,510","139,850,504,220","141,511,173,210","163,917,291,610","143,086,717,060","128,535,007,590","116,468,162,100","137,957,718,390","124,960,136,660","124,361,739,040","122,566,688,400","128,337,679,040","115,842,399,800","116,099,922,600","108,102,231,440","117,882,137,470","111,957,108,840","116,190,898,360","102,634,731,360","116,630,813,110","106,544,718,150","104,891,702,820","107,926,569,030","106,690,680,980","104,660,350,800","88,885,702,320","94,098,012,451.24","105,603,372,660.61","86,989,407,450","86,504,256,000","80,012,738,260","78,957,583,195.2","83,392,989,225","83,700,910,125","77,493,636,742","85,764,570,837","78,053,525,212","71,351,661,290","72,160,335,492","74,196,002,684","74,640,237,919","66,865,494,392","71,936,675,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,143,175,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,143,175,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
