name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"12,890,000,000","12,890,000,000","12,924,000,000","12,075,000,000","11,735,000,000","12,200,000,000","12,296,000,000","11,230,000,000","10,259,000,000","10,239,000,000","10,046,000,000","7,805,000,000","7,149,000,000","8,654,000,000","8,140,000,000","7,484,000,000","7,245,000,000","6,042,000,000","5,575,000,000","4,744,000,000","6,261,000,000"
	TotalPremiumsEarned,"1,214,000,000","1,214,000,000","1,426,000,000","1,394,000,000","1,491,000,000","1,455,000,000","1,385,000,000","1,282,000,000","1,223,000,000","1,220,000,000","1,179,000,000","1,098,000,000","1,091,000,000","1,063,000,000","932,000,000","979,000,000","1,023,000,000",,,,
		NetPremiumsWritten,,,,,,,,,"1,223,000,000",,,,,,,,,,,,
			GrossPremiumsWritten,,,,,,,,,"1,445,000,000",,,,,,,,,,,,
			CededPremiums,,,,,,,,,"-222,000,000",,,,,,,,,,,,
	NetInvestmentIncome,"1,471,000,000","1,471,000,000","1,586,000,000","1,463,000,000","1,570,000,000","1,684,000,000","1,704,000,000","1,882,000,000","1,926,000,000","2,046,000,000","2,313,000,000","2,002,000,000","828,000,000",,,,,,,,
	NetRealizedGainLossOnInvestments,"-8,000,000","-8,000,000","10,000,000","46,000,000","6,000,000","4,000,000","37,000,000","7,000,000","7,000,000",,,,,,,,,,,,
	FeeRevenueAndOtherIncome,"10,213,000,000","10,213,000,000","9,902,000,000","9,172,000,000","8,668,000,000","9,057,000,000","9,170,000,000","8,059,000,000","7,103,000,000","6,973,000,000","6,554,000,000","4,705,000,000","5,230,000,000","7,591,000,000","7,208,000,000","6,505,000,000","6,222,000,000",,,,
		FeesAndCommissions,"8,934,000,000","8,934,000,000","8,653,000,000","8,162,000,000","7,573,000,000","7,797,000,000","7,704,000,000","7,024,000,000","6,308,000,000","6,110,000,000","5,669,000,000","4,124,000,000","4,464,000,000",,,,,,,,
		OtherIncomeExpense,"1,279,000,000","1,279,000,000","1,249,000,000","1,010,000,000","1,095,000,000","1,260,000,000","1,466,000,000","1,035,000,000","795,000,000","863,000,000","885,000,000","581,000,000","766,000,000","7,591,000,000","7,208,000,000","6,505,000,000","6,222,000,000",,,,
TotalExpenses,"10,658,000,000","10,658,000,000","10,440,000,000","9,861,000,000","10,143,000,000","10,058,000,000","9,749,000,000","9,260,000,000","9,021,000,000","8,854,000,000","8,452,000,000","6,885,000,000","7,520,000,000","7,638,000,000","7,343,000,000","6,739,000,000","6,072,000,000",,,,
	LossAdjustmentExpense,"2,576,000,000","2,576,000,000","2,302,000,000","2,233,000,000","2,646,000,000","2,261,000,000","1,982,000,000","1,954,000,000","1,846,000,000","1,557,000,000","1,757,000,000","1,342,000,000","1,125,000,000","1,274,000,000","930,000,000","880,000,000","828,000,000",,,,
		NetPolicyholderBenefitsAndClaims,"2,576,000,000","2,576,000,000","2,302,000,000","2,233,000,000","2,646,000,000","2,261,000,000","1,982,000,000","1,954,000,000","1,846,000,000","1,557,000,000","1,757,000,000","1,342,000,000","1,125,000,000","1,274,000,000","930,000,000","880,000,000","828,000,000",,,,
			PolicyholderBenefitsGross,"2,576,000,000","2,576,000,000","2,302,000,000","2,233,000,000","2,646,000,000","2,261,000,000","1,982,000,000","1,954,000,000","1,846,000,000","1,557,000,000","1,757,000,000",,,,,,,,,,
	PolicyholderInterest,"669,000,000","669,000,000","674,000,000","656,000,000","623,000,000","668,000,000","713,000,000","806,000,000","831,000,000","853,000,000","909,000,000",,,,,,,,,,
	PolicyAcquisitionExpense,"179,000,000","179,000,000","322,000,000","267,000,000","415,000,000","354,000,000","367,000,000","207,000,000","286,000,000",,"127,000,000",,,,,,,,,,
	SellingGeneralAndAdministration,"7,097,000,000","7,097,000,000","6,808,000,000","6,450,000,000","6,179,000,000","6,358,000,000","6,331,000,000","5,981,000,000","5,740,000,000","5,462,000,000","5,299,000,000","4,296,000,000","4,384,000,000","2,558,000,000","3,113,000,000","2,650,000,000","2,288,000,000",,,,
		GeneralAndAdministrativeExpense,"3,287,000,000","3,287,000,000","3,171,000,000","3,051,000,000","2,977,000,000","3,082,000,000","3,095,000,000","2,945,000,000","3,042,000,000",,,,,"2,558,000,000","3,113,000,000","2,650,000,000","2,288,000,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,"2,558,000,000","3,113,000,000","2,650,000,000","2,288,000,000",,,,
			OtherGandA,"3,287,000,000","3,287,000,000","3,171,000,000","3,051,000,000","2,977,000,000","3,082,000,000","3,095,000,000","2,945,000,000","3,042,000,000",,,,,,,,,,,,
		SellingAndMarketingExpense,"3,810,000,000","3,810,000,000","3,637,000,000","3,399,000,000","3,202,000,000","3,276,000,000","3,236,000,000","3,036,000,000","2,698,000,000",,,,,,,,,,,,
	DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,"933,000,000",,,,,,,,
		Amortization,,,,,,,,,,,,,"933,000,000",,,,,,,,
