name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"2,850,316,000","2,724,496,000","724,530,000","708,523,000","709,665,000","729,289,000","723,625,000","744,465,000","722,126,000","764,527,000","730,260,000","709,006,000","692,028,000","697,471,000","692,296,000","694,566,000","685,513,000","703,743,000","648,064,000","640,277,000","665,526,000","644,210,000","596,637,000","589,707,000","584,146,000","569,987,000","549,493,000","540,587,000","536,634,000","530,741,000","519,353,000","522,405,000","505,521,000","499,833,000","490,819,000","476,027,000","449,430,000","428,515,000","409,326,000","406,830,000","398,471,000","391,118,000","367,590,000","367,075,000","385,439,000","425,229,000","434,306,000","419,043,000","399,049,000","398,589,000","391,264,000","374,119,000","357,382,000","358,027,000","350,584,000","342,455,000","331,995,000","313,350,000","307,809,000","312,403,000","324,893,000","311,184,000","300,881,000","296,151,000","287,347,000","258,819,000","237,041,000","217,324,000","213,858,000","218,702,000","214,836,000","192,706,000","178,823,000","185,296,000","184,033,000","182,990,000","188,161,000","187,594,000","191,270,000","180,249,000","182,200,000","191,200,000","184,600,000","180,300,000","189,900,000","195,500,000","183,400,000","170,400,000","170,600,000","164,200,000","166,800,000","164,800,000","165,600,000","185,400,000","183,100,000","186,900,000","185,400,000","188,200,000","189,800,000","172,900,000","170,200,000","171,800,000","173,900,000","173,000,000","171,000,000","169,000,000","171,300,000","168,300,000","166,600,000","176,700,000","174,500,000","161,600,000","155,600,000","154,900,000","149,100,000","146,400,000","152,400,000","151,300,000","141,200,000","134,700,000","131,400,000","123,400,000","119,800,000","121,100,000","118,400,000","98,500,000","93,900,000"
	CurrentAssets,"715,972,000","724,562,000","412,179,000","391,313,000","418,510,000","427,917,000","421,923,000","429,300,000","406,586,000","441,855,000","409,698,000","394,876,000","376,468,000","394,113,000","382,725,000","381,349,000","365,853,000","390,017,000","350,854,000","340,198,000","351,518,000","353,555,000","345,960,000","340,144,000","328,847,000","314,069,000","292,396,000","284,147,000","277,810,000","281,060,000","277,363,000","274,040,000","259,549,000","262,605,000","253,674,000","238,641,000","215,482,000","217,025,000","210,194,000","203,201,000","198,898,000","188,492,000","171,828,000","176,279,000","200,826,000","237,863,000","234,170,000","221,416,000","213,501,000","215,578,000","209,752,000","197,254,000","186,241,000","187,299,000","179,161,000","173,855,000","165,993,000","164,391,000","157,858,000","159,468,000","171,187,000","167,926,000","158,553,000","152,991,000","143,524,000","134,509,000","123,451,000","107,153,000","103,673,000","112,389,000","107,355,000","95,312,000","92,087,000","102,839,000","101,929,000","99,276,000","103,181,000","103,047,000","103,769,000","95,103,000","96,200,000","105,000,000","96,300,000","93,500,000","96,100,000","107,800,000","97,700,000","98,900,000","98,100,000","90,000,000","90,800,000","87,900,000","86,600,000","97,000,000","89,800,000","91,600,000","86,700,000","89,400,000","92,000,000","82,300,000","83,400,000","84,800,000","82,800,000","82,300,000","84,400,000","82,500,000","80,500,000","87,500,000","85,600,000","97,100,000","95,400,000","83,300,000","82,700,000","84,500,000","80,600,000","81,000,000","84,800,000","89,500,000","83,700,000","78,900,000","75,400,000","71,300,000","68,900,000","69,300,000","66,600,000","58,500,000","57,500,000"
		CashCashEquivalentsAndShortTermInvestments,"123,524,000","128,161,000","86,355,000","71,960,000","104,147,000","99,810,000","90,220,000","92,581,000","89,879,000","109,088,000","98,821,000","90,593,000","88,818,000","99,024,000","96,245,000","94,374,000","81,053,000","96,155,000","65,784,000","64,338,000","64,731,000","64,221,000","60,232,000","60,450,000","68,492,000","53,945,000","38,546,000","35,256,000","32,547,000","30,172,000","25,252,000","18,964,000","16,909,000","20,579,000","23,541,000","23,564,000","25,766,000","27,149,000","27,606,000","24,820,000","25,051,000","25,369,000","24,605,000","17,977,000","20,892,000","24,066,000","22,170,000","20,527,000","20,195,000","24,224,000","14,517,000","10,787,000","16,062,000","15,785,000","12,111,000","9,605,000","16,121,000","13,109,000","17,107,000","18,098,000","29,078,000","29,948,000","24,470,000","22,894,000","21,915,000","17,981,000","15,098,000","12,044,000","13,857,000","23,044,000","18,316,000","15,918,000","20,549,000","20,043,000","18,943,000","17,004,000","16,552,000","15,292,000","14,932,000","9,379,000","8,700,000","11,700,000","10,600,000","9,000,000","10,200,000","11,800,000","8,900,000","14,100,000","18,400,000","9,900,000","7,400,000","9,900,000","8,500,000","15,700,000","10,400,000","9,500,000","7,200,000","6,800,000","8,100,000","5,600,000","11,300,000","12,400,000","10,700,000","15,400,000","19,300,000","16,100,000","14,300,000","25,700,000","24,400,000","26,400,000","25,400,000","17,600,000","21,000,000","24,700,000","21,600,000","21,700,000","18,000,000","24,000,000","20,700,000","19,600,000","17,500,000","13,700,000","11,200,000","20,500,000","22,600,000","23,900,000","22,100,000"
			CashAndCashEquivalents,"123,524,000","128,161,000","86,355,000","71,960,000","104,147,000","99,810,000","90,220,000","92,581,000","89,879,000","109,088,000","98,821,000","90,593,000","88,818,000","99,024,000","96,245,000","94,374,000","81,053,000","96,155,000","65,784,000","64,338,000","64,731,000","64,221,000","60,232,000","60,450,000","68,492,000","53,945,000","38,546,000","35,256,000","32,547,000","30,172,000","25,252,000","18,964,000","16,909,000","20,579,000","23,541,000","23,564,000","25,766,000","27,149,000","27,606,000","24,820,000","25,051,000","25,369,000","24,605,000","17,977,000","20,892,000","24,066,000","22,170,000","20,527,000","20,195,000","24,224,000","14,517,000","10,787,000","16,062,000","15,785,000","12,111,000","9,605,000","16,121,000","13,109,000","17,107,000","18,098,000","29,078,000","29,948,000","24,470,000","22,894,000","21,915,000","17,981,000","15,098,000","12,044,000","13,857,000","23,044,000","18,316,000","15,918,000","20,549,000","20,043,000","18,943,000","17,004,000","16,552,000","15,292,000","14,932,000","9,379,000","8,700,000","11,700,000","10,600,000","9,000,000","10,200,000","11,800,000","8,900,000","14,100,000","18,400,000","9,900,000","7,400,000","9,900,000","8,500,000","15,700,000","10,400,000","9,500,000","7,200,000","6,800,000","8,100,000","5,600,000","11,300,000","12,400,000","10,700,000","15,400,000","19,300,000","16,100,000","14,300,000","25,700,000","24,400,000","26,400,000","25,400,000","17,600,000","21,000,000","24,700,000","21,600,000","21,700,000","18,000,000","24,000,000","20,700,000","19,600,000","17,500,000","13,700,000","11,200,000","20,500,000","22,600,000","23,900,000","22,100,000"
		Receivables,"375,982,000","370,725,000","210,347,000","208,003,000","202,139,000","214,056,000","213,548,000","218,058,000","208,358,000","218,243,000","201,529,000","201,929,000","195,225,000","193,805,000","184,306,000","188,218,000","188,297,000","194,852,000","187,415,000","180,402,000","189,484,000","188,982,000","186,323,000","178,945,000","165,629,000","166,584,000","162,105,000","157,163,000","154,197,000","155,878,000","156,424,000","162,464,000","150,676,000","147,414,000","137,402,000","130,948,000","116,266,000","117,238,000","114,595,000","110,587,000","108,793,000","100,926,000","86,675,000","89,575,000","98,702,000","119,538,000","121,599,000","120,273,000","118,135,000","118,217,000","124,652,000","118,834,000","107,340,000","106,657,000","105,341,000","101,524,000","93,943,000","93,030,000","86,738,000","89,728,000","87,527,000","85,098,000","81,791,000","82,063,000","78,121,000","73,953,000","67,964,000","54,911,000","53,353,000","54,583,000","55,828,000","50,834,000","44,787,000","52,988,000","54,895,000","53,184,000","54,401,000","56,933,000","58,529,000","55,024,000","55,100,000","56,300,000","53,700,000","52,700,000","52,400,000","56,100,000","52,000,000","49,700,000","48,600,000","47,200,000","46,400,000","45,000,000","45,600,000","51,400,000","50,200,000","50,100,000","47,000,000","50,300,000","51,300,000","49,000,000","43,800,000","41,600,000","43,500,000","40,600,000","37,100,000","40,900,000","40,800,000","39,500,000","37,500,000","44,200,000","43,400,000","40,500,000","35,100,000","35,700,000","37,100,000","34,900,000","36,300,000","38,300,000","36,100,000","34,200,000","33,300,000","33,300,000","32,500,000","30,000,000","27,800,000","21,600,000","22,900,000"
			AccountsReceivable,"375,982,000","370,725,000","210,347,000","208,003,000","202,139,000","214,056,000","213,548,000","218,058,000","208,358,000","218,243,000","201,529,000","201,929,000","195,225,000","193,805,000","184,306,000","188,218,000","188,297,000","194,852,000","187,415,000","180,402,000","189,484,000","188,982,000","186,323,000","178,945,000","165,629,000","166,584,000","162,105,000","157,163,000","154,197,000","155,878,000","156,424,000","162,464,000","150,676,000","147,414,000","137,402,000","130,948,000","116,266,000","117,238,000","114,595,000","110,587,000","108,793,000","100,926,000","86,675,000","89,575,000","98,702,000","119,538,000","121,599,000","120,273,000","118,135,000","118,217,000","124,652,000","118,834,000","107,340,000","106,657,000","105,341,000","101,524,000","93,943,000","93,030,000","86,738,000","89,728,000","87,527,000","85,098,000","81,791,000","82,063,000","78,121,000","73,953,000","67,964,000","54,911,000","53,353,000","54,583,000","55,828,000","50,834,000","44,787,000","52,988,000","54,895,000","53,184,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"387,698,000",,,,"207,326,000",,,,"213,815,000",,,,"202,445,000",,,,"196,115,000",,,,"195,982,000",,,,"172,762,000",,,,"160,596,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-11,716,000",,,,"-5,187,000",,,,"-5,457,000",,,,"-7,220,000",,,,"-7,818,000",,,,"-6,498,000",,,,"-7,133,000",,,,"-6,399,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"174,950,000","174,386,000","94,485,000","92,947,000","94,090,000","96,605,000","95,930,000","96,296,000","87,221,000","90,252,000","87,882,000","87,117,000","77,082,000","79,660,000","78,269,000","78,220,000","75,099,000","78,533,000","77,041,000","77,176,000","77,708,000","80,534,000","79,272,000","78,014,000","71,557,000","76,670,000","74,023,000","73,965,000","72,471,000","76,434,000","77,678,000","75,588,000","74,758,000","78,868,000","76,699,000","70,230,000","60,841,000","58,807,000","54,844,000","54,458,000","50,040,000","47,163,000","43,405,000","46,285,000","57,419,000","67,577,000","66,560,000","64,559,000","60,738,000","57,908,000","57,379,000","55,420,000","51,984,000","51,533,000","48,934,000","50,185,000","45,818,000","43,406,000","41,058,000","39,034,000","41,298,000","37,548,000","37,850,000","33,969,000","32,211,000","30,361,000","28,091,000","25,669,000","23,636,000","22,606,000","20,617,000","18,114,000","18,785,000","20,085,000","19,874,000","20,825,000","22,716,000","22,831,000","21,443,000","22,338,000","23,400,000","23,300,000","21,700,000","21,800,000","24,500,000","26,500,000","25,200,000","24,500,000","21,700,000","21,000,000","19,900,000","20,000,000","21,000,000","20,000,000","19,200,000","20,900,000","21,700,000","21,100,000","20,700,000","19,600,000","17,900,000","19,100,000","19,200,000","17,500,000","17,600,000","16,900,000","17,400,000","17,300,000","17,700,000","18,700,000","19,300,000","18,800,000","17,100,000","17,500,000","16,000,000","17,900,000","18,700,000","17,900,000","17,300,000","16,300,000","16,600,000","15,800,000","16,200,000","15,700,000","13,300,000","10,700,000","10,200,000"
			RawMaterials,"82,058,000","82,254,000","48,170,000","46,337,000","48,134,000","49,913,000","48,247,000","48,362,000","44,439,000","44,300,000","42,684,000","41,938,000","37,772,000","38,427,000","38,268,000","37,322,000","36,876,000","38,585,000","38,050,000","37,453,000","37,961,000","40,348,000","39,586,000","39,573,000","37,063,000","40,599,000","39,363,000","40,100,000","40,417,000","42,733,000","43,565,000","44,711,000","41,771,000","44,718,000","43,580,000","37,559,000","31,909,000","30,437,000","28,409,000","27,371,000","23,495,000","22,392,000","20,425,000","21,489,000","27,401,000","30,043,000","27,893,000","25,880,000","24,447,000","23,392,000","23,892,000","23,800,000","21,589,000","20,064,000","19,664,000","21,119,000","20,016,000","18,876,000","18,083,000","17,380,000","18,989,000","17,437,000","18,781,000","15,707,000","14,691,000","14,619,000","13,352,000","12,996,000","11,342,000","11,389,000","10,868,000","9,506,000",,"9,968,000","9,523,000","10,274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
