name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"8,607,114,000","9,856,214,000","9,995,696,000","9,838,066,000","9,554,147,000","9,391,363,000","9,256,911,000","9,139,443,000","8,940,648,000","8,793,198,000","8,049,433,000","8,085,602,000","6,664,129,000","3,938,782,000","3,756,472,000","3,290,194,000","2,456,534,000","2,514,192,000","2,321,271,000","2,075,762,000","2,080,996,000","2,051,079,000","1,795,942,000","1,746,231,000","857,485,000","742,556,000"
	CurrentAssets,"809,192,000","398,373,000","451,584,000","395,704,000","317,567,000","540,712,000","419,834,000","594,525,000","750,046,000","919,486,000","474,367,000","727,046,000","2,209,176,000","299,488,000","692,491,000","590,799,000","172,541,000","488,326,000","233,116,000","102,361,000","148,702,000","204,161,000","224,633,000","629,879,000","152,807,000","137,326,000"
		CashCashEquivalentsAndShortTermInvestments,"45,274,000","20,739,000","4,660,000","64,099,000","10,380,000","163,216,000","167,820,000","301,406,000","500,107,000","703,472,000","242,547,000","502,616,000","1,916,514,000","133,379,000","571,762,000","441,024,000","28,310,000","343,084,000","123,118,000","21,098,000","27,236,000","50,550,000","132,759,000","523,519,000","2,398,000","19,393,000"
			CashAndCashEquivalents,"45,274,000","20,739,000","4,660,000","64,099,000","10,380,000","163,216,000","167,820,000","201,702,000","350,762,000","554,189,000","242,547,000","502,616,000","1,916,514,000","133,379,000","571,762,000","441,024,000","28,310,000","343,084,000","123,118,000","21,098,000","27,236,000","50,550,000","132,759,000","523,519,000","2,398,000","19,393,000"
			OtherShortTermInvestments,,,,,,"0","0","99,704,000","149,345,000","149,283,000",,,,,,,,,,,,,,,,
		Receivables,"177,538,000","241,184,000","220,298,000","190,082,000","215,242,000","175,143,000","210,558,000","208,555,000","208,846,000","165,709,000","126,872,000","94,663,000","79,084,000","72,162,000","59,724,000","89,354,000","52,197,000","36,607,000","44,457,000","42,268,000","58,016,000","64,385,000","75,472,000","90,277,000","137,768,000","106,733,000"
			AccountsReceivable,"126,917,000","192,216,000","176,261,000","158,917,000","176,381,000","138,987,000","179,827,000","178,593,000","159,314,000","123,147,000","94,790,000","76,621,000","70,640,000","59,174,000","45,685,000","47,764,000","26,195,000","21,219,000","23,194,000","26,219,000","19,672,000","22,700,000","38,096,000","36,864,000","24,892,000","15,202,000"
			DuefromRelatedPartiesCurrent,"50,621,000","48,968,000","44,037,000","31,165,000","38,861,000","36,156,000","30,731,000","29,962,000","49,532,000","42,562,000","32,082,000","18,042,000","8,444,000","12,988,000","14,039,000","41,590,000","26,002,000","15,388,000","21,263,000","16,049,000","38,344,000","41,685,000","37,376,000","53,413,000","112,876,000","91,531,000"
		Inventory,,,,,,,,,,,,,,,,,,"0","0","0","4,342,000","3,767,000","4,015,000","3,865,000","3,482,000","3,078,000"
			RawMaterials,,,,,,,,,,,,,,,,,,"0","0","0","4,342,000","3,767,000","4,015,000","3,865,000","3,482,000","3,078,000"
		RestrictedCash,,,,,,,,,,"0","4,448,000","3,889,000","3,529,000","3,290,000","2,755,000","2,158,000","1,607,000","1,139,000",,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,"1,335,000","6,843,000",,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,"1,335,000","6,843,000",,
		AssetsHeldForSaleCurrent,,,,,,"0","0",,"0","1,790,000",,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"529,431,000","127,632,000","216,525,000","134,103,000","82,327,000","191,297,000","30,394,000","42,780,000","34,563,000","41,957,000","94,709,000","117,825,000","67,036,000","39,708,000","32,537,000","27,662,000","72,081,000","83,262,000","58,404,000","33,393,000","54,512,000","80,911,000","9,520,000","3,213,000","8,138,000","6,999,000"
		OtherCurrentAssets,"56,949,000","8,818,000","10,101,000","7,420,000","9,618,000","11,056,000","11,062,000","41,784,000","6,530,000","6,558,000","5,791,000","8,053,000","143,013,000","50,949,000","25,713,000","30,601,000","18,346,000","24,234,000","7,137,000","5,602,000","4,596,000","4,548,000","1,532,000","2,162,000","1,021,000","1,123,000"
	TotalNonCurrentAssets,"7,797,922,000","9,457,841,000","9,544,112,000","9,442,362,000","9,236,580,000","8,850,651,000","8,837,077,000","8,544,918,000","8,190,602,000","7,873,712,000","7,575,066,000","7,358,556,000","4,454,953,000","3,639,294,000","3,063,981,000","2,699,395,000","2,283,993,000","2,025,866,000","2,088,155,000","1,973,401,000","1,932,294,000","1,846,918,000","1,571,309,000","1,116,352,000","704,678,000","605,230,000"
		NetPPE,"7,698,157,000","9,452,996,000","9,483,411,000","9,395,803,000","9,199,647,000","8,823,887,000","8,816,063,000","8,506,588,000","8,157,324,000","7,835,442,000","7,505,275,000","7,239,390,000","4,340,125,000","3,616,560,000","3,032,568,000","2,675,114,000","2,259,252,000","1,985,753,000","2,031,008,000","1,926,901,000","1,869,714,000","1,760,862,000","1,520,114,000","1,080,460,000","670,487,000","586,883,000"
			GrossPPE,"7,698,157,000","11,620,510,000","11,369,284,000","11,085,701,000","10,702,835,000","10,154,908,000","10,070,956,000","9,612,522,000","9,123,750,000","8,682,429,000","8,259,335,000","7,898,883,000","4,929,156,000","4,136,799,000","3,495,099,000","3,071,761,000","2,606,378,000","2,283,414,000","2,289,721,000","2,139,605,000","2,037,984,000","1,891,793,000","1,615,645,000","1,155,620,000","725,202,000","623,205,000"
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,"1,189,000",,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,"2,660,000",,,,
