name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalRevenue,"2,065,363,000","2,042,224,000","1,822,647,000","1,447,810,000","1,297,772,000","1,298,589,000","1,274,407,000","1,165,297,000","1,025,119,000","3,410,611,000","3,023,079,000","2,648,583,000","3,000,791,000","2,593,757,000","1,614,532,000","1,404,932,000"
	NetInterestIncome,"-82,874,000","-83,493,000","-84,813,000","-82,552,000","-75,196,000","-39,944,000","-32,556,000","-33,559,000","-36,084,000","-48,699,000","-70,600,000","-80,377,000","-81,874,000","-87,140,000","-97,002,000","15,355,000"
		InterestIncome,"43,729,000","46,508,000","40,210,000","24,473,000","21,282,000","19,192,000","18,982,000","17,887,000","18,742,000","20,065,000","19,807,000","20,545,000","34,465,000","36,708,000","28,402,000","17,719,000"
		InterestExpense,"126,603,000","130,001,000","125,023,000","107,025,000","96,478,000","59,136,000","51,538,000","51,446,000","54,826,000","68,764,000","90,407,000","100,922,000","116,339,000","123,848,000","125,404,000","2,364,000"
			InterestExpenseForLongTermDebtAndCapitalSecurities,,,,,,,,,,,,"100,922,000","115,558,000","122,817,000","125,103,000","1,388,000"
			OtherInterestExpense,,,,,,,,,,,,,"781,000","1,031,000","301,000","976,000"
	NonInterestIncome,"2,148,237,000","2,125,717,000","1,907,460,000","1,530,362,000","1,372,968,000","1,338,533,000","1,306,963,000","1,198,856,000","1,061,203,000","3,459,310,000","3,093,679,000","2,728,960,000","3,082,665,000","2,680,897,000","1,711,534,000","1,389,577,000"
		FeesAndCommissions,"1,672,964,000","1,588,624,000","1,444,972,000","1,061,758,000","928,458,000","905,657,000","885,331,000","771,793,000","704,931,000","3,433,839,000","3,072,691,000","2,710,261,000","3,063,552,000","2,654,762,000","1,693,407,000","1,377,872,000"
			FeesandCommissionIncome,"5,197,572,000","5,041,255,000","4,685,702,000","3,788,404,000","3,583,591,000","3,822,986,000","3,933,048,000","3,695,908,000","3,286,074,000","3,433,839,000","3,072,691,000","2,710,261,000","3,063,552,000","2,654,762,000","1,693,407,000","1,377,872,000"
				ServiceChargeOnDepositorAccounts,"2,107,958,000","1,982,869,000","1,793,493,000","1,409,247,000","1,289,681,000","1,352,454,000","1,337,959,000","1,187,352,000","1,062,490,000",,,,,,,
