name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007
TotalRevenue,"2,133,576,000","2,100,829,000","1,937,328,000","1,715,967,000","1,537,964,000","1,418,362,000","1,340,030,000","1,267,448,000","1,190,715,000","1,103,093,000","1,361,863,000","2,220,401,000","2,196,944,000","2,390,338,000"
	TotalPremiumsEarned,"1,212,458,000","1,184,137,000","1,085,940,000","961,338,000","843,709,000","750,224,000","684,515,000","657,911,000","604,222,000","526,392,000","730,707,000","1,502,027,000","1,463,718,000","1,467,762,000"
		NetPremiumsWritten,"1,212,458,000","1,184,137,000","1,085,940,000","961,338,000","843,709,000","750,224,000","684,515,000","657,911,000","604,222,000","526,392,000","730,707,000","1,502,027,000","1,463,718,000","1,467,762,000"
			GrossPremiumsWritten,"2,779,217,000","2,753,866,000","2,667,104,000","2,562,109,000","2,444,268,000","2,345,444,000","2,301,332,000","2,302,069,000","2,267,975,000","2,229,467,000","2,181,074,000","2,112,781,000","2,092,792,000","2,003,595,000"
			CededPremiums,"-1,566,759,000","-1,569,729,000","-1,581,164,000","-1,600,771,000","-1,600,559,000","-1,595,220,000","-1,616,817,000","-1,644,158,000","-1,663,753,000","-1,703,075,000","-1,450,367,000","-610,754,000","-629,074,000","-535,833,000"
	NetInvestmentIncome,"132,959,000","142,145,000","119,250,000","104,329,000","97,905,000","82,522,000","82,961,000","89,473,000","100,387,000","108,601,000","165,111,000","351,326,000","314,035,000","328,609,000"
	NetRealizedGainLossOnInvestments,"-4,366,000","5,218,000","-2,456,000","2,892,000","4,088,000","5,297,000","3,251,000","5,525,000","11,799,000","6,440,000","34,145,000","-21,970,000","-103,480,000","6,527,000"
	FeeRevenueAndOtherIncome,"792,525,000","769,329,000","734,594,000","647,408,000","592,262,000","580,319,000","569,303,000","514,539,000","474,307,000","461,660,000","431,900,000","389,018,000","522,671,000","587,440,000"
		FeesAndCommissions,"736,558,000","713,804,000","677,607,000","591,317,000","541,686,000","537,146,000","527,166,000","471,808,000","427,775,000","412,979,000","382,940,000","335,986,000","466,484,000","545,584,000"
		OtherIncomeExpense,"55,967,000","55,525,000","56,987,000","56,091,000","50,576,000","43,173,000","42,137,000","42,731,000","46,532,000","48,681,000","48,960,000","53,032,000","56,187,000","41,856,000"
TotalExpenses,"1,664,287,000","1,623,718,000","1,521,244,000","1,336,447,000","1,200,369,000","1,127,381,000","1,064,308,000","1,016,250,000","923,827,000","827,249,000","962,720,000","1,460,446,000","1,843,908,000","1,477,166,000"
	LossAdjustmentExpense,"690,473,000","672,637,000","625,739,000","563,299,000","500,003,000","462,336,000","426,869,000","410,133,000","375,288,000","242,696,000","317,703,000",,,
		NetPolicyholderBenefitsAndClaims,"690,473,000","672,637,000","625,739,000","563,299,000","500,003,000","462,336,000","426,869,000","410,133,000","375,288,000","242,696,000","317,703,000",,,
	PolicyAcquisitionExpense,"260,235,000","254,552,000","239,730,000","209,399,000","180,582,000","157,727,000","144,378,000","129,183,000","118,598,000","119,348,000","168,035,000",,,
	UnderwritingExpenses,,,,,,,,,,"61,109,000","75,503,000",,,
	FeesandCommissionExpense,"396,282,000","382,249,000","359,874,000","319,096,000","290,598,000","291,233,000","284,128,000","254,708,000","232,124,000",,,,,
	SellingGeneralAndAdministration,,,,,,,,,,"210,603,000","199,828,000","946,177,000","1,351,653,000","1,019,472,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,"749,033,000","1,079,701,000","694,948,000"
			OtherGandA,,,,,,,,,,,,"749,033,000","1,079,701,000","694,948,000"
