name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"271,726,000,000","59,650,000,000","71,109,000,000","68,291,000,000","72,676,000,000","66,321,000,000","75,677,000,000","79,468,000,000","75,439,000,000","68,172,000,000","67,816,000,000","60,018,000,000","57,366,000,000","55,863,000,000","51,007,000,000","47,047,000,000","47,276,000,000","38,512,000,000","49,172,000,000","54,730,000,000","93,957,000,000","54,196,000,000","73,997,000,000","93,904,000,000","93,957,000,000","91,710,000,000","93,717,000,000","96,601,000,000","94,711,000,000","94,107,000,000","95,323,000,000","91,201,000,000","94,083,000,000","94,973,000,000","94,818,000,000","96,173,000,000","102,139,000,000","85,329,000,000","75,797,000,000","72,031,000,000","74,900,000,000","74,379,000,000","74,869,000,000","66,420,000,000","56,039,000,000","48,004,000,000","66,034,000,000","103,367,000,000","110,903,000,000","87,745,000,000","84,438,000,000","71,334,000,000","73,083,000,000","61,307,000,000","66,642,000,000","73,002,000,000","73,170,000,000","63,288,000,000",,"67,991,000,000","59,268,000,000","55,509,000,000","83,246,000,000","66,690,000,000","71,068,000,000","68,969,000,000","54,010,000,000","58,250,000,000","54,426,000,000","40,606,060,000","96,691,877,000","29,582,099,000","26,962,474,000","25,484,550,000","80,728,853,000","26,779,108,000","34,767,998,000","31,942,041,000","78,058,619,000","29,796,631,000","22,836,350,000","17,370,400,000","27,950,000,000","21,958,000,000","19,016,000,000","14,642,000,000","35,860,000,000","10,940,000,000","10,296,000,000","13,941,000,000","56,590,560,000","16,514,000,000","17,609,000,000","19,501,000,000","-4,069,000,000","17,135,000,000","15,820,000,000","15,845,000,000","-6,391,000,000","14,232,000,000","14,172,700,000","14,172,700,000","-3,912,000,000","12,527,000,000","12,527,000,000","11,974,000,000","-5,157,000,000","12,984,000,000","13,645,000,000","13,478,000,000","-9,755,000,000","14,481,000,000","15,513,500,000","13,514,800,000","-9,467,000,000","13,352,000,000","11,548,600,000","14,227,500,000","-7,095,000,000","14,596,000,000","12,696,000,000","14,049,700,000","-5,283,500,000","12,240,200,000","10,876,500,000","10,876,500,000","19,285,100,000","2,256,800,000","1,121,400,000","1,121,300,000","-5,391,400,000","11,493,900,000","10,932,700,000","11,114,200,000","-3,770,400,000","9,255,200,000","9,574,200,000","12,210,000,000","-1,729,200,000","15,574,700,000"
	OperatingRevenue,"271,726,000,000","59,650,000,000","71,109,000,000","68,291,000,000","72,676,000,000","66,321,000,000","75,677,000,000","79,468,000,000","75,439,000,000","68,172,000,000","67,816,000,000","60,018,000,000","57,366,000,000","55,863,000,000","51,007,000,000","47,047,000,000","47,276,000,000","38,512,000,000","49,172,000,000","54,730,000,000","93,957,000,000","54,196,000,000","73,997,000,000","93,904,000,000","93,957,000,000","91,710,000,000","93,717,000,000","96,601,000,000","94,711,000,000","94,107,000,000","95,323,000,000","91,201,000,000","94,083,000,000","94,973,000,000","94,818,000,000","96,173,000,000","102,139,000,000","85,329,000,000","75,797,000,000","72,031,000,000","74,900,000,000","74,379,000,000","74,869,000,000","66,420,000,000","56,039,000,000","48,004,000,000","66,034,000,000","103,367,000,000","110,903,000,000","87,745,000,000","84,438,000,000","71,334,000,000","73,083,000,000","61,307,000,000","66,642,000,000","73,002,000,000","73,170,000,000","63,288,000,000",,"67,991,000,000","59,268,000,000","55,509,000,000","83,246,000,000","66,690,000,000","71,068,000,000","68,969,000,000","54,010,000,000","58,250,000,000","54,426,000,000","40,606,060,000","96,691,877,000","29,582,099,000","26,962,474,000","25,484,550,000","80,728,853,000","26,779,108,000","34,767,998,000","31,942,041,000","78,058,619,000","29,796,631,000","22,836,350,000","17,370,400,000","27,950,000,000","21,958,000,000","19,016,000,000","14,642,000,000","35,860,000,000","10,940,000,000","10,296,000,000","13,941,000,000","56,590,560,000","16,514,000,000","17,609,000,000","19,501,000,000","-4,069,000,000","17,135,000,000","15,820,000,000","15,845,000,000","-6,391,000,000","14,232,000,000","14,172,700,000","14,172,700,000","-3,912,000,000","12,527,000,000","12,527,000,000","11,974,000,000","-5,157,000,000","12,984,000,000","13,645,000,000","13,478,000,000","-9,755,000,000","14,481,000,000","15,513,500,000","13,514,800,000","-9,467,000,000","13,352,000,000","11,548,600,000","14,227,500,000","-7,095,000,000","14,596,000,000","12,696,000,000","14,049,700,000","-5,283,500,000","12,240,200,000","10,876,500,000","10,876,500,000","19,285,100,000","2,256,800,000","1,121,400,000","1,121,300,000","-5,391,400,000","11,493,900,000","10,932,700,000","11,114,200,000","-3,770,400,000","9,255,200,000","9,574,200,000","12,210,000,000","-1,729,200,000","15,574,700,000"
CostOfRevenue,"251,540,000,000","59,239,000,000","64,099,000,000","62,169,000,000","66,033,000,000","58,513,000,000","69,365,000,000","70,981,000,000","68,281,000,000","61,249,000,000","64,060,000,000","50,344,000,000","48,663,000,000","46,698,000,000","48,319,000,000","40,710,000,000","43,456,000,000","36,866,000,000","47,485,000,000","47,708,000,000","82,332,000,000","45,298,000,000","67,825,000,000","82,798,000,000","82,332,000,000","79,285,000,000","87,444,000,000","88,183,000,000","87,087,000,000","80,524,000,000","92,210,000,000","77,153,000,000","85,238,000,000","80,710,000,000","77,491,000,000","83,655,000,000","86,837,000,000","70,060,000,000","67,385,000,000","66,275,000,000","93,753,000,000","58,657,000,000","57,325,000,000","53,379,000,000","42,677,000,000","37,345,000,000","52,375,000,000","86,669,000,000","87,206,000,000","70,797,000,000","62,164,000,000","60,602,000,000","56,414,000,000","48,412,000,000","48,487,000,000","55,057,000,000","56,400,000,000","49,036,000,000",,"52,352,000,000","44,809,000,000","41,143,000,000",,"53,900,000,000","58,854,000,000",,,"50,430,000,000","47,556,000,000",,,,,,,,,,,,,,"22,102,000,000","16,590,000,000","14,291,000,000","11,911,000,000",,,,,,,,,,,,,,,"12,795,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"20,186,000,000","411,000,000","7,010,000,000","6,122,000,000","6,643,000,000","7,808,000,000","6,312,000,000","8,487,000,000","7,158,000,000","6,923,000,000","3,756,000,000","9,674,000,000","8,703,000,000","9,165,000,000","2,688,000,000","6,337,000,000","3,820,000,000","1,646,000,000","1,687,000,000","7,022,000,000","11,625,000,000","8,898,000,000","6,172,000,000","11,106,000,000","11,625,000,000","12,425,000,000","6,273,000,000","8,418,000,000","7,624,000,000","13,583,000,000","3,113,000,000","14,048,000,000","8,845,000,000","14,263,000,000","17,327,000,000","12,518,000,000","15,302,000,000","15,269,000,000","8,412,000,000","5,756,000,000","-18,853,000,000","15,722,000,000","17,544,000,000","13,041,000,000","13,362,000,000","10,659,000,000","13,659,000,000","16,698,000,000","23,697,000,000","16,948,000,000","22,274,000,000","10,732,000,000","16,669,000,000","12,895,000,000","18,155,000,000","17,945,000,000","16,770,000,000","14,252,000,000",,"15,639,000,000","14,459,000,000","14,366,000,000",,"12,790,000,000","12,214,000,000",,,"7,820,000,000","6,870,000,000",,,,,,,,,,,,,,"5,848,000,000","5,368,000,000","4,725,000,000","2,731,000,000",,,,,,,,,,,,,,,"1,377,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"11,142,000,000","2,886,000,000","3,262,000,000","2,833,000,000","2,792,000,000","3,134,000,000","4,112,000,000","3,111,000,000","3,093,000,000","3,308,000,000","3,502,000,000","6,835,000,000","7,183,000,000","7,060,000,000","3,006,000,000","6,947,000,000","6,684,000,000","2,712,000,000","4,005,000,000","6,792,000,000","7,218,000,000","6,988,000,000","8,387,000,000","8,116,000,000","7,250,000,000","7,738,000,000","2,946,000,000","3,922,000,000","3,657,000,000","6,473,000,000","6,843,000,000","7,117,000,000","6,706,000,000","6,596,000,000","7,234,000,000","6,440,000,000","6,798,000,000","6,141,000,000","6,188,000,000","6,081,000,000","6,303,000,000","5,990,000,000","6,844,000,000","6,789,000,000","6,575,000,000","6,105,000,000","14,868,000,000","6,679,000,000","9,026,000,000","6,147,000,000","8,981,000,000","5,538,000,000","6,927,000,000","7,600,000,000","8,317,000,000","7,026,000,000","6,680,000,000","5,913,000,000",,"5,485,000,000","5,954,000,000","5,936,000,000","-171,923,000,000","6,141,000,000","5,632,000,000","63,053,000,000","-152,902,000,000","4,068,000,000","3,590,000,000","37,363,826,000","-64,934,563,000","28,571,793,000","24,925,445,000","24,039,325,000","-72,624,373,000","24,560,188,000","31,210,057,000","28,093,128,000","-42,571,420,000","26,489,877,000","19,838,062,000","14,887,481,000","3,457,000,000","2,983,000,000","3,060,000,000","1,850,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"10,974,000,000","2,684,000,000","2,996,000,000","2,648,000,000","2,646,000,000","2,767,000,000","3,655,000,000","2,801,000,000","2,929,000,000","2,794,000,000","2,981,000,000","2,634,000,000","2,540,000,000","2,353,000,000","2,692,000,000","2,648,000,000","2,697,000,000","2,458,000,000","3,082,000,000","2,699,000,000","3,078,000,000","2,783,000,000","3,066,000,000","3,320,000,000","3,110,000,000","3,200,000,000","3,482,000,000","3,411,000,000","3,223,000,000","2,954,000,000","3,389,000,000","3,627,000,000","3,213,000,000","3,128,000,000","3,910,000,000","3,693,000,000","3,448,000,000","2,907,000,000","3,409,000,000","3,187,000,000","2,939,000,000","3,020,000,000","3,979,000,000","3,420,000,000","3,290,000,000","3,349,000,000","4,451,000,000","3,794,000,000","3,977,000,000","3,589,000,000","4,212,000,000","4,137,000,000","3,565,000,000","3,457,000,000","4,205,000,000","3,630,000,000","3,516,000,000","3,096,000,000",,"3,444,000,000","3,025,000,000","3,224,000,000","6,498,000,000","3,532,000,000","3,084,000,000","2,887,000,000",,"4,044,000,000","3,507,000,000",,,,,,,,,,,,,,"1,717,000,000","1,494,000,000","1,693,000,000","1,708,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,"2,353,000,000","2,692,000,000",,,,,,,,,"3,320,000,000","3,110,000,000","3,200,000,000","3,482,000,000",,,,"-8,172,000,000","3,627,000,000","3,213,000,000","3,128,000,000","3,910,000,000","3,693,000,000","3,448,000,000","2,907,000,000","3,409,000,000","3,187,000,000","2,939,000,000","3,020,000,000","3,979,000,000","3,420,000,000","3,290,000,000","3,349,000,000","4,451,000,000","3,794,000,000","3,977,000,000",,,,"3,565,000,000",,"4,205,000,000","3,630,000,000","3,516,000,000","3,096,000,000",,"3,444,000,000","3,025,000,000","3,224,000,000","6,498,000,000","3,532,000,000","3,084,000,000","2,887,000,000",,"4,044,000,000","3,507,000,000",,,,,,,,,,,,,,"1,717,000,000","1,494,000,000","1,693,000,000","1,708,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"10,974,000,000","2,684,000,000","2,996,000,000","2,648,000,000","2,646,000,000","2,767,000,000","3,655,000,000","2,801,000,000","2,929,000,000","2,794,000,000","2,981,000,000","2,634,000,000","2,540,000,000","2,353,000,000","2,692,000,000","2,648,000,000","2,697,000,000","2,458,000,000","3,082,000,000","2,699,000,000","3,078,000,000","2,783,000,000","3,066,000,000","3,320,000,000","3,110,000,000","3,200,000,000","3,482,000,000","3,411,000,000","3,223,000,000","2,954,000,000","1,593,000,000","3,627,000,000",,,,,,,,,,,,,,,,,,"3,589,000,000",,,,"3,457,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"378,000,000",,,,"232,000,000",,"293,000,000",,"244,000,000",,"156,000,000",,,,"189,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"168,000,000","202,000,000","266,000,000","185,000,000","146,000,000","367,000,000","457,000,000","310,000,000","164,000,000","514,000,000","521,000,000","297,000,000","850,000,000","865,000,000","314,000,000","803,000,000","350,000,000","254,000,000","923,000,000","356,000,000","389,000,000","369,000,000","1,455,000,000","840,000,000","389,000,000","948,000,000","-536,000,000","511,000,000","434,000,000","322,000,000","309,000,000","290,000,000","616,000,000","260,000,000","342,000,000","100,000,000","679,000,000","399,000,000","145,000,000","140,000,000","584,000,000","-26,000,000",,,"193,000,000","-67,000,000","8,360,000,000",,"2,199,000,000","-517,000,000","2,304,000,000","-1,348,000,000","827,000,000","1,468,000,000","2,308,000,000","1,202,000,000","855,000,000","444,000,000",,,"697,000,000","565,000,000","-171,943,000,000","553,000,000","424,000,000","58,003,000,000","-167,516,000,000","24,000,000","83,000,000","37,363,826,000","-78,210,563,000","28,571,793,000","24,925,445,000","24,039,325,000","-84,022,373,000","24,560,188,000","31,210,057,000","28,093,128,000","-59,154,420,000","26,489,877,000","19,838,062,000","14,887,481,000","368,000,000","292,000,000","215,000,000","142,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
