name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001
TotalRevenue,"952,801,000","975,777,000","1,041,179,000","882,060,000","806,247,000","714,623,000","601,881,000","623,597,000","441,085,000","336,510,000","302,023,000","312,715,000","326,603,000","318,634,000","296,668,000","303,318,000","87,920,000","71,734,000","46,253,000","8,655,000"
	OperatingRevenue,"952,702,000","975,692,000","1,040,792,000","881,113,000","803,088,000","710,070,000","596,954,000","620,394,000","437,838,000","336,510,000","302,023,000","312,715,000","326,603,000","318,634,000","296,668,000","303,318,000","87,920,000","71,734,000","46,253,000","8,655,000"
CostOfRevenue,"406,242,000","420,201,000","464,674,000","381,774,000","339,036,000","308,400,000","261,830,000","276,381,000","213,701,000","165,632,000","144,587,000","149,445,000","158,096,000","153,147,000","139,430,000","141,348,000","36,277,000","27,017,000","18,735,000","3,075,000"
GrossProfit,"546,559,000","555,576,000","576,505,000","500,286,000","467,211,000","406,223,000","340,051,000","347,216,000","227,384,000","170,878,000","157,436,000","163,270,000","168,507,000","165,487,000","157,238,000","161,970,000","51,643,000","44,717,000","27,518,000","5,580,000"
OperatingExpense,"253,309,000","259,896,000","360,639,000","242,853,000","206,896,000","198,664,000","151,435,000","155,332,000","124,561,000","94,733,000","75,983,000","81,206,000","77,093,000","70,805,000","73,334,000","68,400,000","34,840,000","17,349,000","12,568,000","709,000"
	SellingGeneralAndAdministration,"228,287,000","232,849,000","332,211,000","217,502,000","183,220,000","180,924,000","137,949,000","142,097,000","113,827,000","84,857,000","65,431,000","69,987,000","66,079,000","60,421,000","53,240,000","58,600,000","11,088,000","12,075,000","8,576,000","709,000"
		GeneralAndAdministrativeExpense,"86,827,000","89,759,000","184,925,000","89,143,000","72,418,000","81,273,000","48,481,000","51,467,000","56,700,000","41,960,000","34,195,000","31,888,000","31,414,000","28,416,000","21,158,000","20,198,000","3,202,000",,,"560,000"
			OtherGandA,"86,827,000","89,759,000","184,925,000","89,143,000","72,418,000","81,273,000","48,481,000","51,467,000","56,700,000","41,960,000","34,195,000","31,888,000","31,414,000","28,416,000","21,158,000","20,198,000","3,202,000",,,"560,000"
		SellingAndMarketingExpense,"141,460,000","143,090,000","147,286,000","128,359,000","110,802,000","99,651,000","89,468,000","90,630,000","57,127,000","42,897,000","31,236,000","38,099,000","34,665,000","32,005,000","32,082,000","38,402,000","14,290,000",,,"149,000"
	DepreciationAmortizationDepletionIncomeStatement,"25,022,000","27,047,000","28,428,000","25,351,000","23,676,000","17,740,000","13,486,000","13,235,000","10,734,000","9,876,000","10,552,000","11,219,000","11,014,000","10,384,000","10,777,000","9,800,000","5,429,000","5,274,000","3,992,000",
		DepreciationAndAmortizationInIncomeStatement,"25,022,000","27,047,000","28,428,000","25,351,000","23,676,000","17,740,000","13,486,000","13,235,000","10,734,000","9,876,000","10,552,000","11,219,000","11,014,000","10,384,000","10,777,000","9,800,000","5,429,000","5,274,000","3,992,000",
			DepreciationIncomeStatement,,,,,,,,,,,,,,"744,000","1,736,000","1,899,000","288,000",,,
			Amortization,,,,,,,,,,,,,,"9,640,000","9,041,000","7,901,000","5,141,000",,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,"9,640,000","9,041,000","7,901,000","5,141,000",,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,"9,317,000",,"18,323,000",,,
OperatingIncome,"293,250,000","295,680,000","215,866,000","257,433,000","260,315,000","207,559,000","188,616,000","191,884,000","102,823,000","76,145,000","81,453,000","82,064,000","91,414,000","94,682,000","83,904,000","93,570,000","16,803,000","27,368,000","14,950,000","4,871,000"
NetNonOperatingInterestIncomeExpense,"-99,517,000","-105,082,000","-105,879,000","-93,343,000","-85,160,000","-81,234,000","-68,582,000","-84,407,000","-41,320,000","-27,317,000","-22,935,000","-28,436,000",,,,,,,,
	InterestIncomeNonOperating,"365,000","217,000","388,000","203,000","162,000","92,000","60,000","13,000","18,000","1,000","1,000","143,000",,,,,,,,
	InterestExpenseNonOperating,"99,882,000","105,299,000","106,267,000","93,546,000","85,322,000","81,326,000","68,642,000","84,420,000","41,338,000","27,318,000","22,936,000","28,579,000",,,,,,,,
OtherIncomeExpense,"-232,147,000","-228,653,000","-2,901,000","-53,240,000","-17,970,000","1,133,000","-18,286,000","-1,443,000","-346,000","-300,000","-5,407,000","-249,590,000","187,000",,"-9,317,000","-26,863,000",,,,
	GainOnSaleOfSecurity,,,,,,,,,"5,063,000",,,,,,,,,,,
	SpecialIncomeCharges,"-231,616,000","-228,177,000","-2,901,000","-53,240,000","-17,970,000","1,133,000","-18,286,000","-1,443,000","-5,409,000","-300,000","-5,407,000","-249,590,000","187,000",,"-9,317,000","-26,863,000","0",,,
		ImpairmentOfCapitalAssets,,"229,461,000",,,,,,,,"0","2,751,000","249,590,000",,,,,,,,
