name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"6,501,700,000","6,117,400,000","5,314,100,000","5,160,300,000","4,734,400,000","5,122,900,000","5,147,100,000","4,644,600,000","4,177,000,000","4,092,200,000","3,487,700,000","2,627,300,000","3,307,600,000","3,878,900,000","2,414,600,000","2,173,237,000","2,220,982,000","2,065,302,000","2,167,891,000","2,358,821,000","2,435,175,000","1,732,703,000","1,331,200,000","876,600,000"
	OperatingRevenue,"6,259,100,000","5,885,000,000","5,107,700,000","5,092,700,000","4,641,000,000","5,002,400,000","5,008,300,000","4,528,300,000","4,067,300,000","4,092,200,000","3,487,700,000","2,627,300,000","3,307,600,000","3,878,900,000","2,414,600,000","2,173,237,000","2,220,982,000","2,065,302,000","2,167,891,000","2,358,821,000","2,435,175,000","1,732,703,000","1,331,200,000","876,600,000"
CostOfRevenue,"1,749,900,000","1,709,300,000","1,494,400,000","1,537,400,000","1,378,800,000","1,395,500,000","1,394,500,000","1,329,300,000","1,297,700,000","0","0","0","0",,,,"1,648,363,000","1,510,932,000","1,576,592,000","1,596,704,000","1,474,482,000","1,055,273,000","860,700,000","539,100,000"
GrossProfit,"4,751,800,000","4,408,100,000","3,819,700,000","3,622,900,000","3,355,600,000","3,727,400,000","3,752,600,000","3,315,300,000","2,879,300,000","4,092,200,000","3,487,700,000","2,627,300,000","3,307,600,000",,,,"572,619,000","554,370,000","591,299,000","762,117,000","960,693,000","677,430,000","470,500,000","337,500,000"
OperatingExpense,"3,124,400,000","2,926,900,000","2,477,900,000","2,345,800,000","2,179,200,000","2,369,000,000","2,475,700,000","2,191,900,000","1,999,600,000","3,194,100,000","2,897,800,000","2,143,000,000","2,559,800,000","2,884,600,000","1,629,200,000","1,672,988,000","781,316,000","417,182,000","352,375,000","287,562,000","164,508,000","166,904,000","78,700,000","30,100,000"
	SellingGeneralAndAdministration,"3,124,400,000","2,926,900,000","2,477,900,000","2,345,800,000","2,179,200,000","2,369,000,000","2,475,700,000","2,191,900,000","1,999,600,000","3,194,100,000","2,897,800,000","2,143,000,000","2,559,800,000","2,642,100,000","1,629,200,000","1,672,988,000",,,,,,,,
		GeneralAndAdministrativeExpense,"2,984,100,000","2,791,300,000","2,343,100,000","2,222,100,000","2,064,400,000","2,253,600,000","2,363,600,000","2,093,300,000","1,896,600,000","3,108,100,000","2,738,200,000","2,034,100,000","1,321,800,000",,,,,,,,,,,
			SalariesAndWages,,"1,709,300,000","1,494,400,000","1,537,400,000","1,378,800,000","1,395,500,000","1,394,500,000","1,329,300,000","1,297,700,000","1,246,200,000","1,114,900,000","950,800,000","1,055,800,000",,,,,,,,,,,
			OtherGandA,"2,984,100,000","2,791,300,000","2,343,100,000","2,222,100,000","2,064,400,000","2,253,600,000","2,363,600,000","2,093,300,000","1,896,600,000","1,861,900,000","1,623,300,000","1,083,300,000","266,000,000",,,,,,,,,,,
		SellingAndMarketingExpense,"140,300,000","135,600,000","134,800,000","123,700,000","114,800,000","115,400,000","112,100,000","98,600,000","103,000,000","86,000,000","159,600,000","108,900,000","1,238,000,000",,,,,,,,,,,
