name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
TotalRevenue,"27,725,527,000","27,725,527,000","24,975,747,000","37,876,024,000","60,748,853,000","32,588,838,000","30,137,807,000","23,835,644,000","34,064,477,000","29,532,744,000","26,749,402,000","24,831,764,000","30,231,329,000","23,308,486,000","21,984,244,000"
	OperatingRevenue,"27,725,527,000","27,725,527,000","24,975,747,000","37,876,024,000","60,748,853,000","32,588,838,000","30,137,807,000","23,835,644,000","34,064,477,000","29,532,744,000","26,749,402,000","27,383,785,000","30,231,329,000","23,308,486,000","21,984,244,000"
	ExciseTaxes,,,,,,,,,,,,"2,552,021,000",,,
CostOfRevenue,"6,777,819,000","6,777,819,000","5,537,063,000","15,373,638,000","16,210,934,000","16,991,559,000","16,327,359,000","12,116,320,000","12,073,459,000","4,969,896,000","6,412,684,000","4,701,232,000","8,216,821,000","11,886,747,000","4,340,101,000"
GrossProfit,"20,947,708,000","20,947,708,000","19,438,684,000","22,502,386,000","44,537,919,000","15,597,279,000","13,810,448,000","11,719,324,000","21,991,018,000","24,562,848,000","20,336,718,000","20,130,532,000","22,014,508,000","11,421,739,000","17,644,143,000"
OperatingExpense,"13,507,358,000","13,507,358,000","12,250,828,000","25,479,121,000","37,119,822,000","37,008,375,000","21,846,412,000","19,757,049,000","18,883,816,000","19,114,241,000","16,595,101,000","16,320,690,000","13,623,690,000","8,160,874,000","12,444,707,000"
	SellingGeneralAndAdministration,"8,278,287,000","8,278,287,000","7,804,361,000","10,930,333,000","10,725,913,000","9,844,291,000","8,872,197,000","9,650,395,000","10,091,026,000","14,541,607,000","11,672,544,000","1,806,482,000","7,770,035,000",,"6,545,603,000"
		GeneralAndAdministrativeExpense,"8,278,287,000","8,278,287,000","7,804,361,000","10,930,333,000","10,725,913,000","9,844,291,000","8,872,197,000","9,650,395,000","10,091,026,000","14,541,607,000",,"1,806,482,000","7,770,035,000",,"6,545,603,000"
			SalariesAndWages,,,,,"362,702,000","348,874,000","386,824,000","405,809,000","1,651,724,000","1,646,029,000",,"1,806,482,000","7,770,035,000",,"6,545,603,000"
			OtherGandA,"8,278,287,000","8,278,287,000","7,804,361,000","10,930,333,000","10,363,211,000","9,495,417,000","8,485,373,000","9,244,586,000","8,439,302,000","12,895,578,000",,"8,877,657,000",,,
	DepreciationAmortizationDepletionIncomeStatement,"1,807,429,000","1,807,429,000","1,701,989,000","1,751,303,000","1,843,785,000","1,842,600,000","1,777,296,000","1,500,540,000","1,775,214,000","1,723,885,000","1,592,476,000","3,476,954,000","3,729,214,000","2,033,916,000","3,364,032,000"
		DepreciationAndAmortizationInIncomeStatement,"1,807,429,000","1,807,429,000","1,701,989,000","1,751,303,000","1,843,785,000","1,842,600,000","1,777,296,000","1,500,540,000","1,775,214,000","1,723,885,000","1,592,476,000","3,476,954,000","3,729,214,000","2,033,916,000","3,364,032,000"
			DepreciationIncomeStatement,"1,707,138,000","1,707,138,000","1,607,273,000","1,511,260,000","1,558,387,000","1,417,856,000","1,387,034,000","1,285,351,000","1,658,161,000",,,,,,
			Amortization,"100,291,000","100,291,000","94,716,000","240,043,000","285,398,000","424,744,000","390,262,000","215,189,000","117,053,000",,,,,,
