name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2000
TotalAssets,"275,909,000,000","232,792,000,000","197,295,000,000","167,497,000,000","147,461,000,000","131,133,000,000","110,920,000,000","93,798,000,000","72,574,000,000","57,851,000,000","40,496,778,000","31,767,575,000","25,335,806,000","18,473,351,000","10,271,813,000","3,313,351,000","871,458,000","286,892,000","46,872,000"
	CurrentAssets,"152,578,000,000","135,676,000,000","124,308,000,000","105,408,000,000","90,114,000,000","80,685,000,000","72,886,000,000","60,454,000,000","52,758,000,000","41,562,000,000","29,166,958,000","20,178,182,000","17,289,138,000","13,039,847,000","9,001,071,000","2,693,465,000","560,234,000","231,796,000",
		CashCashEquivalentsAndShortTermInvestments,"119,675,000,000","109,140,000,000","101,871,000,000","86,333,000,000","73,066,000,000","64,395,000,000","58,717,000,000","48,088,000,000","44,626,000,000","34,975,000,000","24,484,775,000","15,845,771,000","14,218,613,000","11,243,914,000","8,034,247,000","2,132,297,000","334,718,000","146,331,000",
			CashAndCashEquivalents,"18,498,000,000","16,701,000,000","10,715,000,000","12,918,000,000","16,549,000,000","18,347,000,000","18,898,000,000","14,778,000,000","9,983,000,000","13,630,000,000","10,197,588,000","8,656,672,000","6,081,593,000","3,544,671,000","3,877,174,000","426,873,000","148,995,000","57,752,000",
				CashFinancial,,,"7,158,000,000","7,078,000,000","7,380,000,000","9,863,000,000","9,909,000,000","8,066,000,000","4,712,000,000",,"4,302,578,000","3,330,658,000","2,869,528,000",,,,,,
				CashEquivalents,,,"3,557,000,000","5,840,000,000","9,169,000,000","8,484,000,000","8,989,000,000","6,712,000,000","5,271,000,000",,"5,895,010,000","5,326,014,000","3,212,065,000",,,,,,
			OtherShortTermInvestments,"101,177,000,000","92,439,000,000","91,156,000,000","73,415,000,000","56,517,000,000","46,048,000,000","39,819,000,000","33,310,000,000","34,643,000,000","21,345,000,000","14,287,187,000","7,189,099,000","8,137,020,000","7,699,243,000","4,157,073,000","1,705,424,000","185,723,000","88,579,000",
		Receivables,"27,492,000,000","21,193,000,000","18,705,000,000","14,232,000,000","13,909,000,000","11,556,000,000","9,390,000,000","8,585,000,000","6,172,000,000","5,002,000,000","3,201,715,000","2,642,192,000","2,307,774,000","1,322,340,000","687,976,000","382,345,000","154,690,000","61,994,000",
			AccountsReceivable,"25,326,000,000","20,838,000,000","18,336,000,000","14,137,000,000","11,556,000,000","9,383,000,000","8,882,000,000","7,885,000,000","5,427,000,000","4,252,000,000","3,178,471,000","2,642,192,000","2,162,521,000","1,322,340,000","687,976,000","311,836,000","154,690,000","61,994,000",
				GrossAccountsReceivable,"26,079,000,000","21,567,000,000","19,010,000,000","14,604,000,000","11,852,000,000","9,608,000,000","9,513,000,000","8,466,000,000","5,560,000,000",,"3,258,557,000","2,722,278,000","2,195,408,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-753,000,000","-729,000,000","-674,000,000","-467,000,000","-296,000,000","-225,000,000","-631,000,000","-581,000,000","-133,000,000",,"-80,086,000","-80,086,000","-32,887,000",,,,,,
			TaxesReceivable,"2,166,000,000","355,000,000","369,000,000","95,000,000","1,903,000,000","1,298,000,000","408,000,000",,,"0","23,244,000","0","145,253,000",,,,,,
			OtherReceivables,,,,,"450,000,000","875,000,000","100,000,000","700,000,000","745,000,000","750,000,000",,,,,,"70,509,000",,,
		Inventory,"999,000,000","1,107,000,000","749,000,000","268,000,000",,,"426,000,000","505,000,000",,,,,,,,,,,
			RawMaterials,,,,,,,"115,000,000","77,000,000",,,,,,,,,,,
			FinishedGoods,,,,,,,"311,000,000","428,000,000",,,,,,,,,,,
