name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalRevenue,"918,888,000","959,424,000","836,361,000","628,927,000","664,699,000","607,772,000","842,113,000","627,208,000","284,500,000","172,318,000","89,320,000","5,023,000"
	NetInterestIncome,"338,179,000","291,913,000","269,194,000","270,961,000","307,244,000","369,046,000","385,574,000","300,603,000","259,855,000","176,580,000","79,004,000","5,023,000"
		InterestIncome,"832,261,000","800,642,000","677,382,000","566,627,000","538,043,000","571,596,000","546,678,000","418,952,000","306,980,000","205,362,000","94,792,000","6,927,000"
			InterestIncomeFromLoansAndLease,"758,024,000","724,013,000","620,543,000","513,814,000","467,195,000","477,931,000","434,662,000","344,640,000","306,980,000","179,355,000","71,543,000","2,459,000"
				InterestIncomeFromLoans,"758,024,000","724,013,000","620,543,000","513,814,000","467,195,000","477,931,000","434,662,000","344,640,000","306,980,000","179,355,000","71,543,000","2,459,000"
			InterestIncomeFromSecurities,"74,237,000","76,629,000","56,839,000","52,813,000","70,848,000","93,665,000","112,016,000","74,312,000",,"25,618,000","21,981,000","4,468,000"
			InterestIncomeFromDeposits,,,,,,,,,,"389,000","1,268,000",
		InterestExpense,"494,082,000","508,729,000","408,188,000","295,666,000","230,799,000","202,550,000","161,104,000","118,349,000","47,125,000","28,782,000","15,788,000","1,904,000"
	NonInterestIncome,"580,709,000","667,511,000","567,167,000","357,966,000","357,455,000","238,726,000","456,539,000","326,605,000","24,645,000","-4,262,000","10,316,000","0"
		FeesAndCommissions,"34,656,000","54,296,000","78,766,000","61,446,000","88,956,000","117,068,000","135,565,000","124,726,000","-56,906,000",,,
			FeesandCommissionIncome,"34,656,000","54,296,000","78,766,000","61,446,000","88,956,000","117,068,000","135,565,000","124,726,000",,,,
				ServiceChargeOnDepositorAccounts,"34,656,000","54,296,000","78,766,000","61,446,000","88,956,000","117,068,000","135,565,000","124,726,000",,,,
			FeesandCommissionExpense,,,"129,455,000","122,699,000","117,451,000","124,733,000","117,732,000","88,145,000","56,906,000",,,
		ForeignExchangeTradingGains,"-22,451,000","17,582,000","-9,245,000","33,671,000","-33,967,000","-37,221,000","-29,942,000","10,383,000","15,120,000","-2,929,000","-1,448,000",
		GainLossonSaleofAssets,"236,922,000","254,152,000","144,514,000","11,034,000","144,798,000","111,666,000","117,778,000","53,102,000","5,910,000","-4,019,000","11,629,000",
			GainOnSaleOfSecurity,"192,721,000","182,551,000","103,992,000","-55,953,000","70,547,000","47,346,000","47,358,000","9,253,000","11,670,000","-4,019,000","11,629,000",
			GainonSaleofLoans,"44,201,000","71,601,000","40,522,000","66,987,000","74,251,000","64,320,000","70,420,000","43,849,000","-5,760,000",,,
		OtherNonInterestIncome,"331,582,000","341,481,000","353,132,000","251,815,000","157,668,000","47,213,000","233,138,000","138,394,000","3,615,000","2,686,000","135,000",
CreditLossesProvision,"-55,032,000","-7,126,000","-34,821,000","5,458,000","-3,759,000","2,000","-2,047,000","-1,923,000","-2,061,000",,,
NonInterestExpense,"527,413,000","512,913,000","526,036,000","441,569,000","402,379,000","320,302,000","317,177,000","278,217,000","69,022,000","48,349,000","30,052,000","9,286,000"
	SellingGeneralAndAdministration,"416,823,000","397,226,000","392,655,000","346,544,000","335,493,000","290,903,000","287,393,000","239,728,000","69,022,000","48,349,000","30,052,000","9,286,000"
		GeneralAndAdministrativeExpense,"416,823,000","397,226,000","392,655,000","346,544,000","335,493,000","290,903,000","287,393,000","239,728,000","69,022,000","48,349,000","30,052,000","9,286,000"
			SalariesAndWages,,,,,,,,,,"13,743,000","7,522,000",
			RentAndLandingFees,"121,545,000","122,982,000","127,068,000","94,258,000","65,101,000","11,542,000",,,,,,
