name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
TotalAssets,"4,185,290,000","3,081,983,000","2,460,860,000","1,729,007,000","1,159,890,000","811,023,000","364,520,000","220,168,000"
	CurrentAssets,"3,471,636,000","2,714,802,000","2,266,429,000","1,526,126,000","974,328,000","679,479,000","285,523,000","177,172,000"
		CashCashEquivalentsAndShortTermInvestments,"2,724,368,000","1,956,147,000","1,535,555,000","867,833,000","687,326,000","449,457,000","113,664,000","88,655,000"
			CashAndCashEquivalents,"1,111,286,000","649,950,000","859,192,000","567,923,000","687,326,000","240,031,000","113,664,000","88,655,000"
				CashFinancial,,,,,,,"66,628,000","47,644,000"
				CashEquivalents,,,,,,,"47,036,000","41,011,000"
			OtherShortTermInvestments,"1,613,082,000","1,306,197,000","676,363,000","299,910,000","0","209,426,000",,
		Receivables,"391,987,000","331,777,000","247,346,000","253,119,000","144,263,000","96,982,000","81,999,000","50,902,000"
			AccountsReceivable,"391,987,000","331,777,000","247,346,000","253,119,000","144,263,000","96,982,000","77,999,000","49,902,000"
				GrossAccountsReceivable,"398,147,000","340,897,000","254,881,000","254,640,000","145,792,000","100,076,000","80,338,000","51,186,000"
				AllowanceForDoubtfulAccountsReceivable,"-6,160,000","-9,120,000","-7,535,000","-1,521,000","-1,529,000","-3,094,000","-2,339,000","-1,284,000"
			NotesReceivable,,,,,,"0","4,000,000","1,000,000"
		Inventory,"243,825,000","264,557,000","306,198,000","236,490,000","92,129,000","80,519,000","73,360,000","24,181,000"
			RawMaterials,"96,712,000","76,795,000","69,673,000","99,190,000","29,831,000","17,094,000","18,286,000","6,501,000"
			FinishedGoods,"147,113,000","187,762,000","236,525,000","137,300,000","62,298,000","63,425,000","55,074,000","17,680,000"
		PrepaidAssets,"46,992,000","66,591,000","81,115,000","89,544,000","21,340,000","30,449,000","4,144,000","7,125,000"
		CurrentDeferredAssets,,,,,"0","12,252,000","12,356,000","6,309,000"
			CurrentDeferredTaxesAssets,,,,,"0","12,252,000","12,356,000","6,309,000"
		OtherCurrentAssets,"64,464,000","95,730,000","96,215,000","79,140,000","29,270,000","9,820,000",,
	TotalNonCurrentAssets,"713,654,000","367,181,000","194,431,000","202,881,000","185,562,000","131,544,000","78,997,000","42,996,000"
		NetPPE,"127,043,000","75,355,000","74,279,000","76,961,000","79,706,000","71,558,000","67,204,000","30,546,000"
			GrossPPE,"224,419,000","165,367,000","143,299,000","126,093,000","110,045,000","88,516,000","74,390,000","35,428,000"
				Properties,"0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,"0","35,154,000","35,154,000","35,154,000","35,154,000","35,154,000","35,154,000","0"
				MachineryFurnitureEquipment,"105,149,000","90,175,000","72,855,000","61,020,000","44,111,000","27,410,000","18,773,000","8,039,000"
				OtherProperties,"87,770,000",,,,,,,
				ConstructionInProgress,"265,000","3,591,000","4,742,000","421,000","6,408,000","6,532,000","1,056,000","25,252,000"
				Leases,"31,235,000","36,447,000","30,548,000","29,498,000","24,372,000","19,420,000","19,407,000","2,137,000"
			AccumulatedDepreciation,"-97,376,000","-90,012,000","-69,020,000","-49,132,000","-30,339,000","-16,958,000","-7,186,000","-4,882,000"
		GoodwillAndOtherIntangibleAssets,"100,090,000","112,294,000",,,,,,
			Goodwill,"54,855,000","53,684,000",,,,,,
			OtherIntangibleAssets,"45,235,000","58,610,000",,,,,,
		InvestmentsAndAdvances,"4,150,000","30,336,000","36,136,000","36,136,000","36,636,000","36,636,000",,
			InvestmentinFinancialAssets,,"30,336,000","36,136,000","36,136,000","36,636,000","36,636,000",,
				AvailableForSaleSecurities,,"30,336,000","36,136,000","36,136,000","36,636,000","36,636,000",,
		NonCurrentNoteReceivables,,,,,,,"0","4,000,000"
		NonCurrentDeferredAssets,"452,025,000","126,492,000","65,125,000","70,960,000","48,429,000","11,510,000","4,541,000","1,679,000"
			NonCurrentDeferredTaxesAssets,"452,025,000","126,492,000","65,125,000","70,960,000","48,429,000","11,510,000","4,541,000","1,679,000"
		NonCurrentPrepaidAssets,,,,,,,"3,212,000","2,731,000"
		OtherNonCurrentAssets,"30,346,000","22,704,000","18,891,000","18,824,000","20,791,000","11,840,000","4,040,000","4,040,000"
TotalLiabilitiesNetMinorityInterest,"1,290,604,000","938,594,000","798,946,000","621,187,000","371,738,000","255,365,000","286,788,000","201,258,000"
	CurrentLiabilities,"597,074,000","606,504,000","529,905,000","459,553,000","235,011,000","144,373,000","209,344,000","46,364,000"
		PayablesAndAccruedExpenses,"232,354,000","217,011,000","186,027,000","170,408,000","108,284,000","75,898,000","59,101,000","23,157,000"
			Payables,"93,821,000","94,596,000","52,994,000","80,555,000","48,660,000","37,106,000","14,741,000","11,016,000"
				AccountsPayable,"92,105,000","93,757,000","52,200,000","79,457,000","43,966,000","32,428,000","14,741,000","11,016,000"
				TotalTaxPayable,"1,716,000","839,000","794,000","1,098,000","4,694,000","4,678,000",,
			CurrentAccruedExpenses,"138,533,000","122,415,000","133,033,000","89,853,000","59,624,000","38,792,000","44,360,000","12,141,000"
				InterestPayable,,,,,,"0","17,451,000","0"
		CurrentDebtAndCapitalLeaseObligation,,,,,"1,336,000","1,087,000","98,793,000",
			CurrentDebt,,,,,,,"98,793,000",
				OtherCurrentBorrowings,,,,,,,"98,793,000",
			CurrentCapitalLeaseObligation,,,,,"1,336,000","1,087,000",,
