name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-1,512,000,000","-316,000,000","-361,000,000","-389,000,000","-446,000,000","-405,000,000","-370,000,000","-366,000,000","-414,000,000","-355,000,000","-501,000,000","-372,000,000","-396,000,000","-319,000,000","-282,000,000","-341,000,000","-371,000,000","-288,000,000","-1,677,000,000","-311,000,000","-465,000,000","-350,000,000","-290,000,000","-297,000,000","-281,000,000","-251,000,000","-349,000,000","-246,000,000","-249,000,000","-303,000,000","-835,000,000","-197,000,000","-236,000,000","-227,000,000","-136,000,000","-262,000,000","-214,000,000","-241,000,000","-200,852,000","-97,000,000","-246,121,000","-212,000,000",,"-97,000,000","-113,116,000","-99,000,000","-71,940,224.78","-122,511,497.83","-132,173,600","-129,803,950","-164,746,763.25","-142,957,080","-143,364,967.43","-125,009,520","-210,911,831.66","-108,738,480","-169,041,600","-161,701,960","-152,735,096.6","-118,028,980","-140,408,100","-110,157,889.71","-137,816,390.86","-85,086,264.9","-72,226,264.32","-97,378,096.84","-391,080,562.48","-85,033,523.4","-85,037,198.84","-58,737,999.25","-435,076,678.06","-21,374,214.62","-40,732,069","-41,660,757.6","-529,679,284.92","-69,722,610.9","-99,528,594","-123,569,362.85","-522,248,421.36","-87,749,818.64","-101,875,662.02","-91,314,786.2","-410,246,896","-69,678,360","-65,777,790","-52,299,322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,"152,000,000",,"142,000,000","124,000,000","115,000,000",,"94,000,000","84,000,000","85,000,000",,"83,000,000","84,000,000",,,"69,000,000","68,000,000","66,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,286,923","54,743,996.16","57,827,528.36","67,502,986.2","78,239,351.4","79,248,057.13","88,655,691.25","95,498,293.52","94,384,975.3","96,540,992.8","114,593,471.3","90,626,512.6","126,935,832.6","132,305,140.2","128,373,005.25","-20,164,751.44","123,169,891.68","111,892,949.04","96,514,897.2","90,309,866","97,456,176","95,720,690","83,140,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,"0","0","0",,"0","0","0",,"0","0",,,"0","0","0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"4,411,000,000","331,000,000","2,188,000,000","799,000,000","1,093,000,000","1,840,000,000","1,916,000,000","1,990,000,000","1,556,000,000","1,930,000,000","1,427,000,000","1,461,000,000","1,655,000,000","1,783,000,000","1,513,000,000","1,695,000,000","1,195,000,000","1,549,000,000","25,000,000","1,680,000,000","2,475,000,000","1,649,000,000","1,389,000,000","1,605,000,000","1,453,000,000","1,303,000,000","1,060,000,000","1,055,000,000","1,050,000,000","1,205,000,000","423,000,000","98,000,000","100,000,000","1,627,000,000","48,000,000","1,635,000,000","1,393,000,000","2,108,000,000","2,100,909,000","2,221,000,000","2,230,349,000","2,215,000,000","2,672,060,000","2,221,000,000","2,423,003,000","2,096,000,000","2,405,090,230.28","2,202,426,622.54","2,525,913,750","2,205,400,770","3,066,835,569.65","2,113,522,320","2,655,995,614.43","1,801,783,920","2,653,856,387.39","1,729,572,200","1,724,067,800","1,492,443,090","2,341,205,564.83","1,325,748,050","1,362,784,500","855,273,640.98","435,023,096.06","637,096,325.58","925,250,928","856,625,152.34","-114,179,718.94","798,878,817.45","835,697,066.05","769,483,624","128,371,789.64","524,663,196.64","525,228,781","669,975,013.4","-177,978,324.78","664,482,815.7","713,091,372.6","668,680,035.75","310,143,475.92","608,246,000.78","551,852,572.89","483,376,998.1","5,187,692","406,566,216","432,143,660","369,160,756","222,877,250","282,139,550","362,114,200","314,114,933","176,573,250","311,689,728","277,054,291","219,655,436","124,177,692","221,448,850","197,319,996","195,719,187","161,201,007","151,991,450","166,616,608","167,423,232","153,214,314","150,004,056","175,310,579","155,404,288","-21,370,713","135,989,800","137,972,918","162,375,088","-23,268,366","136,619,757","185,969,069","159,956,940",,,,,,,,,,,,,,,,,,,,
BasicEPS,,"0.012",,,,"0.1",,"0.11",,"0.12",,"0.08",,"0.12","0.1","0.11",,"0.11","0.1","0.11",,"0.12","0.112","0.13","0.12","0.11","0.09","0.1","0.1","0.12","0.04","0.01","0.01","0.17",,"0.188","0.16","0.237",,"0.259",,"0.255",,"0.259",,"0.247",,"0.33","0.379","0.331",,"0.339","0.426","0.289",,"0.276","0.276","0.239",,"0.212","0.218","0.19",,"0.264","0.206","0.192",,"0.184","0.192","0.18",,"0.108","0.129","0.144",,"0.199","0.149","0.147",,"0.162","0.151","0.128",,"0.112","0.019","0.399",,"0.085","0.134","0.1",,"0.071","0.13","0.093",,"0.086","0.079","0.078",,"0.06","0.066","0.067",,"0.048","0.049","0.102",,"0.083","0.085","0.122",,"0.106","0.139","0.102",,,,"0.122",,,,"0.097",,,,"0.08",,,,"0.055",,,,"0.051"
DilutedEPS,,"0.011",,,,"0.1",,"0.11",,"0.12",,"0.08",,"0.12","0.1","0.11",,"0.11","0.1","0.11",,"0.12","0.112","0.13","0.12","0.11","0.09","0.1","0.1","0.11","0.04","0.01","0.01","0.17",,"0.185","0.16","0.235",,"0.258",,"0.254",,"0.258",,"0.246",,"0.328","0.378","0.328",,"0.339","0.424","0.287",,"0.276","0.276","0.238",,"0.212","0.218","0.19",,"0.264","0.206","0.192",,"0.184","0.192","0.18",,"0.108","0.129","0.144",,"0.199","0.149","0.147",,"0.162","0.151","0.128",,"0.112","0.019","0.399",,"0.085","0.134","0.1",,"0.071","0.13","0.093",,"0.086","0.079","0.078",,"0.06","0.066","0.067",,"0.048","0.049","0.102",,"0.083","0.085","0.122",,"0.106","0.139","0.102",,,,"0.122",,,,"0.097",,,,"0.08",,,,"0.055",,,,"0.051"
BasicAverageShares,,"16,609,684,157",,,,"16,229,286,510",,"18,090,909,091",,"16,131,707,130",,"18,262,500,000",,"14,579,840,623","15,980,000,000","15,409,090,909",,"14,391,044,388","14,600,000,000","15,272,727,273",,"13,664,257,942","12,991,071,429","12,346,153,846","12,108,333,333","11,489,841,874","11,777,777,778","10,550,000,000","10,500,000,000","10,041,666,667","10,025,000,000","9,800,000,000","10,000,000,000","9,570,588,235",,"8,678,343,949","8,706,250,000","8,905,787,917",,"8,229,000,000",,"8,676,067,372",,"8,581,916,538",,"8,478,964,401",,"6,673,548,248","6,658,291,457","6,254,000,000",,"6,241,400,000","6,241,400,000","6,254,000,000",,"6,254,000,000","6,254,000,000","6,254,000,000",,"6,254,296,579","6,254,296,579","6,254,296,579",,"4,768,402,943","4,768,402,943","4,768,402,943",,"4,768,402,943","4,768,402,943","4,768,402,943",,"4,768,000,000","4,768,402,943","4,659,000,000",,"4,561,536,413","4,561,536,413","4,561,536,413",,"4,515,487,237","4,407,037,231","3,999,000,000",,"3,622,500,000","3,668,000,000","3,668,000,000",,"3,036,314,137","2,704,761,905","1,955,510,204",,"2,193,868,941","2,123,129,252","2,363,636,364",,"2,509,183,673","2,509,209,278","2,509,183,673",,"2,531,887,755","2,512,471,655","2,512,443,170",,"2,208,037,369","1,527,210,884","1,527,210,884",,"1,630,628,884","1,630,628,884","1,957,653,061",,"1,387,755,102","1,562,794,349","1,562,794,349",,,,"1,957,653,061",,,,"1,957,653,061",,,,"1,957,653,061",,,,"1,957,653,061",,,,"1,957,653,061"
DilutedAverageShares,,"16,609,684,157",,,,"16,270,013,192",,"18,090,909,091",,"16,180,851,747",,"18,262,500,000",,"14,624,895,645","15,980,000,000","15,409,090,909",,"14,444,951,903","14,600,000,000","15,272,727,273",,"13,685,446,825","12,991,071,429","12,346,153,846","12,108,333,333","11,524,961,571","11,777,777,778","10,550,000,000","10,500,000,000","10,954,545,455","10,025,000,000","9,800,000,000","10,000,000,000","9,570,588,235",,"8,818,770,227","8,706,250,000","8,974,031,503",,"8,595,201,238",,"8,730,784,391",,"8,595,201,238",,"8,520,325,203",,"6,705,251,566","6,681,795,260","6,254,000,000",,"6,241,400,000","6,270,900,000","6,254,000,000",,"6,254,000,000","6,254,000,000","6,254,000,000",,"6,254,296,579","6,254,296,579","6,254,296,579",,"4,768,402,943","4,768,402,943","4,768,402,943",,"4,768,402,943","4,768,402,943","4,768,402,943",,"4,768,000,000","4,768,402,943","4,659,000,000",,"4,561,536,413","4,561,536,413","4,561,536,413",,"4,515,487,237","4,407,037,231","3,999,000,000",,"3,622,500,000","3,668,000,000","3,668,000,000",,"3,036,314,137","2,704,761,905","1,955,510,204",,"2,193,868,941","2,123,129,252","2,363,636,364",,"2,509,183,673","2,509,209,278","2,509,183,673",,"2,531,887,755","2,512,471,655","2,512,443,170",,"2,208,037,369","1,527,210,884","1,527,210,884",,"1,630,628,884","1,630,628,884","1,957,653,061",,"1,387,755,102","1,562,794,349","1,562,794,349",,,,"1,957,653,061",,,,"1,957,653,061",,,,"1,957,653,061",,,,"1,957,653,061",,,,"1,957,653,061"
NetIncomeFromContinuingAndDiscontinuedOperation,"5,006,000,000","331,000,000","2,783,000,000","501,000,000","1,391,000,000","1,840,000,000","2,068,000,000","1,990,000,000","1,698,000,000","2,054,000,000","1,542,000,000","1,461,000,000","1,749,000,000","1,867,000,000","1,598,000,000","1,695,000,000","1,278,000,000","1,633,000,000","25,000,000","1,680,000,000","2,544,000,000","1,717,000,000","1,455,000,000","1,605,000,000","1,453,000,000","1,303,000,000","1,060,000,000","1,055,000,000","1,050,000,000","1,205,000,000","423,000,000","1,240,000,000","1,404,000,000","1,627,000,000","48,000,000","1,635,000,000","1,393,000,000","2,108,000,000","2,100,909,000","2,221,000,000","2,230,349,000","2,215,000,000","2,673,060,000","2,221,000,000","2,422,003,000","2,097,000,000","2,405,090,230.28","2,202,426,622.54","2,525,913,750","2,205,400,770","3,066,835,569.65","2,113,522,320","2,655,995,614.43","1,801,783,920","2,653,856,387.39","1,729,572,200","1,724,067,800","1,492,443,090","2,341,205,564.83","1,325,748,050","1,362,784,500","855,273,640.98","280,748,400.68","715,383,248.58","979,994,924.16","914,452,680.7","-46,676,732.74","877,118,168.85","914,945,123.18","858,139,315.25","223,870,083.16","619,048,171.94","621,769,773.8","784,568,484.7","-87,351,812.18","791,418,648.3","845,396,512.8","797,053,041","289,978,724.48","731,415,892.46","663,745,521.93","579,891,895.3","246,454,259","504,022,392","527,864,350","452,300,886","222,877,250","282,139,550","362,114,200","314,114,933","470,845,683","311,689,728","277,054,291","219,655,436","124,177,692","221,448,850","197,319,996","195,719,187","161,201,007","151,991,450","166,616,608","167,423,232","153,214,314","150,004,056","175,310,579","155,404,288","-21,370,713","135,989,800","137,972,918","162,375,088","-23,268,366","136,619,757","185,969,069","159,956,940",,,,,,,,,,,,,,,,,,,,
NormalizedIncome,"5,349,591,026.588","346,750,000","1,965,609,240.407","1,645,500,000","1,403,543,530.215","1,848,725,707.94","2,043,046,749.654","2,046,232,167.074","1,787,480,373.832","2,074,243,697.479","2,061,606,936.416","1,503,188,594.985","1,827,619,425.779","1,929,061,008.759","1,700,087,954.111","1,713,691,601.496","1,277,335,348.65","1,663,949,835.225","193,398,527.382","1,717,985,241.181","2,715,360,000","1,656,144,864.503","1,088,048,543.689","1,645,569,753.81","1,857,654,170.572","-15,800,000","1,142,221,198.157","1,158,953,567.384","794,942,622.951","1,287,760,858.712","887,328,042.328","853,781,861.575","1,477,472,972.973","1,669,619,718.31","11,061,700,000","1,220,555,029.586","1,432,435,582.822","1,671,756,706.753","2,110,831,000","2,228,000,000","2,231,379,000","2,270,814,371.257","10,700,356,400","2,261,856,399.584","6,235,238,099.336","2,130,509,180.791","8,980,045,135.632","2,209,784,290.081","2,558,115,608.108","2,226,078,770.359","2,268,984,946.49","2,113,522,320","2,655,995,614.43","1,801,783,920","1,257,391,625.15","1,729,572,200","1,724,067,800","1,497,393,150","2,350,021,999.127","1,355,840,146.06","1,370,746,240.019","853,553,897.302","146,062,786.28","715,383,248.58","979,994,924.16","914,452,680.7","-46,676,732.74","877,118,168.85","914,945,123.18","858,139,315.25","223,870,083.16","619,048,171.94","621,769,773.8","784,568,484.7","-87,351,812.18","791,418,648.3","845,396,512.8","797,053,041","289,978,724.48","731,415,892.46","663,745,521.93","579,891,895.3","246,454,259","391,864,754.985","493,709,740.351","376,139,762.362","222,877,250","282,139,550","362,114,200","314,114,933","470,845,683","311,689,728","277,054,291","219,655,436","124,177,692","221,448,850","197,319,996","195,719,187","161,201,007","151,991,450","166,616,608","167,423,232","153,214,314","150,004,056","175,310,579","155,404,288","-21,370,713","135,989,800","137,972,918","162,375,088","-23,268,366","136,619,757","185,969,069","159,956,940",,,,,,,,,,,,,,,,,,,,
InterestIncome,"55,713,000,000","13,208,000,000","14,027,000,000","14,089,000,000","14,389,000,000","14,280,000,000","14,423,000,000","12,998,000,000","13,564,000,000","13,340,000,000","13,553,000,000","13,856,000,000","14,109,000,000","14,523,000,000","14,108,000,000","14,016,000,000","13,472,000,000","13,560,000,000","7,888,000,000","14,087,000,000","14,875,000,000","14,307,000,000","14,122,000,000","13,954,000,000","13,535,000,000","13,045,000,000","31,788,000,000","6,285,000,000","13,147,000,000","6,652,000,000","7,100,000,000","7,495,000,000","7,678,000,000","7,763,000,000","38,003,000,000","7,396,000,000","7,225,000,000","7,514,000,000","30,759,754,000","6,916,000,000",,,"33,695,004,000","6,822,000,000","21,560,494,000","6,234,000,000","16,947,342,194.17","14,379,947,796.11","4,467,848,950","4,022,656,070","34,908,225,887.65","3,962,153,580","11,014,410,582.4","3,507,752,160","28,658,253,437.84","3,174,690,840","3,067,009,400","2,891,660,050","25,513,058,464.26","2,752,901,280","2,644,627,860","1,842,397,783.27","4,142,942,493.72","4,325,894,915.16","4,831,842,637.44","4,244,877,095.86","4,264,705,710.21","4,323,241,448.4","4,528,116,115.71","4,484,262,798.75","5,665,188,066.31","5,409,527,441.34","6,236,467,808.2","5,893,207,412.4","4,407,994,107.11","7,049,128,630.2","7,429,394,790.6","8,436,394,681.9","7,985,115,178.02","9,664,488,910.78","7,080,418,349.56","4,942,081,910.7","5,410,677,299","4,633,096,536","5,018,526,630","4,936,387,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"20,625,000,000","4,721,000,000","5,186,000,000","5,283,000,000","5,435,000,000","5,598,000,000","5,362,000,000","4,649,000,000","5,087,000,000","4,886,000,000","4,946,000,000","5,175,000,000","5,503,000,000","6,121,000,000","6,012,000,000","6,217,000,000","5,902,000,000","5,936,000,000",,"6,105,000,000","5,971,000,000","6,269,000,000","6,409,000,000","6,482,000,000","6,165,000,000","6,053,000,000",,,"6,426,000,000",,,,,,,,,,,,,,,,,,"11,360,721,172.43","10,265,634,948.94",,,,,"7,342,587,009.95",,,,,,,,,,"2,980,265,245.86","2,335,619,378.82","2,508,526,755.84","2,263,261,963.76","2,234,164,743.38","2,334,186,688.05","2,503,099,375.92","2,590,573,023.5","3,568,536,920","3,168,749,849.1","3,666,525,401","3,433,899,877.1","2,383,116,471.67","4,403,815,428.9","4,691,850,164.4","6,022,022,139.65","5,614,448,772.56","7,447,730,146.78","5,065,240,866.72","3,230,410,444.3","3,742,118,799","2,947,628,448","3,271,696,480","3,349,478,958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"35,088,000,000","8,487,000,000","8,841,000,000","8,806,000,000","8,954,000,000","8,682,000,000","9,061,000,000","8,349,000,000","8,477,000,000","8,454,000,000","8,607,000,000","8,681,000,000","8,606,000,000","8,402,000,000","8,096,000,000","7,799,000,000","7,570,000,000","7,624,000,000","7,888,000,000","7,982,000,000","8,904,000,000","8,038,000,000","7,713,000,000","7,472,000,000","7,370,000,000","6,992,000,000","6,276,000,000","6,285,000,000","6,721,000,000","6,652,000,000","7,100,000,000","7,495,000,000","7,678,000,000","7,763,000,000","7,968,000,000","7,396,000,000","7,225,000,000","7,514,000,000","7,077,379,000","6,916,000,000",,,"6,820,542,000","6,822,000,000","6,421,906,000","6,234,000,000","5,586,621,021.74","4,114,312,847.17","4,467,848,950","4,022,656,070","3,938,024,610.64","3,962,153,580","3,671,823,572.45","3,507,752,160","3,676,622,381.95","3,174,690,840","3,067,009,400","2,891,660,050","2,729,670,574.82","2,752,901,280","2,644,627,860","1,842,397,783.27","1,162,677,247.86","1,990,275,536.34","2,323,315,881.6","1,981,615,132.1","2,030,540,966.83","1,989,054,760.35","2,025,016,739.79","1,893,689,775.25","2,096,651,146.31","2,240,777,592.24","2,569,942,407.2","2,459,307,535.3","2,024,877,635.44","2,645,313,201.3","2,737,544,626.2","2,414,372,542.25","2,370,666,405.46","2,216,758,764","2,015,177,482.84","1,711,671,466.4","1,668,558,500","1,685,468,088","1,746,830,150","1,586,908,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledDepreciation,"2,983,000,000","729,000,000","792,000,000","732,000,000","730,000,000","747,000,000","651,000,000","557,000,000","604,000,000","613,000,000","694,000,000","605,000,000","665,000,000","629,000,000","626,000,000","557,000,000","595,000,000","586,000,000","612,000,000","611,000,000","603,000,000","592,000,000","561,000,000","561,000,000","574,000,000","591,000,000","663,000,000","559,000,000","600,000,000","569,000,000","543,000,000","605,000,000","514,000,000","524,000,000","534,000,000","481,000,000","523,000,000","510,000,000","530,984,000","407,000,000","477,414,000","451,000,000","404,445,000","407,000,000","395,726,000","389,000,000","351,206,760.2","303,444,239.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"5,006,000,000","331,000,000","2,783,000,000","501,000,000","1,391,000,000","1,840,000,000","2,068,000,000","1,990,000,000","1,698,000,000","2,054,000,000","1,542,000,000","1,461,000,000","1,749,000,000","1,867,000,000","1,598,000,000","1,695,000,000","1,278,000,000","1,633,000,000","25,000,000","1,680,000,000","2,544,000,000","1,717,000,000","1,474,000,000","1,612,000,000","1,453,000,000","1,303,000,000","1,061,000,000","1,055,000,000","1,064,000,000","1,205,000,000","403,000,000","1,239,000,000","1,408,000,000","1,610,000,000","50,000,000","1,639,000,000","1,393,000,000","2,114,000,000","2,110,831,000","2,228,000,000","2,231,379,000","2,227,000,000","2,695,190,000","2,228,000,000","2,347,358,000","2,111,000,000","2,422,330,344.6","2,200,861,263.65","2,524,007,400","2,204,134,390","2,268,984,946.49","2,113,522,320","2,655,995,614.43","1,801,783,920","1,257,391,625.15","1,729,572,200","1,724,067,800","1,497,393,150","2,340,587,672.07","1,340,709,470","1,362,784,500","855,273,640.98","146,062,786.28","715,383,248.58","979,994,924.16","914,452,680.7","-46,676,732.74","877,118,168.85","914,945,123.18","858,139,315.25","223,870,083.16","619,048,171.94","621,769,773.8","784,568,484.7","-87,351,812.18","791,418,648.3","845,396,512.8","797,053,041","289,978,724.48","731,415,892.46","663,745,521.93","579,891,895.3","246,454,259","504,022,392","527,864,350","452,300,886","222,877,250","282,139,550","362,114,200","314,114,933","470,845,683","311,689,728","277,054,291","219,655,436","124,177,692","221,448,850","197,319,996","195,719,187","161,201,007","151,991,450","166,616,608","167,423,232","153,214,314","150,004,056","175,310,579","155,404,288","-21,370,713","135,989,800","137,972,918","162,375,088","-23,268,366","136,619,757","185,969,069","159,956,940",,,,,,,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"-571,000,000","-21,000,000","996,000,000","-1,526,000,000","-20,000,000","-14,000,000","37,000,000","-88,000,000","-136,000,000","-31,000,000","-660,000,000","-67,000,000","-120,000,000","-94,000,000","-142,000,000","-27,000,000","1,000,000","-44,000,000","-215,000,000","-53,000,000","-238,000,000","88,000,000","631,000,000","-45,000,000","-498,000,000","1,884,000,000","-125,000,000","-141,000,000","350,000,000","-110,000,000","-592,000,000","562,000,000","-97,000,000","-83,000,000","-15,731,000,000","558,000,000","-52,000,000","609,000,000",,,,"-57,000,000","-11,435,952,000","-42,000,000","-4,868,371,000","-25,000,000","-7,366,411,565","-10,858,923.7","-41,939,700","-27,227,170",,,,,,,,,"-11,000,419.73","-19,117,370","-9,911,160","2,099,832.46",,,,,,,,,,,,,,,,,,,,,,"145,061,928","44,141,630","98,560,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,"-571,000,000","-21,000,000","996,000,000","-1,526,000,000","-20,000,000","-14,000,000","37,000,000","-88,000,000","-136,000,000","-31,000,000","-660,000,000","-67,000,000","-120,000,000","-94,000,000","-142,000,000","-27,000,000","1,000,000","-44,000,000","-215,000,000","-53,000,000","-238,000,000","88,000,000","631,000,000","-45,000,000","-498,000,000","1,884,000,000","-125,000,000","-141,000,000","350,000,000","-110,000,000","-592,000,000","562,000,000","-97,000,000","-83,000,000","-15,731,000,000","558,000,000","-52,000,000","609,000,000",,,,"-57,000,000","-11,435,952,000","-42,000,000","-4,868,371,000","-25,000,000","-7,366,411,565","-10,858,923.7","-41,939,700","-27,227,170",,,,,,,,,"-11,000,419.73","-19,117,370","-9,911,160","2,099,832.46",,,,,,,,,,,,,,,,,,,,,,"145,061,928","44,141,630","98,560,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.398","0.25","0.179","0.25","0.373","0.377","0.326","0.361","0.342","0.347","0.213","0.37","0.345","0.34","0.281","0.308","0.335","0.297","0.217","0.283","0.28","0.308","0.388","0.254","0.187","0.3","0.35","0.263","0.231","0.248","0.182","0.315","0.284","0.282","0.3","0.25","0.242","0.274","0.274","0.194","0.215","0.231","0.3","0.194","0.201","0.22","0.11","0.178","0.187","0.194","0.183","0.22","0.199","0.242","0.344","0.275","0.229","0.238","0.142","0.209","0.197","0.181","0.4","0.269","0.19","0.208","0.4","0.231","0.2","0.193","0.4","0.217","0.239","0.233","0.4","0.238","0.234","0.24","0.4","0.216","0.224","0.228","0.308","0.227","0.226","0.227","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",,,,,,,,,,,,,,,,,,,,
TaxEffectOfUnusualItems,"-227,408,973.412","-5,250,000","178,609,240.407","-381,500,000","-7,456,469.785","-5,274,292.06","12,046,749.654","-31,767,832.926","-46,519,626.168","-10,756,302.521","-140,393,063.584","-24,811,405.015","-41,380,574.221","-31,938,991.241","-39,912,045.889","-8,308,398.504","335,348.65","-13,050,164.775","-46,601,472.619","-15,014,758.819","-66,640,000","27,144,864.503","245,048,543.689","-11,430,246.19","-93,345,829.428","565,200,000","-43,778,801.843","-37,046,432.616","80,942,622.951","-27,239,141.288","-107,671,957.672","176,781,861.575","-27,527,027.027","-23,380,281.69","-4,719,300,000","139,555,029.586","-12,564,417.178","166,756,706.753","0","0","0","-13,185,628.743","-3,430,785,600","-8,143,600.416","-980,490,900.664","-5,490,819.209","-808,696,773.968","-1,935,897.269","-7,831,491.892","-5,282,789.641","0","0","0","0","0","0","0","0","-1,566,092.673","-3,986,693.94","-1,949,419.981","380,088.782","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32,904,290.985","9,987,020.351","22,399,410.362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,
