name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"476,106,000,000","476,106,000,000","480,293,000,000",,"435,692,000,000","431,232,000,000","410,758,000,000","398,443,000,000","377,753,788,168.85","394,059,307,573.12","345,464,606,534.4","296,023,596,982.2","302,738,982,480.44","202,741,204,276.58","168,033,692,965.08","144,011,746,522.36","107,672,960,005.02",,"43,480,882,697.56","27,217,209,292.59","15,306,625,762.88","9,782,337,849.81"
	OperatingRevenue,"476,106,000,000","476,106,000,000","480,293,000,000",,"435,692,000,000","431,232,000,000","410,758,000,000","398,443,000,000","377,753,788,168.85","394,059,307,573.12","345,464,606,534.4","296,023,596,982.2","302,738,982,480.44","202,741,204,276.58","168,033,692,965.08","144,011,746,522.36","107,672,960,005.02",,"43,480,882,697.56","27,217,209,292.59","15,306,625,762.88","9,782,337,849.81"
CostOfRevenue,"178,884,000,000","178,884,000,000","176,270,000,000",,"175,732,000,000","167,172,000,000","114,682,000,000","106,413,000,000","147,372,262,621.65","113,116,215,221.24","91,421,551,728","70,935,490,595.4","71,436,762,492.04","46,333,161,241.45","37,715,930,659.5","28,379,006,296.46","19,381,910,640.21",,"16,467,200,197.28","9,692,223,227.27","6,644,589,694.48","2,486,623,232.55"
GrossProfit,"297,222,000,000","297,222,000,000","304,023,000,000",,"259,960,000,000","264,060,000,000","296,076,000,000","292,030,000,000","230,381,525,547.2","280,943,092,351.88","254,043,054,806.4","225,088,106,386.8","231,302,219,988.4","156,408,043,035.13","130,317,762,305.58","115,632,740,225.9","88,291,049,364.81",,"27,013,682,500.28","17,524,986,065.32","8,662,036,068.4","7,295,714,617.26"
OperatingExpense,"180,009,000,000","180,009,000,000","192,534,000,000",,"175,406,000,000","176,142,000,000","193,370,000,000","190,272,000,000","149,715,093,672.07","190,482,134,505.88","166,480,053,772.8","146,057,481,569.7","136,641,978,601.04","89,243,980,707.07","74,157,788,110.86","68,729,768,676.28","47,750,136,737.4",,"12,186,311,826.57","7,339,362,613.84","4,689,117,051.37","4,139,503,548.9"
	SellingGeneralAndAdministration,"85,497,000,000","85,497,000,000","81,084,000,000",,"81,148,000,000","79,972,000,000","99,734,000,000","108,319,000,000","44,438,334,309.7","106,025,847,022.76","95,595,152,952","82,088,151,139.5","70,169,136,509.12","52,649,346,366.79","45,311,546,271.24","42,660,230,027.02","30,263,572,287.45",,"5,491,227,329.77","3,282,499,398.13","2,183,766,838.21","2,684,521,150.02"
		GeneralAndAdministrativeExpense,"67,981,000,000","67,981,000,000","63,883,000,000",,"60,617,000,000","57,872,000,000","77,826,000,000","85,458,000,000","22,819,167,140.69","77,932,631,802.48","69,575,448,158.4","59,309,724,681.3","44,091,837,016.48",,,,,,,,,
			SalariesAndWages,"51,091,000,000","51,091,000,000","46,769,000,000",,"44,347,000,000","40,553,000,000","49,113,000,000",,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,"16,220,000,000",,"13,229,556,188.39",,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,"174,000,000",,"177,673,142.83",,,,,,,,,,,,,
			OtherGandA,"16,890,000,000","16,890,000,000","17,114,000,000",,"16,270,000,000","17,319,000,000","12,319,000,000","85,458,000,000","9,411,937,809.47","77,932,631,802.48","69,575,448,158.4","59,309,724,681.3","44,091,837,016.48",,,,,,,,,
		SellingAndMarketingExpense,"17,516,000,000","17,516,000,000","17,201,000,000",,"20,531,000,000","22,100,000,000","21,908,000,000","22,861,000,000","21,619,167,169.01","28,093,215,220.28","26,019,704,793.6","22,778,426,458.2","26,077,299,492.64",,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"96,279,000,000","96,279,000,000","104,588,000,000",,"81,582,000,000","82,473,000,000","74,710,000,000","73,253,000,000","69,102,975,282.9","74,700,233,602.96","61,195,972,838.4","55,433,726,068.8","57,231,751,459.96","36,594,634,340.28","28,846,241,839.62","26,069,538,649.26","18,718,254,155.07",,"6,695,084,496.8","4,056,863,215.71","2,505,350,213.16","1,454,982,398.88"
		DepreciationAndAmortizationInIncomeStatement,"96,279,000,000","96,279,000,000","104,588,000,000",,"81,582,000,000","82,473,000,000","74,710,000,000","73,253,000,000","69,102,975,282.9","74,700,233,602.96","61,195,972,838.4","55,433,726,068.8","57,231,751,459.96","36,594,634,340.28","28,846,241,839.62","26,069,538,649.26","18,718,254,155.07",,"6,695,084,496.8","4,056,863,215.71","2,505,350,213.16","1,454,982,398.88"
	ProvisionForDoubtfulAccounts,,,,,,,"3,266,000,000","3,106,000,000","2,683,019,377.75","3,560,570,683.18","3,748,853,520","3,303,661,651.2","4,356,568,609.8",,,,,,,,,
	OtherTaxes,"2,490,000,000","2,490,000,000","4,010,000,000",,"3,806,000,000","2,491,000,000","5,913,000,000",,"6,288,487,093.39",,,,,,,,,,,,,
	OtherOperatingExpenses,"-4,257,000,000","-4,257,000,000","2,852,000,000",,"8,870,000,000","11,206,000,000","9,747,000,000","5,594,000,000","27,202,277,608.33","6,195,483,196.98","5,940,074,462.4","5,231,942,710.2","4,884,522,022.16",,,,"-1,231,689,705.12",,,,,
OperatingIncome,"117,213,000,000","117,213,000,000","111,489,000,000",,"84,554,000,000","87,918,000,000","102,706,000,000","101,758,000,000","80,666,431,875.13","90,460,957,846","87,563,001,033.6","79,030,624,817.1","94,660,241,387.36","67,164,062,328.06","56,159,974,194.72","46,902,971,549.62","40,540,912,627.41",,"14,827,370,673.71","10,185,623,451.48","3,972,919,017.03","3,156,211,068.36"
NetNonOperatingInterestIncomeExpense,"-42,232,000,000","-42,232,000,000","-31,176,000,000",,"-21,838,000,000","-18,052,000,000","-11,934,000,000","-12,705,000,000","-14,696,992,362.75","-19,012,155,742.86","-21,195,812,846.4","-13,957,391,901.6","-3,551,060,689",,,,,,,,,
	InterestIncomeNonOperating,"3,413,000,000","3,413,000,000","5,539,000,000",,"4,787,000,000","7,915,000,000","4,519,000,000","2,793,000,000","2,562,545,504.53","2,001,183,585.66","2,581,707,398.4","3,270,845,616.3","980,024,787.28",,,,,,,,,
	InterestExpenseNonOperating,"43,573,000,000","43,573,000,000","39,708,000,000",,"24,226,000,000","26,042,000,000","16,453,000,000","15,498,000,000","17,259,537,867.28","21,013,339,328.52","23,777,520,244.8","17,228,237,517.9","4,531,085,476.28",,,,,,,,,
	TotalOtherFinanceCost,"2,072,000,000","2,072,000,000","-2,993,000,000",,"2,399,000,000","-75,000,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-8,108,000,000","-8,108,000,000","3,538,000,000",,"4,893,000,000","-9,193,000,000","-22,032,000,000","7,635,000,000","-16,765,704,343.09","5,819,487,547.02","-3,178,709,644.8","-4,786,349,773.5","-15,147,833,527.64","4,710,175,892.03","-7,995,469,355.58","1,134,300,380.38","1,107,617,687.55",,"-32,568,610.2","-364,999,770.63","-16,114,884.36","-65,765,772.27"
	GainOnSaleOfSecurity,"-6,129,000,000","-6,129,000,000","782,000,000",,"3,382,000,000","-5,409,000,000","-18,024,000,000","-5,473,000,000","3,122,296,402.62","5,056,332,176.84","619,088,515.2",,,,,,,,,,,
	EarningsFromEquityInterest,"8,079,000,000","8,079,000,000","2,890,000,000",,"1,828,000,000","-324,000,000","-2,880,000,000","2,472,000,000","848,390,016.43","1,581,619,271.82","2,161,181,169.6","1,817,477,973.3","2,245,020,902.08","1,785,205,380.65","1,528,745,721.66","1,217,413,626.22",,,,,,
