name,05/31/2019,05/31/2018,05/31/2017,05/31/2016,05/31/2015,05/31/2014,05/31/2013,05/31/2012,05/31/2011,05/31/2010,05/31/2009,05/31/2008,05/31/2007,05/31/2006,05/31/2005,05/31/2004,05/31/2003,05/31/2002,05/31/2001,05/31/2000,05/31/1999,05/31/1998,05/31/1997,05/31/1996,05/31/1995
TotalAssets,"5,892,800,000","5,469,600,000","5,504,200,000","4,582,600,000","5,994,700,000","7,100,700,000","6,936,900,000","5,944,200,000","5,466,600,000","5,247,400,000","5,025,200,000","4,730,600,000","2,880,800,000","3,010,170,000","2,937,771,000","2,780,348,000","2,664,633,000","2,529,736,000","2,218,458,000","1,971,423,000","1,905,700,000","1,984,700,000","1,963,700,000","2,088,500,000","2,113,400,000"
	CurrentAssets,"892,600,000","553,600,000","799,800,000","820,300,000","1,056,400,000","1,976,400,000","764,900,000","757,600,000","663,800,000","678,500,000","554,800,000","467,900,000","545,400,000","377,607,000","407,266,000","346,307,000","325,629,000","449,531,000","328,142,000","290,460,000","327,700,000","397,500,000","337,400,000","288,000,000","307,600,000"
		CashCashEquivalentsAndShortTermInvestments,"457,300,000","146,900,000","233,100,000","274,800,000","535,900,000","98,300,000","88,200,000","70,500,000","70,500,000","248,800,000","62,900,000","43,200,000","30,200,000","42,334,000","42,801,000","36,694,000","48,630,000","162,779,000","61,814,000","26,102,000","41,000,000","33,500,000","25,500,000","30,300,000","20,100,000"
			CashAndCashEquivalents,"457,300,000","146,900,000","233,100,000","274,800,000","535,900,000","98,300,000","88,200,000","70,500,000","70,500,000","248,800,000","62,900,000","43,200,000","30,200,000","42,334,000","42,801,000","36,694,000","48,630,000","152,875,000","61,814,000","26,102,000","41,000,000","33,500,000","25,500,000","30,300,000","20,100,000"
				CashEquivalents,"457,300,000","146,900,000","233,100,000","274,800,000","535,900,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"9,904,000",,,,,,,
		Receivables,"88,300,000","83,700,000","75,900,000","64,000,000","78,000,000","83,800,000","85,400,000","71,400,000","65,400,000","53,200,000","37,100,000","69,500,000","46,400,000","37,111,000","36,510,000","30,258,000","29,023,000","29,089,000","32,870,000","27,962,000","20,300,000","27,300,000","16,300,000","24,800,000","25,300,000"
			AccountsReceivable,"40,200,000","40,400,000","43,000,000","43,900,000","47,100,000","39,600,000","85,400,000","71,400,000","65,400,000",,,"69,500,000","46,400,000","37,111,000","36,510,000","30,258,000","29,023,000","29,089,000","32,870,000",,,,"16,300,000","24,800,000","25,300,000"
				GrossAccountsReceivable,,,,,,,,,"65,700,000",,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,"-300,000",,,,,,,,,,,,,,,,
			OtherReceivables,"48,400,000","43,600,000","33,200,000","20,600,000","31,800,000","44,500,000",,,,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-300,000","-300,000","-300,000","-500,000","-900,000","-300,000",,,,,,,,,,,,,,,,,,,
		Inventory,"207,300,000","205,300,000","178,900,000","175,400,000","163,900,000","196,800,000","356,900,000","404,100,000","300,100,000","220,800,000","247,000,000","216,700,000","209,600,000","198,723,000","235,444,000","198,781,000","173,644,000","172,413,000","148,429,000","142,187,000","144,100,000","182,400,000","132,200,000","120,700,000","163,000,000"
		PrepaidAssets,"139,700,000","105,800,000","86,900,000","122,500,000","88,300,000","83,200,000","89,800,000","87,100,000","82,200,000","53,900,000","97,400,000","46,700,000","33,500,000","29,889,000","28,927,000","25,316,000","25,126,000","23,076,000","26,942,000",,,,,,
		CurrentDeferredAssets,,,"211,800,000","163,300,000","157,400,000","124,000,000","144,600,000","124,500,000","145,600,000","101,800,000","110,400,000","91,800,000","81,700,000","69,550,000","63,584,000","55,258,000","49,206,000","52,127,000","48,000,000",,,,,,
			CurrentDeferredTaxesAssets,,,"211,800,000","163,300,000","157,400,000","124,000,000","144,600,000","124,500,000","145,600,000","101,800,000","110,400,000","91,800,000","81,700,000","69,550,000","63,584,000","55,258,000","49,206,000","52,127,000","48,000,000",,,,,,
		AssetsHeldForSaleCurrent,"0","11,900,000","13,200,000","20,300,000","32,900,000","1,390,300,000",,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,"144,000,000",,,,,"10,047,000","10,087,000","94,209,000","122,300,000","154,300,000","163,400,000","112,200,000","99,200,000"
	TotalNonCurrentAssets,"5,000,200,000","4,916,000,000","4,704,400,000","3,762,300,000","4,938,300,000","5,124,300,000","6,172,000,000","5,186,600,000","4,802,800,000","4,568,900,000","4,470,400,000","4,262,700,000","2,335,400,000","2,632,563,000","2,530,505,000","2,434,041,000","2,339,004,000","2,080,205,000","1,890,316,000","1,680,963,000","1,578,000,000","1,587,200,000","1,626,300,000","1,800,500,000","1,805,800,000"
