name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002
TotalAssets,"8,829,000,000","8,932,000,000","8,738,000,000","8,885,000,000","8,596,000,000","8,789,000,000","9,578,000,000","9,410,000,000","9,012,000,000","8,750,000,000","8,956,000,000","9,268,000,000","9,739,000,000","8,561,000,000","8,495,000,000","8,252,000,000","8,374,000,000","8,796,000,000","9,079,000,000","9,845,000,000","10,036,000,000","10,814,000,000","9,765,000,000","9,492,000,000","8,659,000,000","8,890,000,000","9,345,000,000","9,243,000,000","8,743,000,000","8,742,000,000","9,522,000,000","10,106,000,000","10,064,000,000","9,171,000,000","8,732,000,000","9,225,000,000","8,280,000,000","8,658,000,000","7,988,000,000","8,247,000,000","7,747,000,000","7,388,000,000","6,899,000,000","7,087,000,000","6,626,000,000","7,060,000,000","10,169,000,000","10,120,000,000","10,413,000,000","10,616,000,000","10,065,000,000","9,472,000,000","9,264,000,000","9,278,000,000","10,520,000,000","9,544,000,000","5,977,000,000","5,434,000,000","5,378,000,000","5,244,000,000","4,757,000,000","4,310,000,000","4,014,000,000","3,942,000,000","4,003,000,000","4,040,000,000","3,814,000,000","3,517,000,000","3,382,000,000","3,221,000,000","3,051,000,000"
	CurrentAssets,"4,015,000,000","4,152,000,000","4,031,000,000","4,363,000,000","3,487,000,000","3,676,000,000","4,523,000,000","4,310,000,000","5,247,000,000","4,910,000,000","4,824,000,000","5,041,000,000","5,460,000,000","4,140,000,000","3,928,000,000","3,533,000,000","3,600,000,000","3,931,000,000","4,882,000,000","5,568,000,000","5,831,000,000","6,632,000,000","5,583,000,000","5,777,000,000","5,151,000,000","5,289,000,000","5,625,000,000","5,412,000,000","4,987,000,000","5,017,000,000","5,749,000,000","6,310,000,000","6,368,000,000","5,400,000,000","5,998,000,000","6,425,000,000","5,504,000,000","5,826,000,000","5,156,000,000","5,418,000,000","5,156,000,000","4,881,000,000","4,307,000,000","4,291,000,000","3,544,000,000","3,788,000,000","4,367,000,000","4,272,000,000","4,607,000,000","4,857,000,000","4,349,000,000","3,801,000,000","3,809,000,000","3,992,000,000","5,238,000,000","4,333,000,000","3,912,000,000","3,498,000,000","3,529,000,000","3,502,000,000","3,222,000,000","2,865,000,000","2,547,000,000","2,461,000,000","2,675,000,000","2,766,000,000","2,586,000,000","2,282,000,000","2,196,000,000","2,078,000,000","1,906,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,614,000,000","1,744,000,000","1,786,000,000","2,222,000,000","1,388,000,000","1,357,000,000","1,942,000,000","1,853,000,000","2,926,000,000","2,556,000,000","2,285,000,000","2,539,000,000","3,026,000,000","1,716,000,000","1,494,000,000","1,131,000,000","1,199,000,000","1,264,000,000","1,921,000,000","2,485,000,000","2,610,000,000","3,302,000,000","2,201,000,000","2,654,000,000","2,306,000,000","2,339,000,000","2,413,000,000","2,188,000,000","1,909,000,000","1,872,000,000","2,370,000,000","2,118,000,000","2,046,000,000","2,232,000,000","2,900,000,000","3,151,000,000","2,480,000,000","2,814,000,000","2,066,000,000","2,515,000,000","2,276,000,000","2,092,000,000","1,626,000,000","1,541,000,000","1,481,000,000","1,309,000,000","1,153,000,000","1,141,000,000","1,283,000,000","1,750,000,000","1,498,000,000","1,144,000,000","1,210,000,000","1,560,000,000","2,653,000,000","1,733,000,000","2,040,000,000","1,751,000,000","1,792,000,000","1,836,000,000","1,695,000,000","1,476,000,000","1,202,000,000","1,183,000,000","1,363,000,000","1,278,000,000","1,349,000,000","1,194,000,000","1,076,000,000","974,000,000","801,000,000"
			CashAndCashEquivalents,"1,612,000,000","1,744,000,000","1,784,000,000","2,220,000,000","1,388,000,000","1,357,000,000","1,942,000,000","1,853,000,000","2,926,000,000","2,556,000,000","2,285,000,000","2,539,000,000","3,026,000,000","1,716,000,000","1,489,000,000","1,125,000,000","1,193,000,000","1,258,000,000","1,915,000,000","2,479,000,000","2,604,000,000","3,296,000,000","2,190,000,000","2,634,000,000","2,259,000,000","2,293,000,000","1,924,000,000","1,708,000,000","1,433,000,000","1,383,000,000","1,894,000,000","1,707,000,000","1,638,000,000","1,825,000,000","2,474,000,000","2,677,000,000","2,201,000,000","2,528,000,000","1,783,000,000","2,263,000,000","2,062,000,000","1,891,000,000","1,530,000,000","1,427,000,000","1,352,000,000","1,161,000,000","1,005,000,000","990,000,000","1,143,000,000","1,433,000,000","1,263,000,000","988,000,000","909,000,000","1,096,000,000","1,856,000,000","910,000,000","1,035,000,000","768,000,000","831,000,000","746,000,000","720,000,000","646,000,000","458,000,000","422,000,000","736,000,000","703,000,000","834,000,000","749,000,000","679,000,000","622,000,000","505,000,000"
			OtherShortTermInvestments,"2,000,000",,"2,000,000","2,000,000",,,,,,,,"0","0","0","5,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","11,000,000","20,000,000","47,000,000","46,000,000","489,000,000","480,000,000","476,000,000","489,000,000","476,000,000","411,000,000","408,000,000","407,000,000","426,000,000","474,000,000","279,000,000","286,000,000","283,000,000","252,000,000","214,000,000","201,000,000","96,000,000","114,000,000","129,000,000","148,000,000","148,000,000","151,000,000","140,000,000","317,000,000","235,000,000","156,000,000","301,000,000","464,000,000","797,000,000","823,000,000","1,005,000,000","983,000,000","961,000,000","1,090,000,000","975,000,000","830,000,000","744,000,000","761,000,000","627,000,000","575,000,000","515,000,000","445,000,000","397,000,000","352,000,000","296,000,000"
		Receivables,"1,160,000,000","1,112,000,000","1,065,000,000","989,000,000","897,000,000","1,058,000,000","1,202,000,000","1,184,000,000","1,076,000,000","1,055,000,000","1,209,000,000","1,199,000,000","1,156,000,000","1,211,000,000","1,307,000,000","1,384,000,000","1,250,000,000","1,398,000,000","1,522,000,000","1,801,000,000","1,769,000,000","1,829,000,000","1,909,000,000","1,841,000,000","1,757,000,000","1,745,000,000","1,937,000,000","1,999,000,000","1,855,000,000","1,945,000,000","2,088,000,000","2,920,000,000","2,478,000,000","2,012,000,000","1,449,000,000","1,495,000,000","1,394,000,000","1,392,000,000","1,511,000,000","1,400,000,000","1,451,000,000","1,333,000,000","1,242,000,000","1,033,000,000","872,000,000","1,040,000,000","1,796,000,000","1,410,000,000","1,820,000,000","1,593,000,000","1,519,000,000","1,383,000,000","1,367,000,000","1,251,000,000","1,331,000,000","1,445,000,000","1,152,000,000","1,091,000,000","1,116,000,000","1,094,000,000","988,000,000","879,000,000","826,000,000","691,000,000","649,000,000","914,000,000","714,000,000","611,000,000","657,000,000","628,000,000","668,000,000"
			AccountsReceivable,"1,160,000,000","1,112,000,000","1,065,000,000","989,000,000","897,000,000","1,058,000,000","1,202,000,000","1,184,000,000","1,076,000,000","1,055,000,000","1,209,000,000","1,199,000,000","1,156,000,000","1,211,000,000","1,307,000,000","1,318,000,000","1,250,000,000","1,398,000,000","1,522,000,000","1,735,000,000","1,769,000,000","1,829,000,000","1,909,000,000","1,729,000,000","1,633,000,000","1,615,000,000","1,618,000,000","1,670,000,000","1,562,000,000","1,648,000,000","1,684,000,000","2,319,000,000","2,478,000,000","1,627,000,000","1,449,000,000","1,495,000,000","1,394,000,000","1,392,000,000","1,511,000,000","1,400,000,000","1,451,000,000","1,333,000,000","1,242,000,000","1,033,000,000","872,000,000","1,040,000,000","1,393,000,000","1,410,000,000","1,351,000,000","1,593,000,000","1,519,000,000","1,383,000,000","1,367,000,000","1,251,000,000","1,331,000,000","1,445,000,000","1,152,000,000","1,091,000,000","1,116,000,000","1,094,000,000","988,000,000","878,000,000","825,000,000","691,000,000","649,000,000","912,000,000","708,000,000","611,000,000","657,000,000","628,000,000","668,000,000"
				GrossAccountsReceivable,,,,"993,000,000",,,,"1,188,000,000",,,,"1,204,000,000",,,,"1,327,000,000",,,,"1,744,000,000",,,,"1,741,000,000",,,,"1,678,000,000",,,,"2,329,000,000",,,,"1,505,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-4,000,000",,,,"-4,000,000",,,,"-5,000,000",,,,"-9,000,000",,,,"-9,000,000",,,,"-12,000,000",,,,"-8,000,000",,,,"-10,000,000",,,,"-10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,"66,000,000",,,,"66,000,000",,,,"112,000,000","124,000,000","130,000,000","319,000,000","329,000,000","293,000,000","297,000,000","404,000,000","601,000,000",,"385,000,000",,,,,,,,,,,,,"403,000,000",,"469,000,000",,,,,,,,,,,,,"1,000,000","1,000,000",,,"2,000,000","6,000,000",,,,
