name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalRevenue,"773,681,000","751,020,000","619,225,000","475,633,000","403,077,000","366,798,000","306,734,000","272,746,000","235,869,000","197,739,000","170,983,000"
	OperatingRevenue,"773,681,000","751,020,000","619,225,000","475,633,000","403,077,000","366,798,000","306,734,000","272,746,000","235,869,000","197,739,000","170,983,000"
CostOfRevenue,"525,388,000","508,285,000","413,729,000","321,143,000","276,689,000","254,756,000","212,314,000","192,617,000","173,040,000","140,849,000","122,373,000"
GrossProfit,"248,293,000","242,735,000","205,496,000","154,490,000","126,388,000","112,042,000","94,420,000","80,129,000","62,829,000","56,890,000","48,610,000"
OperatingExpense,"145,736,000","129,926,000","110,964,000","86,002,000","74,936,000","69,761,000","56,941,000","41,348,000","36,675,000","34,303,000","29,033,000"
	SellingGeneralAndAdministration,"105,827,000","91,793,000","79,052,000","62,838,000","53,489,000","44,235,000","36,875,000","25,561,000","21,633,000","19,336,000","16,495,000"
		GeneralAndAdministrativeExpense,"60,232,000","48,999,000","41,756,000","34,933,000","27,693,000","21,053,000","17,683,000","11,408,000","9,063,000","7,588,000","6,202,000"
			OtherGandA,"60,232,000","48,999,000","41,756,000","34,933,000","27,693,000","21,053,000","17,683,000","11,408,000","9,063,000","7,588,000","6,202,000"
		SellingAndMarketingExpense,"45,595,000","42,794,000","37,296,000","27,905,000","25,796,000","23,182,000","19,192,000","14,153,000","12,570,000","11,748,000","10,293,000"
	ResearchAndDevelopment,"32,515,000","31,789,000","25,847,000","20,178,000","18,459,000","17,001,000","13,642,000","10,409,000","9,727,000","9,750,000","7,321,000"
	DepreciationAmortizationDepletionIncomeStatement,"7,394,000","6,344,000","6,065,000","2,986,000","2,988,000","8,525,000","6,424,000","5,378,000","5,315,000","5,217,000","5,217,000"
		DepreciationAndAmortizationInIncomeStatement,"7,394,000","6,344,000","6,065,000","2,986,000","2,988,000","8,525,000","6,424,000","5,378,000","5,315,000","5,217,000","5,217,000"
			Amortization,"7,394,000","6,344,000","6,065,000","2,986,000","2,988,000","8,525,000","6,424,000","5,378,000","5,315,000","5,217,000","5,217,000"
				AmortizationOfIntangiblesIncomeStatement,"7,394,000","6,344,000","6,065,000","2,986,000","2,988,000","8,525,000","6,424,000","5,378,000","5,315,000","5,217,000","5,217,000"
OperatingIncome,"102,557,000","112,809,000","94,532,000","68,488,000","51,452,000","42,281,000","37,479,000","38,781,000","26,154,000","22,587,000","19,577,000"
NetNonOperatingInterestIncomeExpense,"-4,191,000","-3,173,000","-3,059,000","-2,396,000","-2,088,000","-1,549,000","-999,000","-4,125,000","-3,486,000","-1,982,000","-2,637,000"
	InterestExpenseNonOperating,"4,191,000","3,173,000","3,059,000","2,396,000","2,088,000","1,549,000","999,000","4,125,000","3,486,000","1,982,000","2,637,000"
OtherIncomeExpense,"-1,142,000","-1,067,000","-583,000","-1,807,000","-6,274,000","-6,488,000","-2,163,000","12,000","-277,000","-13,000","39,000"
	SpecialIncomeCharges,"0","0","0","-1,447,000","-5,911,000","-6,937,000","-2,856,000",,,,
		RestructuringAndMergernAcquisition,"0","0","0","1,447,000","5,911,000","6,937,000","2,856,000",,,,
	OtherNonOperatingIncomeExpenses,"-1,142,000","-1,067,000","-583,000","-360,000","-363,000","449,000","693,000","12,000","-277,000","-13,000","39,000"
PretaxIncome,"97,224,000","108,569,000","90,890,000","64,285,000","43,090,000","34,244,000","34,317,000","34,668,000","22,391,000","20,592,000","16,979,000"
TaxProvision,"12,418,000","14,099,000","5,523,000","21,102,000","7,415,000","9,290,000","6,631,000","10,566,000","8,181,000","7,054,000","6,210,000"
NetIncomeCommonStockholders,"83,180,000","93,033,000","84,040,000","43,128,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
	NetIncome,"83,180,000","93,033,000","84,040,000","43,128,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
		NetIncomeIncludingNoncontrollingInterests,"84,806,000","94,470,000","85,367,000","43,183,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
			NetIncomeContinuousOperations,"84,806,000","94,470,000","85,367,000","43,183,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
		MinorityInterests,"-1,626,000","-1,437,000","-1,327,000","-55,000",,,,,,,
DilutedNIAvailtoComStockholders,"83,180,000","93,033,000","84,040,000","43,128,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
BasicEPS,,,"2.22","1.15","0.97","0.67","0.75","0.7","0.44","0.405","0.336"
DilutedEPS,,,"2.16","1.11","0.94","0.66","0.73","0.68","0.44","0.396","0.331"
BasicAverageShares,,,"37,805,000","37,373,000","36,799,000","36,989,000","36,756,000","34,571,000","32,059,000","33,460,000","32,059,000"
DilutedAverageShares,,,"38,956,000","38,738,000","37,801,000","37,894,000","37,807,000","35,705,000","32,515,000","34,149,000","32,515,000"
TotalOperatingIncomeAsReported,"102,557,000","112,809,000","94,532,000","67,041,000","45,541,000","35,344,000","34,623,000","38,781,000","26,154,000","22,587,000","19,577,000"
TotalExpenses,"671,124,000","638,211,000","524,693,000","407,145,000","351,625,000","324,517,000","269,255,000","233,965,000","209,715,000","175,152,000","151,406,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"83,180,000","93,033,000","84,040,000","43,128,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
NormalizedIncome,"83,180,000","93,033,000","84,040,000","44,100,384","40,569,308","30,011,073","29,990,792","24,102,000","14,210,000","13,538,000","10,769,000"
InterestExpense,"4,191,000","3,173,000","3,059,000","2,396,000","2,088,000","1,549,000","999,000","4,125,000","3,486,000","1,982,000","2,637,000"
NetInterestIncome,"-4,191,000","-3,173,000","-3,059,000","-2,396,000","-2,088,000","-1,549,000","-999,000","-4,125,000","-3,486,000","-1,982,000","-2,637,000"
EBIT,"101,415,000","111,742,000","93,949,000","66,681,000","45,178,000","35,793,000","35,316,000","38,793,000","25,877,000","22,574,000","19,616,000"
EBITDA,"120,941,000"
ReconciledCostOfRevenue,"513,256,000","496,893,000","405,065,000","313,849,000","270,923,000","250,218,000","209,008,000","190,236,000","171,151,000","139,468,000","121,440,000"
ReconciledDepreciation,"19,526,000","17,736,000","14,729,000","10,280,000","8,754,000","13,063,000","9,730,000","7,759,000","7,204,000","6,598,000","6,150,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"83,180,000","93,033,000","84,040,000","43,128,000","35,675,000","24,954,000","27,686,000","24,102,000","14,210,000","13,538,000","10,769,000"
TotalUnusualItemsExcludingGoodwill,"0","0","0","-1,447,000","-5,911,000","-6,937,000","-2,856,000",,,,
TotalUnusualItems,"0","0","0","-1,447,000","-5,911,000","-6,937,000","-2,856,000",,,,
NormalizedEBITDA,"120,941,000","129,478,000","108,678,000","78,408,000","59,843,000","55,793,000","47,902,000","46,552,000","33,081,000","29,172,000","25,766,000"
TaxRateForCalcs,"0.128","0.13","0.061","0.328","0.172","0.271","0.193","0.305","0.365","0.343","0.366"
TaxEffectOfUnusualItems,"0","0","0","-474,616","-1,016,692","-1,879,927","-551,208","0","0","0","0"
