name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"7,859,000,000","1,964,000,000","1,919,000,000","1,947,000,000","2,029,000,000","2,078,000,000","1,791,000,000","1,622,000,000","1,596,000,000","1,538,000,000","1,492,000,000","1,491,000,000","1,380,000,000","1,353,000,000","1,368,000,000","1,293,000,000","1,222,000,000","1,218,000,000","1,173,000,000","1,056,000,000","1,085,000,000","1,045,000,000","983,000,000","1,015,000,000","1,005,000,000","955,000,000","1,027,000,000","1,042,000,000","1,080,000,000","988,000,000","986,000,000","930,000,000","722,000,000"
	OperatingRevenue,"6,023,000,000","1,483,000,000","1,430,000,000","1,527,000,000","1,583,000,000","1,600,000,000","1,399,000,000","1,238,000,000","1,305,000,000","1,562,000,000","1,400,000,000","1,398,000,000","1,288,000,000","1,248,000,000","1,296,000,000","1,245,000,000","1,176,000,000","1,172,000,000","1,112,000,000","1,000,000,000","1,022,000,000","987,000,000","923,000,000","973,000,000","953,000,000","886,000,000","973,000,000","1,042,000,000","1,080,000,000","795,000,000","946,000,000","930,000,000","722,000,000"
CostOfRevenue,"3,186,000,000","783,000,000","776,000,000","785,000,000","842,000,000","837,000,000","793,000,000","716,000,000","741,000,000","707,000,000","668,000,000","689,000,000","632,000,000","639,000,000","621,000,000","594,000,000","576,000,000","573,000,000","573,000,000","504,000,000","533,000,000","524,000,000","505,000,000","533,000,000","556,000,000","552,000,000","556,000,000","598,000,000","581,000,000","496,000,000","535,000,000","477,000,000","317,000,000"
GrossProfit,"4,673,000,000","1,181,000,000","1,143,000,000","1,162,000,000","1,187,000,000","1,241,000,000","998,000,000","906,000,000","855,000,000","831,000,000","824,000,000","802,000,000","748,000,000","714,000,000","747,000,000","699,000,000","646,000,000","645,000,000","600,000,000","552,000,000","552,000,000","521,000,000","478,000,000","482,000,000","449,000,000","403,000,000","471,000,000","444,000,000","499,000,000","492,000,000","451,000,000","453,000,000","405,000,000"
OperatingExpense,"1,223,000,000","311,000,000","300,000,000","304,000,000","308,000,000","518,000,000","322,000,000","259,000,000","241,000,000","234,000,000","216,000,000","225,000,000","214,000,000","206,000,000","209,000,000","199,000,000","195,000,000","211,000,000","219,000,000","163,000,000","146,000,000","170,000,000","127,000,000","132,000,000","94,000,000","111,000,000","109,000,000","76,000,000","38,000,000","92,000,000","55,000,000","61,000,000","35,000,000"
	SellingGeneralAndAdministration,"882,000,000","226,000,000","214,000,000","219,000,000","223,000,000","439,000,000","241,000,000","183,000,000","169,000,000","160,000,000","147,000,000","156,000,000","151,000,000","154,000,000","146,000,000","138,000,000","131,000,000","153,000,000","174,000,000","122,000,000","110,000,000","135,000,000","90,000,000","95,000,000","84,000,000","103,000,000","101,000,000","76,000,000","38,000,000","38,000,000","37,000,000","61,000,000","35,000,000"
		GeneralAndAdministrativeExpense,"882,000,000","226,000,000","214,000,000","219,000,000","223,000,000","439,000,000","241,000,000","183,000,000","169,000,000","160,000,000","147,000,000","156,000,000","151,000,000","154,000,000","146,000,000","138,000,000","131,000,000","153,000,000","174,000,000","122,000,000","110,000,000","135,000,000","90,000,000","95,000,000","84,000,000","103,000,000","101,000,000","76,000,000","38,000,000","38,000,000","37,000,000","61,000,000","35,000,000"
			SalariesAndWages,"366,000,000","94,000,000","90,000,000","94,000,000","88,000,000","80,000,000","72,000,000","47,000,000","48,000,000","50,000,000","47,000,000","52,000,000","50,000,000","44,000,000","47,000,000","43,000,000","37,000,000","45,000,000","40,000,000","31,000,000","41,000,000","31,000,000","39,000,000","37,000,000","26,000,000","31,000,000","42,000,000",,,"4,000,000","35,000,000",,
			OtherGandA,"516,000,000","132,000,000","124,000,000","125,000,000","135,000,000","359,000,000","169,000,000","136,000,000","121,000,000","110,000,000","100,000,000","104,000,000","101,000,000","110,000,000","99,000,000","95,000,000","94,000,000","108,000,000","134,000,000","91,000,000","69,000,000","104,000,000","51,000,000","58,000,000","58,000,000","72,000,000","59,000,000","76,000,000","38,000,000","34,000,000","2,000,000","61,000,000","35,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"341,000,000","85,000,000","86,000,000","85,000,000","85,000,000","79,000,000","81,000,000","76,000,000","72,000,000","74,000,000","69,000,000","69,000,000","63,000,000","52,000,000","63,000,000","61,000,000","64,000,000","58,000,000","45,000,000","41,000,000","36,000,000","35,000,000","37,000,000","37,000,000","10,000,000","8,000,000","8,000,000",,,"54,000,000","18,000,000",,
