name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,"8,039,718,000","7,802,302,000","7,845,841,000","7,794,122,000","7,682,615,000","7,876,328,000","7,926,241,000","8,152,534,000","8,075,166,000","8,195,665,000","8,054,429,000","8,290,415,000","8,259,872,000","8,254,550,000","8,296,593,000","7,520,446,000","6,838,473,000","6,877,954,000","6,829,388,000","7,073,977,000","7,043,230,000","6,755,032,000","7,447,934,000","7,111,349,000","7,005,627,000","6,910,559,000","6,917,154,000","7,269,660,000","7,115,060,000","7,874,899,000","7,799,007,000","8,555,747,000","8,371,062,000","8,259,149,000","8,592,940,000","8,707,756,000","8,331,610,000","8,613,711,000","9,100,760,000","9,196,652,000","9,044,693,000","9,321,354,000","10,136,410,000","12,477,865,000","12,920,356,000","11,830,352,000","10,561,401,000","10,080,904,000","9,686,186,000","9,604,488,000","9,536,109,000","9,276,330,000","9,273,201,000","9,302,490,000","9,436,364,000","8,169,347,000","7,769,303,000","8,219,472,000","7,733,227,000","7,027,971,000","7,496,423,000","7,262,981,000","6,814,379,000","6,511,202,000","6,209,081,000","6,067,450,000","6,215,499,000","6,014,804,000","5,964,580,000","5,939,614,000","6,100,419,000","5,647,572,000","5,008,074,000","4,687,626,000","4,824,012,000","4,446,022,000","4,470,575,000","4,785,053,000","4,621,962,000","3,716,300,000","3,810,400,000","3,473,687,000","3,220,700,000","2,933,100,000","3,009,500,000","2,832,329,000","2,619,200,000","2,399,600,000","2,214,300,000","1,878,968,000","1,867,400,000","1,512,000,000","1,500,300,000","1,314,500,000","1,169,500,000","1,024,200,000","998,700,000","816,658,000","901,300,000","801,300,000","794,300,000","811,500,000","910,600,000","874,200,000","766,100,000","640,500,000","681,400,000","641,400,000","582,900,000","579,900,000","639,700,000","537,600,000","484,600,000","496,300,000","521,200,000","473,900,000","412,100,000","432,600,000","419,200,000","444,100,000","430,200,000","229,100,000"
	CurrentAssets,"1,975,932,000","1,743,679,000","1,745,864,000","2,019,856,000","1,911,018,000","1,713,068,000","1,738,778,000","1,928,382,000","1,848,758,000","1,751,556,000","1,605,601,000","1,801,747,000","1,768,026,000","1,661,476,000","1,702,319,000","2,385,128,000","1,760,821,000","1,765,540,000","1,675,480,000","1,922,035,000","1,813,374,000","1,813,922,000","2,475,895,000","2,128,383,000","1,885,263,000","1,731,080,000","1,670,786,000","1,942,862,000","1,829,585,000","1,831,260,000","1,679,006,000","2,457,794,000","2,231,546,000","2,104,923,000","2,380,461,000","2,446,556,000","2,019,840,000","2,559,146,000","3,032,495,000","2,701,329,000","2,637,562,000","2,859,387,000","4,198,767,000","5,355,402,000","5,780,713,000","4,685,752,000","3,093,233,000","2,668,266,000","2,466,658,000","2,391,507,000","2,305,228,000","2,044,492,000","2,108,396,000","2,126,731,000","2,639,394,000","6,390,755,000","6,044,760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"430,600,000",,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"1,345,740,000","1,128,670,000","1,170,101,000","1,432,046,000","1,312,621,000","1,096,718,000","1,150,760,000","1,278,433,000","1,220,958,000","1,155,797,000","968,341,000","1,207,880,000","1,207,608,000","1,086,877,000","1,085,823,000","1,893,473,000","1,115,301,000","1,113,307,000","1,005,229,000","1,175,095,000","1,149,998,000","1,125,358,000","1,797,332,000","1,432,583,000","1,283,489,000","1,177,131,000","1,122,818,000","1,375,449,000","1,316,154,000","1,310,539,000","1,161,291,000","1,852,096,000","1,711,956,000","1,556,577,000","1,723,971,000","1,896,410,000","1,534,347,000","1,880,335,000","1,838,006,000","1,934,704,000","1,895,303,000","1,420,566,000","2,071,934,000","2,904,414,000","3,479,369,000","2,557,277,000","1,751,253,000","1,725,313,000","1,492,893,000","1,456,783,000","1,283,809,000","1,184,628,000","1,261,869,000","1,165,676,000","1,689,357,000","1,140,569,000","1,141,998,000","1,050,040,000","3,534,214,000","2,894,770,000","3,978,604,000","3,782,748,000","976,155,000","535,894,000","631,701,000","733,271,000","1,299,101,000","981,712,000","758,069,000","954,240,000","827,075,000","848,380,000","902,034,000","2,886,725,000","2,389,530,000","1,390,700,000","361,468,000","2,419,983,000","1,370,230,000","1,692,200,000","673,600,000","678,042,000","323,600,000","406,800,000","610,700,000","736,245,000","585,300,000","623,000,000","590,700,000","560,476,000","336,800,000","369,700,000","408,600,000","562,078,000","238,700,000","315,800,000","276,500,000","346,200,000","266,100,000","185,200,000","161,000,000","281,400,000","336,300,000","353,400,000","75,600,000","232,300,000","240,700,000","161,900,000","99,000,000","232,200,000","161,200,000","101,300,000","79,700,000","77,300,000","61,100,000","84,500,000","51,600,000",,,,,
			CashAndCashEquivalents,"830,985,000","586,148,000","648,360,000","925,290,000","838,696,000","616,219,000","593,996,000","738,930,000","684,647,000","656,709,000","491,980,000","734,360,000","691,210,000","573,703,000","491,656,000","1,329,423,000","564,610,000","618,960,000","532,191,000","672,360,000","667,546,000","660,504,000","1,285,270,000","914,394,000","820,561,000","724,758,000","709,428,000","979,577,000","940,721,000","897,968,000","757,884,000","1,382,263,000","1,232,594,000","1,093,644,000","1,196,019,000","1,375,918,000","1,165,916,000","1,508,275,000","1,427,529,000","1,548,107,000","1,539,295,000","1,084,474,000","1,562,820,000","1,836,522,000","2,315,955,000","1,463,554,000","1,189,970,000","1,379,503,000","1,191,121,000","1,183,617,000","1,072,013,000","1,013,204,000","1,108,044,000","1,023,470,000","1,043,741,000","782,569,000","763,289,000","977,137,000","828,945,000","589,641,000","818,046,000","868,060,000","930,400,000","499,515,000","575,786,000","690,752,000","825,091,000","559,889,000","480,011,000","468,377,000","635,281,000","383,109,000","741,104,000","2,498,258,000","2,009,306,000","276,118,000","286,817,000","1,628,059,000","583,730,000","0","0","208,142,000","0","0","0","206,245,000","0","0","0","150,976,000","0","0","0","89,378,000","0","0","0","57,300,000","0","0","0","0","0","0","75,600,000","0","0","0","0","0","0","0","0","0","0","0","0",,,,,
			OtherShortTermInvestments,"514,755,000","542,522,000","521,741,000","506,756,000","473,925,000","480,499,000","556,764,000","539,503,000","536,311,000","499,088,000","476,361,000","473,520,000","516,398,000","513,174,000","594,167,000","564,050,000","550,691,000","494,347,000","473,038,000","502,735,000","482,452,000","464,854,000","512,062,000","518,189,000","462,928,000","452,373,000","413,390,000","395,872,000","375,433,000","412,571,000","403,407,000","469,833,000","479,362,000","462,933,000","527,952,000","520,492,000","368,431,000","372,060,000","410,477,000","386,597,000","356,008,000","336,092,000","509,114,000","1,067,892,000","1,163,414,000","1,093,723,000","561,283,000","345,810,000","301,772,000","273,166,000","211,796,000","171,424,000","153,825,000","142,206,000","645,616,000","358,000,000","378,709,000","72,903,000","2,705,269,000","2,305,129,000","3,160,558,000","2,914,688,000","45,755,000","36,379,000","55,915,000","42,519,000","474,010,000","421,823,000","278,058,000","485,863,000","191,794,000","465,271,000","160,930,000","388,467,000","380,224,000","1,114,582,000","74,651,000","791,924,000","786,500,000","1,692,200,000","673,600,000","469,900,000","323,600,000","406,800,000","610,700,000","530,000,000","585,300,000","623,000,000","590,700,000","409,500,000","336,800,000","369,700,000","408,600,000","472,700,000","238,700,000","315,800,000","276,500,000","288,900,000","266,100,000","185,200,000","161,000,000","281,400,000","336,300,000","353,400,000",,"232,300,000","240,700,000","161,900,000","99,000,000","232,200,000","161,200,000","101,300,000","79,700,000","77,300,000","61,100,000","84,500,000","51,600,000",,,,,
		Receivables,"526,710,000","514,553,000","467,424,000","482,577,000","494,003,000","527,283,000","491,447,000","552,618,000","535,757,000","502,133,000","544,900,000","503,719,000","466,879,000","484,839,000","522,591,000","409,616,000","395,515,000","419,192,000","424,010,000","487,249,000","422,077,000","402,083,000","372,045,000","416,819,000","450,379,000","415,162,000","405,771,000","423,118,000","358,111,000","361,063,000","355,575,000","333,777,000","310,514,000","326,173,000","428,893,000","396,037,000","348,616,000","560,816,000","1,042,350,000","593,657,000","550,509,000","1,203,589,000","919,893,000","751,319,000","756,831,000","764,862,000","860,038,000","857,120,000","880,791,000","851,985,000","853,294,000","774,512,000","748,838,000","849,840,000","774,159,000","358,580,000","283,576,000","1,563,891,000","1,634,774,000","1,579,336,000","1,537,721,000","1,457,683,000","1,312,646,000","1,297,055,000","1,310,022,000","1,154,521,000","1,153,957,000","1,128,152,000","1,242,225,000","1,229,727,000","1,329,540,000","1,314,260,000","1,371,217,000","1,333,080,000","1,542,647,000","1,724,109,000","1,619,098,000","1,652,423,000","1,443,771,000","1,083,100,000","1,044,100,000","921,267,000","858,300,000","855,900,000","874,500,000","713,391,000","755,100,000","695,700,000","576,100,000","527,456,000","502,700,000","480,000,000","450,200,000","398,375,000","368,100,000","343,400,000","309,900,000","306,906,000","297,300,000","284,900,000","298,600,000","255,300,000","239,800,000",,"242,000,000","208,300,000","195,400,000","212,600,000","223,100,000","170,500,000","231,700,000","193,800,000","190,200,000","202,900,000","271,500,000","275,400,000","267,200,000",,,,,
			AccountsReceivable,"461,790,000","455,237,000","425,321,000","425,470,000","432,607,000","446,398,000","435,620,000","475,594,000","482,652,000","439,859,000","480,269,000","433,192,000","421,371,000","425,948,000","403,567,000","334,922,000","332,769,000","331,602,000","349,024,000","368,399,000","360,690,000","344,394,000","334,747,000","348,633,000","377,970,000","343,460,000","332,937,000","350,726,000","314,235,000","325,228,000","311,471,000","333,777,000","310,514,000","326,173,000","351,565,000","366,571,000","315,929,000","560,816,000","573,067,000","564,184,000","526,809,000","599,921,000",,,,,,,,,,,,,,,,,,,,,,,,,"923,207,000","940,123,000","972,746,000","996,123,000","1,027,246,000","1,028,524,000","1,070,639,000","1,102,920,000","1,201,525,000","1,425,408,000","1,316,162,000","1,417,596,000","1,205,800,000","1,083,100,000","1,044,100,000","921,300,000","858,300,000","855,900,000","874,500,000","713,400,000","755,100,000","695,700,000","576,100,000","527,500,000","502,700,000","480,000,000","450,200,000","398,400,000","368,100,000","343,400,000","309,900,000","306,000,000","297,300,000","284,900,000","298,600,000","255,300,000","239,800,000",,,"208,300,000","195,400,000","212,600,000","223,100,000","170,500,000","231,700,000","193,800,000","190,200,000","202,900,000","271,500,000","275,400,000","267,200,000",,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","469,283,000","29,473,000","23,700,000","603,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"64,920,000","59,316,000","42,103,000","57,107,000","61,396,000","80,885,000","55,827,000","77,024,000","53,105,000","62,274,000","64,631,000","70,527,000","45,508,000","58,891,000","119,024,000","74,694,000","62,746,000","87,590,000","74,986,000","118,850,000","61,387,000","57,689,000","37,298,000","68,186,000","72,409,000","71,702,000","72,834,000","72,392,000","43,876,000","35,835,000","44,104,000",,,,"77,328,000","29,466,000","32,687,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230,750,000","188,029,000","269,479,000","233,604,000","302,294,000","285,736,000","300,578,000","230,160,000","341,122,000","298,701,000","302,936,000","234,827,000","237,971,000",,,"-33,000",,,,"-9,000",,,,"-44,000",,,,"-25,000",,,,"906,000",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113,000,000",,,,,,,,,,,,,,,,,
		RestrictedCash,"17,666,000","19,108,000","22,201,000","21,213,000","22,336,000","19,579,000","19,004,000","30,428,000","17,605,000","21,547,000","15,152,000","16,046,000","14,049,000","18,688,000","19,494,000","19,580,000","16,776,000","11,939,000","17,923,000","32,114,000","16,976,000","9,158,000","19,070,000","13,455,000","21,510,000","12,989,000","12,698,000","8,812,000","3,697,000","2,564,000","2,575,000","2,167,000","6,393,000","5,683,000","7,637,000","9,253,000","4,936,000","2,185,000","5,773,000","22,656,000","34,720,000","41,688,000","816,976,000","1,223,718,000","1,109,693,000","844,728,000","368,190,000",,,,,,,,,,,"20,658,000",,,,,,,,,"2,616,639,000","2,579,382,000","2,430,978,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,"0","167,355,000","165,211,000","167,701,000","169,706,000","180,056,000","180,239,000","181,409,000","186,147,000","76,611,000","77,388,000","80,434,000","85,257,000","103,618,000","111,163,000","109,486,000","117,391,000","85,656,000","82,429,000","79,196,000","82,174,000","72,648,000","58,037,000","84,853,000","91,330,000","90,970,000","94,112,000","316,514,000","385,865,000","323,129,000","235,300,000","17,036,000","31,982,000","35,802,000","33,873,000","55,767,000","38,333,000","48,908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,"0","167,355,000","165,211,000","167,701,000","169,706,000","180,056,000","180,239,000","181,409,000","186,147,000","76,611,000","77,388,000","80,434,000","85,257,000","103,618,000","111,163,000","109,486,000","117,391,000","85,656,000","82,429,000","79,196,000","82,174,000","72,648,000","58,037,000","84,853,000","91,330,000","90,970,000","94,112,000","316,514,000","385,865,000","323,129,000","235,300,000","17,036,000","31,982,000","35,802,000","33,873,000","55,767,000","38,333,000","48,908,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"85,816,000","81,348,000","86,138,000","84,020,000","82,058,000","69,488,000","77,567,000","66,903,000","74,438,000","72,079,000","77,208,000","74,102,000","79,490,000","71,072,000","74,411,000","62,459,000","65,874,000","55,891,000","60,617,000","57,871,000","44,267,000","97,084,000","106,039,000","79,379,000","53,274,000","48,410,000","49,065,000","50,226,000","48,005,000","45,931,000","50,079,000","152,363,000","117,027,000","134,061,000","140,764,000","62,682,000","59,293,000","57,773,000","61,513,000","58,982,000","66,060,000","99,432,000","73,450,000","90,086,000","111,691,000","283,585,000","96,716,000","53,851,000","57,172,000","48,866,000","112,358,000","47,019,000","48,781,000","111,215,000","175,878,000","4,891,606,000","4,619,186,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"6,063,786,000","6,058,623,000","6,099,977,000","5,774,266,000","5,771,597,000","6,163,260,000","6,187,463,000","6,224,152,000","6,226,408,000","6,444,109,000","6,448,828,000","6,488,668,000","6,491,846,000","6,593,074,000","6,594,274,000","5,135,318,000","5,077,652,000","5,112,414,000","5,153,908,000","5,151,942,000","5,229,856,000","4,941,110,000","4,972,039,000","4,982,966,000","5,120,364,000","5,179,479,000","5,246,368,000","5,326,798,000","5,285,475,000","6,043,639,000","6,120,001,000","6,097,953,000","6,139,516,000","6,154,226,000","6,212,479,000","6,261,200,000","6,311,770,000","6,054,565,000","6,068,265,000","6,495,323,000","6,407,131,000","6,461,967,000","5,937,643,000","7,122,463,000","7,139,643,000","7,144,600,000","7,468,168,000","7,412,638,000","7,219,528,000","7,212,981,000","7,230,881,000","7,231,838,000","7,164,805,000","7,175,759,000","6,796,970,000","1,778,592,000","1,724,543,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"335,500,000",,,,,,,,,,,,,,,,,
		NetPPE,"434,500,000","453,438,000","472,644,000","149,989,000","150,230,000","153,906,000","154,315,000","148,406,000","148,859,000","151,995,000","156,008,000","159,662,000","160,831,000","165,765,000","170,804,000","163,305,000","167,741,000","172,822,000","175,897,000","179,606,000","183,655,000","182,091,000","187,388,000","189,241,000","192,045,000","195,130,000","199,923,000","201,819,000","226,741,000","229,982,000","232,401,000","239,411,000","246,331,000","266,302,000","277,857,000","286,705,000","344,810,000","361,819,000","374,698,000","384,111,000","380,408,000","367,043,000","360,533,000","353,469,000","349,838,000","346,802,000","328,921,000","282,376,000","241,835,000","219,437,000","201,641,000","192,829,000","192,364,000","182,609,000","158,648,000","113,850,000","95,361,000","119,536,000","98,221,000","108,213,000","101,690,000","91,753,000","75,910,000","69,550,000","68,765,000","69,814,000","71,115,000","71,832,000","70,583,000","69,146,000","69,955,000","71,309,000","70,832,000","71,645,000","65,136,000","63,094,000","60,849,000","60,548,000","62,037,000","58,200,000","57,100,000","55,807,000","54,200,000","53,500,000","52,100,000","51,991,000","49,000,000","43,300,000","42,100,000","35,809,000","28,900,000","34,200,000","34,000,000","33,339,000","31,000,000","29,700,000","27,600,000","25,871,000","23,300,000","22,100,000","16,200,000","15,700,000","14,600,000","13,000,000","11,300,000","11,100,000","10,900,000","10,700,000","10,400,000","10,200,000","10,100,000","9,900,000","10,000,000","9,700,000","9,700,000","8,900,000","9,200,000",,,,,
			GrossPPE,"947,995,000","963,931,000","976,090,000","642,107,000","653,167,000","645,784,000","637,636,000","705,206,000","693,805,000","685,378,000","676,973,000","668,596,000","658,314,000","654,171,000","668,194,000","643,457,000","644,059,000","643,533,000","635,550,000","626,058,000","621,732,000","617,953,000","615,921,000","606,778,000","604,331,000","599,850,000","599,035,000","602,064,000","621,352,000","618,497,000","607,953,000","603,499,000","607,179,000","686,952,000","708,234,000","704,999,000","717,383,000","715,894,000","713,891,000","744,778,000","721,366,000","688,740,000",,"353,469,000","349,838,000","346,802,000","328,921,000","282,376,000","241,835,000","219,437,000","201,641,000","192,829,000","192,364,000","182,609,000","158,648,000","113,850,000","95,361,000","119,536,000","98,221,000","108,213,000","101,690,000","91,753,000","75,910,000","69,550,000","68,765,000","69,814,000","71,115,000","71,832,000","70,583,000","69,146,000","69,955,000","71,309,000","70,832,000","71,645,000","65,136,000","63,094,000","60,849,000","60,548,000","62,037,000","58,200,000","57,100,000","55,807,000","54,200,000","53,500,000","52,100,000","51,991,000","49,000,000","43,300,000","42,100,000","35,809,000","28,900,000","34,200,000","34,000,000","33,339,000","31,000,000","29,700,000","27,600,000","25,871,000","23,300,000","22,100,000","16,200,000","15,700,000","14,600,000","13,000,000","11,300,000","11,100,000","10,900,000","10,700,000","10,400,000","10,200,000","10,100,000","9,900,000","10,000,000","9,700,000","9,700,000","8,900,000","9,200,000",,,,,
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","209,768,000","0","0","215,322,000","0","0","0","199,990,000","193,109,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"438,891,000","442,143,000","438,004,000","429,365,000","430,698,000","420,129,000","414,660,000","495,396,000","486,101,000","479,156,000","471,905,000","464,045,000","456,063,000","452,763,000","453,464,000","444,103,000","446,854,000","439,200,000","431,225,000","422,638,000","416,646,000","409,141,000","403,692,000","397,031,000","390,666,000","385,332,000","383,172,000","379,804,000","377,184,000","372,514,000","364,388,000","155,173,000","363,496,000","198,740,000","427,773,000","424,722,000","194,600,000","409,459,000","403,660,000","401,999,000","188,899,000","180,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"295,665,000","308,625,000","324,779,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"213,439,000","213,163,000","213,307,000","212,742,000","222,469,000","225,655,000","222,976,000","209,810,000","207,704,000","206,222,000","205,068,000","204,551,000","202,251,000","201,408,000","214,730,000","199,354,000","197,205,000","204,333,000","204,325,000","203,420,000","205,086,000","208,812,000","212,229,000","209,747,000","213,665,000","214,518,000","215,863,000","222,260,000","244,168,000","245,983,000","243,565,000","242,566,000","243,683,000","278,444,000","280,461,000","280,277,000","307,461,000","306,435,000","310,231,000","342,779,000","332,477,000","314,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-513,495,000","-510,493,000","-503,446,000","-492,118,000","-502,937,000","-491,878,000","-483,321,000","-556,800,000","-544,946,000","-533,383,000","-520,965,000","-508,934,000","-497,483,000","-488,406,000","-497,390,000","-480,152,000","-476,318,000","-470,711,000","-459,653,000","-446,452,000","-438,077,000","-435,862,000","-428,533,000","-417,537,000","-412,286,000","-404,720,000","-399,112,000","-400,245,000","-394,611,000","-388,515,000","-375,552,000","-364,088,000","-360,848,000","-420,650,000","-430,377,000","-418,294,000","-372,573,000","-354,075,000","-339,193,000","-360,667,000","-340,958,000","-321,697,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"5,273,614,000","5,249,049,000","5,279,657,000","5,270,313,000","5,271,269,000","5,657,813,000","5,679,241,000","5,730,014,000","5,726,535,000","5,931,862,000","5,923,737,000","5,959,269,000","5,956,262,000","6,048,420,000","6,044,865,000","4,626,001,000","4,613,205,000","4,634,263,000","4,669,765,000","4,652,844,000","4,690,323,000","4,401,963,000","4,421,017,000","4,412,296,000","4,407,433,000","4,422,205,000","4,425,577,000","4,446,727,000","4,361,099,000","5,106,062,000","5,112,276,000","5,131,911,000","5,139,906,000","5,147,525,000","5,184,377,000","5,188,427,000","5,202,206,000","5,217,518,000","5,226,828,000","5,214,716,000","5,126,572,000","5,109,548,000","5,259,072,000","6,592,830,000","6,643,995,000","6,646,551,000","6,983,647,000","6,988,740,000","6,840,021,000","6,858,249,000","6,862,669,000","4,459,887,000","6,814,365,000","6,797,115,000","6,337,882,000","1,431,047,000","1,437,046,000","1,449,469,000","1,455,925,000","1,403,041,000","1,407,756,000","910,641,000","913,799,000","912,862,000","925,786,000","924,920,000","932,615,000","936,953,000","939,533,000","937,423,000","941,365,000","832,597,000","155,359,000","149,449,000","144,173,000","145,377,000","142,335,000","130,573,000","130,250,000","71,100,000","54,800,000","56,127,000","57,500,000","58,800,000","60,300,000","61,304,000","59,800,000","61,100,000","60,600,000","61,423,000","62,700,000","64,000,000","65,700,000","67,370,000","67,100,000","68,900,000","70,700,000","72,463,000","22,100,000","23,000,000","24,100,000","23,700,000","23,500,000","24,400,000","24,700,000","25,800,000","26,800,000","27,900,000","28,900,000","28,200,000","29,400,000","30,700,000","32,100,000","32,500,000","32,300,000","23,900,000","24,600,000",,,,,
			Goodwill,"1,896,097,000","1,877,609,000","1,896,349,000","1,883,554,000","1,881,470,000","1,891,306,000","1,901,926,000","1,932,355,000","1,925,650,000","1,931,351,000","1,924,211,000","1,924,889,000","1,927,452,000","1,958,654,000","1,795,409,000","1,479,516,000","1,471,145,000","1,319,522,000","1,348,149,000","1,339,510,000","1,375,836,000","1,231,335,000","1,249,561,000","1,240,523,000","1,240,735,000","1,251,489,000","1,252,543,000","1,269,165,000","1,248,648,000","1,256,146,000","1,259,043,000","1,275,045,000","1,279,319,000","1,282,048,000","1,313,099,000","1,311,652,000","1,305,980,000","1,315,296,000","1,318,662,000","1,301,012,000","1,207,579,000","1,186,747,000","1,245,111,000","2,504,084,000","2,543,148,000","2,536,816,000","2,605,457,000","2,596,453,000","2,433,890,000","2,432,840,000","2,417,822,000","2,430,931,000","2,337,354,000","2,303,799,000","1,696,472,000","989,046,000","989,312,000","993,366,000","991,600,000","969,650,000","969,116,000","466,207,000","464,271,000","459,273,000","460,205,000","454,512,000","454,956,000","453,442,000","449,498,000","443,422,000","429,003,000","429,535,000","88,612,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"3,377,517,000","3,371,440,000","3,383,308,000","3,386,759,000","3,389,799,000","3,766,507,000","3,777,315,000","3,797,659,000","3,800,885,000","4,000,511,000","3,999,526,000","4,034,380,000","4,028,810,000","4,089,766,000","4,249,456,000","3,146,485,000","3,142,060,000","3,314,741,000","3,321,616,000","3,313,334,000","3,314,487,000","3,170,628,000","3,171,456,000","3,171,773,000","3,166,698,000","3,170,716,000","3,173,034,000","3,177,562,000","3,112,451,000","3,849,916,000","3,853,233,000","3,856,866,000","3,860,587,000","3,865,477,000","3,871,278,000","3,876,775,000","3,896,226,000","3,902,222,000","3,908,166,000","3,913,704,000","3,918,993,000","3,922,801,000","4,013,961,000","4,088,746,000","4,100,847,000","4,109,735,000","4,378,190,000","4,392,287,000","4,406,131,000","4,425,409,000","4,444,847,000","2,028,956,000","4,477,011,000","4,493,316,000","4,641,410,000","442,001,000","447,734,000","456,103,000","464,325,000","433,391,000","438,640,000","444,434,000","449,528,000","453,589,000","465,581,000","470,408,000","477,659,000","483,511,000","490,035,000","494,001,000","512,362,000","403,062,000","66,747,000","149,449,000","144,173,000","145,377,000","142,335,000","130,573,000","130,250,000","71,100,000","54,800,000","56,127,000","57,500,000","58,800,000","60,300,000","61,304,000","59,800,000","61,100,000","60,600,000","61,423,000","62,700,000","64,000,000","65,700,000","67,370,000","67,100,000","68,900,000","70,700,000","72,463,000","22,100,000","23,000,000","24,100,000","23,700,000","23,500,000","24,400,000","24,700,000","25,800,000","26,800,000","27,900,000","28,900,000","28,200,000","29,400,000","30,700,000","32,100,000","32,500,000","32,300,000","23,900,000","24,600,000",,,,,
