name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"31,231,630,000","33,844,226,000","30,732,915,000","30,841,776,000","30,686,223,000","31,079,693,000","30,843,140,000","31,017,860,000","32,257,638,000","31,032,410,000","30,965,966,000","30,946,093,000","31,103,578,000","31,668,848,000","31,379,783,000","31,398,498,000","30,650,673,000","30,641,303,000","30,083,531,000","30,275,527,000","29,532,330,000","29,672,165,000","30,586,414,000","32,755,599,000","33,324,574,000","32,111,409,000","32,015,137,000","31,886,123,000","32,586,606,000","31,977,977,000","31,986,583,000","32,417,465,000","26,216,925,000","25,575,208,000","24,534,022,000","24,569,273,000","24,857,429,000","24,788,287,000","23,924,616,000","24,977,276,000","25,948,266,000","25,976,604,000","25,010,318,000","23,287,488,000","23,596,672,000","23,764,275,000","23,669,761,000","23,503,125,000","23,605,662,000","23,658,366,000","22,884,263,000","23,743,590,000","22,084,455,000","21,003,618,000","20,915,867,000","21,016,967,000","21,131,039,000","21,339,884,000","21,318,066,000","21,516,679,000","22,070,019,000","16,180,024,000","16,264,110,000","15,658,607,000","15,684,721,000","15,104,977,000","14,826,185,000","14,974,190,000","14,904,502,000","14,764,596,000","14,486,003,000","13,608,590,000","13,810,954,000","13,682,873,000","13,673,961,000","13,742,816,000","13,937,945,000","51,953,000","48,920,000","14,076,463,000","14,223,243,000","13,880,900,000","13,454,800,000","13,396,600,000","13,277,000,000","13,043,300,000","7,932,800,000","7,956,800,000","7,662,700,000","7,414,400,000","6,046,400,000","5,908,900,000","5,895,900,000","5,798,200,000","2,679,100,000","2,532,500,000","2,556,400,000","2,407,500,000","2,286,900,000","2,306,400,000","2,277,200,000","2,085,500,000","1,839,800,000","1,783,000,000","1,756,700,000"
	CurrentAssets,"1,994,106,000","4,422,847,000","1,216,138,000","1,169,961,000","1,794,613,000","1,418,448,000","1,395,798,000","1,053,365,000","2,809,171,000","1,195,022,000","1,128,694,000","1,135,000,000","1,676,135,000","1,441,170,000","1,485,098,000","1,378,331,000","1,711,315,000","1,421,205,000","1,102,829,000","1,357,466,000","1,564,796,000","1,334,855,000","2,153,656,000","1,543,847,000","2,795,197,000","1,629,214,000","1,587,217,000","1,284,076,000","2,165,396,000","909,109,000","1,062,416,000","1,297,634,000","1,936,381,000","1,640,739,000","1,822,608,000","1,659,700,000","1,223,454,000","4,824,034,000","5,871,057,000","5,473,146,000","4,992,447,000","4,734,331,000","3,557,796,000","1,798,423,000","1,709,100,000","1,545,543,000","1,394,997,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,342,000","9,467,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"669,373,000","3,647,230,000","479,776,000","436,802,000","514,335,000","695,718,000","714,247,000","367,207,000","1,482,309,000","508,405,000","488,614,000","513,400,000","560,059,000","814,747,000","884,281,000","805,076,000","701,134,000","856,861,000","565,657,000","833,732,000","612,282,000","817,998,000","1,665,817,000","1,013,368,000","1,716,863,000","1,099,321,000","1,095,829,000","829,966,000","1,184,518,000","452,712,000","638,499,000","880,549,000","798,650,000","575,817,000","789,713,000","636,050,000","796,718,000","2,423,781,000","3,697,609,000","3,326,642,000","3,957,718,000","3,745,693,000","2,628,431,000","898,328,000","773,544,000","646,116,000","503,879,000","2,296,774,000","2,388,873,000","2,386,508,000","2,233,994,000","2,214,208,000","2,455,595,000","1,815,474,000","330,285,000","1,866,267,000","337,048,000","422,791,000","375,575,000","283,529,000","520,084,000","488,973,000","519,070,000","489,757,000","535,623,000","361,067,000","351,408,000","406,941,000","397,129,000","223,846,000","220,196,000","240,247,000","259,760,000","152,824,000","171,669,000","128,312,000","223,111,000","7,222,000","6,657,000","117,921,000","157,632,000",,,,"129,195,000",,,,,,,,,,,,,,,,,,,,
			CashAndCashEquivalents,"669,373,000","3,647,230,000","479,776,000","436,802,000","514,335,000","695,718,000","714,247,000","367,207,000","1,482,309,000","508,405,000","488,614,000","513,400,000","560,059,000","814,747,000","884,281,000","805,076,000","701,134,000","856,861,000","565,657,000","833,732,000","612,282,000","817,998,000","1,665,817,000","1,013,368,000","1,716,863,000","1,099,321,000","1,095,829,000","829,966,000","1,184,518,000","452,712,000","638,499,000","880,549,000","798,650,000","575,817,000","789,713,000","636,050,000","796,718,000","1,011,574,000","2,293,242,000","3,326,642,000","3,957,718,000","3,745,693,000","2,628,431,000","898,328,000","773,544,000","646,116,000","503,879,000","428,659,000","501,982,000","389,968,000","381,175,000","339,953,000","929,360,000","322,952,000","330,285,000","299,037,000","337,048,000","422,791,000","375,575,000","283,529,000","520,084,000","488,973,000","519,070,000","489,757,000","535,623,000","361,067,000","351,408,000","406,941,000","397,129,000","223,846,000","220,196,000","240,247,000","259,760,000","152,824,000","171,669,000","128,312,000","223,111,000","7,222,000","6,657,000","117,921,000","157,632,000",,,,"129,195,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,412,207,000","1,404,367,000","1,418,987,000",,,,,,,,"1,868,115,000","1,886,891,000","1,996,540,000","1,852,819,000","1,874,255,000","1,526,235,000","1,492,522,000",,"1,567,230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"832,151,000","775,617,000","736,362,000","733,159,000","763,815,000","722,730,000","681,551,000","686,158,000","742,672,000","686,617,000","640,080,000","621,600,000","664,619,000","626,423,000","600,817,000","573,255,000","624,605,000","564,344,000","537,172,000","523,734,000","580,197,000","516,857,000","487,839,000","530,479,000","581,482,000","529,893,000","491,388,000","454,110,000","521,301,000","456,397,000","423,917,000","417,085,000","1,137,731,000","1,064,922,000","1,032,895,000","1,023,650,000","426,736,000","1,034,168,000","1,005,088,000","987,469,000","1,034,729,000","988,638,000","929,365,000","900,095,000","935,556,000","899,427,000","891,118,000","374,387,000","447,224,000","370,443,000","324,776,000","339,341,000","380,128,000","312,948,000","307,969,000","323,107,000","357,079,000","306,897,000","310,606,000","319,925,000","361,590,000","293,865,000","285,756,000","257,466,000","305,200,000","275,994,000","264,882,000","270,029,000","386,466,000","375,916,000","380,656,000","376,285,000","396,580,000","370,828,000","402,743,000","473,283,000","484,599,000","3,120,000","2,810,000","243,813,000","451,234,000",,,,"218,581,000",,,,,,,,,,,,,,,,,"70,000,000","70,000,000","70,000,000",
			AccountsReceivable,"832,151,000","775,617,000","736,362,000","733,159,000","763,815,000","722,730,000","681,551,000","686,158,000","742,672,000","686,617,000","640,080,000","621,600,000","664,619,000","626,423,000","600,817,000","573,255,000","624,605,000","564,344,000","537,172,000","523,734,000","580,197,000","516,857,000","487,839,000","530,479,000","581,482,000","529,893,000","491,388,000","454,110,000","521,301,000","456,397,000","423,917,000","417,085,000","486,731,000","413,922,000","381,895,000","372,650,000",,"383,168,000","343,588,000","355,469,000","402,729,000","352,638,000","343,365,000","364,095,000","414,856,000","368,727,000","357,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"370,828,000","401,283,000","471,851,000",,"3,120,000","2,810,000","229,324,000",,,,,,,,,,,,,,,,,,,,,,"70,000,000","70,000,000","70,000,000",
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","651,000,000","651,000,000","651,000,000","651,000,000",,"651,000,000","661,500,000","632,000,000","632,000,000","636,000,000","586,000,000","536,000,000","520,700,000","530,700,000","534,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1,460,000","1,432,000",,,,"14,489,000",,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"492,582,000",,,,"516,463,000",,,,"584,190,000",,,,"451,457,000",,,,"385,576,000",,,,"372,317,000",,,,"496,852,000",,,,"459,577,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,366,085,000","1,168,360,000","1,159,035,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
