name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"729,474,000,000","729,474,000,000","627,419,000,000","643,355,000,000","540,781,000,000","507,449,000,000","440,766,000,000","417,883,000,000","371,485,000,000","370,899,000,000","385,838,000,000","339,290,000,000","166,811,000,000","191,372,000,000","147,311,000,000","98,212,000,000","76,806,000,000","78,883,000,000","74,308,000,000","61,207,000,000"
	TotalPremiumsEarned,"560,278,000,000","560,278,000,000","532,023,000,000","506,910,000,000","426,230,000,000","362,301,000,000","330,105,000,000","324,813,000,000","322,126,000,000","318,276,000,000","318,088,000,000","275,077,000,000","134,650,000,000","111,404,000,000","98,847,000,000","80,038,000,000","65,008,000,000","67,216,000,000","66,424,000,000","54,966,000,000"
		NetPremiumsWritten,"561,848,000,000","561,848,000,000","531,323,000,000","508,305,000,000","428,740,000,000","362,993,000,000","330,495,000,000","325,734,000,000","322,358,000,000","318,020,000,000","318,052,000,000","275,812,000,000","135,169,000,000",,,,,,,
			GrossPremiumsWritten,"567,086,000,000","567,086,000,000","535,826,000,000","511,966,000,000","430,498,000,000","363,971,000,000","331,010,000,000","326,290,000,000","322,742,000,000","318,252,000,000","318,229,000,000","275,970,000,000","135,325,000,000",,,,,,,
			CededPremiums,"-5,238,000,000","-5,238,000,000","-4,503,000,000","-3,661,000,000","-1,758,000,000","-978,000,000","-515,000,000","-556,000,000","-384,000,000","-232,000,000","-177,000,000","-158,000,000","-156,000,000",,,,,,,
		IncreaseDecreaseInNetUnearnedPremiumReserves,"-1,570,000,000","-1,570,000,000","700,000,000","-1,395,000,000","-2,510,000,000","-692,000,000","-390,000,000","-921,000,000","-232,000,000","256,000,000","36,000,000","-735,000,000","-519,000,000",,,,,,,
	NetInvestmentIncome,"73,218,000,000","73,218,000,000","27,596,000,000","47,076,000,000","33,746,000,000","54,066,000,000","49,293,000,000","39,227,000,000","35,177,000,000","60,722,000,000","48,872,000,000","38,890,000,000","44,050,000,000","44,020,000,000","24,942,000,000","16,685,000,000","11,317,000,000","9,825,000,000","8,347,000,000","6,276,000,000"
	NetRealizedGainLossOnInvestments,"87,783,000,000","87,783,000,000","59,702,000,000","81,876,000,000","74,345,000,000","86,022,000,000","57,183,000,000","49,519,000,000","10,877,000,000","-11,208,000,000","15,841,000,000","22,693,000,000","-6,516,000,000","35,948,000,000","21,927,000,000",,"-237,000,000","868,000,000","338,000,000",
	FeeRevenueAndOtherIncome,"8,195,000,000","8,195,000,000","8,098,000,000","7,493,000,000","6,460,000,000","5,060,000,000","4,185,000,000","4,324,000,000","3,305,000,000","3,109,000,000","3,037,000,000","2,630,000,000","-5,373,000,000",,"1,595,000,000","1,489,000,000","718,000,000","974,000,000","-801,000,000","-35,000,000"
		OtherIncomeExpense,"8,195,000,000","8,195,000,000","8,098,000,000","7,493,000,000","6,460,000,000","5,060,000,000","4,185,000,000","4,324,000,000","3,305,000,000","3,109,000,000","3,037,000,000","2,630,000,000","-5,373,000,000",,"1,595,000,000","1,489,000,000","718,000,000","974,000,000","-801,000,000","-35,000,000"
TotalExpenses,"669,679,000,000","669,679,000,000","613,498,000,000","601,684,000,000","516,939,000,000","461,518,000,000","400,364,000,000","388,432,000,000","360,517,000,000","350,386,000,000","344,830,000,000","297,545,000,000","144,007,000,000","145,981,000,000","121,706,000,000","86,702,000,000","67,303,000,000","79,146,000,000","1,661,000,000","7,276,000,000"
	LossAdjustmentExpense,"519,787,000,000","519,787,000,000","489,648,000,000","475,187,000,000","413,409,000,000","355,226,000,000","317,953,000,000","314,743,000,000","303,203,000,000","292,748,000,000","281,582,000,000","239,180,000,000","80,611,000,000","150,870,165,100","130,212,976,700","96,526,673,200","79,535,382,500","99,616,223,500",,
		NetPolicyholderBenefitsAndClaims,"519,787,000,000","519,787,000,000","489,648,000,000","475,187,000,000","413,409,000,000","355,226,000,000","317,953,000,000","314,743,000,000","303,203,000,000","292,748,000,000","281,582,000,000","239,180,000,000","80,611,000,000","150,870,165,100","130,212,976,700","96,526,673,200","79,535,382,500","99,616,223,500",,
			PolicyholderBenefitsGross,"519,787,000,000","519,787,000,000","489,648,000,000","475,187,000,000","413,409,000,000","355,226,000,000","317,953,000,000","314,743,000,000","303,203,000,000","292,748,000,000","281,582,000,000","239,180,000,000","80,611,000,000",,,,,,,
	PolicyholderInterest,,,,,,,,,,,,,"9,212,000,000",,,,,,,
	PolicyholderDividends,"22,375,000,000","22,375,000,000","19,646,000,000","21,871,000,000","15,883,000,000","33,491,000,000","24,866,000,000","18,423,000,000","3,435,000,000","6,125,000,000","13,224,000,000","14,487,000,000","2,492,000,000",,,,,,,
	PolicyAcquisitionExpense,"81,396,000,000","81,396,000,000","62,705,000,000","64,789,000,000","52,022,000,000","35,569,000,000","27,147,000,000","25,690,000,000","27,754,000,000","27,434,000,000","27,256,000,000","22,936,000,000","3,394,000,000","2,725,000,000","2,415,000,000","1,845,000,000","1,472,000,000","1,294,000,000","1,661,000,000","2,176,000,000"
	SellingGeneralAndAdministration,"40,275,000,000","40,275,000,000","37,486,000,000","35,953,000,000","31,854,000,000","27,458,000,000","25,432,000,000","24,805,000,000","23,283,000,000","21,549,000,000","20,285,000,000","18,719,000,000","12,110,000,000","11,798,000,000","9,339,000,000","7,237,000,000","6,585,000,000","6,862,000,000",,"5,100,000,000"
		GeneralAndAdministrativeExpense,"40,275,000,000","40,275,000,000","37,486,000,000","35,953,000,000","31,854,000,000","27,458,000,000","25,432,000,000","24,805,000,000","23,283,000,000",,,,,"11,798,000,000","9,339,000,000","7,237,000,000","6,585,000,000","6,862,000,000",,
			SalariesAndWages,,,,,,,,,,,,,,"11,796,121,500","9,327,094,500","7,238,969,400","6,579,817,500","6,861,384,300",,
			OtherGandA,"40,275,000,000","40,275,000,000","37,486,000,000","35,953,000,000","31,854,000,000","27,458,000,000","25,432,000,000","24,805,000,000","23,283,000,000",,,,,"1,878,500","11,905,500","1,969,400","5,182,500","615,700",,
	DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,"13,461,000,000","10,259,000,000","7,766,000,000","6,263,000,000","5,023,000,000",,
		Amortization,,,,,,,,,,,,,,"13,461,000,000","10,259,000,000","7,766,000,000","6,263,000,000","5,023,000,000",,
