name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
TotalAssets,"177,466,715,000","181,210,208,000","172,975,359,000","170,499,429,000","149,486,779,000","144,477,550,000","138,385,401,000","172,195,578,000","163,142,432,000","146,901,000,000","147,008,994,000","150,372,083,000","120,578,676,000","122,085,451,000"
	CurrentAssets,"40,718,463,000","46,845,413,000","37,358,727,000","29,272,652,000","29,437,396,000","30,551,193,000","39,079,834,000","44,342,543,000","36,662,672,000","32,805,946,000","28,330,263,000","26,055,661,000","18,609,959,000","15,415,442,000"
		CashCashEquivalentsAndShortTermInvestments,"16,689,641,000","13,005,347,000","14,940,964,000","8,515,159,000","9,201,959,000","8,574,944,000","10,861,493,000","11,631,281,000","16,407,827,000","16,456,066,000","15,845,864,000","13,033,078,000","8,094,907,000","5,459,139,000"
			CashAndCashEquivalents,"335,307,000","583,352,000","792,252,000","679,668,000","1,393,973,000","1,407,078,000","3,597,583,000","4,429,375,000","4,959,787,000","9,220,169,000","8,183,224,000","13,033,078,000","8,094,907,000","5,459,139,000"
				CashEquivalents,,"583,352,000","792,252,000","679,668,000","1,393,973,000","1,407,078,000","3,597,583,000","4,429,375,000",,,,,,
			OtherShortTermInvestments,"16,354,334,000","12,421,995,000","14,148,712,000","7,835,491,000","7,807,986,000","7,167,866,000","7,263,910,000","7,201,906,000","11,448,040,000","7,235,897,000","7,662,640,000","0",,
		Receivables,"12,912,186,000","11,838,626,000","10,320,587,000","9,918,558,000","9,826,336,000","11,321,258,000","10,609,962,000","10,895,086,000","8,381,422,000","5,841,911,000","7,120,051,000","8,196,320,000","3,622,343,000","3,994,924,000"
			AccountsReceivable,"5,281,333,000","4,079,221,000","4,662,368,000","4,402,278,000","4,137,501,000","4,427,216,000","3,587,282,000","4,496,963,000","4,352,024,000","4,016,006,000","4,732,434,000","4,991,458,000","3,622,343,000","3,994,924,000"
				GrossAccountsReceivable,,"4,984,340,000","5,737,260,000","5,864,127,000","5,426,946,000","5,584,965,000","4,826,786,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-905,119,000","-1,074,892,000","-1,461,849,000","-1,289,445,000","-1,157,749,000","-1,239,504,000",,,,,,,
			LoansReceivable,"3,473,393,000","3,903,084,000","2,471,960,000","3,025,938,000","3,187,226,000","2,696,021,000","2,838,503,000","1,976,191,000","2,082,054,000",,"1,351,995,000","1,463,667,000",,
