name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,10/31/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996
			LongTermEquityInvestment,"197,000,000","108,000,000","73,000,000","124,000,000","117,000,000","94,000,000","92,000,000","64,000,000","64,000,000","64,000,000","64,000,000","65,000,000","10,000,000","10,097,000","11,058,000","11,983,000","20,543,000","20,295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,"5,000,000","5,000,000","5,000,000","4,994,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"705,000,000","174,000,000","123,000,000","103,000,000","42,000,000","54,000,000","121,000,000","107,000,000","81,000,000","34,000,000","37,000,000","43,000,000","44,000,000","82,861,000","11,247,000","20,715,000","29,361,000","30,887,000","30,770,000","21,363,000","472,000","11,744,000","32,161,000","20,236,000","71,170,000","98,123,000","64,309,000","81,762,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"20,000,000","20,000,000","20,000,000","21,000,000","21,000,000","21,000,000","21,000,000","26,000,000","28,000,000","29,000,000","40,000,000","36,000,000","28,000,000","31,181,000","31,218,000","29,351,000","29,197,000","31,712,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"400,000,000","529,000,000","50,000,000","55,000,000","58,000,000","72,000,000","78,000,000","97,000,000","138,000,000","149,000,000","159,000,000","197,000,000","244,000,000","276,551,000","294,059,000","336,474,000","409,894,000","589,213,000","640,399,000","637,301,000","217,363,000","242,323,000","251,101,000","259,716,000","302,439,000","313,944,000","340,856,000","351,830,000","245,804,000","220,949,000","222,144,000","15,480,000","31,728,000",,,"37,585,000","39,676,000",,,,"44,978,000","47,043,000","48,971,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"400,000,000","529,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"153,000,000","171,000,000","147,000,000","155,000,000","145,000,000","158,000,000","153,000,000","189,000,000","164,000,000","171,000,000","167,000,000","167,000,000","165,000,000","220,784,000","148,977,000","109,584,000","107,917,000","173,532,000",,,,,,,,,"12,528,000",,,,"15,088,000",,,,,,,,,,,"1,021,000","728,000","2,697,000","4,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"106,000,000","89,000,000","47,000,000","37,000,000","34,000,000","32,000,000","29,000,000","41,000,000","47,000,000","35,000,000","88,000,000","738,000,000","1,048,000,000","125,838,000","119,309,000","132,266,000","136,553,000","120,638,000","392,749,000","961,544,000","2,072,364,000","737,167,000","1,280,869,000","1,977,172,000","470,152,000","1,135,406,000","912,348,000","1,819,947,000","1,504,959,000","306,093,000","302,852,000","150,652,000","137,371,000","135,143,000","137,713,000","104,957,000","106,268,000","147,414,000","122,267,000","124,239,000","101,792,000","98,521,000","98,504,000","195,447,000","164,062,000","252,370,000","287,486,000","245,264,000","516,233,000","619,329,000","800,821,000","916,759,000","1,042,666,000","945,518,000","164,262,000","85,813,000","73,775,000","61,641,000","76,196,000","20,865,000","23,498,000","2,104,000","1,144,562","1,252,306","2,660,142","310,500","1,815,894","2,661,582","4,771,529","1,400,000","1,525,000","1,600,000","2,445,938","5,097,199","25,492,973","6,352,735","6,220,729","6,639,270",,,,"100,000","100,000",,,"-100,000","100,000",,"13,500,000",,"10,000,000",,"6,000,000"
TotalLiabilitiesNetMinorityInterest,"33,028,000,000","33,057,000,000","33,219,000,000","32,549,000,000","30,747,000,000","30,058,000,000","28,909,000,000","28,593,000,000","26,634,000,000","26,666,000,000","26,051,000,000","25,596,000,000","25,061,000,000","22,864,341,000","21,983,341,000","20,572,684,000","19,226,262,000","17,458,186,000","16,587,328,000","15,544,146,000","12,568,676,000","10,072,166,000","9,454,763,000","9,398,338,000","6,793,000,000","6,833,180,000","5,809,504,000","6,143,480,000","4,004,922,000","2,377,480,000","2,518,827,000","2,519,421,000","2,817,707,000","3,088,317,000","3,098,341,000","3,050,132,000","3,074,111,000","3,026,117,000","3,047,490,000","2,994,046,000","3,205,332,000","3,164,749,000","3,196,650,000","3,150,020,000","3,337,276,000","3,276,501,000","3,315,315,000","3,034,385,000","3,020,671,000","2,978,738,000","2,989,891,000","2,906,871,000","2,533,100,000","2,461,241,000","1,394,277,000","1,164,249,000","1,059,731,000","1,021,606,000","991,056,000","102,437,000","34,498,000","28,628,000","3,894,063","4,306,094","4,304,761","5,331,826","2,447,810","1,937,349","3,140,270","3,262,055","3,213,112","2,775,055","2,621,311","1,874,401","2,587,700","2,451,601","3,407,919","1,604,410","6,381,135","6,140,942","6,513,032","6,800,000","7,500,000","4,600,000","3,300,000","4,500,000","4,400,000","4,500,000","500,000","800,000","500,000","1,700,000","1,000,000"
	CurrentLiabilities,"3,657,000,000","1,874,000,000","1,892,000,000","2,207,000,000","1,659,000,000","1,742,000,000","1,350,000,000","1,728,000,000","895,000,000","1,251,000,000","1,011,000,000","840,000,000","871,000,000","1,076,669,000","2,608,878,000","2,414,521,000","2,568,623,000","2,188,086,000","530,219,000","640,839,000","321,467,000","232,475,000","438,788,000","390,883,000","194,869,000","237,011,000","213,237,000","548,295,000","291,366,000","159,763,000","168,122,000","298,141,000","314,173,000","584,960,000","595,016,000","364,197,000","103,350,000","66,334,000","354,407,000","56,517,000","92,018,000","66,212,000","116,244,000","83,601,000","114,803,000","66,133,000","117,391,000","136,370,000","211,230,000","173,101,000","184,532,000","101,997,000","133,582,000","61,939,000","64,096,000","59,690,000","32,731,000","61,322,000","26,810,000","48,831,000","11,398,000","5,529,000","2,894,063","3,306,094","3,304,761","4,331,826","2,447,810","1,937,349","3,140,270","3,262,055","3,213,112","2,775,055","2,621,311","1,874,401","2,587,700","2,451,601","3,407,919","1,604,410","6,381,135","6,140,942","6,513,032","6,700,000","7,500,000","4,600,000","2,900,000","2,500,000","4,300,000","4,500,000","500,000","900,000","400,000","1,700,000","1,000,000"
		PayablesAndAccruedExpenses,"909,000,000","1,232,000,000","1,166,000,000","1,634,000,000","1,133,000,000","1,110,000,000","954,000,000","1,336,000,000","703,000,000","962,000,000","671,000,000","656,000,000","685,000,000","629,694,000","634,247,000","568,305,000","661,991,000","350,508,000","385,878,000","589,631,000","276,768,000","182,555,000","395,046,000","351,123,000","148,544,000","196,919,000","178,360,000","512,214,000","264,496,000","132,672,000","122,948,000","55,825,000","77,013,000","64,177,000","79,109,000","39,474,000","76,432,000","39,742,000","72,885,000","28,956,000","65,557,000","38,851,000","89,718,000","57,363,000","101,045,000","63,103,000","114,181,000","128,610,000","208,899,000","171,537,000","183,651,000","101,002,000","132,176,000","61,939,000","58,096,000","53,690,000","26,731,000","61,322,000","20,671,000","48,177,000","11,037,000","5,529,000","2,894,063","3,306,094","3,304,761","3,331,826","2,447,810","1,787,349","2,934,020","2,512,055","2,463,112","2,025,055","2,250,388","1,874,401","2,587,700","2,451,601","3,407,919","1,472,293","4,333,621","2,501,427","2,764,573","1,800,000","3,500,000","2,600,000","900,000","500,000","400,000","300,000","500,000","400,000","400,000","200,000","400,000"
			Payables,"29,000,000","66,000,000","50,000,000","120,000,000","66,000,000","58,000,000","80,000,000","29,000,000","21,000,000","25,000,000","59,000,000","62,000,000","54,000,000","48,577,000","38,569,000","48,676,000","35,398,000","22,820,000","11,558,000","23,799,000","20,953,000","13,426,000","16,064,000","30,205,000","6,269,000","10,367,000","6,345,000","20,790,000","22,344,000","74,360,000","2,282,000","11,357,000","1,916,000","1,103,000","1,699,000","1,413,000","3,468,000","1,283,000","1,393,000","723,000","470,000","426,000","250,000","1,319,000","1,617,000","1,220,000","5,009,000","5,610,000","8,084,000","6,620,000","7,755,000","10,029,000","13,256,000","3,659,000","13,792,000","149,000","2,219,000","778,000","886,000","955,000","2,584,000","1,262,000","1,145,790","1,478,941","2,012,748","1,984,314","1,324,758","947,621","604,527","1,828,267","1,822,650","735,067","1,323,516","1,464,812","2,222,509","1,995,337","3,087,132","1,472,293","4,333,621","2,501,427","2,764,573","1,800,000","3,500,000","2,600,000","900,000","500,000","400,000","300,000","500,000","400,000","400,000","200,000","400,000"
				AccountsPayable,"29,000,000","66,000,000","50,000,000","120,000,000","66,000,000","58,000,000","80,000,000","29,000,000","21,000,000","25,000,000","59,000,000","62,000,000","54,000,000","48,577,000","38,569,000","48,676,000","35,398,000","22,820,000","11,558,000","23,799,000","20,953,000","13,426,000","16,064,000","30,205,000","6,269,000","10,367,000","6,345,000","20,790,000","22,344,000","74,360,000","2,282,000","11,357,000","1,916,000","1,103,000","1,699,000","1,413,000","3,468,000","1,283,000","1,393,000","723,000","470,000","426,000","250,000","1,319,000","1,617,000","1,220,000","5,009,000","5,610,000","8,084,000","6,620,000","7,755,000","10,029,000","13,256,000","3,659,000","13,792,000","149,000","2,219,000","778,000","886,000","955,000","2,584,000","1,262,000","1,145,790","1,478,941","2,012,748","1,984,314","1,324,758","947,621","604,527","1,828,267","1,822,650","735,067","1,323,516","1,464,812","2,222,509","1,995,337","3,087,132","1,472,293","4,333,621","2,501,427","2,764,573","1,800,000","3,500,000","2,600,000","900,000","500,000","400,000","300,000","500,000","400,000","400,000","200,000","400,000"
			CurrentAccruedExpenses,"880,000,000","1,166,000,000","1,116,000,000","1,514,000,000","1,067,000,000","1,052,000,000","874,000,000","1,307,000,000","682,000,000","937,000,000","612,000,000","594,000,000","631,000,000","581,117,000","595,678,000","519,629,000","626,593,000","327,688,000","374,320,000","565,832,000","255,815,000","169,129,000","378,982,000","320,918,000","142,275,000","186,552,000","172,015,000","491,424,000","242,152,000","58,312,000","120,666,000","44,468,000","75,097,000","63,074,000","77,410,000","38,061,000","72,964,000","38,459,000","71,492,000","28,233,000","65,087,000","38,425,000","89,468,000","56,044,000","99,428,000","61,883,000","109,172,000","123,000,000","200,815,000","164,917,000","175,896,000","90,973,000","118,920,000","58,280,000","44,304,000","53,541,000","24,512,000","60,544,000","19,785,000","47,222,000","8,453,000","4,267,000","1,748,273","1,827,153","1,292,013","1,347,512","1,123,052","839,728","2,329,493","683,788","640,462","1,289,988","926,872","409,589","365,191","456,264","320,787",,,,,,,,,,,,,,,,
				InterestPayable,"380,000,000","293,000,000","318,000,000","405,000,000","285,000,000","233,000,000","252,000,000","385,000,000","251,000,000","397,000,000","220,000,000","207,000,000","198,000,000","273,053,000","228,434,000","173,907,000","169,921,000","159,968,000","170,254,000","235,996,000","167,376,000","112,858,000","155,332,000","111,851,000","101,637,000","80,151,000","97,758,000","73,919,000","68,422,000","16,327,000","55,241,000","15,653,000","61,344,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"42,000,000","115,000,000","83,000,000","58,000,000","39,000,000","117,000,000","113,000,000","75,000,000","47,000,000","141,000,000","110,000,000","80,000,000","52,000,000","55,980,000","104,318,000","69,975,000","43,991,000","99,511,000","83,581,000",,,,,,,,,,,,"17,245,000","13,284,000","5,442,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"2,315,000,000","236,000,000","286,000,000","292,000,000","325,000,000","239,000,000","66,000,000","137,000,000",,,"41,000,000",,"24,000,000","247,467,000","1,781,511,000","1,677,476,000","1,785,318,000","1,676,197,000",,,,,,,,,,,,,,"203,176,000","198,893,000","492,724,000","488,666,000","298,000,000",,,"255,097,000",,,,,,,,,,,,,,,,"6,000,000","6,000,000","6,000,000",,"6,000,000",,,,,,,"1,000,000",,"150,000","206,250","750,000","750,000","750,000","370,923",,,,,,"2,047,514","3,639,515","3,748,459","5,000,000","3,900,000","2,000,000","2,000,000","2,000,000","4,000,000","4,200,000",,"500,000",,,"200,000"
			CurrentDebt,"2,137,000,000",,"11,000,000",,,"239,000,000","66,000,000","137,000,000",,,"41,000,000",,"24,000,000","247,467,000","1,781,511,000","1,677,476,000","1,785,318,000","1,676,197,000",,,,,,,,,,,,,,"203,176,000","198,893,000","492,724,000","488,666,000","298,000,000",,,"255,097,000",,,,,,,,,,,,,,,,"6,000,000","6,000,000","6,000,000",,"6,000,000",,,,,,,"1,000,000",,"150,000","206,250","750,000","750,000","750,000","370,923",,,,,,"2,047,514","3,639,515","3,748,459","5,000,000","3,900,000","2,000,000","2,000,000","2,000,000","4,000,000","4,200,000",,"500,000",,,"200,000"
				CurrentNotesPayable,,,,,,,,,,,,,,"0","1,664,718,000","1,663,544,000","1,662,370,000","-4,303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,"150,000","206,250","750,000","750,000","750,000","370,923",,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"141,000,000",,"11,000,000",,,"239,000,000","66,000,000","137,000,000",,"0","41,000,000","0","24,000,000","247,467,000","117,307,000","15,219,000","125,000,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"1,996,000,000",,,,,"239,000,000",,,,,,,,"247,467,000","1,664,204,000","1,662,257,000","1,660,318,000","1,665,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"178,000,000","236,000,000","275,000,000","292,000,000","325,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"94,000,000","161,000,000","171,000,000","136,000,000","108,000,000","139,000,000","120,000,000","99,000,000","120,000,000","111,000,000","134,000,000","65,000,000","63,000,000","72,631,000","26,709,000","26,709,000","26,669,000","26,669,000","26,653,000","26,671,000","26,653,000","26,655,000","26,639,000","26,639,000","26,764,000","26,593,000","26,585,000","26,585,000","25,329,000","26,965,000","26,525,000","25,148,000","26,525,000","26,628,000","26,457,000","26,363,000","26,703,000","26,592,000","26,340,000","26,453,000","26,439,000","26,456,000","26,196,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"94,000,000","161,000,000","171,000,000","136,000,000","108,000,000","139,000,000","120,000,000","99,000,000","120,000,000","111,000,000","134,000,000","65,000,000","63,000,000","72,631,000","26,709,000","26,709,000","26,669,000","26,669,000","26,653,000","26,671,000","26,653,000","26,655,000","26,639,000","26,639,000","26,764,000","26,593,000","26,585,000","26,585,000","25,329,000","26,540,000","26,525,000","25,148,000","26,525,000","26,628,000","26,457,000","26,363,000","26,703,000","26,592,000","26,340,000","26,453,000","26,439,000","26,456,000","26,196,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"297,000,000","130,000,000","186,000,000","87,000,000","54,000,000","137,000,000","97,000,000","81,000,000","25,000,000","37,000,000","55,000,000","39,000,000","47,000,000","70,897,000","62,093,000","72,056,000","50,654,000","35,201,000","34,107,000","24,537,000","18,046,000","23,265,000","17,103,000","13,121,000","19,561,000","13,499,000","8,292,000","9,496,000","1,541,000","126,000","1,404,000","708,000","6,300,000","1,431,000","784,000","360,000","215,000",,"85,000","1,108,000","22,000","905,000","330,000","26,238,000","13,758,000","3,030,000","3,210,000","7,760,000","2,331,000","1,564,000","881,000","995,000","1,406,000",,,,,,"139,000","654,000","361,000",,,,,,,,,,,,,,,,,"132,117",,,,"-100,000","100,000",,,,"-100,000",,,,,"1,500,000","400,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"29,371,000,000","31,183,000,000","31,327,000,000","30,342,000,000","29,088,000,000","28,316,000,000","27,559,000,000","26,865,000,000","25,739,000,000","25,415,000,000","25,040,000,000","24,756,000,000","24,190,000,000","21,787,672,000","19,374,463,000","18,158,163,000","16,657,639,000","15,270,100,000","16,057,109,000","14,903,307,000","12,247,209,000","9,839,691,000","9,015,975,000","9,007,455,000","6,598,131,000","6,596,169,000","5,596,267,000","5,595,185,000","3,713,556,000","2,217,717,000","2,350,705,000","2,221,280,000","2,503,534,000","2,503,357,000","2,503,325,000","2,685,935,000","2,970,761,000","2,959,783,000","2,693,083,000","2,937,529,000","3,113,314,000","3,098,537,000","3,080,406,000","3,066,419,000","3,222,473,000","3,210,368,000","3,197,924,000","2,898,015,000","2,809,441,000","2,805,637,000","2,805,359,000","2,804,874,000","2,399,518,000","2,399,302,000","1,330,181,000","1,104,559,000","1,027,000,000","960,284,000","964,246,000","53,606,000","23,100,000","23,099,000","1,000,000","1,000,000","1,000,000","1,000,000","0","0",,,,,,,,,,,,,,"100,000",,,"400,000","2,000,000","100,000",,,"-100,000","100,000",,
		LongTermDebtAndCapitalLeaseObligation,"29,162,000,000","31,021,000,000","31,056,000,000","30,204,000,000","28,991,000,000","28,236,000,000","27,467,000,000","26,782,000,000","25,656,000,000","25,336,000,000","24,923,000,000","24,654,000,000","24,088,000,000","21,687,532,000","19,033,513,000","17,789,074,000","16,348,099,000","15,128,145,000","15,835,910,000","14,854,794,000","12,117,880,000","9,806,084,000","8,989,760,000","8,987,850,000","6,578,350,000","6,576,273,000","5,574,195,000","5,572,008,000","3,668,286,000","2,167,113,000","2,295,939,000","2,194,765,000","2,475,885,000","2,474,711,000","2,473,537,000","2,655,071,000","2,940,121,000","2,927,509,000","2,660,037,000","2,902,881,000","3,055,021,000","3,041,875,000","3,028,976,000","3,016,320,000","3,173,575,000","3,164,727,000","3,152,161,000","2,852,000,000","2,757,000,000","2,757,000,000","2,757,000,000","2,757,000,000","2,357,000,000","2,357,000,000","1,264,500,000","1,063,500,000","986,000,000","917,500,000","919,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,,
			LongTermDebt,"28,940,000,000","30,774,000,000","30,795,000,000","29,944,000,000","28,726,000,000","28,179,000,000","27,438,000,000","26,782,000,000","25,656,000,000","25,336,000,000","24,923,000,000","24,654,000,000","24,088,000,000","21,687,532,000","19,033,513,000","17,789,074,000","16,348,099,000","15,128,145,000","15,835,910,000","14,854,794,000","12,117,880,000","9,806,084,000","8,989,760,000","8,987,850,000","6,578,350,000","6,576,273,000","5,574,195,000","5,572,008,000","3,668,286,000","2,167,113,000","2,295,939,000","2,194,765,000","2,475,885,000","2,474,711,000","2,473,537,000","2,655,071,000","2,940,121,000","2,927,509,000","2,660,037,000","2,902,881,000","3,055,021,000","3,041,875,000","3,028,976,000","3,016,320,000","3,173,575,000","3,164,727,000","3,152,161,000","2,852,000,000","2,757,000,000","2,757,000,000","2,757,000,000","2,757,000,000","2,357,000,000","2,357,000,000","1,264,500,000","1,063,500,000","986,000,000","917,500,000","919,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000",,,,,,,
			LongTermCapitalLeaseObligation,"222,000,000","247,000,000","261,000,000","260,000,000","265,000,000","57,000,000","29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,"1,000,000","2,000,000","3,000,000","5,000,000","5,500,000","6,500,000","7,500,000","8,500,000","9,500,000","10,500,000","11,500,000","12,500,000","13,500,000","14,500,000","15,500,000","16,500,000","17,500,000","18,500,000","19,500,000","20,500,000","21,500,000","22,500,000","23,500,000","24,500,000","25,500,000","26,500,000","27,500,000","28,500,000","29,994,000","30,734,000","31,773,000","32,500,000",,"34,500,000","35,500,000","36,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,"1,000,000","2,000,000","3,000,000","5,000,000","5,500,000","6,500,000","7,500,000","8,500,000","9,500,000","10,500,000","11,500,000","12,500,000","13,500,000","14,500,000","15,500,000","16,500,000","17,500,000","18,500,000","19,500,000","20,500,000","21,500,000","22,500,000","23,500,000","24,500,000","25,500,000","26,500,000","27,500,000","28,500,000","29,994,000","30,734,000","31,773,000","32,500,000",,"34,500,000","35,500,000","36,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"186,000,000","151,000,000","245,000,000","94,000,000","39,000,000","22,000,000","16,000,000","24,000,000","9,000,000","19,000,000","52,000,000","54,000,000","38,000,000","45,106,000","268,601,000","311,207,000","239,372,000","79,387,000","125,473,000",,,,,,,"0","0","0","21,978,000","26,424,000","29,384,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"23,000,000","11,000,000","26,000,000","44,000,000","58,000,000","58,000,000","76,000,000","59,000,000","74,000,000","59,000,000","63,000,000","45,000,000","59,000,000","49,534,000","65,849,000","50,382,000","61,668,000","53,068,000","85,226,000","37,013,000","116,829,000","20,107,000","11,715,000","4,105,000","3,281,000","2,396,000","3,572,000","3,677,000","2,792,000","2,680,000","2,882,000","3,015,000","3,149,000","3,146,000","3,288,000","3,364,000","2,140,000","2,280,000","2,312,000","2,875,000","25,793,000","56,662,000","16,930,000","14,599,000","12,398,000","45,641,000","45,763,000","46,015,000","52,441,000","48,637,000","48,359,000","47,874,000","42,518,000","42,302,000","65,681,000","41,059,000","41,000,000","42,784,000","45,246,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalEquityGrossMinorityInterest,"2,719,000,000","2,435,000,000","1,486,000,000","2,023,000,000","2,138,000,000","1,929,000,000","1,831,000,000","1,734,000,000","1,707,000,000","1,240,000,000","1,083,000,000","1,004,000,000","995,000,000","838,396,000","705,739,000","864,167,000","1,204,685,000","1,561,403,000","1,864,931,000","2,215,356,000","2,354,371,000","2,501,517,000","2,330,553,000","2,460,957,000","2,731,616,000","2,840,057,000","2,316,349,000","2,438,750,000","2,576,897,000","2,261,605,000","1,864,898,000","508,909,000","116,815,000","-172,992,000","-446,898,000","-430,325,000","-509,678,000","-472,610,000","-431,012,000","-386,565,000","-468,689,000","-432,127,000","-407,605,000","-364,235,000","-444,968,000","-354,431,000","-265,999,000","-202,044,000","-65,245,000","-16,439,000","27,043,000","177,553,000","379,261,000","143,247,000","217,825,000","285,547,000","272,620,000","286,518,000","297,041,000","350,883,000","380,022,000","304,939,000","26,989,313","29,194,938","35,570,414","19,258,931","21,823,836","22,874,334","21,863,693","17,797,335","16,987,101","18,462,073","20,781,353","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","30,665,319","29,738,451","29,450,316","27,700,000","24,700,000","22,900,000","18,000,000","16,300,000","15,500,000","15,100,000","13,200,000","13,000,000","11,900,000","9,500,000","5,400,000"
	StockholdersEquity,"196,000,000","-14,000,000","-900,000,000","-454,000,000","-369,000,000","-526,000,000","-609,000,000","-1,017,000,000","-1,397,000,000","-1,764,000,000","-1,893,000,000","-1,613,000,000","-1,336,000,000","-1,396,425,000","-1,602,719,000","-1,494,260,000","-1,210,334,000","-901,850,000","-639,883,000","-318,775,000","-223,138,000","-164,177,000","-151,808,000","-56,457,000","115,562,000","179,682,000","289,213,000","370,762,000","481,029,000","510,001,000","596,894,000","318,272,000","-84,073,000","-381,567,000","-664,668,000","-613,091,000","-693,520,000","-661,631,000","-627,115,000","-589,987,000","-679,214,000","-649,732,000","-631,939,000","-594,577,000","-683,935,000","-604,593,000","-527,185,000","-470,853,000","-342,957,000","-302,114,000","-266,434,000","-123,242,000","116,374,000","143,247,000","217,825,000","285,547,000","272,620,000","286,518,000","297,041,000","350,883,000","380,022,000","304,601,000","26,700,593","29,122,285","35,570,414","19,138,899","21,701,814","22,785,101","21,863,693","17,797,335","16,987,101","18,462,073","20,781,353","23,149,275","25,468,824","30,101,061","32,643,686","33,061,208","30,665,319","29,738,451","29,450,316","27,700,000","24,700,000","22,900,000","18,000,000","16,300,000","15,500,000","15,100,000","13,200,000","13,000,000","11,900,000","9,500,000","5,400,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","714,000","705,000","707,000","707,000","708,000","708,000","711,000","712,000","712,000","715,000","715,000","714,000","716,000","718,000","718,000","725,000","671,000","671,000","559,000","461,000","389,000","248,000","248,000","210,000","204,000","173,000","173,000","172,000","170,000","170,000","170,000","157,000","157,000","152,000","152,000","146,000","143,000","142,000","169,000","168,000","166,000","166,000","166,000","165,000","164,000","162,000","162,000","161,000","76,000","59,284","57,212","56,149","49,465","47,427","44,605","39,892","39,892","39,892","39,892","39,892","39,892","39,892","39,892","38,392","37,642","32,992","128,969","128,126","100,000","100,000","100,000",,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","714,000","705,000","707,000","707,000","708,000","708,000","711,000","712,000","712,000","715,000","715,000","714,000","716,000","718,000","718,000","725,000","671,000","671,000","559,000","461,000","389,000","248,000","248,000","210,000","204,000","173,000","173,000","172,000","170,000","170,000","170,000","157,000","157,000","152,000","152,000","146,000","143,000","142,000","169,000","168,000","166,000","166,000","166,000","165,000","164,000","162,000","162,000","161,000","76,000","59,284","57,212","56,149","49,465","47,427","44,605","39,892","39,892","39,892","39,892","39,892","39,892","39,892","39,892","38,392","37,642","32,992","128,969","128,126","100,000","100,000","100,000",,,,,,,,,
