name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999
TotalRevenue,"3,504,499,000","3,039,324,000","2,766,696,000","2,431,966,000","1,103,190,000","896,377,000","631,311,000","502,330,000","378,632,000","306,491,000","313,350,000","251,979,000","284,919,000","266,801,000","265,169,000","226,053,000","245,740,000","214,332,000","133,839,000","176,719,000","192,615,000","157,452,000"
	OperatingRevenue,"3,479,975,000","3,014,800,000","2,766,696,000","2,431,966,000","1,103,190,000","896,377,000","631,311,000","502,330,000","378,632,000","306,491,000","313,350,000","251,979,000","284,919,000","266,801,000","265,169,000","226,053,000","245,740,000","214,332,000","133,839,000","176,719,000","192,615,000","157,452,000"
CostOfRevenue,"1,497,550,000","1,348,632,000","1,117,917,000","993,405,000","381,997,000","302,257,000","187,432,000","147,711,000","91,764,000","81,657,000","78,322,000","77,233,000","78,287,000","74,128,000","71,465,000","68,117,000","66,044,000","60,808,000","35,147,000","46,877,000","43,310,000","38,287,000"
GrossProfit,"2,006,949,000","1,690,692,000","1,648,779,000","1,438,561,000","721,193,000","594,120,000","443,879,000","354,619,000","286,868,000","224,834,000","235,028,000","174,746,000","206,632,000","192,673,000","193,704,000","157,936,000","179,696,000","153,524,000","98,692,000","129,842,000","149,305,000","119,165,000"
OperatingExpense,"1,282,653,000","1,138,691,000","900,470,000","957,547,000","418,623,000","388,013,000","270,004,000","250,098,000","186,495,000","176,380,000","167,480,000","157,804,000","155,225,000","152,131,000","147,854,000","139,326,000","141,536,000","145,734,000","77,254,000","141,038,000","175,908,000","161,789,000"
	SellingGeneralAndAdministration,"806,005,000","729,981,000","579,933,000","591,986,000","263,606,000","232,480,000","174,791,000","150,933,000","117,535,000","105,167,000","100,891,000","89,716,000","90,468,000","86,773,000","85,293,000","72,977,000","72,319,000","74,439,000","35,821,000","52,897,000","54,215,000","47,598,000"
		GeneralAndAdministrativeExpense,"806,005,000","729,981,000","579,933,000","591,986,000","263,606,000","232,480,000","174,791,000","150,933,000","117,535,000",,,"89,525,000",,,,,,,,,,
			OtherGandA,"806,005,000","729,981,000","579,933,000","591,986,000","263,606,000","232,480,000","174,791,000","150,933,000","117,535,000",,,"89,525,000",,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,"18,699,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"473,370,000","408,710,000","320,537,000","365,561,000","155,017,000","155,533,000","95,213,000","99,165,000","68,960,000","71,213,000","66,325,000","70,648,000","69,576,000","67,337,000","61,922,000","65,501,000","69,217,000","71,295,000","41,433,000",,,
