name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988
TotalRevenue,"21,335,700,000","5,548,900,000","5,461,200,000","5,343,800,000","4,981,800,000","5,411,700,000","5,349,200,000","5,392,000,000","5,259,900,000","5,683,500,000","5,432,400,000","5,279,300,000","5,139,400,000","5,480,500,000","5,567,500,000","5,441,400,000","5,119,600,000","5,339,800,000","5,353,700,000","5,224,300,000","4,944,200,000","5,047,800,000","4,909,000,000","4,788,500,000","4,363,500,000","4,523,900,000","4,470,800,000","4,426,500,000","4,096,400,000","4,173,500,000","3,933,800,000","3,904,500,000","3,657,000,000","3,678,400,000","3,506,500,000","3,336,300,000","3,311,100,000","3,246,200,000","3,273,900,000","3,109,000,000","2,847,200,000","2,815,000,000","2,915,700,000","2,609,600,000","2,473,100,000","2,724,300,000","3,543,400,000","3,909,600,000","3,999,400,000","4,203,100,000","4,601,800,000","4,559,300,000","4,395,300,000","4,421,000,000","4,961,500,000","5,010,800,000","4,674,000,000","4,460,500,000","5,196,400,000","5,038,400,000","4,620,300,000","4,672,000,000","5,097,400,000","4,988,900,000","4,797,000,000","4,595,800,000","5,257,400,000","5,068,600,000","4,459,300,000","4,518,500,000","5,193,700,000","5,015,600,000","4,750,700,000","5,148,700,000","5,011,500,000","4,942,100,000","4,887,000,000","4,701,800,000","5,338,100,000","5,339,500,000","5,230,200,000","5,019,800,000","5,459,700,000","5,069,600,000","5,353,700,000","3,456,400,000","4,868,600,000","4,373,300,000","3,419,900,000","2,928,200,000","3,123,600,000","2,377,600,000","1,504,000,000","1,942,100,000","155,700,000","138,700,000","99,600,000","196,100,000","28,500,000","16,200,000","13,800,000","-21,600,000","24,200,000","25,200,000","21,100,000","24,200,000","27,600,000","26,500,000","24,500,000","29,900,000","26,500,000","28,200,000","25,400,000","15,700,000","14,500,000","10,000,000","11,400,000","2,100,000","16,000,000","9,400,000","900,000","200,000","100,000","100,000","100,000","200,000","200,000","100,000","100,000"
	OperatingRevenue,"21,228,400,000","5,526,700,000","5,446,500,000","5,305,700,000","4,949,500,000","5,392,400,000","5,326,200,000","5,353,200,000","5,232,100,000","5,654,700,000","5,419,900,000","5,218,300,000","5,103,800,000","5,444,300,000","5,546,100,000","5,391,400,000","5,085,300,000","5,292,400,000","5,329,400,000","5,179,600,000","4,913,800,000","5,014,100,000","4,886,000,000","4,709,400,000","4,321,700,000","4,473,900,000","4,435,000,000","4,379,900,000","4,059,600,000","4,096,700,000","3,933,800,000","3,904,500,000","3,657,000,000","3,718,800,000","3,493,400,000","3,322,900,000","3,297,200,000","3,246,200,000","3,273,900,000","3,109,000,000","2,847,200,000","6,599,200,000","1,628,100,000","2,609,600,000","2,473,100,000","2,724,300,000","3,543,400,000","3,909,600,000","3,999,400,000","4,203,100,000","4,601,800,000","4,559,300,000","4,395,300,000","4,421,000,000","4,961,500,000","5,010,800,000","4,674,000,000","4,460,500,000","5,196,400,000","5,038,400,000","4,620,300,000","4,672,000,000","5,097,400,000","4,988,900,000","4,797,000,000","4,595,800,000","5,257,400,000","5,068,600,000","4,459,300,000","4,518,500,000","5,193,700,000","5,015,600,000","4,750,700,000","5,148,700,000","5,011,500,000","4,942,100,000","4,887,000,000","4,701,800,000","5,338,100,000","5,339,500,000","5,230,200,000","5,019,800,000","5,459,700,000","5,069,600,000","5,353,700,000","3,456,400,000","4,868,600,000","4,373,300,000","3,419,900,000","2,928,200,000","3,123,600,000","2,377,600,000","1,504,000,000","1,942,100,000","155,700,000","138,700,000","99,600,000","196,100,000","28,500,000","16,200,000","13,800,000","-21,600,000","24,200,000","25,200,000","21,100,000","24,200,000","27,600,000","26,500,000","24,500,000","29,900,000","26,500,000","28,200,000","25,400,000","15,700,000","14,500,000","10,000,000","11,400,000","2,100,000","16,000,000","9,400,000","900,000","200,000","100,000","100,000","100,000","200,000","200,000","100,000","100,000"
CostOfRevenue,"17,812,700,000","4,653,300,000","4,573,800,000","4,453,000,000","4,132,600,000","4,563,800,000","4,493,900,000","4,540,200,000","4,417,600,000","4,816,300,000","4,586,500,000","4,453,200,000","4,319,600,000","4,671,400,000","4,731,100,000","4,599,600,000","4,293,700,000","4,527,600,000","4,523,400,000","4,405,200,000","4,144,300,000","4,264,300,000","4,156,100,000","4,043,600,000","3,656,100,000","3,820,700,000","3,774,200,000","3,730,400,000","3,432,400,000","3,540,700,000","3,311,200,000","3,276,500,000","3,054,000,000","3,099,200,000","2,931,300,000","2,752,900,000","2,744,900,000","2,701,700,000","2,728,500,000","2,578,800,000","2,337,000,000","2,337,700,000","2,400,700,000","2,133,100,000","2,002,500,000","2,245,500,000","2,951,500,000","3,262,100,000","3,330,200,000","3,532,900,000","3,875,000,000","3,833,600,000","3,662,200,000","3,717,900,000","4,179,000,000","4,210,100,000","3,902,400,000","3,736,700,000","4,389,000,000","4,253,100,000","3,863,300,000","3,942,100,000","4,329,100,000","4,218,800,000","4,044,900,000","3,902,700,000","4,467,900,000","4,296,500,000","3,751,200,000","3,768,400,000","4,429,600,000","4,265,000,000","4,029,000,000","4,527,200,000","4,252,200,000","4,186,800,000","4,149,200,000","3,982,800,000","4,560,700,000","4,600,600,000","4,520,000,000","4,339,500,000","4,677,700,000","4,571,400,000","4,321,400,000","2,885,900,000","3,659,600,000","3,348,800,000","2,586,600,000","2,456,000,000","2,094,000,000","1,719,800,000","1,031,500,000","422,700,000","102,500,000","81,700,000","58,300,000","111,400,000","17,400,000","9,400,000","7,400,000","-15,800,000","14,100,000","15,300,000","12,500,000","14,700,000","17,500,000","17,400,000","16,200,000","20,800,000","16,500,000","18,100,000","16,400,000","9,200,000","7,800,000","5,800,000","5,600,000",,,"5,300,000","500,000",,,,,,,,
GrossProfit,"3,523,000,000","895,600,000","887,400,000","890,800,000","849,200,000","847,900,000","855,300,000","851,800,000","842,300,000","867,200,000","845,900,000","826,100,000","819,800,000","809,100,000","836,400,000","841,800,000","825,900,000","812,200,000","830,300,000","819,100,000","799,900,000","783,500,000","752,900,000","744,900,000","707,400,000","703,200,000","696,600,000","696,100,000","664,000,000","632,800,000","622,600,000","628,000,000","603,000,000","579,200,000","575,200,000","583,400,000","566,200,000","544,500,000","545,400,000","530,200,000","510,200,000","477,300,000","515,000,000","476,500,000","470,600,000","478,800,000","591,900,000","647,500,000","669,200,000","670,200,000","726,800,000","725,700,000","733,100,000","703,100,000","782,500,000","800,700,000","771,600,000","723,800,000","807,400,000","785,300,000","757,000,000","729,900,000","768,300,000","770,100,000","752,100,000","693,100,000","789,500,000","772,100,000","708,100,000","750,100,000","764,100,000","750,600,000","721,700,000","621,500,000","759,300,000","755,300,000","737,800,000","719,000,000","777,400,000","738,900,000","710,200,000","680,300,000","782,000,000","498,200,000","1,032,300,000","570,500,000","1,209,000,000","1,024,500,000","833,300,000","472,200,000","1,029,600,000","657,800,000","472,500,000","1,519,400,000","53,200,000","57,000,000","41,300,000","84,700,000","11,100,000","6,800,000","6,400,000","-5,800,000","10,100,000","9,900,000","8,600,000","9,500,000","10,100,000","9,100,000","8,300,000","9,100,000","10,000,000","10,100,000","9,000,000","6,500,000","6,700,000","4,200,000","5,800,000",,,"4,100,000","400,000",,,,,,,,
OperatingExpense,"2,689,800,000","659,800,000","693,900,000","677,700,000","658,400,000","650,600,000","651,700,000","652,500,000","656,500,000","637,900,000","634,700,000","629,900,000","613,100,000","572,500,000","617,400,000","615,300,000","618,500,000","596,400,000","594,600,000","597,000,000","585,000,000","557,000,000","545,500,000","547,100,000","518,300,000","500,400,000","509,400,000","515,200,000","494,600,000","464,700,000","458,700,000","459,400,000","454,100,000","435,700,000","431,100,000","438,700,000","428,400,000","409,800,000","424,500,000","404,300,000","395,500,000","382,300,000","396,400,000","372,700,000","381,800,000","-1,342,300,000","2,229,600,000","516,400,000","522,100,000","522,500,000","540,500,000","540,900,000","545,700,000","525,900,000","578,500,000","587,500,000","568,400,000","545,900,000","587,700,000","575,700,000","557,800,000","535,400,000","573,200,000","575,000,000","571,100,000","562,400,000","-127,350,000","565,200,000","537,900,000","539,400,000","583,400,000","571,300,000","564,600,000","688,500,000","592,900,000","562,300,000","584,900,000","586,900,000","575,300,000","577,400,000","583,900,000","668,500,000","640,600,000","343,300,000","948,400,000","674,600,000","904,500,000","813,800,000","709,200,000","439,900,000","834,900,000","554,500,000","432,500,000","1,532,700,000","35,200,000","32,500,000","25,000,000","58,200,000","7,200,000","3,500,000","3,600,000","-6,200,000","6,500,000","6,300,000","6,500,000","7,300,000","7,200,000","6,900,000","7,300,000","7,100,000","7,000,000","7,000,000","7,100,000","3,300,000","3,200,000","2,500,000","3,700,000",,,"2,700,000","300,000",,,,,,,,
	SellingGeneralAndAdministration,"2,558,600,000","644,800,000","653,800,000","637,000,000","623,000,000","631,500,000","626,200,000","625,300,000","626,800,000","622,100,000","607,500,000","611,300,000","595,300,000","584,200,000","591,300,000","585,200,000","588,700,000","568,500,000","568,700,000","568,700,000","557,600,000","532,000,000","522,300,000","524,600,000","500,700,000","482,500,000","485,100,000","494,100,000","473,300,000","442,200,000","435,800,000","438,600,000","432,900,000","412,700,000","411,400,000","417,600,000","407,700,000","392,700,000","402,900,000","384,200,000","375,400,000","364,500,000","380,100,000","364,100,000","364,600,000","381,800,000","452,700,000","494,000,000","498,300,000","495,600,000","518,100,000","517,700,000","524,400,000","504,700,000","557,600,000","566,200,000","548,600,000","525,700,000","566,800,000","555,900,000","537,200,000","509,100,000","551,700,000","556,400,000","550,100,000","520,300,000","565,500,000","548,900,000","523,000,000","528,500,000","568,700,000","555,600,000","548,100,000","557,800,000","554,800,000","544,500,000","549,300,000","554,200,000","540,300,000","544,400,000","550,800,000","633,400,000","608,600,000","551,900,000","683,900,000","477,600,000","593,100,000","525,200,000","454,600,000","390,000,000","337,000,000","301,800,000","229,400,000","1,020,100,000","24,100,000","22,400,000","18,300,000","42,000,000","5,200,000","2,100,000","2,200,000","-5,700,000","4,800,000","4,600,000","4,800,000","5,200,000","5,700,000","5,500,000","5,800,000","6,000,000","5,600,000","5,400,000","5,600,000","2,500,000","2,300,000","2,400,000","2,800,000",,,"2,700,000","300,000",,,,,,,,
		GeneralAndAdministrativeExpense,"2,370,800,000","596,800,000","605,500,000","589,700,000","578,800,000","581,700,000","574,500,000","573,300,000","582,500,000","573,600,000","556,900,000","563,300,000","549,600,000","533,400,000","540,100,000","533,200,000","546,000,000","519,700,000","520,200,000","519,500,000","515,600,000","492,800,000","481,500,000","480,300,000","460,100,000","445,800,000","443,200,000","446,500,000","433,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"1,634,600,000","412,200,000","422,000,000","401,400,000","399,000,000","396,300,000","389,800,000","382,000,000","399,700,000","395,600,000","382,900,000","384,900,000","377,200,000","361,900,000","367,100,000","365,400,000","373,100,000","360,600,000","359,000,000","365,400,000","369,300,000","351,900,000","342,300,000","339,400,000","328,900,000","296,000,000","320,400,000","319,800,000","316,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"736,200,000","184,600,000","183,500,000","188,300,000","179,800,000","185,400,000","184,700,000","191,300,000","182,800,000","178,000,000","174,000,000","178,400,000","172,400,000","171,500,000","173,000,000","167,800,000","172,900,000","159,100,000","161,200,000","154,100,000","146,300,000","140,900,000","139,200,000","140,900,000","131,200,000","149,800,000","122,800,000","126,700,000","116,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"187,800,000","48,000,000","48,300,000","47,300,000","44,200,000","49,800,000","51,700,000","52,000,000","44,300,000","48,500,000","50,600,000","48,000,000","45,700,000","50,800,000","51,200,000","52,000,000","42,700,000","48,800,000","48,500,000","49,200,000","42,000,000","39,200,000","40,800,000","44,300,000","40,600,000","36,700,000","41,900,000","47,600,000","40,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
