name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
TotalRevenue,"6,147,283,000","1,506,165,000","1,529,873,000","1,557,669,000","1,553,576,000","1,550,825,000","1,539,556,000","1,488,332,000","1,466,201,000","1,434,213,000","1,455,503,000","1,416,563,000","1,399,016,000","1,361,105,000","1,341,223,000","1,349,690,000","1,312,073,000","1,292,897,000","1,255,152,000","1,132,526,000","1,180,155,000","1,099,791,000","1,133,483,000","1,120,170,000","1,125,526,000","1,076,540,000","1,112,730,000","1,150,496,000","1,186,276,000","1,088,932,000","1,070,685,000","1,119,310,000","1,046,268,000","1,001,864,000","1,046,726,000","1,001,654,000","1,119,611,000","889,902,000","801,398,000","882,713,000","846,963,000","849,241,000","896,870,000","901,025,000","849,120,000","716,491,000","764,945,000","601,956,000","757,814,000","791,513,000","630,700,000","720,587,000","745,029,000","686,910,000","723,135,000","731,086,000","709,215,000","699,957,000","698,212,000","676,672,000","692,864,000","676,313,000","679,751,000","684,206,000","666,130,000","647,454,000","655,057,000","662,192,000","663,787,000","448,814,000","460,036,000","443,537,000","430,655,000","425,288,000","432,560,000","414,462,000","404,984,000","383,708,000","360,826,000","278,772,000","272,136,000","267,125,000","267,300,000","265,600,000","254,900,000","254,000,000","240,200,000","239,200,000","243,500,000","212,100,000","195,300,000","190,100,000","182,200,000","182,300,000","184,200,000","177,100,000","174,100,000","165,900,000","169,700,000","168,300,000","153,000,000","144,900,000","155,700,000","144,500,000","145,300,000","146,300,000","138,800,000","148,300,000","150,100,000","144,100,000","146,100,000","140,400,000","140,400,000","139,400,000","119,100,000","113,000,000","93,500,000","85,300,000","78,100,000","70,300,000","71,700,000","66,000,000","63,000,000","60,000,000","60,500,000",,,,,,,,,,,,,,,
	OperatingRevenue,"6,147,283,000","1,506,165,000","1,529,873,000","1,557,669,000","1,553,576,000","1,550,825,000","1,539,556,000","1,488,332,000","1,466,201,000","1,434,213,000","1,455,503,000","1,416,563,000","1,399,016,000","1,361,105,000","1,341,223,000","1,349,690,000","1,312,073,000","1,292,897,000","1,255,152,000","1,132,526,000","1,180,155,000","1,099,791,000","1,133,483,000","1,120,170,000","1,125,526,000","1,076,540,000","1,112,730,000","1,150,496,000","1,186,276,000","1,088,932,000","1,070,685,000","1,119,310,000","1,046,268,000","1,001,864,000","1,046,726,000","1,001,654,000","1,119,611,000","889,902,000","801,398,000","882,713,000","846,963,000","849,241,000","896,870,000","901,025,000","849,120,000","716,491,000","764,945,000","601,956,000","757,814,000","791,513,000","630,700,000","720,587,000","745,029,000","686,910,000","723,135,000","731,086,000","709,215,000","699,957,000","698,212,000","676,672,000","692,864,000","676,313,000","679,751,000","684,206,000","666,130,000","647,454,000","655,057,000","662,192,000","663,787,000","448,814,000","460,036,000","443,537,000","430,655,000","425,288,000","432,560,000","414,462,000","404,984,000","383,708,000","360,826,000","278,772,000","272,136,000","267,125,000","267,300,000","265,600,000","254,900,000","254,000,000","240,200,000","239,200,000","243,500,000","212,100,000","195,300,000","190,100,000","182,200,000","182,300,000","184,200,000","177,100,000","174,100,000","165,900,000","169,700,000","168,300,000","153,000,000","144,900,000","155,700,000","144,500,000","145,300,000","146,300,000","138,800,000","148,300,000","150,100,000","144,100,000","146,100,000","140,400,000","140,400,000","139,400,000","119,100,000","113,000,000","93,500,000","85,300,000","78,100,000","70,300,000","71,700,000","66,000,000","63,000,000","60,000,000","60,500,000",,,,,,,,,,,,,,,
PretaxIncome,"2,262,533,000","349,749,000","652,190,000","635,050,000","625,544,000","634,477,000","699,394,000","696,353,000","654,624,000","457,869,000","628,690,000","580,538,000","596,381,000","518,253,000","510,120,000","550,298,000","530,178,000","467,802,000","411,039,000","434,710,000","453,527,000","375,416,000","420,375,000","411,886,000","414,332,000","342,269,000","327,658,000","443,870,000","530,685,000","415,336,000","445,440,000","446,428,000","352,241,000","308,417,000","202,902,000","265,082,000","447,963,000","308,653,000","306,761,000","286,634,000","279,716,000","219,678,000","201,158,000","171,825,000","62,506,000","83,802,000","129,673,000","66,193,000","238,104,000","305,809,000","84,227,000","296,059,000","322,378,000","260,873,000","311,325,000","305,145,000","315,218,000","299,954,000","306,098,000","286,422,000","293,423,000","284,976,000","289,829,000","260,284,000","278,923,000","237,487,000","248,702,000","231,792,000","196,640,000","173,536,000","186,279,000","172,711,000","179,439,000","178,055,000","155,249,000","150,268,000","147,972,000","130,407,000","112,639,000","115,813,000","110,426,000","107,528,000","104,200,000","107,200,000","100,800,000","106,100,000","94,000,000","90,200,000","75,300,000","66,200,000","72,500,000","73,400,000","69,100,000","67,100,000","65,700,000","59,000,000","64,500,000","59,900,000","60,700,000","59,300,000","54,200,000","46,900,000","47,900,000","50,000,000","49,300,000","47,300,000","45,400,000","45,300,000","42,100,000","40,800,000","35,400,000","34,500,000","46,200,000","46,600,000","32,000,000","28,700,000","27,600,000","26,500,000","20,000,000","22,800,000","22,200,000","19,600,000","19,100,000","19,700,000","19,100,000",,,,,,,,,,,,,,,
TaxProvision,"547,304,000","80,927,000","159,124,000","154,969,000","152,284,000","151,735,000","153,175,000","170,262,000","161,464,000","105,259,000","306,287,000","224,615,000","215,328,000","169,326,000","179,549,000","200,314,000","194,147,000","169,274,000","140,074,000","154,309,000","166,839,000","133,803,000","142,826,000","136,542,000","129,996,000","113,252,000","106,236,000","149,391,000","182,219,000","141,223,000","149,247,000","152,966,000","118,861,000","101,954,000","55,162,000","81,974,000","125,605,000","102,380,000","102,319,000","94,619,000","90,967,000","68,723,000","64,340,000","44,161,000","11,318,000","19,581,000","27,432,000","-24,992,000","77,839,000","103,613,000","19,297,000","96,872,000","108,209,000","84,900,000","97,996,000","94,775,000","102,645,000","97,037,000","101,113,000","95,348,000","96,589,000","95,686,000","97,624,000","73,843,000","94,538,000","77,997,000","81,801,000","75,329,000","62,600,000","56,998,000","60,460,000","55,496,000","57,945,000","57,491,000","53,515,000","52,401,000","53,164,000","46,741,000","40,672,000","41,397,000","38,888,000","39,293,000","38,100,000","39,600,000","35,800,000","39,200,000","36,100,000","33,700,000","30,600,000","17,200,000","26,200,000","27,500,000","26,300,000","25,800,000","25,300,000","23,100,000","25,800,000","23,700,000","23,900,000","23,700,000","22,700,000","19,700,000","16,000,000","20,900,000","20,600,000","19,700,000","18,800,000","19,400,000","16,900,000","16,500,000","13,800,000","13,500,000","18,400,000","19,100,000","13,800,000","11,300,000","11,300,000","11,200,000","7,100,000","8,400,000","8,400,000","6,800,000","6,600,000","6,800,000","6,200,000",,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,638,124,000","250,701,000","413,426,000","480,081,000","452,632,000","462,086,000","525,331,000","505,363,000","472,598,000","332,748,000","302,492,000","335,801,000","360,658,000","328,562,000","307,789,000","326,992,000","312,968,000","275,744,000","248,062,000","257,337,000","263,471,000","218,830,000","254,224,000","251,905,000","260,680,000","211,720,000","203,485,000","275,336,000","328,538,000","255,079,000","276,569,000","273,885,000","214,709,000","188,236,000","129,802,000","164,668,000","297,164,000","190,113,000","182,091,000","179,306,000","176,088,000","138,341,000","122,944,000","113,894,000","40,516,000","54,618,000","101,450,000","91,185,000","160,265,000","202,196,000","64,930,000","199,187,000","214,169,000","175,973,000","213,329,000","210,370,000","212,573,000","202,917,000","204,985,000","191,074,000","196,834,000","189,290,000","192,205,000","186,441,000","184,385,000","159,490,000","166,901,000","156,463,000","134,040,000","116,538,000","125,819,000","117,215,000","121,494,000","120,564,000","101,734,000","97,867,000","94,808,000","83,666,000","71,967,000","74,416,000","71,538,000","68,235,000","66,100,000","67,600,000","65,000,000","66,900,000","57,900,000","56,500,000","44,700,000","49,000,000","46,300,000","45,900,000","42,800,000","41,300,000","40,400,000","35,900,000","38,700,000","35,300,000","35,000,000","35,600,000","29,700,000","27,200,000","30,100,000","29,100,000","28,700,000","27,600,000","23,000,000","25,900,000","25,200,000","23,400,000","18,000,000","21,000,000","27,800,000","27,500,000","15,300,000","17,400,000","16,300,000","15,300,000","12,900,000","14,400,000","13,800,000","12,800,000","3,000,000","12,900,000","12,900,000",,,,,,,,,,,,,,,
	NetIncome,"1,715,229,000","268,822,000","493,066,000","480,081,000","473,260,000","482,742,000","546,219,000","526,091,000","493,160,000","352,610,000","322,403,000","355,923,000","381,053,000","348,927,000","330,571,000","349,984,000","336,031,000","298,528,000","270,965,000","280,401,000","286,688,000","241,613,000","277,549,000","275,344,000","284,336,000","229,017,000","221,422,000","294,479,000","348,466,000","274,113,000","296,193,000","293,462,000","233,380,000","206,463,000","147,740,000","183,108,000","322,358,000","206,273,000","204,442,000","192,015,000","188,749,000","150,955,000","170,829,000","113,894,000","40,516,000","64,221,000","102,241,000","91,185,000","160,265,000","202,196,000","64,930,000","199,187,000","214,169,000","175,973,000","213,329,000","210,370,000","212,573,000","202,917,000","204,985,000","191,074,000","196,834,000","189,290,000","192,205,000","186,441,000","184,385,000","159,490,000","166,901,000","156,463,000","134,040,000","116,538,000","125,819,000","117,215,000","121,494,000","120,564,000","101,734,000","97,867,000","94,808,000","83,666,000","71,967,000","74,416,000","71,538,000","68,235,000","66,100,000","67,600,000","65,000,000","66,900,000","57,900,000","56,500,000","44,700,000","49,000,000","46,300,000","45,900,000","42,800,000","41,300,000","40,400,000","35,900,000","38,700,000","36,200,000","36,800,000","35,600,000","31,500,000","27,200,000","31,900,000","29,100,000","28,700,000","27,600,000","26,600,000","25,900,000","25,200,000","24,300,000","21,600,000","21,000,000","27,800,000","27,500,000","18,200,000","17,400,000","16,300,000","15,300,000","12,900,000","14,400,000","13,800,000","12,800,000","3,000,000","12,900,000","12,900,000",,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"1,715,229,000","268,822,000","493,066,000","480,081,000","473,260,000","482,742,000","546,219,000","526,091,000","493,160,000","352,610,000","322,403,000","355,923,000","381,053,000","348,927,000","330,571,000","349,984,000","336,031,000","298,528,000","270,965,000","280,401,000","286,688,000","241,613,000","277,549,000","275,344,000","284,336,000","229,017,000","221,422,000","294,479,000","348,466,000","274,113,000","296,193,000","293,462,000","233,380,000","206,463,000","147,740,000","183,108,000","322,358,000","206,273,000","204,442,000","192,015,000","188,749,000","150,955,000","170,829,000","113,894,000","40,516,000","64,221,000","102,241,000","91,185,000","160,265,000","202,196,000","64,930,000","199,187,000","214,169,000","175,973,000","213,329,000","210,370,000","212,573,000","202,917,000","204,985,000","191,074,000","196,834,000","189,290,000","192,205,000","186,441,000","184,385,000","159,490,000","166,901,000","156,463,000","134,040,000","116,538,000","125,819,000","117,215,000","121,494,000","120,564,000","101,734,000","97,867,000","94,808,000","83,666,000","71,967,000","74,416,000","71,538,000","68,235,000","66,100,000","67,600,000","65,000,000","66,900,000","57,900,000","56,500,000","44,700,000","49,000,000","46,300,000","45,900,000","42,800,000","41,300,000","40,400,000","35,900,000","38,700,000","36,200,000","36,800,000","35,600,000","31,500,000","27,200,000","31,900,000","29,100,000","28,700,000","27,600,000","26,600,000","25,900,000","25,200,000","24,300,000","21,600,000","21,000,000","27,800,000","27,500,000","18,200,000","17,400,000","16,300,000","15,300,000","12,900,000","14,400,000","13,800,000","12,800,000","3,000,000","12,900,000","12,900,000","12,500,000","9,300,000","11,800,000","11,400,000","12,000,000","20,100,000","6,900,000","6,700,000","6,600,000","6,600,000","6,700,000","6,600,000","6,200,000","5,800,000","5,700,000"
			NetIncomeContinuousOperations,"1,715,229,000","268,822,000","493,066,000","480,081,000","473,260,000","482,742,000","546,219,000","526,091,000","493,160,000","352,610,000","322,403,000","355,923,000","381,053,000","348,927,000","330,571,000","349,984,000","336,031,000","298,528,000","270,965,000","280,401,000","286,688,000","241,613,000","277,549,000","275,344,000","284,336,000","229,017,000","221,422,000","294,479,000","348,466,000","274,113,000","296,193,000","293,462,000","233,380,000","206,463,000","147,740,000","183,108,000","322,358,000","206,273,000","204,442,000","192,015,000","188,749,000","150,955,000","170,829,000","113,894,000","40,516,000","64,221,000","102,241,000","91,185,000","160,265,000","202,196,000","64,930,000","199,187,000","214,169,000","175,973,000","213,329,000","210,370,000","212,573,000","202,917,000","204,985,000","191,074,000","196,834,000","189,290,000","192,205,000","186,441,000","184,385,000","159,490,000","166,901,000","156,463,000","134,040,000","116,538,000","125,819,000","117,215,000","121,494,000","120,564,000","101,734,000","97,867,000","94,808,000","83,666,000","71,967,000","74,416,000","71,538,000","68,235,000","66,100,000","67,600,000","65,000,000","66,900,000","57,900,000","56,500,000","44,700,000","49,000,000","46,300,000","45,900,000","42,800,000","41,300,000","40,400,000","35,900,000","38,700,000","36,200,000","36,800,000","35,600,000","31,500,000","27,200,000","31,900,000","29,100,000","28,700,000","27,600,000","26,600,000","25,900,000","25,200,000","24,300,000","21,600,000","21,000,000","27,800,000","27,500,000","18,200,000","17,400,000","16,300,000","15,300,000","12,900,000","14,400,000","13,800,000","12,800,000","12,500,000","12,900,000","12,900,000","12,500,000","9,300,000","11,800,000","11,400,000","12,000,000","20,100,000","6,900,000","6,700,000","6,600,000","6,600,000","6,700,000","6,600,000","6,200,000","5,800,000","5,700,000"
	PreferredStockDividends,"68,389,000","17,078,000",,,"18,130,000","18,130,000","18,131,000","18,130,000","18,130,000","18,130,000","18,130,000","18,130,000","18,237,000","18,237,000","20,317,000","20,318,000","20,317,000","20,318,000","20,317,000","20,318,000","20,317,000","20,318,000","20,318,000","20,443,000","20,443,000","14,674,000","14,032,000","13,363,000","13,362,000","13,363,000",,,"13,362,000","13,363,000",,,"7,184,000","10,498,000",,"10,056,000",,,,,,"9,603,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"900,000","1,800,000",,"1,800,000",,"1,800,000",,,,,,,"900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"8,716,000","1,043,000",,"18,671,000","2,498,000","2,526,000","2,757,000","2,598,000","2,432,000","1,732,000","1,781,000","1,992,000","2,158,000","2,128,000","2,465,000","2,674,000","2,746,000","2,466,000","2,586,000","2,746,000","2,900,000","2,465,000","3,007,000","2,996,000","3,213,000","2,623,000","3,905,000","5,780,000","6,566,000","5,671,000","-33,826,000","19,577,000","5,309,000","4,864,000","17,938,000","18,440,000","18,010,000","5,662,000","52,520,000","2,653,000","12,661,000","12,614,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
