name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalAssets,"5,382,300,000","5,320,900,000","5,665,000,000","5,077,000,000","3,828,700,000","3,816,000,000","3,775,100,000","3,770,700,000","3,808,200,000","3,813,900,000","3,800,700,000","3,656,500,000","3,738,500,000","3,770,300,000","3,781,100,000","3,799,300,000","3,845,200,000","4,010,300,000","4,029,300,000","4,057,200,000","4,023,600,000","3,522,800,000","3,544,000,000","3,458,400,000","3,355,500,000","3,391,900,000","3,422,300,000","3,459,800,000","3,464,900,000"
	CurrentAssets,"435,800,000","460,000,000","846,800,000","351,700,000","429,500,000","430,000,000","387,500,000","354,400,000","376,000,000","360,800,000","350,200,000","311,500,000","378,200,000","388,200,000","369,200,000","360,500,000","416,600,000","463,300,000","439,200,000","425,900,000","355,300,000","560,800,000","550,500,000","437,800,000","317,200,000","341,600,000","343,700,000","340,200,000","315,000,000"
		CashCashEquivalentsAndShortTermInvestments,"59,100,000","58,300,000","474,800,000","52,700,000","52,700,000","56,700,000","41,700,000","52,500,000","48,300,000","42,000,000","23,100,000","26,300,000","65,200,000","73,100,000","61,000,000","43,200,000","101,600,000","106,400,000","68,400,000","56,000,000","28,500,000","272,200,000","223,400,000","113,900,000","29,800,000","24,100,000","18,200,000","22,600,000","20,200,000"
			CashAndCashEquivalents,"59,100,000","58,300,000","474,800,000","52,700,000","52,700,000","56,700,000","41,700,000","52,500,000","48,300,000","42,000,000","23,100,000","26,300,000","65,200,000","73,100,000","61,000,000","43,200,000","101,600,000","106,400,000","68,400,000","56,000,000","28,500,000","272,200,000","223,400,000","113,900,000","29,800,000","24,100,000","18,200,000","22,600,000","20,200,000"
		Receivables,"290,000,000","290,700,000","277,900,000","229,100,000","264,900,000","260,800,000","239,900,000","188,800,000","231,100,000","240,600,000","237,700,000","181,900,000","222,000,000","216,500,000","213,600,000","189,000,000","209,500,000","227,100,000","224,400,000","201,000,000","217,500,000","175,600,000","169,600,000","155,200,000","178,800,000","178,500,000","173,600,000","148,400,000","175,100,000"
			AccountsReceivable,"290,000,000","290,700,000","277,900,000","229,100,000","264,900,000","260,800,000","239,900,000","188,800,000","231,100,000","240,600,000","237,700,000","181,900,000","222,000,000","216,500,000","213,600,000","189,000,000","209,500,000","227,100,000","224,400,000","201,000,000","217,500,000","175,600,000","169,600,000","155,200,000","178,800,000","178,500,000","173,600,000","148,400,000","175,100,000"
				GrossAccountsReceivable,"302,100,000","302,600,000","290,000,000","239,800,000","275,600,000","271,300,000","249,400,000","199,100,000","242,600,000","251,100,000","247,100,000","191,100,000","231,200,000","225,700,000","223,400,000","198,000,000","218,400,000","240,000,000","238,200,000","214,800,000","231,700,000","190,500,000","184,900,000","170,200,000","194,500,000","195,400,000","190,100,000","167,000,000","194,400,000"
				AllowanceForDoubtfulAccountsReceivable,"-12,100,000","-11,900,000","-12,100,000","-10,700,000","-10,700,000","-10,500,000","-9,500,000","-10,300,000","-11,500,000","-10,500,000","-9,400,000","-9,200,000","-9,200,000","-9,200,000","-9,800,000","-9,000,000","-8,900,000","-12,900,000","-13,800,000","-13,800,000","-14,200,000","-14,900,000","-15,300,000","-15,000,000","-15,700,000","-16,900,000","-16,500,000","-18,600,000","-19,300,000"
		PrepaidAssets,"79,800,000","95,100,000","85,700,000","59,800,000","102,100,000","101,300,000","97,700,000","102,300,000","86,800,000","69,700,000","80,200,000","92,200,000","83,200,000","91,300,000","85,400,000","107,700,000","83,400,000","113,800,000","130,400,000","152,300,000","94,300,000","98,600,000","118,800,000","132,600,000","78,200,000","108,300,000","120,500,000","135,100,000","87,600,000"
		RestrictedCash,"1,800,000","5,400,000","1,400,000","1,400,000","1,400,000","1,400,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,"1,600,000","1,500,000","1,700,000","1,700,000","2,300,000","2,000,000","24,600,000","24,600,000","24,500,000","25,400,000","26,200,000","26,600,000","26,100,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,"1,600,000","1,500,000","1,700,000","1,700,000","2,300,000","2,000,000","24,600,000","24,600,000","24,500,000","25,400,000","26,200,000","26,600,000","26,100,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,"0",,"0","4,800,000","5,200,000",,,,,,,,,,,,
		OtherCurrentAssets,"5,100,000","10,500,000","7,000,000","8,700,000","8,400,000","9,800,000","8,200,000","10,800,000","9,800,000","8,500,000","9,200,000","11,100,000","7,800,000","7,300,000","9,200,000","15,800,000","15,300,000","14,500,000","14,300,000","14,900,000","12,700,000","12,400,000","14,100,000","11,500,000","5,900,000","5,300,000","5,200,000","7,500,000","6,000,000"
	TotalNonCurrentAssets,"4,946,500,000","4,860,900,000","4,818,200,000","4,725,300,000","3,399,200,000","3,386,000,000","3,387,600,000","3,416,300,000","3,432,200,000","3,453,100,000","3,450,500,000","3,345,000,000","3,360,300,000","3,382,100,000","3,411,900,000","3,438,800,000","3,428,600,000","3,547,000,000","3,590,100,000","3,631,300,000","3,668,300,000","2,962,000,000","2,993,500,000","3,020,600,000","3,038,300,000","3,050,300,000","3,078,600,000","3,119,600,000","3,149,900,000"
		NetPPE,"2,123,200,000","2,073,900,000","2,049,400,000","1,982,500,000","652,900,000","657,500,000","663,300,000","660,600,000","662,100,000","671,200,000","677,100,000","658,400,000","665,000,000","670,000,000","681,100,000","691,700,000","701,700,000","731,200,000","747,800,000","770,400,000","782,900,000","704,400,000","721,300,000","733,600,000","755,400,000","754,600,000","767,700,000","788,700,000","807,900,000"
			GrossPPE,"3,650,800,000","3,575,800,000","3,534,100,000","3,441,900,000","2,089,200,000","2,087,100,000","2,069,300,000","2,055,300,000","2,044,600,000","2,037,000,000","2,028,900,000","1,979,800,000","1,961,200,000","1,950,500,000","1,940,700,000","1,923,300,000","1,885,800,000","1,935,800,000","1,957,200,000","1,962,400,000","1,975,900,000","1,890,100,000","1,906,700,000","1,883,100,000","1,892,000,000","1,879,800,000","1,866,000,000","1,872,800,000","1,879,200,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"98,800,000","98,500,000","97,500,000","97,200,000","97,500,000","97,700,000","97,100,000","96,900,000","94,400,000","93,600,000","94,200,000","90,800,000","90,700,000","90,200,000","90,100,000","90,100,000","89,900,000","91,600,000","91,600,000","92,000,000","88,100,000","88,400,000","88,600,000","88,500,000","88,600,000","88,700,000","88,700,000","88,900,000","87,800,000"
				BuildingsAndImprovements,"50,400,000","49,900,000","50,000,000","49,400,000","48,700,000","49,700,000","51,200,000","51,300,000","51,300,000","51,200,000","50,400,000","48,600,000","48,200,000","46,500,000","47,000,000","46,700,000","44,100,000","46,200,000","47,000,000","46,000,000","47,000,000","47,500,000","46,700,000","45,400,000","45,000,000","45,300,000","45,100,000","45,500,000","45,700,000"
				MachineryFurnitureEquipment,"153,100,000","150,900,000","145,100,000","136,800,000","134,300,000","127,900,000","123,000,000","121,000,000","120,700,000","97,600,000","95,700,000","90,800,000","88,500,000","84,700,000","83,000,000","81,000,000","79,100,000","84,900,000","83,100,000","78,800,000","78,100,000","76,100,000","79,700,000","78,500,000","77,200,000","76,100,000","75,400,000","75,300,000","76,300,000"
				OtherProperties,"3,323,100,000","3,246,300,000","3,212,900,000","3,133,900,000","1,789,400,000","1,788,300,000","1,762,800,000","1,759,700,000","1,750,800,000","1,745,300,000","1,744,800,000","1,709,600,000","1,696,600,000","1,692,800,000","1,685,700,000","1,676,100,000","1,643,600,000","1,684,600,000","1,710,400,000","1,724,000,000","1,745,600,000","1,662,400,000","1,677,000,000","1,658,700,000","1,662,300,000","1,661,100,000","1,648,500,000","1,653,600,000","1,655,900,000"
				ConstructionInProgress,"25,400,000","30,200,000","28,600,000","24,600,000","19,300,000","23,500,000","35,200,000","26,400,000","27,400,000","49,300,000","43,800,000","40,000,000","37,200,000","36,300,000","34,900,000","29,400,000","29,100,000","28,500,000","25,100,000","21,600,000","17,100,000","15,700,000","14,700,000","12,000,000","18,900,000","8,600,000","8,300,000","9,500,000","13,500,000"
			AccumulatedDepreciation,"-1,527,600,000","-1,501,900,000","-1,484,700,000","-1,459,400,000","-1,436,300,000","-1,429,600,000","-1,406,000,000","-1,394,700,000","-1,382,500,000","-1,365,800,000","-1,351,800,000","-1,321,400,000","-1,296,200,000","-1,280,500,000","-1,259,600,000","-1,231,600,000","-1,184,100,000","-1,204,600,000","-1,209,400,000","-1,192,000,000","-1,193,000,000","-1,185,700,000","-1,185,400,000","-1,149,500,000","-1,136,600,000","-1,125,200,000","-1,098,300,000","-1,084,100,000","-1,071,300,000"
		GoodwillAndOtherIntangibleAssets,"2,634,000,000","2,631,400,000","2,633,600,000","2,612,700,000","2,616,900,000","2,630,600,000","2,638,800,000","2,694,800,000","2,708,900,000","2,714,300,000","2,708,600,000","2,624,500,000","2,634,700,000","2,651,300,000","2,667,700,000","2,687,800,000","2,645,200,000","2,725,100,000","2,750,800,000","2,766,600,000","2,787,400,000","2,180,500,000","2,200,000,000","2,212,700,000","2,230,100,000","2,253,400,000","2,267,900,000","2,287,500,000","2,297,200,000"
			Goodwill,"2,083,100,000","2,082,800,000","2,082,400,000","2,080,700,000","2,079,700,000","2,082,600,000","2,081,600,000","2,126,300,000","2,128,000,000","2,139,200,000","2,135,700,000","2,089,700,000","2,089,400,000","2,090,200,000","2,090,700,000","2,101,900,000","2,074,700,000","2,137,500,000","2,144,000,000","2,146,200,000","2,154,200,000","1,860,400,000","1,864,800,000","1,863,200,000","1,865,700,000","1,872,200,000","1,872,600,000","1,878,100,000","1,877,200,000"
			OtherIntangibleAssets,"550,900,000","548,600,000","551,200,000","532,000,000","537,200,000","548,000,000","557,200,000","568,500,000","580,900,000","575,100,000","572,900,000","534,800,000","545,300,000","561,100,000","577,000,000","585,900,000","570,500,000","587,600,000","606,800,000","620,400,000","633,200,000","320,100,000","335,200,000","349,500,000","364,400,000","381,200,000","395,300,000","409,400,000","420,000,000"
		NonCurrentPrepaidAssets,"116,100,000","83,000,000","77,300,000","71,100,000","60,600,000","33,300,000","24,600,000",,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"73,200,000","72,600,000","57,900,000","59,000,000","68,800,000","64,600,000","60,900,000","60,900,000","61,200,000","67,600,000","64,800,000","62,100,000","60,600,000","60,800,000","63,100,000","59,300,000","81,700,000","90,700,000","91,500,000","94,300,000","98,000,000","77,100,000","72,200,000","74,300,000","52,800,000","42,300,000","43,000,000","43,400,000","44,800,000"
TotalLiabilitiesNetMinorityInterest,"4,255,900,000","4,194,700,000","4,530,100,000","3,985,100,000","2,683,400,000","2,692,300,000","2,654,600,000","2,593,300,000","2,581,600,000","2,573,400,000","2,574,100,000","2,471,200,000","2,505,500,000","2,518,900,000","2,525,500,000","2,629,100,000","2,632,600,000","2,676,300,000","2,659,000,000","2,669,200,000","2,578,100,000","1,955,800,000","2,174,900,000","2,172,900,000","2,555,900,000","593,300,000","588,200,000","600,600,000","621,000,000"
	CurrentLiabilities,"650,000,000","645,100,000","959,300,000","538,500,000","402,600,000","398,400,000","303,400,000","304,700,000","299,600,000","293,800,000","297,400,000","210,700,000","251,500,000","236,600,000","225,400,000","292,100,000","265,600,000","253,300,000","236,300,000","249,300,000","255,200,000","237,900,000","203,100,000","197,600,000","647,000,000","183,800,000","184,900,000","193,500,000","205,600,000"
		PayablesAndAccruedExpenses,"183,800,000","164,000,000","165,600,000","152,900,000","151,000,000","141,400,000","129,100,000","142,100,000","145,000,000","147,000,000","143,700,000","144,500,000","182,800,000","172,400,000","155,600,000","166,400,000","167,200,000","167,000,000","144,900,000","165,900,000","175,000,000","143,400,000","127,600,000","122,900,000","570,300,000","112,900,000","118,100,000","123,700,000","135,100,000"
			Payables,"67,900,000","53,400,000","60,300,000","53,300,000","68,400,000","47,700,000","55,000,000","51,200,000","56,100,000","44,400,000","55,600,000","50,500,000","85,600,000","71,000,000","70,600,000","63,800,000","83,600,000","71,200,000","66,000,000","69,000,000","75,200,000","54,300,000","60,400,000","59,200,000","514,800,000","55,100,000","64,900,000","73,600,000","77,700,000"
				AccountsPayable,"67,900,000","53,400,000","60,300,000","53,300,000","68,400,000","47,700,000","55,000,000","51,200,000","56,100,000","44,400,000","55,600,000","50,500,000","85,600,000","71,000,000","70,600,000","63,800,000","83,600,000","71,200,000","66,000,000","69,000,000","75,200,000","54,300,000","60,400,000","59,200,000","80,000,000","55,100,000","64,900,000","73,600,000","77,700,000"
				OtherPayable,,,,,,,,,,,,,,,,,,,,,,,,,"434,800,000",,,,
			CurrentAccruedExpenses,"115,900,000","110,600,000","105,300,000","99,600,000","82,600,000","93,700,000","74,100,000","90,900,000","88,900,000","102,600,000","88,100,000","94,000,000","97,200,000","101,400,000","85,000,000","102,600,000","83,600,000","95,800,000","78,900,000","96,900,000","99,800,000","89,100,000","67,200,000","63,700,000","55,500,000","57,800,000","53,200,000","50,100,000","57,400,000"
				InterestPayable,"26,400,000","23,600,000","19,200,000","26,000,000","19,100,000","25,900,000","16,000,000","24,000,000","16,100,000","23,900,000","16,000,000","23,700,000","15,700,000","23,300,000","15,600,000","27,200,000","19,500,000","27,400,000","19,800,000","27,300,000","18,000,000","28,400,000",,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"56,100,000","45,100,000","36,200,000","24,400,000","47,100,000","34,400,000","27,200,000","17,000,000","34,600,000","25,200,000","23,000,000","17,100,000","33,900,000","24,700,000","24,200,000","24,300,000","39,400,000","37,400,000","34,100,000","25,800,000","34,600,000","28,400,000","16,400,000","13,200,000","28,200,000","26,400,000","21,100,000","19,200,000","30,300,000"
		CurrentDebtAndCapitalLeaseObligation,"363,300,000","379,400,000","708,100,000","308,800,000","160,000,000","175,000,000","100,000,000","92,000,000","80,000,000","73,000,000","85,000,000",,,,,"35,300,000",,,,,,,,,,,,,
			CurrentDebt,"195,000,000","210,000,000","546,400,000","155,000,000","160,000,000","175,000,000","100,000,000","92,000,000","80,000,000","73,000,000","85,000,000",,,,,"35,300,000",,,,,,,,,,,,,
				LineOfCredit,"195,000,000","210,000,000","0","155,000,000","160,000,000","175,000,000","100,000,000","92,000,000","80,000,000","73,000,000","85,000,000",,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"195,000,000","210,000,000","546,400,000","155,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"168,300,000","169,400,000","161,700,000","153,800,000",,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"29,000,000","38,900,000","30,900,000","37,300,000","29,800,000","30,100,000","28,800,000","34,900,000","21,300,000","28,800,000","27,700,000","33,100,000","20,200,000","26,500,000","30,200,000","31,000,000","20,700,000","26,400,000","30,500,000","33,200,000","18,600,000","25,700,000","26,300,000","30,000,000","22,900,000","22,300,000","22,700,000","28,000,000","15,900,000"
			CurrentDeferredRevenue,"29,000,000","38,900,000","30,900,000","37,300,000","29,800,000","30,100,000","28,800,000","34,900,000","21,300,000","28,800,000","27,700,000","33,100,000","20,200,000","26,500,000","30,200,000","31,000,000","20,700,000","26,400,000","30,500,000","33,200,000","18,600,000","25,700,000","26,300,000","30,000,000","22,900,000","22,300,000","22,700,000","28,000,000","15,900,000"
		OtherCurrentLiabilities,"17,800,000","17,700,000","18,500,000","15,100,000","14,700,000","17,500,000","18,300,000","18,700,000","18,700,000","19,800,000","18,000,000","16,000,000","14,600,000","13,000,000","15,400,000","35,100,000","38,300,000","22,500,000","26,800,000","24,400,000","27,000,000","40,400,000","32,800,000","31,500,000","25,600,000","22,200,000","23,000,000","22,600,000","24,300,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,605,900,000","3,549,600,000","3,570,800,000","3,446,600,000","2,280,800,000","2,293,900,000","2,351,200,000","2,288,600,000","2,282,000,000","2,279,600,000","2,276,700,000","2,260,500,000","2,254,000,000","2,282,300,000","2,300,100,000","2,337,000,000","2,367,000,000","2,423,000,000","2,422,700,000","2,419,900,000","2,322,900,000","1,717,900,000","1,971,800,000","1,975,300,000","1,908,900,000","409,500,000","403,300,000","407,100,000","415,400,000"
		LongTermProvisions,"35,100,000","35,000,000","34,800,000","34,400,000","34,200,000","34,600,000","34,700,000","34,700,000","34,700,000","34,700,000","34,800,000","34,600,000","34,100,000","34,000,000","34,000,000","33,700,000","33,200,000","36,200,000","36,600,000","36,400,000","36,600,000","32,300,000","32,400,000","31,900,000","31,700,000","31,300,000","31,000,000","31,200,000","30,600,000"
		LongTermDebtAndCapitalLeaseObligation,"3,507,200,000","3,450,200,000","3,467,200,000","3,352,200,000","2,149,600,000","2,158,500,000","2,216,500,000","2,156,400,000","2,145,300,000","2,144,700,000","2,143,600,000","2,142,500,000","2,136,800,000","2,165,500,000","2,184,300,000","2,222,900,000","2,251,700,000","2,301,700,000","2,301,700,000","2,301,700,000","2,198,300,000","1,598,200,000","1,598,100,000","1,598,000,000","1,520,000,000",,,,
			LongTermDebt,"2,222,100,000","2,212,500,000","2,245,900,000","2,185,700,000","2,149,600,000","2,158,500,000","2,216,500,000","2,156,400,000","2,145,300,000","2,144,700,000","2,143,600,000","2,142,500,000","2,136,800,000","2,165,500,000","2,184,300,000","2,222,900,000","2,251,700,000","2,301,700,000","2,301,700,000","2,301,700,000","2,198,300,000","1,598,200,000","1,598,100,000","1,598,000,000","1,520,000,000",,,,
			LongTermCapitalLeaseObligation,"1,285,100,000","1,237,700,000","1,221,300,000","1,166,500,000",,,,,,,,,,,,,,,,,,,,,,,,,
