name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,03/31/2018,12/31/2017,06/30/2017,03/31/2017,12/31/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"9,659,815,000","9,737,148,000","9,863,900,000","9,819,843,000","9,919,031,000","10,610,198,000","10,492,339,000","10,523,973,000","10,331,787,000","10,297,799,000","10,850,798,000","10,590,474,000","11,655,408,000","10,534,770,000","8,281,815,000","7,963,995,000","5,779,387,000","5,826,692,000","5,995,266,000","5,613,948,000"
	CurrentAssets,"1,119,207,000","1,243,307,000","1,139,696,000","1,157,967,000","1,127,695,000","1,231,434,000","1,141,907,000","1,136,235,000","1,118,539,000","1,045,854,000","1,078,630,000","948,291,000","1,530,917,000","1,382,929,000","1,040,993,000","735,335,000","630,011,000","619,169,000","1,073,567,000","726,868,000"
		CashCashEquivalentsAndShortTermInvestments,"442,444,000","801,108,000","828,539,000","897,643,000","872,376,000","882,212,000","879,525,000","750,498,000","796,445,000","822,849,000","720,240,000","736,070,000","827,525,000","528,164,000","267,442,000","583,571,000","526,783,000","498,337,000","809,676,000","357,664,000"
			CashAndCashEquivalents,"223,867,000","641,728,000","576,066,000","654,618,000","631,542,000","755,902,000","669,387,000","614,312,000","589,392,000","594,811,000","574,788,000","514,712,000","662,508,000","528,164,000","267,442,000","354,154,000","265,106,000","217,345,000","809,676,000","357,664,000"
				CashFinancial,"223,867,000",,,,"631,542,000",,"669,387,000",,,"594,811,000",,"514,712,000",,,,"350,854,000",,,,"351,042,000"
				CashEquivalents,,,,,,,,,,,,,,,,"3,300,000",,,,"6,622,000"
			OtherShortTermInvestments,"218,577,000","159,380,000","252,473,000","243,025,000","240,834,000","126,310,000","210,138,000","136,186,000","207,053,000","228,038,000","145,452,000","221,358,000","165,017,000","608,167,000","625,445,000","229,417,000","261,677,000","280,992,000",,
		Receivables,"312,417,000","407,005,000","292,040,000","241,412,000","230,874,000","312,053,000","238,074,000","353,297,000","292,634,000","197,360,000","323,450,000","197,308,000","687,913,000","840,980,000","760,910,000","129,696,000","96,310,000","114,372,000","258,534,000","363,960,000"
			AccountsReceivable,"242,008,000","257,112,000","292,040,000","241,412,000","163,856,000","181,474,000","186,728,000","222,957,000","154,422,000","151,199,000","148,264,000","126,844,000","194,814,000","139,879,000","78,189,000","78,521,000","96,310,000","114,372,000","36,323,000","26,649,000"
			TaxesReceivable,"50,901,000","32,643,000",,"35,062,000","54,959,000","36,348,000","39,607,000","29,665,000","29,900,000","29,705,000","46,625,000","42,322,000","53,968,000","56,438,000","38,871,000","36,080,000","29,802,000","46,389,000","39,863,000","61,888,000"
			OtherReceivables,"19,508,000","117,250,000",,"98,481,000","12,059,000","94,231,000","11,739,000","100,675,000","108,312,000","16,456,000","128,561,000","28,142,000","439,131,000","644,663,000","643,850,000","15,095,000","268,559,000","289,046,000","182,348,000","275,423,000"
