name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003
TotalRevenue,"2,006,244,000","1,995,731,000","2,053,235,000","1,704,349,000","1,440,052,000","1,223,273,000","915,858,000","765,428,000","642,373,000","524,264,000","378,897,000","313,139,000","194,655,000","321,599,000","207,997,000","125,635,000","86,317,000","60,120,000"
	NetInterestIncome,"-22,087,000","-20,139,000","-17,771,000","-19,996,000","-16,738,000","-16,975,000","-15,544,000","-14,005,000","-15,301,000","-19,391,000","-22,841,000","-24,269,000","-30,278,000","5,690,000","765,000","209,000","145,000","250,000"
		InterestIncome,"0","0","0","0","0","0","0","0","0","0","0","0","0","24,141,000","9,265,000","209,000","145,000","250,000"
		InterestExpense,"22,087,000","20,139,000","17,771,000","19,996,000","16,738,000","16,975,000","15,544,000","14,005,000","15,301,000","19,391,000","22,841,000","24,269,000","30,278,000","18,451,000","8,500,000",,,
	NonInterestIncome,"2,028,331,000","2,015,870,000","2,071,006,000","1,724,345,000","1,456,790,000","1,240,248,000","931,402,000","779,433,000","657,674,000","543,655,000","401,738,000","337,408,000","224,933,000","315,909,000","207,232,000","125,426,000","86,172,000","59,870,000"
		FeesAndCommissions,"36,841,000","37,644,000","36,776,000","61,685,000","75,807,000","95,129,000","98,751,000","95,759,000","79,790,000","99,161,000","77,579,000","21,863,000","9,440,000","20,158,000","23,451,000","14,584,000","16,967,000","33,568,000"
			FeesandCommissionIncome,"36,841,000","37,644,000","36,776,000","61,685,000","75,807,000","95,129,000","98,751,000","95,759,000","79,790,000","99,161,000","77,579,000","21,863,000","9,440,000","20,158,000","23,451,000","14,584,000","16,967,000","33,568,000"
				TrustFeesbyCommissions,"50,975,000","50,611,000","48,246,000","61,685,000","75,807,000","95,129,000","98,751,000","95,759,000","79,790,000","99,161,000","77,579,000","21,863,000","9,440,000","20,158,000","23,451,000","14,584,000","16,967,000","33,568,000"
				OtherCustomerServices,"-14,134,000","-12,967,000","-11,470,000",,,,,,,,,,,,,,,
		InvestmentBankingProfit,"1,973,134,000","1,932,772,000","2,015,179,000","1,575,168,000","1,364,098,000","1,133,860,000","821,359,000","666,806,000","568,238,000","430,597,000","301,931,000","293,311,000","181,608,000","295,751,000","183,781,000","110,842,000","69,205,000","26,302,000"
		OtherNonInterestIncome,"18,356,000","45,454,000","19,051,000","87,492,000","16,885,000","11,259,000","11,292,000","16,868,000","9,646,000","13,897,000","22,228,000","22,234,000","33,885,000",,,,,
NonInterestExpense,"1,569,339,000","1,546,866,000","1,506,125,000","1,248,428,000","1,170,679,000","1,048,569,000","734,190,000","635,025,000","575,336,000","481,093,000","341,256,000","272,520,000","198,311,000","376,534,000","113,865,000","59,103,000","34,473,000","24,880,000"
	OccupancyAndEquipment,"70,978,000","68,285,000","58,971,000","53,448,000","45,304,000","47,703,000","41,202,000","34,708,000","34,673,000","23,497,000","18,329,000","13,916,000","12,671,000","13,275,000","4,204,000","3,071,000","3,090,000","2,780,000"
	ProfessionalExpenseAndContractServicesExpense,"79,993,000","81,851,000","82,393,000","65,063,000","57,667,000","50,817,000","45,429,000","36,450,000","35,506,000","33,516,000","28,464,000","20,930,000","16,173,000","28,691,000","20,266,000","23,892,000","8,031,000","4,406,000"
	SellingGeneralAndAdministration,"1,346,705,000","1,323,687,000","1,307,246,000","1,068,084,000","998,332,000","879,935,000","608,349,000","531,104,000","470,333,000","389,155,000","274,584,000","224,447,000","159,786,000","309,851,000","82,110,000","29,491,000","21,248,000","16,432,000"
		GeneralAndAdministrativeExpense,"1,346,705,000","1,323,687,000","1,307,246,000","1,068,084,000","998,332,000","879,935,000","608,349,000","531,104,000","470,333,000","389,155,000","274,584,000","224,447,000","159,786,000","309,851,000","82,110,000","29,491,000","21,248,000","16,432,000"
			SalariesAndWages,"1,224,087,000","1,200,977,000","1,197,173,000","962,512,000","900,590,000","788,175,000","549,516,000","485,794,000","430,415,000","357,680,000","251,917,000","210,818,000","146,663,000","299,327,000","72,914,000","24,115,000","17,084,000","12,448,000"
