name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,"0","202,000","14,761,000","92,169,000","147,347,000","316,211,000","10,799,000",,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"81,729,000","44,338,000","48,060,000","45,727,000","50,719,000","55,752,000","53,953,000","50,688,000","52,951,000","43,852,000","45,932,000","45,514,000","30,927,000","49,438,000","52,561,000","38,146,000","40,306,000","30,372,000","31,974,000","100,925,000","45,151,000","81,731,000","69,053,000","56,872,000","58,660,000","50,352,000","46,027,000","43,494,000","37,194,000","49,660,000","35,647,000","39,738,000","41,813,000","30,269,000","37,186,000","33,102,000","40,605,000","39,458,000","38,588,000","30,720,000","33,567,000","41,663,000","35,655,000","25,548,000","26,833,000","33,096,000","29,071,000","21,346,000","26,807,000","21,779,000","22,086,000","22,295,000","19,341,000","13,076,000","13,006,000","12,166,000","11,615,000","9,922,000","10,416,000","11,923,000","12,460,000","13,697,000","13,660,000","12,661,000","10,979,000","7,796,000","6,495,000","8,652,000","8,833,000","8,193,000","7,937,000","6,018,000","5,770,000","3,170,000","3,924,000","4,186,000","12,797,000","12,647,000","11,230,000","13,353,000","14,000,000","11,100,000","60,800,000","71,400,000","77,900,000","64,100,000","75,100,000","79,200,000","73,200,000","72,600,000","69,500,000","60,600,000","66,800,000","66,300,000","62,900,000","79,900,000","79,300,000","84,700,000","85,100,000","82,100,000","82,700,000","82,700,000","81,800,000","76,300,000","66,100,000","68,100,000","66,500,000","64,400,000","45,000,000","67,000,000","68,200,000","59,900,000","49,200,000","50,800,000","36,500,000","26,800,000","6,600,000","24,700,000","185,500,000","174,600,000","169,800,000","125,700,000","178,100,000"
	TotalNonCurrentAssets,"2,234,470,000","2,066,023,000","2,089,988,000","2,090,063,000","1,911,419,000","1,929,737,000","1,945,945,000","1,826,282,000","1,834,461,000","1,831,945,000","1,834,170,000","1,827,764,000","1,622,970,000","1,650,851,000","1,668,888,000","1,703,448,000","1,712,758,000","1,748,112,000","1,777,964,000","1,784,551,000","1,828,436,000","1,843,141,000","2,097,070,000","2,137,829,000","2,120,991,000","1,993,937,000","1,973,248,000","1,993,818,000","1,938,827,000","1,479,608,000","1,469,080,000","1,484,314,000","1,485,703,000","1,431,968,000","1,393,165,000","1,362,936,000","1,341,991,000","1,341,680,000","1,327,384,000","1,308,049,000","1,304,540,000","1,305,605,000","1,293,640,000","1,266,310,000","1,240,011,000","1,218,470,000","1,230,142,000","1,229,464,000","1,227,379,000","1,205,670,000","1,079,321,000","940,116,000","969,511,000","945,791,000","941,651,000","906,971,000","909,819,000","908,119,000","902,269,000","909,225,000","869,186,000","804,183,000","753,421,000","706,639,000","599,142,000","554,736,000","551,301,000","530,821,000","511,238,000","344,898,000","339,838,000","284,173,000","274,471,000","217,950,000","211,582,000","209,837,000","207,344,000","207,387,000","206,869,000","207,332,000","206,700,000","207,100,000","170,000,000","160,300,000","154,100,000","132,000,000","119,400,000","113,300,000","113,300,000","111,500,000","111,700,000","112,800,000","109,400,000","104,800,000","102,500,000","92,800,000","92,600,000","91,500,000","92,600,000","94,100,000","94,400,000","97,800,000","98,100,000","99,200,000","100,700,000","111,700,000","113,400,000","113,800,000","114,800,000","114,400,000","116,200,000","117,500,000","118,900,000","124,400,000","125,000,000","135,600,000","136,600,000","120,100,000","118,800,000","115,800,000","114,800,000","105,900,000","105,200,000"
		NetPPE,"551,083,000","508,004,000","510,772,000","513,821,000","374,660,000","369,996,000","374,995,000","385,287,000","390,235,000","387,699,000","390,520,000","389,250,000","388,903,000","387,458,000","393,909,000","407,114,000","413,644,000","422,251,000","433,747,000","439,305,000","458,919,000","464,683,000","506,350,000","515,811,000","515,718,000","504,413,000","493,400,000","495,631,000","489,593,000","438,597,000","436,763,000","440,545,000","443,555,000","430,283,000","424,214,000","406,906,000","397,280,000","395,370,000","388,053,000","394,269,000","401,149,000","400,271,000","389,927,000","374,258,000","364,032,000","353,240,000","351,064,000","340,198,000","329,657,000","320,818,000","306,257,000","298,720,000","296,652,000","290,080,000","289,334,000","273,636,000","274,821,000","268,224,000","267,619,000","269,235,000","265,243,000","251,086,000","248,496,000","246,301,000","238,139,000","231,485,000","230,439,000","226,527,000","219,049,000","126,884,000","117,757,000","109,271,000","104,521,000","95,135,000","91,727,000","91,794,000","90,453,000","90,301,000","91,405,000","93,429,000","94,600,000","103,500,000","86,500,000","78,200,000","74,500,000","71,400,000","69,100,000","65,000,000","65,900,000","65,100,000","64,800,000","66,600,000","64,000,000","60,600,000","59,800,000","55,900,000","56,300,000","56,400,000","57,400,000","59,500,000","60,400,000","65,800,000","67,000,000","69,100,000","71,400,000","73,700,000","76,100,000","77,400,000","79,600,000","81,800,000","84,900,000","86,300,000","88,600,000","89,200,000","90,700,000","92,500,000","94,300,000","94,500,000","94,200,000","94,900,000","94,700,000","93,100,000","92,400,000"
			GrossPPE,"1,267,761,000","508,004,000","510,772,000","513,821,000","1,046,460,000",,,,"1,037,916,000",,,,"987,088,000",,,,"977,914,000",,,,"990,987,000",,,,"1,043,374,000",,,,"954,116,000",,,,"893,937,000",,,,"803,380,000",,,,"765,979,000",,,,"681,015,000","651,268,000","649,092,000","638,226,000","627,685,000","571,808,000","557,247,000","549,710,000","547,642,000","505,511,000","504,765,000","489,067,000","490,252,000","457,383,000","456,778,000","458,394,000","454,402,000","412,955,000","410,365,000","408,170,000","400,008,000","367,426,000","379,403,000","362,468,000","354,990,000","276,314,000","245,859,000","233,282,000","226,435,000","258,480,000","251,797,000","249,799,000","246,896,000","244,189,000","243,899,000","243,099,000","242,000,000","270,300,000","251,800,000","241,700,000","237,200,000","234,700,000","226,800,000","220,800,000","219,600,000","217,300,000","214,900,000","214,600,000","210,300,000","206,400,000","203,500,000","198,700,000","198,100,000","196,900,000","195,900,000","204,800,000","74,700,000","209,000,000","207,700,000","209,200,000","208,800,000","209,900,000","209,500,000","208,900,000","209,100,000","209,000,000","212,700,000","212,300,000","211,900,000","210,500,000","209,300,000","209,400,000","208,700,000","206,700,000","203,400,000","201,600,000","198,100,000","194,000,000","190,500,000"
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"18,632,000",,,,"18,548,000",,,,"19,947,000",,,,"19,511,000",,,,"19,933,000",,,,"21,762,000",,,,"24,250,000",,,,"23,252,000",,,,"22,405,000",,,,"22,315,000",,,,"20,970,000",,,,"19,620,000",,,,"21,454,000",,,,"19,086,000",,,,"16,825,000",,,,"12,563,000",,,,"12,206,000",,,,"11,677,000",,,,"6,201,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"234,112,000",,,,"226,743,000",,,,"234,539,000",,,,"215,221,000",,,,"218,016,000",,,,"219,219,000",,,,"218,551,000",,,,"205,306,000",,,,"187,197,000",,,,"175,832,000",,,,"170,468,000",,,,"127,595,000",,,,"132,647,000",,,,"125,431,000",,,,"111,409,000",,,,"101,476,000",,,,"93,058,000",,,,"80,652,000",,,,"55,303,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"849,527,000",,,,"801,169,000",,,,"783,430,000",,,,"752,356,000",,,,"739,965,000",,,,"750,006,000",,,,"800,573,000",,,,"725,558,000",,,,"684,335,000",,,,"605,233,000",,,,"574,541,000",,,,"533,800,000",,,,"473,584,000",,,,"403,125,000",,,,"362,018,000",,,,"340,363,000",,,,"294,744,000",,,"362,468,000","262,661,000","276,314,000",,,"164,931,000",,,"249,799,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"165,490,000","508,004,000","510,772,000","513,821,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-716,678,000",,,,"-671,800,000",,,,"-647,681,000",,,,"-598,185,000",,,,"-564,270,000",,,,"-532,068,000",,,,"-527,656,000",,,,"-464,523,000",,,,"-450,382,000",,,,"-406,100,000",,,,"-364,830,000",,,,"-316,983,000","-298,028,000","-298,028,000","-298,028,000","-298,028,000","-250,990,000","-250,990,000","-250,990,000","-250,990,000","-215,431,000","-215,431,000","-215,431,000","-215,431,000","-189,159,000","-189,159,000","-189,159,000","-189,159,000","-161,869,000","-161,869,000","-161,869,000","-161,869,000","-135,941,000","-148,964,000","-135,941,000","-135,941,000","-149,430,000","-128,102,000","-124,011,000","-121,914,000","-163,345,000","-160,070,000","-158,005,000","-156,443,000","-153,888,000","-152,494,000","-149,670,000","-147,400,000","-166,800,000","-165,300,000","-163,500,000","-162,700,000","-163,300,000","-157,700,000","-155,800,000","-153,700,000","-152,200,000","-150,100,000","-148,000,000","-146,300,000","-145,800,000","-143,700,000","-142,800,000","-141,800,000","-140,500,000","-138,500,000","-145,300,000","-14,300,000","-143,200,000","-140,700,000","-140,100,000","-137,400,000","-136,200,000","-133,400,000","-131,500,000","-129,500,000","-127,200,000","-127,800,000","-126,000,000","-123,300,000","-121,300,000","-118,600,000","-116,900,000","-114,400,000","-112,200,000","-109,200,000","-106,700,000","-103,400,000","-100,900,000","-98,100,000"
		GoodwillAndOtherIntangibleAssets,"1,646,587,000","1,525,254,000","1,546,298,000","1,556,083,000","1,517,599,000","1,539,563,000","1,552,658,000","1,422,306,000","1,425,997,000","1,428,738,000","1,428,935,000","1,424,021,000","1,222,518,000","1,248,116,000","1,260,348,000","1,284,627,000","1,283,369,000","1,301,264,000","1,325,275,000","1,321,003,000","1,347,733,000","1,355,631,000","1,564,698,000","1,596,572,000","1,581,808,000","1,473,500,000","1,464,432,000","1,481,263,000","1,432,321,000","1,015,439,000","1,011,357,000","1,021,804,000","1,020,890,000","990,364,000","957,294,000","944,792,000","933,769,000","934,531,000","923,924,000","901,132,000","890,958,000","878,607,000","876,538,000","860,670,000","843,494,000","789,959,000","801,275,000","808,956,000","811,261,000","813,555,000","702,385,000","569,698,000","569,181,000","571,480,000","567,375,000","545,853,000","546,425,000","549,330,000","540,243,000","548,112,000","504,682,000","456,430,000","411,124,000","363,046,000","268,326,000","232,992,000","231,102,000","214,963,000","203,083,000","136,541,000","139,020,000","94,977,000","90,914,000","47,058,000","46,370,000","46,704,000","47,543,000","49,585,000","50,135,000","49,940,000","50,400,000","50,500,000","31,900,000","32,100,000","30,700,000","13,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"1,166,680,000","1,104,796,000","1,112,781,000","1,111,342,000","1,088,032,000","1,097,268,000","1,103,562,000","1,099,450,000","1,096,329,000","1,089,781,000","1,082,944,000","1,071,145,000","951,057,000","964,446,000","967,850,000","978,624,000","972,606,000","979,087,000","991,283,000","983,996,000","998,506,000","991,487,000","1,117,981,000","1,125,605,000","1,110,429,000","1,047,880,000","1,033,887,000","1,038,483,000","1,013,300,000","767,825,000","759,660,000","763,960,000","759,442,000","742,086,000","713,257,000","703,858,000","693,572,000","689,461,000","676,022,000","658,228,000","648,452,000","639,375,000","632,609,000","620,779,000","608,898,000","567,031,000","571,964,000","573,205,000","570,419,000","587,238,000","507,448,000","414,964,000","411,101,000","414,286,000","407,477,000","390,009,000",,,,,,,,,,,,"195,607,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"479,907,000","420,458,000","433,517,000","444,741,000","429,567,000","442,295,000","449,096,000","322,856,000","329,668,000","338,957,000","345,991,000","352,876,000","271,461,000","283,670,000","292,498,000","306,003,000","310,763,000","322,177,000","333,992,000","337,007,000","349,227,000","364,144,000","446,717,000","470,967,000","471,379,000","425,620,000","430,545,000","442,780,000","419,021,000","247,614,000","251,697,000","257,844,000","261,448,000","248,278,000","244,037,000","240,934,000","240,197,000","245,070,000","247,902,000","242,904,000","242,506,000","239,232,000","243,929,000","239,891,000","234,596,000","222,928,000","229,311,000","235,751,000","240,842,000","226,317,000","194,937,000","154,734,000","158,080,000","157,194,000","159,898,000","155,844,000","546,425,000","549,330,000","540,243,000","548,112,000","504,682,000","456,430,000","411,124,000","363,046,000","268,326,000","232,992,000","231,102,000","19,356,000","203,083,000","136,541,000","139,020,000","94,977,000","90,914,000","47,058,000","46,370,000","46,704,000","47,543,000","49,585,000","50,135,000","49,940,000","50,400,000","50,500,000","31,900,000","32,100,000","30,700,000","13,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"1,228,000","2,234,000","2,278,000","1,709,000","12,796,000","10,414,000","12,615,000","12,137,000","1,147,000","874,000","1,076,000","1,033,000","1,128,000","2,091,000","1,744,000","1,994,000","16,355,000","16,998,000","21,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"1,228,000","2,234,000","2,278,000","1,709,000","12,796,000","10,414,000","12,615,000","12,137,000","1,147,000","874,000","1,076,000","1,033,000","1,128,000","2,091,000","1,744,000","1,994,000","16,355,000","16,998,000","21,285,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"36,800,000","32,765,000","32,918,000","20,159,000","19,160,000","20,178,000","18,292,000","18,689,000","18,229,000","15,508,000","14,715,000","14,493,000","11,549,000","15,277,000","14,631,000","11,707,000","15,745,000","24,597,000","18,942,000","24,243,000","21,784,000","22,827,000","26,022,000","25,446,000","23,465,000","14,796,000","13,182,000","14,646,000","15,204,000","12,776,000","10,546,000","9,350,000","9,121,000","10,174,000","10,783,000","10,162,000","9,909,000","10,651,000","13,316,000","10,904,000","10,439,000","10,372,000","10,177,000","10,097,000","32,485,000","75,271,000","77,803,000","80,310,000","86,461,000","71,297,000","70,679,000","71,698,000","103,678,000","84,231,000","84,942,000","87,482,000","88,573,000","90,565,000","94,407,000","91,878,000","99,261,000","96,667,000","93,801,000","97,292,000","92,677,000","90,259,000","89,760,000","89,331,000","89,106,000","81,473,000","83,061,000","79,925,000","79,036,000","75,757,000","73,485,000","71,339,000","69,348,000","67,501,000","65,329,000","63,963,000","61,700,000","53,100,000","51,600,000","50,000,000","48,900,000","46,700,000","50,300,000","48,300,000","47,400,000","46,400,000","46,900,000","46,200,000","45,400,000","44,200,000","42,700,000","36,900,000","36,300,000","35,100,000","35,200,000","34,600,000","34,000,000","32,000,000","31,100,000","30,100,000","29,300,000","38,000,000","37,300,000","36,400,000","35,200,000","32,600,000","31,300,000","31,200,000","30,300,000","35,200,000","34,300,000","43,100,000","42,300,000","25,600,000","24,600,000","20,900,000","20,100,000","12,800,000","12,800,000"
TotalLiabilitiesNetMinorityInterest,"1,989,889,000","1,781,169,000","1,774,344,000","1,743,222,000","1,724,604,000","1,654,794,000","1,654,092,000","1,600,084,000","1,708,521,000","1,746,748,000","1,728,109,000","1,693,518,000","1,746,590,000","1,726,969,000","1,704,909,000","1,676,945,000","1,773,955,000","1,694,640,000","1,704,011,000","1,724,692,000","1,921,078,000","1,856,231,000","1,872,062,000","1,862,291,000","1,905,569,000","1,837,009,000","1,845,053,000","1,916,196,000","1,801,996,000","1,390,935,000","1,384,279,000","1,434,193,000","1,423,798,000","1,209,555,000","1,131,139,000","1,097,972,000","1,081,915,000","1,159,162,000","1,165,322,000","1,123,168,000","1,115,284,000","1,194,984,000","1,192,798,000","1,204,247,000","1,175,268,000","1,058,632,000","1,059,702,000","1,051,856,000","1,070,775,000","1,070,845,000","910,867,000","769,008,000","830,082,000","772,197,000","774,191,000","749,684,000","762,065,000","767,770,000","771,921,000","776,936,000","702,826,000","643,010,000","594,929,000","549,177,000","494,784,000","471,260,000","420,146,000","410,601,000","401,696,000","174,491,000","172,371,000","135,672,000","150,474,000","120,643,000","110,339,000","116,249,000","119,192,000","118,106,000","116,290,000","125,692,000","128,700,000","130,200,000","122,400,000","127,600,000","123,100,000","86,400,000","82,500,000","81,200,000","79,800,000","83,400,000","87,300,000","86,800,000","83,800,000","80,600,000","78,600,000","75,600,000","74,000,000","77,000,000","77,700,000","80,900,000","79,900,000","87,100,000","89,500,000","88,500,000","92,700,000","83,500,000","85,600,000","87,100,000","83,700,000","90,300,000","95,400,000","99,600,000","93,100,000","97,800,000","100,900,000","104,200,000","106,500,000","103,100,000","92,100,000","90,300,000","83,200,000","79,400,000","93,800,000"
	CurrentLiabilities,"744,731,000","648,105,000","637,869,000","603,268,000","687,328,000","597,442,000","595,684,000","541,285,000","590,997,000","669,238,000","653,791,000","624,817,000","675,262,000","488,015,000","482,318,000","457,179,000","525,187,000","458,556,000","465,141,000","483,341,000","571,993,000","576,080,000","546,664,000","499,625,000","534,593,000","501,591,000","609,284,000","619,924,000","639,748,000","615,098,000","470,187,000","521,207,000","505,384,000","666,493,000","419,203,000","403,988,000","427,939,000","401,821,000","487,726,000","484,515,000","524,319,000","490,597,000","407,214,000","385,295,000","451,684,000","385,578,000","392,632,000","348,659,000","398,615,000","343,374,000","355,722,000","266,248,000","292,125,000","213,224,000","209,047,000","194,915,000","221,503,000","186,350,000","191,949,000","181,757,000","197,095,000","154,192,000","155,412,000","135,276,000","135,883,000","127,842,000","158,600,000","166,801,000","164,449,000","76,074,000","70,147,000","60,895,000","76,096,000","54,118,000","42,467,000","48,038,000","52,293,000","51,723,000","50,521,000","53,394,000","55,900,000","71,500,000","67,300,000","70,400,000","67,800,000","44,100,000","40,600,000","39,600,000","38,600,000","41,700,000","46,300,000","45,300,000","42,400,000","40,700,000","38,100,000","35,000,000","33,100,000","33,400,000","33,300,000","37,300,000","36,000,000","40,300,000","41,800,000","38,900,000","43,500,000","35,700,000","37,100,000","39,200,000","37,800,000","40,600,000","42,000,000","47,700,000","43,200,000","48,400,000","48,200,000","39,500,000","42,600,000","42,800,000","43,400,000","42,700,000","36,000,000","41,300,000","54,900,000"
		PayablesAndAccruedExpenses,"275,121,000","318,349,000","320,590,000","304,209,000","287,502,000","323,986,000","315,786,000","276,825,000","233,819,000","292,096,000","284,158,000","262,463,000","242,439,000","256,340,000","248,880,000","236,155,000","219,491,000","264,111,000","256,575,000","247,323,000","226,572,000","285,448,000","315,176,000","301,560,000","247,807,000","310,051,000","277,495,000","279,295,000","231,317,000","252,277,000","231,305,000","258,995,000","259,638,000","221,041,000","226,303,000","204,234,000","236,257,000","215,560,000","213,282,000","197,997,000","224,947,000","209,619,000","198,601,000","197,464,000","244,930,000","204,819,000","210,847,000","198,485,000","240,608,000","194,672,000","192,303,000","158,112,000","177,555,000","145,939,000","144,463,000","129,401,000","154,712,000","124,745,000","126,732,000","109,459,000","128,777,000","101,228,000","103,774,000","85,707,000","88,714,000","79,253,000","72,419,000","71,839,000","73,509,000","54,971,000","52,904,000","41,124,000","42,525,000","36,736,000","29,259,000","31,716,000","13,766,000","31,421,000","32,520,000","34,928,000","13,300,000","33,200,000","27,900,000","30,400,000","13,400,000","27,500,000","25,100,000","22,600,000","9,900,000","26,100,000","25,000,000","24,000,000","13,100,000","24,600,000","22,100,000","17,400,000","6,300,000","16,700,000","14,200,000","15,400,000","5,500,000","17,500,000","18,300,000","15,300,000","3,800,000","16,400,000","17,000,000","17,700,000","4,300,000","18,000,000","18,800,000","21,200,000","5,900,000","19,300,000","20,500,000","21,800,000","6,600,000","22,300,000","23,700,000","22,600,000","6,700,000","24,600,000","25,700,000"
			Payables,"229,670,000","177,760,000","182,312,000","190,147,000","239,027,000","182,137,000","184,523,000","174,223,000","191,681,000","160,739,000","167,666,000","167,066,000","198,170,000","139,562,000","140,084,000","139,880,000","174,125,000","139,441,000","144,271,000","137,430,000","176,477,000","151,400,000","186,565,000","176,540,000","197,606,000","173,545,000","156,772,000","160,064,000","177,002,000","134,754,000","135,228,000","154,322,000","154,442,000","118,576,000","141,191,000","125,812,000","136,291,000","118,472,000","122,657,000","120,844,000","134,092,000","117,315,000","114,461,000","119,546,000","140,954,000","113,370,000","117,774,000","119,527,000","137,401,000","105,088,000","108,790,000","90,973,000","96,023,000","77,139,000","76,218,000","72,622,000","80,460,000","65,979,000","64,678,000","62,214,000","65,364,000","53,787,000","54,630,000","45,741,000","43,776,000","42,386,000","39,355,000","42,707,000","41,188,000","25,427,000","24,038,000","19,474,000","19,362,000","36,736,000","13,490,000","13,747,000","13,766,000","31,421,000","32,520,000","34,928,000","13,300,000","33,200,000","27,900,000","30,400,000","13,400,000","27,500,000","25,100,000","22,600,000","9,900,000","26,100,000","25,000,000","24,000,000","13,100,000","24,600,000","22,100,000","17,400,000","6,300,000","16,700,000","14,200,000","15,400,000","5,500,000","17,500,000","18,300,000","15,300,000","3,800,000","16,400,000","17,000,000","17,700,000","4,300,000","18,000,000","18,800,000","21,200,000","5,900,000","19,300,000","20,500,000","21,800,000","6,600,000","22,300,000","23,700,000","22,600,000","6,700,000","24,600,000","25,700,000"
				AccountsPayable,"222,000,000","169,413,000","173,791,000","176,439,000","232,983,000","176,350,000","179,566,000","165,413,000","185,176,000","150,751,000","157,088,000","146,232,000","177,911,000","133,101,000","133,483,000","134,839,000","163,286,000","130,673,000","138,134,000","131,887,000","152,266,000","148,617,000","183,672,000","173,708,000","186,941,000","163,130,000","145,995,000","146,266,000","157,825,000","120,203,000","125,333,000","132,813,000","150,281,000","112,502,000","134,530,000","120,232,000","133,180,000","111,013,000","114,400,000","113,739,000","129,880,000","109,147,000","107,327,000","111,657,000","140,954,000","113,370,000","117,774,000","119,527,000","137,401,000","105,088,000","108,790,000","90,973,000","96,023,000","77,139,000","76,218,000","72,622,000","80,460,000","65,979,000","64,678,000","62,214,000","65,364,000","53,787,000","54,630,000","45,741,000","43,776,000","42,386,000","39,355,000","42,707,000","41,188,000","25,427,000","24,038,000","19,474,000","19,362,000","36,736,000","13,490,000","13,747,000","13,766,000","31,421,000","32,520,000","34,928,000","13,300,000","33,200,000","27,900,000","30,400,000","13,400,000","27,500,000","25,100,000","22,600,000","9,900,000","26,100,000","25,000,000","24,000,000","13,100,000","24,600,000","22,100,000","17,400,000","6,300,000","16,700,000","14,200,000","15,400,000","5,500,000","17,500,000","18,300,000","15,300,000","3,800,000","16,400,000","17,000,000","17,700,000","4,300,000","18,000,000","18,800,000","21,200,000","5,900,000","19,300,000","20,500,000","21,800,000","6,600,000","22,300,000","23,700,000","22,600,000","6,700,000","24,600,000","25,700,000"
				TotalTaxPayable,"7,670,000","8,347,000","8,521,000","13,708,000","5,811,000","5,787,000","4,957,000","8,810,000","4,564,000","9,988,000","10,578,000","20,834,000","18,274,000","6,461,000","6,601,000","5,041,000","7,956,000","8,768,000","6,137,000","5,543,000","22,472,000","2,783,000","2,893,000","2,832,000","5,415,000","5,677,000","6,084,000","9,586,000","10,902,000","10,317,000","5,679,000","17,752,000","4,161,000","2,339,000","2,940,000","1,863,000","3,111,000","3,767,000","4,579,000","3,432,000","4,212,000","4,515,000","3,498,000","4,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"7,670,000","8,347,000","8,521,000","13,708,000","5,811,000","5,787,000","4,957,000","8,810,000","4,564,000","9,988,000","10,578,000","20,834,000","18,274,000","6,461,000","6,601,000","5,041,000","7,956,000","8,768,000","6,137,000","5,543,000","22,472,000","2,783,000","2,893,000","2,832,000","789,000","5,677,000","6,084,000","9,586,000","7,793,000","10,317,000","5,679,000","17,752,000","4,161,000","2,339,000","2,940,000","1,863,000","3,111,000","3,767,000","4,579,000","3,432,000","4,212,000","4,515,000","3,498,000","4,265,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"4,738,000","4,693,000","4,212,000",,"4,234,000","4,216,000","3,757,000",,"3,735,000","3,721,000","3,717,000",,"3,692,000","3,678,000","3,673,000",,"3,653,000","3,636,000","3,624,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,"233,000",,,,"1,941,000",,,,"1,985,000",,,,"2,883,000",,,,"1,739,000",,,,"5,250,000",,,,"8,275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
