name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"20,365,280,000","21,043,989,000","19,568,589,000","17,576,690,000","15,477,935,000","15,307,687,000","15,425,042,000","15,320,087,000","16,237,484,000","15,965,181,000","15,731,279,000","15,489,904,000","15,325,333,000","11,731,613,000","11,970,914,000","12,056,738,000","12,069,401,000","11,754,091,000","12,001,554,000","12,295,037,000","12,337,215,000","12,568,399,000","12,744,625,000","13,274,362,000","13,102,358,000","12,863,936,000","12,788,364,000","12,540,898,000","12,671,772,000","11,461,361,000","11,134,578,000","11,170,282,000","10,889,124,000","10,327,584,000","10,321,590,000","10,886,805,000","11,376,862,000","10,618,844,000","10,709,721,000","9,910,382,000","9,858,248,000","9,794,189,000","9,937,173,000","9,855,902,000","9,567,510,000","10,115,191,000","10,132,556,000","10,386,854,000","9,609,177,000","9,217,506,000","8,692,993,000","8,441,413,000","8,708,537,000","8,456,295,000","8,324,483,000","8,173,432,000","7,972,517,000","7,795,797,000","6,988,348,000","6,898,961,000","6,755,425,000","6,681,094,000","6,339,810,000","6,256,904,000","6,230,801,000","5,799,495,000","5,882,592,000","5,985,633,000","5,756,087,000","5,591,220,000","5,626,417,000","5,752,583,000","5,755,017,000","5,548,818,000","5,495,975,000","5,337,661,000","5,251,438,000","5,308,371,000","5,329,726,000","4,646,299,000","3,902,321,000","3,722,400,000","3,770,400,000","3,705,900,000","3,691,300,000","3,721,400,000","3,760,100,000","3,524,800,000","3,388,600,000","3,197,600,000","3,197,700,000","2,998,900,000","2,906,800,000","2,887,600,000","2,897,400,000","2,887,100,000","2,583,600,000","2,340,200,000","2,317,100,000","2,302,200,000","2,198,700,000","2,044,600,000","1,976,200,000","1,912,800,000","1,857,800,000","1,818,400,000","1,983,200,000","1,963,600,000","1,893,000,000","1,877,800,000","1,953,500,000","1,920,900,000","1,866,300,000","1,866,200,000","1,859,600,000","1,890,400,000","1,973,000,000","1,985,900,000","2,011,400,000","1,996,200,000","1,970,300,000","1,921,600,000","1,950,200,000","1,922,500,000","1,741,800,000","1,425,700,000","1,269,700,000"
	CurrentAssets,"5,481,426,000","5,661,151,000","8,138,079,000","7,673,086,000","5,537,791,000","5,334,736,000","5,298,082,000","5,085,238,000","5,563,096,000","5,286,359,000","5,004,618,000","4,779,718,000","4,619,154,000","5,247,839,000","5,281,878,000","5,207,787,000","5,456,839,000","5,151,011,000","5,327,902,000","5,583,092,000","5,784,997,000","5,727,772,000","5,876,262,000","6,071,580,000","5,949,000,000","5,744,873,000","5,679,179,000","5,531,186,000","5,438,509,000","4,095,747,000","4,200,082,000","4,498,114,000","4,497,301,000","4,043,023,000","3,999,334,000","4,305,256,000","4,691,329,000","4,043,940,000","4,147,596,000","3,588,796,000","3,354,328,000","3,058,498,000","3,133,491,000","3,123,781,000","3,311,464,000","3,678,608,000","4,157,118,000","4,095,625,000","3,872,174,000","3,621,580,000","3,524,424,000","3,386,175,000","3,368,312,000","3,176,247,000","3,188,828,000","3,138,978,000","3,000,678,000","2,902,768,000","2,729,423,000","2,785,872,000","2,611,057,000","2,552,896,000","2,676,920,000","2,536,933,000","2,493,055,000","2,206,928,000","2,305,955,000","2,396,807,000","2,200,360,000","2,121,613,000","2,163,317,000","2,235,618,000","2,323,956,000","2,190,523,000","2,244,003,000","2,196,362,000","2,286,891,000","2,366,459,000","2,399,469,000","2,153,113,000","1,854,545,000","1,767,500,000","1,812,000,000","1,774,700,000","1,799,200,000","1,821,100,000","1,875,800,000","1,780,100,000","1,702,300,000","1,549,300,000","1,549,000,000","1,499,600,000","1,444,100,000","1,382,600,000","1,392,400,000","1,402,100,000","1,328,400,000","1,253,900,000","1,250,000,000","1,246,400,000","1,175,000,000","1,059,200,000","1,024,100,000","1,018,400,000","990,900,000","902,600,000","1,078,600,000","1,056,400,000","1,054,700,000","1,038,900,000","1,078,000,000","1,055,800,000","1,010,700,000","1,001,600,000","996,700,000","1,019,000,000","1,084,200,000","1,100,100,000","1,134,600,000","1,129,200,000","1,123,800,000","1,091,900,000","1,110,300,000","1,088,200,000","950,600,000","752,800,000","712,400,000"
		CashCashEquivalentsAndShortTermInvestments,"790,153,000","1,093,475,000","3,909,495,000","3,370,698,000","1,168,919,000","1,078,341,000","992,909,000","855,132,000","1,190,735,000","1,132,746,000","974,558,000","924,204,000","856,321,000","2,205,035,000","2,140,558,000","2,103,995,000","2,104,629,000","1,868,176,000","1,789,751,000","1,914,074,000","2,030,705,000","1,962,186,000","2,037,568,000","2,187,256,000","2,095,989,000","2,139,522,000","1,945,623,000","1,781,412,000","1,677,319,000","497,635,000","436,131,000","838,317,000","773,459,000","487,984,000","424,354,000","657,466,000","1,107,955,000","808,736,000","923,836,000","575,526,000","380,561,000","233,899,000","189,849,000","187,611,000","166,548,000","261,990,000","608,327,000","326,048,000","182,134,000","197,650,000","187,917,000","172,706,000","183,727,000","157,098,000","175,854,000","171,553,000","250,740,000","313,338,000","242,930,000","336,080,000","104,284,000","116,861,000","290,717,000","183,847,000","169,956,000","138,047,000","205,409,000","245,850,000","52,696,000","35,365,000","45,730,000","46,384,000","130,767,000","28,883,000","35,384,000","23,565,000","45,209,000","71,529,000","55,190,000","68,460,000","60,715,000","74,400,000","64,400,000","33,300,000","41,100,000","39,900,000","44,200,000","30,500,000","42,400,000","36,700,000","39,500,000","69,000,000","45,900,000","42,700,000","67,100,000","64,000,000","63,900,000","73,800,000","47,000,000","63,800,000","44,500,000","43,600,000","33,900,000","81,600,000","70,300,000","29,800,000","192,500,000","160,000,000","159,200,000","134,200,000","108,400,000","100,100,000","60,900,000","50,500,000","50,600,000","38,800,000","29,400,000","29,200,000","25,600,000","21,800,000","23,500,000","25,300,000","23,100,000","29,100,000","20,000,000","17,200,000","18,400,000"
			CashAndCashEquivalents,"697,617,000","948,355,000","3,627,393,000","3,219,767,000","1,098,729,000","1,047,385,000","952,122,000","822,137,000","1,089,529,000","1,024,770,000","874,766,000","884,886,000","819,563,000","1,520,736,000","1,393,850,000","1,221,653,000","1,034,971,000","1,047,494,000","974,268,000","1,180,584,000","1,017,013,000","1,075,307,000","1,092,137,000","1,613,555,000","2,095,989,000","2,139,522,000","1,945,623,000","1,781,412,000","1,677,319,000","497,635,000","436,131,000","838,317,000","773,459,000","487,984,000","424,354,000","657,466,000","1,107,955,000","808,736,000","923,836,000","575,526,000","380,561,000","233,899,000","189,849,000","187,611,000","166,548,000","261,990,000","608,327,000","326,048,000","182,134,000","197,650,000","187,917,000","172,706,000","183,727,000","157,098,000","175,854,000","171,553,000","250,740,000","313,338,000","242,930,000","336,080,000","104,284,000","116,861,000","290,717,000","183,847,000","169,956,000","138,047,000","205,409,000","245,850,000","52,696,000","35,365,000","45,730,000","46,384,000","31,917,000","28,883,000","35,384,000","23,565,000","45,209,000","71,529,000","55,190,000","68,460,000","60,715,000","74,400,000","64,400,000","33,300,000","41,100,000","39,900,000","44,200,000","30,500,000","42,400,000","36,700,000","39,500,000","69,000,000","45,900,000","42,700,000","67,100,000","64,000,000","63,900,000","73,800,000","47,000,000","63,800,000","44,500,000","43,600,000","33,900,000","81,600,000","70,300,000","29,800,000","192,500,000","160,000,000","159,200,000","134,200,000","108,400,000","100,100,000","60,900,000","50,500,000","50,600,000","38,800,000","29,400,000","29,200,000","25,600,000","21,800,000","23,500,000","25,300,000","23,100,000","29,100,000","20,000,000","17,200,000","18,400,000"
			OtherShortTermInvestments,"92,536,000","145,120,000","282,102,000","150,931,000","70,190,000","30,956,000","40,787,000","32,995,000","101,206,000","107,976,000","99,792,000","39,318,000","36,758,000","684,299,000","746,708,000","882,342,000","1,069,658,000","820,682,000","815,483,000","733,490,000","1,013,692,000","886,879,000","945,431,000","573,701,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98,850,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"2,496,612,000","2,292,313,000","2,272,004,000","2,441,762,000","2,434,515,000","2,262,963,000","2,377,320,000","2,473,916,000","2,474,519,000","2,170,503,000","2,188,709,000","2,185,738,000","2,105,227,000","1,667,619,000","1,748,904,000","1,826,103,000","1,833,033,000","1,713,847,000","1,876,997,000","1,984,728,000","2,025,157,000","2,000,954,000","2,132,883,000","2,246,613,000","2,098,063,000","1,861,849,000","1,968,490,000","2,062,745,000","2,017,126,000","1,802,405,000","1,982,590,000","1,992,284,000","2,061,501,000","1,828,117,000","1,881,303,000","1,977,856,000","1,950,980,000","1,636,905,000","1,694,313,000","1,599,941,000","1,563,150,000","1,368,449,000","1,452,494,000","1,417,305,000","1,532,232,000","1,682,338,000","1,821,681,000","2,046,726,000","1,985,894,000","1,745,683,000","1,784,784,000","1,737,748,000","1,717,153,000","1,524,240,000","1,569,479,000","1,592,323,000","1,452,783,000","1,250,448,000","1,242,295,000","1,241,029,000","1,283,675,000","1,158,785,000","1,185,357,000","1,201,343,000","1,190,598,000","926,393,000","967,866,000","1,002,060,000","991,131,000","898,888,000","945,861,000","1,006,313,000","981,972,000","813,638,000","920,958,000","922,325,000","888,760,000","870,510,000","953,904,000","840,040,000","800,241,000","692,400,000","739,700,000","738,800,000","718,700,000","661,300,000","714,400,000","699,200,000","677,600,000","578,400,000","629,500,000","601,700,000","597,200,000","526,900,000","520,600,000","538,600,000","521,700,000","444,600,000","473,900,000","485,000,000","493,900,000","408,900,000","422,400,000","388,500,000","383,300,000","327,200,000","347,400,000","354,300,000","343,700,000","324,100,000","364,500,000","357,100,000","347,900,000","326,900,000","325,900,000","340,500,000","360,300,000","347,400,000","381,400,000","381,900,000","374,000,000","353,300,000","372,100,000","374,100,000","358,200,000","276,300,000","267,600,000"
			AccountsReceivable,"2,174,425,000","1,973,187,000","1,983,242,000","2,131,054,000","2,117,103,000","1,938,709,000","2,065,158,000","2,145,517,000","2,146,408,000","1,857,282,000","1,922,288,000","1,930,751,000","1,869,303,000","1,411,074,000","1,498,384,000","1,593,920,000","1,587,785,000","1,419,934,000","1,561,054,000","1,620,194,000","1,701,017,000","1,572,864,000","1,711,798,000","1,858,176,000","1,859,657,000","1,625,782,000","1,749,383,000","1,840,820,000","1,803,386,000","1,591,858,000","1,780,647,000","1,782,443,000","1,830,755,000","1,603,055,000","1,684,182,000","1,769,665,000","1,950,980,000","1,514,440,000","1,694,313,000","1,599,941,000","1,563,150,000","1,368,449,000","1,452,494,000","1,417,305,000","1,532,232,000","1,682,338,000","1,821,681,000","2,046,726,000","1,985,894,000","1,745,683,000","1,784,784,000","1,737,748,000","1,717,153,000","1,524,240,000","1,569,479,000","1,592,323,000","1,452,783,000","1,250,448,000","1,242,295,000","1,241,029,000","1,283,675,000","1,158,785,000","1,185,357,000","1,201,343,000","1,190,598,000","926,393,000","967,866,000","1,002,060,000","991,131,000","898,888,000","945,861,000","1,006,313,000","981,972,000","813,638,000","920,958,000","922,325,000","888,760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,185,615,000","1,984,539,000","1,992,460,000","2,139,928,000","2,125,657,000","1,946,887,000","2,074,913,000","2,155,189,000","2,157,287,000","1,869,364,000","1,936,552,000","1,945,087,000","1,885,022,000","1,417,010,000","1,505,177,000","1,601,930,000","1,596,567,000","1,428,203,000","1,569,896,000","1,629,478,000","1,711,125,000","1,584,081,000","1,724,462,000","1,867,460,000","1,870,056,000","1,639,441,000","1,763,421,000","1,855,644,000","1,816,475,000","1,605,120,000","1,792,010,000","1,792,961,000","1,843,990,000","1,614,776,000","1,693,805,000","1,780,137,000",,,,"1,614,642,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-11,190,000","-11,352,000","-9,218,000","-8,874,000","-8,554,000","-8,178,000","-9,755,000","-9,672,000","-10,879,000","-12,082,000","-14,264,000","-14,336,000","-15,719,000","-5,936,000","-6,793,000","-8,010,000","-8,782,000","-8,269,000","-8,842,000","-9,284,000","-10,108,000","-11,217,000","-12,664,000","-9,284,000","-10,399,000","-13,659,000","-14,038,000","-14,824,000","-13,089,000","-13,262,000","-11,363,000","-10,518,000","-13,235,000","-11,721,000","-9,623,000","-10,472,000",,,,"-14,701,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"116,722,000","141,483,000","121,995,000","147,719,000","154,894,000","160,380,000","135,707,000","149,254,000","163,814,000","155,166,000","123,257,000","118,351,000","105,865,000","107,668,000","90,284,000","102,400,000","94,847,000","101,675,000","79,166,000","90,470,000","88,846,000","111,180,000","102,811,000","117,400,000","113,667,000","117,676,000","103,172,000","111,531,000","111,779,000","117,775,000","109,846,000","124,969,000","148,221,000","145,685,000","113,516,000","132,641,000",,"133,294,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
